Time (s),Attitude x (m/s^2),Attitude y (m/s^2),Attitude z (m/s^2),Absolute Attitude (m/s^2)
170.0,-7.8701515825,-4.7210941984999995,3.3242049275000003,9.761065543
171.0,-7.86522066,-4.717533955,3.336943144,9.759713735
172.0,-7.8738629825,-4.7279021005,3.3103939415,9.7626601015
173.0,-7.8685695785,-4.709638609500001,3.3480890834999997,9.762452053
174.0,-7.8458271655,-4.7126984225,3.3922986195,9.7608574395
175.0,-7.833655417999999,-4.7237064135,3.4182505350000003,9.7654573115
176.0,-7.830375474,-4.712328603,3.4158291,9.7564762605
177.0,-7.831182619,-4.7127864745,3.4236026405,9.760113574
178.0,-7.828588014499999,-4.7187872315,3.4252330735,9.761461233999999
179.0,-7.8825126425,-4.751761308500001,3.2478974335000004,9.760548781499999
180.0,-7.9202415375,-4.7674536765,3.1406337239999997,9.763355646499999
181.0,-7.9430250415,-4.7045125045,3.1840728045000004,9.7654537815
182.0,-8.0085329345,-4.559207315,3.1985529865,9.754677201
183.0,-8.013331779,-4.576148556,3.1848990275,9.7620896265
184.0,-8.010719564,-4.5635233395,3.2071982439999998,9.761339637999999
185.0,-8.003421505,-4.5586922095,3.2326482615,9.7614787685
186.0,-8.007175463500001,-4.554167795,3.2277011965,9.7608083415
187.0,-8.004341650499999,-4.554751874,3.2325337935,9.76035474
188.0,-8.0042491955,-4.5562737095,3.2302958005,9.7602500705
189.0,-8.004695327,-4.5604782015000005,3.2252019814999997,9.760894844500001
190.0,-8.003870571,-4.555702838,3.2359120624999997,9.761531762
191.0,-8.0032806215,-4.555821708,3.2357902569999997,9.761063229000001
192.0,-8.0028946595,-4.5622451155,3.2289163160000003,9.761472419
193.0,-8.001625240500001,-4.5553931875,3.239387189,9.7606989935
194.0,-7.999707170000001,-4.554910368,3.2424778205,9.7599275665
195.0,-8.001983319499999,-4.563968002999999,3.2288928355,9.76152604
196.0,-7.9994342085,-4.557722168,3.2379167175,9.7595033995
197.0,-7.998876545,-4.556915023,3.245522959,9.761194618
198.0,-7.998478842000001,-4.5589959895,3.241901079,9.760637600999999
199.0,-8.0003939775,-4.5631065594999995,3.2331927175,9.7612418425
200.0,-7.999080532,-4.5565305285,3.2444179039999996,9.760814906
201.0,-7.9994180655000005,-4.556198865,3.244573463,9.7609884405
202.0,-8.005501004500001,-4.5622803365,3.22986728,9.763944493
203.0,-7.974491959,-4.536737864,3.321958129,9.757907746
204.0,-7.7879959555,-4.6123380055,3.6358964670000002,9.754424381
205.0,-7.784611816,-4.771953143,3.466799577,9.766801792
206.0,-7.843568627,-4.7778394315,3.314061315,9.7638573085
207.0,-7.8427717545,-4.7827131205,3.3017501515000003,9.7614058325
208.0,-7.834747265000001,-4.8182994125,3.26777815,9.7610923825
209.0,-7.802418904,-4.827424554,3.3257737235,9.7592695925
210.0,-7.865120868,-4.835286147,3.169887597,9.761685672999999
211.0,-7.939363538,-4.757364362500001,3.09168111,9.7593299905
212.0,-8.0421248445,-4.5674651425,3.107540777,9.757097581
213.0,-8.077916592,-4.581226232500001,3.028082482,9.7678232435
214.0,-8.09040386,-4.5531992205,3.007987505,9.758826904
215.0,-8.086384277,-4.539906275,3.0436706545,9.760342976
216.0,-8.0871312535,-4.5494672755,3.03001963,9.7611735185
217.0,-8.088146789,-4.545124835,3.0348082014999997,9.761473383
218.0,-8.085445054000001,-4.538664739,3.0442459285,9.759166628500001
219.0,-8.08709163,-4.542932335,3.0351794885,9.759698908499999
220.0,-8.093271426,-4.542267540999999,3.024558927,9.761213261
221.0,-8.091479564,-4.533670713,3.0429354185,9.7614389445
222.0,-8.088937791,-4.531374018,3.050114607,9.760510388
223.0,-8.093118802,-4.5387161035000005,3.02801204,9.760503382
224.0,-8.092100332000001,-4.532288293500001,3.0410041405,9.760708942499999
225.0,-8.09010595,-4.532691866,3.043513628,9.760026327999999
226.0,-8.09534212,-4.5436338175,3.0221081405,9.762802956
227.0,-8.0722592385,-4.5409702395,3.0732796705,9.758441632499999
228.0,-8.0713523015,-4.555240564,3.057377445,9.7593382395
229.0,-8.082392578,-4.578388017,3.0210265659999997,9.7680170325
230.0,-8.045347555,-4.557918818,3.106413709,9.754727691500001
231.0,-8.040588334,-4.5471368275,3.1619350165,9.763488856999999
232.0,-8.058504019499999,-4.5542162235,3.105382031,9.763393492
233.0,-8.0609137145,-4.5442736635,3.108597403,9.761772385
234.0,-8.0674603945,-4.564579966,3.0562239614999998,9.7601170275
235.0,-8.077627487,-4.557956974,3.0455153480000003,9.762102138
236.0,-8.0609768185,-4.566415854,3.0781959175,9.762522512
237.0,-8.0838454395,-4.556430736,3.0268350755,9.7607152515
238.0,-8.092963243,-4.531266888,3.037197351,9.759771205
239.0,-8.0769171995,-4.535307016,3.071156145,9.758977944
240.0,-8.07281837,-4.556627386,3.061853431,9.762591664
241.0,-8.0696103355,-4.572040920999999,3.0500426975,9.7634494385
242.0,-8.038312184999999,-4.599937322000001,3.0724974730000003,9.7578426885
243.0,-7.9735409950000005,-4.7057995335000005,3.0936622844999997,9.761797759
244.0,-7.9753445974999995,-4.685628245,3.1198798235,9.761915082000002
245.0,-7.98250324,-4.697038341,3.0841232975,9.761883161499998
246.0,-7.9830726445,-4.6924743025,3.0834482305,9.759943295500001
247.0,-7.9853517284999995,-4.703351683,3.0663030019999997,9.76164529
248.0,-7.987049668499999,-4.6969180025,3.0689827235,9.760775869
249.0,-7.9874444360000005,-4.6912224935,3.0801448055,9.7618716305
250.0,-7.9860238599999995,-4.704189646,3.0613309885,9.761031286
251.0,-7.987871489,-4.6944804245,3.0717299515,9.761135444
252.0,-7.989253908,-4.6913883255,3.072923059,9.7611556525
253.0,-7.9868207325,-4.7118912774999995,3.055014711,9.7634221265
254.0,-7.9893947915000005,-4.696081507,3.065991884,9.7613483665
255.0,-7.987919917499999,-4.6894276965,3.0739899580000003,9.759457607
256.0,-7.9896882985,-4.704761985499999,3.0545935285,9.7621949035
257.0,-7.989651610499999,-4.6837043045,3.0761002755,9.7587956095
258.0,-7.9885362825,-4.682619795,3.0827320725,9.759450863
259.0,-7.986194094,-4.7054165065,3.0598296979999997,9.761291975999999
260.0,-7.960532751500001,-4.730540731,3.0920083705000003,9.762614729
261.0,-7.9597050615,-4.7201358975,3.103512389,9.760554947
262.0,-7.962442017,-4.731205525,3.0867311095,9.762829209
263.0,-7.9614426245,-4.715049416,3.111200813,9.761962285500001
264.0,-7.9550969965,-4.714887987,3.1258189439999997,9.761377462999999
265.0,-7.9611476495,-4.7210002765,3.1062786955,9.763031249
266.0,-7.977061615,-4.6922365615,3.10072994,9.760386237999999
267.0,-7.9817650695,-4.690049932,3.097036151,9.7620070225
268.0,-7.980667352,-4.6982006295000005,3.084108622,9.760940093999999
269.0,-7.978739009,-4.690528349,3.1057503825,9.762531430500001
270.0,-7.976715276,-4.6874993535,3.109510211,9.7606202825
271.0,-7.97485444,-4.7021585755,3.0939631295,9.761209352
272.0,-7.973383969,-4.6943806325,3.1129457135,9.762302675
273.0,-7.961061065,-4.727039189,3.0902678725,9.7608277835
274.0,-7.968937333,-4.748936301,3.046450168,9.764077879
275.0,-7.9703681815,-4.729657274,3.063483864,9.761217217999999
276.0,-7.9662297285,-4.7312422135,3.069515439,9.760503969
277.0,-7.969536088,-4.738113219500001,3.053259538,9.761439007
278.0,-7.970374051,-4.730341146,3.067047043,9.7626722195
279.0,-7.9709287799999995,-4.7349624185,3.0544893335000003,9.761437302000001
280.0,-7.969139853,-4.733590272,3.06060896,9.7612211955
281.0,-7.9680582785,-4.7292258185,3.073530619,9.762280647499999
282.0,-7.968635020500001,-4.740615369,3.0536322915,9.7620326135
283.0,-7.9713294175,-4.728318881,3.064147191,9.761562636499999
284.0,-7.969744478,-4.729514923,3.0670206269999998,9.761750047
285.0,-7.9705765710000005,-4.738534402,3.0504770885,9.76162104
286.0,-7.968282812,-4.730686017,3.0706630529999996,9.762268885
287.0,-7.967267276499999,-4.732972439,3.064324763,9.7605662555
288.0,-7.9692939445,-4.7343988845,3.058321071,9.761021555
289.0,-7.966291365,-4.7261131735,3.0750275064999997,9.7598021765
290.0,-7.9702771939999995,-4.738026635000001,3.054204631,9.7622954
291.0,-7.969518477499999,-4.731446201500001,3.0624477835,9.76106669
292.0,-7.969989557,-4.7286608165,3.0652595834999996,9.760983695499998
293.0,-7.972457953499999,-4.738891014,3.047216222,9.762312934499999
294.0,-7.97013044,-4.7277935025,3.0655149345,9.76075834
295.0,-7.970783494000001,-4.7371563855000005,3.0526358345,9.761808943
296.0,-7.971769678499999,-4.7337531685,3.048787954,9.759749296999999
297.0,-7.975009998999999,-4.742018334,3.034053888,9.761815269
298.0,-7.9810401065,-4.7425818675,3.0143199249999997,9.7609063215
299.0,-7.974734102,-4.741576605500001,3.0350327345,9.7616944945
300.0,-7.9684398385,-4.721734045,3.0839090369999997,9.762239480000002
301.0,-7.971556886,-4.713476217,3.0901578069999998,9.762782922500001
302.0,-7.9722158095,-4.728089945,3.0612047805,9.7612517085
303.0,-7.973388371,-4.733569726500001,3.0536865905,9.762510457
304.0,-7.9718973545,-4.7255613795,3.0640048395,9.7606459115
305.0,-7.9728277725,-4.725834341500001,3.0606045575,9.760471063499999
306.0,-7.9818927455,-4.733240997999999,3.0323764935,9.762658877
307.0,-7.980053922,-4.7256318215,3.0471721965,9.7620768225
308.0,-7.980486845,-4.722312254,3.045816193,9.760399561
309.0,-7.982743916,-4.735442303,3.024523706,9.762012347999999
310.0,-7.992927152,-4.754665563,2.965924974,9.761692067
311.0,-7.977045472,-4.7300623139999995,3.0429398215,9.760470202
312.0,-7.977330174,-4.734168481499999,3.040936634,9.7620410895
313.0,-7.976615484,-4.725994303,3.0555488945000002,9.762059297
314.0,-7.9745902834999995,-4.725492406,3.054192891,9.759736826000001
315.0,-7.9761297295,-4.733205777,3.040148567,9.760351455999999
316.0,-7.975495753500001,-4.7254131585,3.054615541,9.7605713155
317.0,-7.979189543,-4.7275264109999995,3.045267334,9.761693045000001
318.0,-7.975494286,-4.7303308735,3.045888102,9.760230699000001
319.0,-7.973557138,-4.7259722905,3.060892195,9.7612249505
320.0,-7.9734368,-4.7317485135,3.0527693805,9.761382861
321.0,-7.975117129,-4.7261058355,3.059486295,9.7621222635
322.0,-7.969867751000001,-4.725719873999999,3.0681653055,9.760372327999999
323.0,-7.9720925365,-4.7333730764999995,3.054132722,9.761497621
324.0,-7.9702361029999995,-4.7271639295,3.0665246,9.760857033499999
325.0,-7.967469797,-4.7274647745,3.0706542475000003,9.7600422205
326.0,-7.97042248,-4.732257749,3.0627192780000003,9.762285075000001
327.0,-7.968342981,-4.724259675,3.076798823,9.7611384605
328.0,-7.9676180174999995,-4.7310206155,3.070541247,9.761852904
329.0,-7.9665364435,-4.7289220385,3.0739019059999997,9.761010063
330.0,-7.966762444,-4.7263479795,3.0829947615,9.762814077
331.0,-7.967657641500001,-4.731820423,3.069468478,9.7619334755
332.0,-7.95796016,-4.730154769,3.0918983055,9.760303133
333.0,-7.9523732485,-4.734376871,3.1039203645,9.761603937499999
334.0,-7.94969793,-4.7275293465,3.1253449294999998,9.7629933735
335.0,-7.9098190934999995,-4.7264008104999995,3.2187683015,9.760363994
336.0,-7.917413594499999,-4.7390304295,3.1858852115,9.7618653585
337.0,-7.90404874,-4.735680044,3.2158112159999996,9.7592075195
338.0,-7.914967212,-4.7506694615,3.180496418,9.7637807875
339.0,-7.931485802,-4.75502511,3.1172235825,9.758905278499999
340.0,-8.014072885000001,-4.6529858305000005,3.0715920035,9.762772572
341.0,-8.0258938915,-4.485536984,3.261483886,9.756363948
342.0,-7.908962052,-4.678879044,3.333811421,9.775371525
343.0,-8.217244505,-4.074804342,3.128162599,9.708641549
344.0,-8.634510619499999,-3.6243968515000002,2.8454798529999996,9.788728394
345.0,-8.491817645000001,-3.7954514355,2.916860827,9.7480671775
346.0,-8.538215278,-3.8340124245,2.8029022175,9.770268378
347.0,-8.5655437425,-3.760532873,2.7870190695,9.761030548499999
348.0,-8.560471935999999,-3.7396586335,2.819677627,9.7579375585
349.0,-8.56303132,-3.7454480654999998,2.8112921230000003,9.759985421
350.0,-8.5640732705,-3.7447348424999998,2.8125131135,9.760977455999999
351.0,-8.562847878,-3.737590875,2.821158371,9.7596572
352.0,-8.564259648,-3.7380458115,2.817802115,9.760101252
353.0,-8.563838465,-3.7339748655,2.8169054505,9.757915529000002
354.0,-8.56634355,-3.7266298449999997,2.8271341795,9.7602623645
355.0,-8.562639488,-3.7325763025,2.824335587,9.7584760635
356.0,-8.565170988,-3.7315548975,2.8279457270000004,9.761350464
357.0,-8.5601006495,-3.7258168295,2.8386968995000004,9.757830506000001
358.0,-8.561888109,-3.7325293415000003,2.824856563,9.757950375
359.0,-8.5629755535,-3.728004927,2.8344865375,9.7599672615
360.0,-8.499698316,-3.7627400480000004,2.9632672655,9.7563514025
361.0,-8.4616715105,-3.8710163565,2.952479405,9.762306277
362.0,-8.480087626,-3.8774148155,2.8802501945,9.759226691
363.0,-8.499048197,-3.855802406,2.8533032900000004,9.759226275
364.0,-8.4905526285,-3.871933567,2.855759946,9.7589311355
365.0,-8.483332349000001,-3.8706318619999998,2.8732882015,9.757282828000001
366.0,-8.487875842000001,-3.8809486435,2.8582811735,9.760922196
367.0,-8.489347781,-3.8717794755,2.8582019265,9.758537104
368.0,-8.4916195275,-3.873900066,2.8559800765,9.7607038395
369.0,-8.4882060375,-3.8869919585000003,2.8457484125,9.759953423999999
370.0,-8.485796342499999,-3.877087555,2.8672889125,9.7602226795
371.0,-8.492863998499999,-3.869559093,2.84827551,9.757820401
372.0,-8.510452423499999,-3.843078865,2.8428544305,9.761109462
373.0,-8.5065590485,-3.834577426,2.868920813,9.762047261
374.0,-8.505445188500001,-3.853778673,2.8304757599999997,9.757350267
375.0,-8.494765925500001,-3.871609241,2.8570249624999997,9.762842893999998
376.0,-8.490655356000001,-3.881228943,2.8420942465000003,9.758726915
377.0,-8.492067126,-3.89779743,2.823695742,9.761213373
378.0,-8.4630847485,-3.9425499545,2.845600191,9.7604874525
379.0,-8.3624851225,-4.1203302585,2.8897378180000004,9.7600672375
380.0,-8.3780850355,-4.1380874500000004,2.8248639005,9.761965781
381.0,-8.374724377,-4.1226680445,2.8515128955,9.7603101415
382.0,-8.377239734,-4.140434041000001,2.8185212075,9.760452766
383.0,-8.380641484,-4.1388769844999995,2.8097306645,9.760137249500001
384.0,-8.380827861,-4.124349841,2.8310994635,9.7603130685
385.0,-8.373799829,-4.1386832694999995,2.8246423025,9.7584750115
386.0,-8.382468567,-4.1313133015,2.8174880625,9.760728594500002
387.0,-8.3835956345,-4.143611257,2.797123059,9.761050539
388.0,-8.386887319,-4.1412455885,2.7926059810000003,9.7615818085
389.0,-8.3901922115,-4.131750627500001,2.798929596,9.7622080985
390.0,-8.392447815,-4.1357995605,2.7837978275,9.761534326
391.0,-8.391238565,-4.1468721235,2.7679102775,9.760675216
392.0,-8.394252885,-4.1399526885,2.774762205,9.762274412
393.0,-8.393814091,-4.137035226,2.7748062315,9.7606738625
394.0,-8.390970006,-4.1487813885,2.76740838,9.7611124065
395.0,-8.392085333,-4.137096863,2.783279787,9.761625090999999
396.0,-8.3894951315,-4.139983507,2.7798912455,9.759656429
397.0,-8.393043635,-4.1484922834999995,2.7654286735,9.762212179999999
398.0,-8.393169842999999,-4.140549976,2.7740240345,9.761386682000001
399.0,-8.390039587499999,-4.143640608,2.7721485230000003,9.759477462
400.0,-8.390209821500001,-4.1494887405,2.7673291329999996,9.76073978
401.0,-8.39104485,-4.1410826919999995,2.7781213965,9.760951227
402.0,-8.390551757499999,-4.1506568994999995,2.766470624,9.76128773
403.0,-8.3934251945,-4.1451110795,2.768972774,9.76210862
404.0,-8.3897137945,-4.142281669,2.7771953810000003,9.7600548375
405.0,-8.405334252500001,-4.1191268784999995,2.768991852,9.761409933500001
406.0,-8.4388205,-4.0669955805,2.7463272185000003,9.762007573
407.0,-8.4388865395,-4.060924382,2.7411277370000002,9.758061148
408.0,-8.431855572,-4.082836169,2.746190738,9.7625509835
409.0,-8.422952028000001,-4.079394796,2.764087345,9.7584724115
410.0,-8.419909825,-4.085972294499999,2.7735969815,9.7612971195
411.0,-8.415033201,-4.101036556,2.764950256,9.760954591
