Time (s),Tilt up/down (deg),Tilt left/right (deg)
0.0,-162.8250184,138.7384425
1.0,-160.27644020000002,140.27060360000002
2.0,-140.0618403,143.13474945000002
3.0,-134.84841640000002,145.30902765000002
4.0,-140.62669920000002,149.91399205
5.0,-146.08225879999998,157.8179224
6.0,-146.297344,157.65326065
7.0,-146.44178349999999,157.74985925
8.0,-147.8862557,157.6131521
9.0,-148.65222125,157.42058035000002
10.0,-149.0992339,158.3472177
11.0,-149.25508195,158.42524525
12.0,-149.26627515,158.7011088
13.0,-149.26732420000002,158.6941352
14.0,-149.2781518,158.60080415
15.0,-149.29141529999998,158.50884965
16.0,-149.3009289,158.42160605
17.0,-149.3071314,158.57588885
18.0,-149.32743745,158.44592645
19.0,-149.30463525,158.41764855
20.0,-149.39355690000002,158.57087575
21.0,-149.48863749999998,159.08449845
22.0,-149.61056150000002,158.89768379999998
23.0,-149.56890645,158.7559986
24.0,-149.5879743,158.7101326
25.0,-149.53683205,158.6509635
26.0,-149.42838915,158.8304595
27.0,-149.42625065,158.8135413
28.0,-149.44223605000002,158.87313895
29.0,-149.57435370000002,158.64508315
30.0,-149.5439862,158.57523255
31.0,-149.56335695,158.66536385
32.0,-149.59060465,158.58596139999997
33.0,-149.58069590000002,158.61320215
34.0,-149.5781471,158.6923683
35.0,-149.6012939,158.55512065
36.0,-149.59717035,158.4496422
37.0,-149.598481,158.4914072
38.0,-149.57955795,158.50143845
39.0,-149.62707855000002,158.4036097
40.0,-149.62648575,158.42608615
41.0,-149.57749475,158.60091835
42.0,-149.6004021,158.51518040000002
43.0,-149.58723595,158.44696315
44.0,-149.5819449,158.56849475
45.0,-149.6106883,158.50925975
46.0,-149.58718255,158.49649895
47.0,-149.57756369999998,158.58321619999998
48.0,-149.6009069,158.46484850000002
49.0,-149.5921062,158.4674416
50.0,-149.5730804,158.507936
51.0,-149.59559185,158.4413591
52.0,-149.58040135,158.4412011
53.0,-149.57103039999998,158.52591735
54.0,-149.58107230000002,158.41973745
55.0,-149.57115405,158.5107459
56.0,-149.56672995,158.46379174999998
57.0,-149.56286685,158.41070050000002
