Time (s),Mouse Move,Key Press,Mouse Scroll,Mouse Click,PositionX,PositionY
123,0,0,7,0,736.0859375,270.41015625
124,0,0,7,0,736.0859375,270.41015625
125,0,0,12,0,736.0859375,270.41015625
129,14,0,0,0,745.9656808035714,215.072265625
130,39,0,0,1,776.5908203125,221.8169921875
135,0,2,0,0,,
137,38,0,0,0,869.7020970394736,165.59786184210526
138,26,0,0,1,933.9367766203703,124.99291087962963
139,47,0,7,1,816.5267755681818,408.8463068181818
140,20,0,27,0,819.379571143617,391.4148936170213
141,80,0,0,1,932.5550733024692,126.71122685185185
142,19,0,19,1,720.3367387820513,466.8748998397436
143,0,0,9,0,719.25390625,471.0078125
144,0,0,21,0,719.25390625,471.0078125
145,0,0,30,0,719.25390625,471.0078125
146,0,0,39,0,719.25390625,471.0078125
147,0,0,8,0,719.25390625,471.0078125
174,0,1,0,0,,
205,0,1,0,0,,
297,0,0,43,0,719.25390625,471.0078125
298,0,0,20,0,719.25390625,471.0078125
330,0,0,4,0,719.25390625,471.0078125
331,0,0,41,0,719.25390625,471.0078125
344,0,1,0,0,,
375,0,0,52,0,719.25390625,471.0078125
376,0,0,38,0,719.25390625,471.0078125
432,0,0,46,0,719.25390625,471.0078125
433,0,0,31,0,719.25390625,471.0078125
434,0,0,30,0,719.25390625,471.0078125
435,0,0,11,0,719.25390625,471.0078125
437,0,0,42,0,719.25390625,471.0078125
438,0,0,38,0,719.25390625,471.0078125
439,0,0,28,0,719.25390625,471.0078125
440,0,0,40,0,719.25390625,471.0078125
441,0,0,37,0,719.25390625,471.0078125
442,0,0,36,0,719.25390625,471.0078125
443,0,0,34,0,719.25390625,471.0078125
444,0,0,48,0,719.25390625,471.0078125
445,0,0,40,0,719.25390625,471.0078125
446,0,0,33,0,719.25390625,471.0078125
447,0,0,51,0,719.25390625,471.0078125
448,0,0,50,0,719.25390625,471.0078125
449,0,0,43,0,719.25390625,471.0078125
450,0,0,45,0,719.25390625,471.0078125
451,0,0,36,0,719.25390625,471.0078125
452,0,0,31,0,719.25390625,471.0078125
453,0,0,49,0,719.25390625,471.0078125
454,0,0,50,0,719.25390625,471.0078125
455,0,0,55,0,719.25390625,471.0078125
456,0,0,43,0,719.25390625,471.0078125
457,0,0,46,0,719.25390625,471.0078125
458,0,0,1,0,719.25390625,471.0078125
459,0,1,0,0,,
487,38,0,0,2,673.419140625,485.45537109375
488,3,0,2,0,639.82421875,491.6265625
489,61,0,0,1,683.3718497983871,337.9194808467742
490,21,0,0,1,687.2299360795455,328.8240411931818
491,23,0,0,0,736.9835258152174,336.64096467391306
492,58,0,0,0,1057.5074084051723,417.2395608836207
493,63,0,0,1,1376.2842407226562,228.22259521484375
494,58,0,0,0,893.6173895474138,426.6659482758621
495,0,1,0,0,,
496,2,0,0,1,779.26171875,531.66015625
505,87,0,0,0,382.8606770833333,340.05127514367814
506,45,0,0,1,51.99974524456522,50.853091032608695
507,89,0,0,0,322.4823999297753,263.9765625
508,51,0,0,1,179.98076923076923,81.11868990384616
509,57,1,0,0,150.46052631578948,78.07695997807018
510,96,0,0,1,124.0174774484536,79.48928801546391
511,69,0,0,0,312.2364696557971,352.0036798007246
512,67,0,0,1,219.693359375,856.9578929227941
513,45,1,0,0,425.99878472222224,698.6907986111111
514,53,0,0,0,602.2480837264151,566.9885760613207
526,0,1,0,0,,
571,0,0,17,0,627.21875,553.44921875
572,0,0,14,1,627.21875,553.44921875
574,64,0,0,1,517.5087740384615,573.233954326923
575,0,1,0,0,,
610,0,1,0,0,,
663,0,0,28,0,461.28125,590.0
677,0,0,45,0,461.28125,590.0
678,49,0,0,1,495.438203125,463.917890625
679,48,0,0,0,528.54296875,403.5628255208333
680,48,0,0,0,653.4180501302084,231.28873697916666
681,13,0,0,0,653.8079927884615,205.76171875
682,0,1,0,0,,
683,0,2,0,0,,
684,0,3,0,0,,
685,0,3,0,0,,
686,53,0,0,1,611.7963686342592,363.15263310185185
687,67,0,0,0,598.8338969216418,476.59299207089555
688,0,3,0,0,,
689,59,0,0,0,965.3761917372881,125.63718220338983
690,15,0,0,2,932.8722426470588,128.59949448529412
691,0,0,0,1,933.45703125,122.87109375
692,16,0,0,0,915.46484375,196.43310546875
693,0,1,30,0,903.19140625,265.61328125
694,0,0,47,0,903.19140625,265.61328125
695,61,0,21,0,613.3927686737804,382.5841272865854
696,39,0,0,1,562.181640625,413.95390625
697,70,0,0,1,839.3628961267606,184.39425616197184
698,65,0,0,1,424.732421875,439.80362215909093
699,58,0,0,0,565.2941136853449,526.1067483836207
700,49,0,15,0,672.5767211914062,641.3073120117188
701,0,0,35,0,769.89453125,607.38671875
702,0,0,27,0,769.89453125,607.38671875
703,0,0,22,0,769.89453125,607.38671875
704,0,0,9,0,769.89453125,607.38671875
705,63,0,1,0,864.2949829101562,320.65106201171875
706,47,0,0,1,883.0248209635416,283.5410970052083
707,8,0,0,0,996.07275390625,279.41064453125
708,1,2,0,0,1000.625,279.8046875
709,66,0,0,1,1246.4589552238806,60.81069263059702
710,41,0,0,1,887.7009858630952,206.1981956845238
711,57,2,0,0,482.12075109649123,279.88856907894734
712,19,1,0,1,392.784375,264.819921875
713,0,1,0,0,,
714,0,1,0,0,,
715,41,0,0,0,365.3466082317073,346.8879573170732
716,5,0,26,0,369.6706149193548,410.69959677419354
717,0,0,9,0,369.8359375,410.921875
721,0,0,19,0,369.8359375,410.921875
722,11,0,20,0,377.6906502016129,394.831779233871
723,53,0,0,1,456.9206452546296,238.7073929398148
725,32,0,0,0,508.3096923828125,320.1939697265625
726,13,0,0,0,541.1712740384615,409.38461538461536
727,13,0,0,0,566.02734375,451.5979567307692
730,0,0,20,0,568.62890625,457.14453125
731,1,0,29,0,568.2415364583334,458.6809895833333
733,0,0,18,0,568.1640625,458.98828125
734,6,0,16,0,566.8091264204545,449.60848721590907
735,0,0,19,0,566.08984375,445.2734375
736,0,0,37,0,566.08984375,445.2734375
737,0,0,33,0,566.08984375,445.2734375
738,0,0,34,0,566.08984375,445.2734375
739,68,0,0,0,1059.362247242647,102.70329733455883
740,62,0,1,1,1237.2595825195312,115.21600341796875
741,0,0,43,0,776.28125,436.99609375
742,0,0,25,0,776.28125,436.99609375
743,31,0,18,0,702.343431122449,424.5554049744898
744,1,0,0,1,594.4453125,409.5
750,24,0,20,0,627.0303622159091,636.6507457386364
751,0,0,29,0,637.421875,712.80859375
752,0,0,18,0,637.421875,712.80859375
753,0,0,16,0,637.421875,712.80859375
754,0,0,12,0,637.421875,712.80859375
755,0,0,29,0,637.421875,712.80859375
756,0,0,26,0,637.421875,712.80859375
757,0,0,35,0,637.421875,712.80859375
758,0,0,18,0,637.421875,712.80859375
759,0,0,1,0,637.421875,712.80859375
763,4,0,0,0,635.1064453125,705.5625
764,17,0,0,1,543.3776041666666,519.0177951388889
770,21,0,0,0,474.99720982142856,345.63355654761904
771,18,0,0,0,495.48350694444446,348.91319444444446
775,16,0,0,0,498.1328125,355.218994140625
776,5,0,13,0,498.283203125,358.68055555555554
779,0,0,15,0,498.2421875,358.5546875
782,0,0,16,0,498.2421875,358.5546875
783,0,0,16,0,498.2421875,358.5546875
784,1,0,14,0,498.2421875,357.16796875
785,0,0,13,0,498.2421875,357.16796875
786,0,0,10,0,498.2421875,357.16796875
787,0,0,6,0,498.2421875,357.16796875
797,2,0,2,1,498.01171875,357.54140625
798,25,0,16,0,541.4781821646342,527.4431211890244
800,0,0,5,0,551.2421875,568.78125
801,0,0,9,0,551.2421875,568.78125
802,0,0,1,0,551.2421875,568.78125
803,0,0,15,0,551.2421875,568.78125
804,0,0,24,0,551.2421875,568.78125
805,0,0,33,0,551.2421875,568.78125
806,4,0,26,0,551.0319010416666,570.95625
808,0,0,49,0,550.87109375,572.703125
809,0,0,35,0,550.87109375,572.703125
812,0,0,14,0,550.87109375,572.703125
813,0,0,13,0,550.87109375,572.703125
814,0,0,14,0,550.87109375,572.703125
818,0,0,15,0,550.87109375,572.703125
827,0,0,19,0,550.87109375,572.703125
829,0,0,15,0,550.87109375,572.703125
830,0,0,6,0,550.87109375,572.703125
840,0,0,15,0,550.87109375,572.703125
841,0,0,43,0,550.87109375,572.703125
842,0,0,28,0,550.87109375,572.703125
843,0,0,1,0,550.87109375,572.703125
844,0,0,27,0,550.87109375,572.703125
845,0,0,17,0,550.87109375,572.703125
846,0,0,21,0,550.87109375,572.703125
847,0,0,30,0,550.87109375,572.703125
848,0,0,24,0,550.87109375,572.703125
849,0,0,34,0,550.87109375,572.703125
850,0,0,47,0,550.87109375,572.703125
851,0,0,12,0,550.87109375,572.703125
861,0,0,26,0,550.87109375,572.703125
862,2,0,34,0,551.8573133680555,569.2534722222222
863,0,0,23,0,552.69140625,566.3125
864,0,0,15,0,552.69140625,566.3125
865,0,0,12,0,552.69140625,566.3125
866,0,0,19,0,552.69140625,566.3125
867,0,0,31,0,552.69140625,566.3125
868,0,0,40,0,552.69140625,566.3125
869,2,0,31,0,552.7924952651515,566.2368607954545
870,60,0,0,0,764.6149088541666,327.6341145833333
871,99,0,0,0,1237.5441130050506,75.11237373737374
872,27,0,13,1,819.8076410060976,366.1279535060976
873,0,0,32,0,507.6484375,597.83203125
874,0,0,39,0,507.6484375,597.83203125
875,18,0,13,0,512.265625,545.5326360887096
876,56,0,17,0,536.0648009417808,337.9014340753425
877,0,0,35,0,531.5703125,356.6171875
878,0,0,51,0,531.5703125,356.6171875
879,37,0,20,1,544.5121901939655,328.42544450431035
880,16,0,0,0,558.538818359375,305.345458984375
882,33,0,0,0,574.8967803030303,387.2986505681818
883,16,0,0,0,594.356689453125,432.293212890625
884,10,0,0,0,614.355078125,462.4875
885,25,0,13,0,681.5347450657895,498.3264802631579
886,0,0,2,0,699.94921875,510.390625
887,0,0,18,0,699.94921875,510.390625
888,0,0,28,0,699.94921875,510.390625
889,0,0,16,0,699.94921875,510.390625
890,0,0,13,0,699.94921875,510.390625
891,0,0,2,0,699.94921875,510.390625
893,0,0,8,0,699.94921875,510.390625
894,0,0,28,0,699.94921875,510.390625
895,0,0,26,0,699.94921875,510.390625
896,0,0,21,0,699.94921875,510.390625
897,0,0,46,0,699.94921875,510.390625
898,0,0,38,0,699.94921875,510.390625
899,0,0,28,0,699.94921875,510.390625
900,0,0,38,0,699.94921875,510.390625
901,47,0,8,0,1017.2875710227273,253.48607954545454
902,77,0,0,0,1309.270596590909,66.63321834415585
903,35,0,0,1,1177.5325520833333,66.49533420138889
904,56,0,0,1,426.8003015350877,75.34320175438596
905,33,0,0,0,609.6149384469697,412.13482481060606
906,0,0,31,0,649.94921875,464.83203125
907,0,0,18,0,649.94921875,464.83203125
908,0,0,41,0,649.94921875,464.83203125
909,0,0,19,0,649.94921875,464.83203125
910,0,0,38,0,649.94921875,464.83203125
911,0,0,12,0,649.94921875,464.83203125
912,0,0,12,0,649.94921875,464.83203125
915,0,0,8,0,649.94921875,464.83203125
916,0,0,6,0,649.94921875,464.83203125
932,0,0,16,0,649.94921875,464.83203125
998,0,0,34,0,649.94921875,464.83203125
999,0,0,15,0,649.94921875,464.83203125
1022,0,1,0,0,,
1033,0,1,0,0,,
1041,0,1,0,0,,
1049,0,1,0,0,,
1055,0,1,0,0,,
1080,0,0,16,0,649.94921875,464.83203125
1081,0,0,31,0,649.94921875,464.83203125
1082,0,0,17,0,649.94921875,464.83203125
1088,0,1,0,0,,
1096,0,1,0,0,,
1134,0,0,12,0,649.94921875,464.83203125
1135,0,0,46,0,649.94921875,464.83203125
1136,0,0,7,0,649.94921875,464.83203125
1140,75,0,0,0,895.8105729166666,768.8761979166667
1141,24,0,0,1,873.91765625,734.3971875
1142,0,0,37,0,712.14453125,493.47265625
1145,0,0,17,0,712.14453125,493.47265625
1146,0,0,29,0,712.14453125,493.47265625
1147,0,0,17,0,712.14453125,493.47265625
1151,35,0,0,0,568.8571428571429,596.4265625
1152,82,0,0,1,225.73366905120483,850.1357304216867
1153,36,0,0,0,465.2341579861111,644.9189453125
1154,0,0,22,0,614.8828125,530.90234375
1158,0,1,0,0,,
1174,0,0,37,0,614.8828125,530.90234375
1175,0,0,4,0,614.8828125,530.90234375
1207,0,0,22,0,614.8828125,530.90234375
1238,0,0,11,0,614.8828125,530.90234375
1239,0,0,11,0,614.8828125,530.90234375
1241,0,1,0,0,,
1242,0,0,32,0,614.8828125,530.90234375
1243,0,0,17,0,614.8828125,530.90234375
1244,0,0,15,0,614.8828125,530.90234375
1247,0,1,0,0,,
1251,0,0,18,0,614.8828125,530.90234375
1252,0,0,20,0,614.8828125,530.90234375
1253,0,0,35,0,614.8828125,530.90234375
1254,0,0,3,0,614.8828125,530.90234375
1255,0,0,32,0,614.8828125,530.90234375
1257,0,0,19,0,614.8828125,530.90234375
1258,0,0,20,0,614.8828125,530.90234375
1259,0,0,35,0,614.8828125,530.90234375
1260,0,0,43,0,614.8828125,530.90234375
1261,0,0,33,0,614.8828125,530.90234375
1262,0,0,31,0,614.8828125,530.90234375
1263,0,0,35,0,614.8828125,530.90234375
1264,0,0,29,0,614.8828125,530.90234375
1265,0,0,30,0,614.8828125,530.90234375
1266,0,0,40,0,614.8828125,530.90234375
1267,0,0,15,0,614.8828125,530.90234375
1268,0,0,34,0,614.8828125,530.90234375
1269,0,0,26,0,614.8828125,530.90234375
1270,2,0,32,0,614.8828125,528.8785615808823
1271,0,0,41,0,614.8828125,528.82421875
1272,0,0,50,0,614.8828125,528.82421875
1273,0,0,35,0,614.8828125,528.82421875
1274,0,0,33,0,614.8828125,528.82421875
1275,54,0,7,0,759.7677382172132,308.41739241803276
1276,55,0,0,1,1397.8809291294642,72.81096540178571
1277,69,0,0,1,387.73158482142856,96.13816964285714
1278,76,0,0,0,437.173828125,176.57709703947367
1279,6,0,0,0,547.5703125,202.28125
1280,42,1,0,0,576.589099702381,190.09514508928572
1281,33,0,0,0,610.6721117424242,181.13091856060606
1282,30,0,0,1,622.3983114919355,173.5657762096774
1283,0,2,0,0,,
1285,77,0,0,0,474.95089285714283,146.64579951298703
1286,34,0,0,1,411.21964285714284,158.07901785714284
1287,0,2,0,0,,
1288,59,0,0,0,477.28264036016947,170.24192266949152
1289,0,1,0,0,,
1290,63,0,0,1,535.1356201171875,170.34844970703125
1291,62,0,0,0,584.8490423387096,169.67975050403226
1292,73,1,0,0,624.5181399828767,181.27691566780823
1293,59,0,0,0,774.2494703389831,182.39717955508473
1294,69,1,0,0,1279.489696557971,292.59329710144925
1295,68,0,12,0,1374.82255859375,396.518701171875
1296,75,0,5,1,1355.246479552469,561.5472125771605
1297,51,0,0,0,1318.973575367647,465.88235294117646
1298,85,0,0,0,941.9401654411764,166.4859375
1299,60,0,0,1,1033.6826331967213,288.0869620901639
1300,21,0,15,0,929.9803602430555,582.7165798611111
1301,0,0,2,0,931.06640625,607.8671875
1302,0,0,38,0,931.06640625,607.8671875
1303,15,0,9,0,920.9866536458334,454.1819661458333
1304,60,0,0,0,635.3242838541667,34.55
1305,52,0,0,1,395.15315448113205,147.61674528301887
1306,19,0,0,0,566.27734375,423.38013980263156
1307,28,1,0,0,412.20228794642856,641.1245814732143
1308,71,0,0,1,85.31266276041667,869.1274956597222
1309,99,0,0,0,365.2160669191919,685.0516493055555
1310,101,0,0,1,373.16161151960785,554.9128753063726
1311,75,0,0,0,522.1426041666666,481.1611458333333
1312,49,0,0,2,625.0146292892157,409.0464920343137
1313,31,0,0,2,670.8227982954545,268.46638257575756
1314,54,0,0,0,683.0734953703703,366.0622829861111
1315,0,0,52,0,667.015625,434.78515625
1316,0,0,50,0,667.015625,434.78515625
1317,0,0,34,0,667.015625,434.78515625
1319,0,0,43,0,667.015625,434.78515625
1320,0,0,21,0,667.015625,434.78515625
1321,0,0,24,0,667.015625,434.78515625
1322,0,0,19,0,667.015625,434.78515625
1323,0,0,36,0,667.015625,434.78515625
1324,0,0,59,0,667.015625,434.78515625
1325,0,0,52,0,667.015625,434.78515625
1326,0,0,58,0,667.015625,434.78515625
1327,0,0,22,0,667.015625,434.78515625
1328,0,0,22,0,667.015625,434.78515625
1329,0,0,49,0,667.015625,434.78515625
1330,0,0,41,0,667.015625,434.78515625
1331,0,0,1,0,667.015625,434.78515625
1332,0,0,57,0,667.015625,434.78515625
1333,0,0,47,0,667.015625,434.78515625
1334,0,0,17,0,667.015625,434.78515625
1349,0,0,30,0,667.015625,434.78515625
1350,0,0,27,0,667.015625,434.78515625
1351,0,0,25,0,667.015625,434.78515625
1352,0,0,29,0,667.015625,434.78515625
1353,0,0,39,0,667.015625,434.78515625
1354,0,0,58,0,667.015625,434.78515625
1355,0,0,59,0,667.015625,434.78515625
1356,0,0,42,0,667.015625,434.78515625
1357,0,0,29,0,667.015625,434.78515625
1375,0,1,0,0,,
1376,12,0,0,0,665.9388020833334,442.8251953125
1377,69,0,0,1,662.7678013392857,554.4900669642857
1378,76,0,0,0,979.2728721217105,334.4574424342105
1379,40,0,0,0,940.7162109375,374.9103515625
1380,30,0,0,0,748.0959635416667,386.690234375
1381,22,1,0,0,703.4614701704545,296.58700284090907
1382,31,0,0,0,704.9267893145161,302.81300403225805
1396,0,1,0,0,,
1398,0,1,0,0,,
1418,0,0,41,0,701.3359375,308.640625
1419,0,0,44,0,701.3359375,308.640625
1420,0,0,2,0,701.3359375,308.640625
1445,0,0,47,0,701.3359375,308.640625
1446,0,0,14,0,701.3359375,308.640625
1454,0,0,40,0,701.3359375,308.640625
1455,0,0,38,0,701.3359375,308.640625
1471,43,0,0,0,621.2838844476744,363.77125726744185
1472,27,0,21,0,599.8152669270834,509.8365071614583
1473,0,0,50,0,628.359375,576.08203125
1474,0,0,18,0,628.359375,576.08203125
1505,0,0,46,0,628.359375,576.08203125
1506,0,0,17,0,628.359375,576.08203125
1524,0,0,6,0,628.359375,576.08203125
1525,0,0,58,0,628.359375,576.08203125
1526,0,0,10,0,628.359375,576.08203125
1536,0,0,3,0,628.359375,576.08203125
1537,0,0,20,0,628.359375,576.08203125
1541,0,1,0,0,,
1542,50,0,0,0,858.399765625,458.7575
1543,25,0,0,0,1250.8578125,296.27234375
1544,43,0,0,0,1245.30859375,303.7509084302326
1545,26,0,0,0,1240.7256610576924,304.2301682692308
1546,23,0,0,0,1237.6650815217392,303.5016983695652
1547,5,0,0,0,1234.35625,305.13125
1556,34,1,0,0,913.63671875,337.0399816176471
1558,0,1,0,0,,
1559,95,1,0,0,686.5145148026315,332.82051809210526
1560,83,1,0,1,684.1207217261905,444.9198288690476
1561,79,1,0,0,708.3826147151899,421.29727056962025
1562,26,0,0,1,702.7621527777778,339.4916087962963
1563,10,0,0,0,704.77734375,334.76015625
1573,0,1,0,0,,
1575,53,0,0,0,698.8228183962265,352.6855837264151
1576,70,0,0,0,654.5538504464286,431.55848214285714
1577,57,0,0,0,591.8001644736842,543.9965049342105
1578,0,0,47,0,609.88671875,555.78125
1579,0,1,18,0,609.88671875,555.78125
1586,0,0,16,0,609.88671875,555.78125
1587,0,0,45,0,609.88671875,555.78125
1603,0,0,17,0,609.88671875,555.78125
1604,0,0,14,0,609.88671875,555.78125
1605,0,0,13,0,609.88671875,555.78125
1606,0,0,15,0,609.88671875,555.78125
1607,0,0,15,0,609.88671875,555.78125
1608,0,0,4,0,609.88671875,555.78125
1609,28,0,0,0,738.9949776785714,563.8483537946429
1610,92,0,0,0,1042.283882472826,597.5969344429348
1611,99,0,0,1,1081.8783203125,503.2943359375
1612,53,1,0,0,948.1174823113207,608.8951945754717
1613,4,0,0,1,877.7890625,692.865625
1617,0,0,35,0,877.7890625,693.14453125
1618,0,0,41,0,877.7890625,693.14453125
1619,0,0,24,0,877.7890625,693.14453125
1620,0,0,39,0,877.7890625,693.14453125
1621,1,0,50,0,877.7890625,692.9411764705883
1622,0,0,3,0,877.7890625,692.9140625
1670,0,0,52,0,877.7890625,692.9140625
1671,0,0,30,0,877.7890625,692.9140625
1674,29,0,0,0,953.7708782327586,698.1481681034483
1675,39,0,0,0,1080.671875,672.7329727564103
1676,101,0,0,0,1193.4784962871288,536.778155940594
1677,0,0,0,1,1132.8125,502.1640625
1680,40,1,0,0,1010.02998046875,642.39384765625
1681,9,0,0,1,939.080078125,705.380859375
1684,48,0,0,0,1226.289794921875,528.0135904947916
1685,26,0,0,1,1148.9425636574074,504.5474537037037
1689,20,1,0,0,1038.519921875,588.21484375
1690,15,0,0,1,937.546142578125,690.222412109375
1715,0,0,16,0,934.5546875,691.9375
1716,0,0,39,0,934.5546875,691.9375
1760,22,0,0,0,1012.3739346590909,573.3645241477273
1761,113,0,0,0,989.2525926438053,589.8821902654868
1762,76,0,0,0,817.8234477796053,825.6142578125
1763,47,0,0,0,924.4266954787234,850.192736037234
1764,75,0,0,1,899.3392783717105,720.0761204769736
1765,24,1,0,0,906.63818359375,677.8732096354166
1766,45,0,0,0,958.4162326388889,728.4473958333333
1767,0,0,40,0,952.7734375,708.27734375
1768,71,0,6,0,1027.294338474026,840.0200385551948
1769,87,0,0,0,1033.924658764368,864.539376795977
1770,89,0,0,0,1133.8783795646068,860.686797752809
1771,3,1,0,0,1147.2265625,865.7109375
1772,20,0,0,1,988.2881324404761,715.5466889880952
1790,0,0,7,0,806.30078125,564.17578125
1791,0,0,22,0,806.30078125,564.17578125
1797,0,0,1,0,806.30078125,564.17578125
1798,0,0,51,0,806.30078125,564.17578125
1799,0,0,1,0,806.30078125,564.17578125
1801,0,0,22,0,806.30078125,564.17578125
1802,0,0,19,0,806.30078125,564.17578125
1803,0,0,21,0,806.30078125,564.17578125
1804,0,0,20,0,806.30078125,564.17578125
1806,0,0,15,0,806.30078125,564.17578125
1807,97,0,0,0,937.653431056701,606.3977931701031
1808,49,0,0,0,1013.3123405612245,557.4885204081633
1809,80,0,0,0,511.631689453125,115.993603515625
1810,56,0,0,1,1081.1722861842106,327.6892817982456
1811,19,0,0,0,1059.3620476973683,376.1087582236842
1814,0,1,0,0,,
1815,59,0,0,0,946.9188956567797,758.0115863347457
1816,77,0,0,1,1071.7579126602564,799.2274138621794
1820,0,0,20,0,803.0078125,534.3515625
1821,0,0,20,0,803.0078125,534.3515625
1842,0,0,22,0,803.0078125,534.3515625
1843,0,0,19,0,803.0078125,534.3515625
1845,0,0,10,0,803.0078125,534.3515625
1846,0,0,1,0,803.0078125,534.3515625
1848,0,0,5,0,803.0078125,534.3515625
1849,0,0,13,0,803.0078125,534.3515625
1851,2,0,14,0,803.0078125,530.03125
1852,0,0,4,0,803.0078125,529.8046875
1857,3,0,16,0,802.7045641447369,529.7518503289474
1858,10,0,23,0,804.8116714015151,505.2026515151515
1859,0,0,1,0,805.84765625,500.2109375
1862,0,0,31,0,805.84765625,500.2109375
1863,0,0,53,0,805.84765625,500.2109375
1864,18,0,0,0,816.6184895833334,465.5436197916667
1865,1,0,33,0,823.65234375,432.9140625
1866,0,0,56,0,823.65234375,432.9140625
1867,0,0,49,0,823.65234375,432.9140625
1868,0,0,55,0,823.65234375,432.9140625
1869,0,0,47,0,823.65234375,432.9140625
1870,9,0,33,0,828.6243489583334,420.5317150297619
1871,0,0,21,0,831.65625,412.3125
1872,0,0,49,0,831.65625,412.3125
1873,20,0,16,0,836.2721354166666,396.5738932291667
1874,21,0,26,0,879.9532081117021,203.92777593085106
1875,0,0,58,0,820.14453125,487.4296875
1876,25,0,33,0,842.8116244612069,378.9855199353448
1877,32,0,26,0,826.4137257543103,407.17679148706895
1878,0,0,52,0,817.8046875,208.74609375
1879,13,0,45,0,817.2128232758621,208.50377155172413
1880,15,0,14,0,807.8191002155172,98.14870689655173
1881,25,0,31,0,796.626953125,359.70431082589283
1882,0,0,21,0,796.87109375,446.4296875
1883,0,0,14,0,796.87109375,446.4296875
1891,0,0,34,0,796.87109375,446.4296875
1892,0,0,33,0,796.87109375,446.4296875
1906,0,0,3,0,796.87109375,446.4296875
1907,0,0,40,0,796.87109375,446.4296875
1908,0,0,35,0,796.87109375,446.4296875
1909,0,0,30,0,796.87109375,446.4296875
1910,48,0,10,0,686.6301858836207,205.91285021551724
1911,62,0,0,1,664.5416046626984,113.24702380952381
1912,18,0,0,0,756.5386284722222,354.0657552083333
1932,0,1,0,0,,
1958,0,1,0,0,,
1973,0,0,8,0,757.28125,356.171875
1974,0,0,18,0,757.28125,356.171875
1978,27,0,0,0,668.5130208333334,341.0969328703704
1979,18,0,18,0,632.0007595486111,349.56391059027777
1980,0,0,34,0,688.3046875,411.234375
1981,0,0,30,0,688.3046875,411.234375
1982,0,0,1,0,688.3046875,411.234375
1984,0,0,11,0,688.3046875,411.234375
1985,0,0,8,0,688.3046875,411.234375
1987,0,0,36,0,688.3046875,411.234375
1988,0,0,28,0,688.3046875,411.234375
1994,0,1,0,0,,
1995,14,0,0,0,688.7885044642857,371.81473214285717
1996,38,0,0,0,696.0345394736842,271.9828330592105
2006,9,0,0,0,709.0108506944445,273.8615451388889
2007,72,0,0,0,719.54736328125,366.93315972222223
2008,11,0,22,0,720.7045454545455,369.3510890151515
2009,0,0,13,0,720.7265625,368.93359375
2028,0,1,0,0,,
2029,44,0,0,0,774.7918146306819,267.62446732954544
2033,0,0,19,0,809.08203125,224.05859375
2039,0,0,22,0,809.08203125,224.05859375
2040,0,0,11,0,809.08203125,224.05859375
2043,54,0,0,0,816.9173177083334,281.56734664351853
2044,50,0,9,0,820.9138638771186,364.2708554025424
2045,0,0,18,0,820.65234375,354.10546875
2046,0,0,19,0,820.65234375,354.10546875
2047,0,0,1,0,820.65234375,354.10546875
