Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute Linear acceleration (m/s^2)
0.0,0.02152138562,0.2298414898,0.01222971016,0.2311706
1.0,0.0391274289,0.054803644999999984,-0.04131335315,0.37102467785
2.0,0.09057546856,-0.161445029315,-0.029279986840000004,0.220042574895
3.0,0.027926233166,0.0013314855275499999,-0.022357806449999997,0.036199734775
4.0,0.0774211595,0.044709089235,0.030202582884,0.11909817435
5.0,0.007578776844999999,0.035530892545,-0.049644047531,0.075782051635
6.0,0.03428674263,0.035315858320000004,-0.007169385763,0.04976182629
7.0,0.03593629376,0.034140550775,-0.009671062518,0.05127557699
8.0,0.02346659618,0.05344980816,-0.0256092367,0.066913583925
9.0,0.03573525846,0.02443690149,-0.00376371800025,0.04516495393
10.0,0.028110615364999997,0.030919259480000003,-0.023681209061,0.053238602790000006
11.0,0.03612912003,0.034455669834999994,-0.004902165155,0.050259147965
12.0,0.03010002157,0.034200338555,-0.0161544179765,0.049647211824999996
13.0,0.0348301668,0.032640026254999996,-0.012991366665,0.04948782714
14.0,0.035949432795,0.03204375644,-0.01361029731,0.050099905845
15.0,0.03429971542,0.031436589015,-0.012367506015,0.048156583385
16.0,0.03647398537,0.03457321607,-0.009293309459,0.051144188709999996
17.0,0.035726579354999996,0.030597272805,-0.01500368593,0.04937834216
18.0,0.035106436275,0.03134587119,-0.015814052695,0.04970394752
19.0,0.03511656572,0.028592434535,-0.015563892185,0.047929472954999996
20.0,0.03573811328,0.032152852875,-0.018366660425,0.0514667668
21.0,0.031384975875,0.028114450455000002,-0.020072757565000002,0.04685456593
22.0,0.02934476195,0.035132040775,-0.02650971078,0.053054641495
23.0,0.030702101345,0.031160571775,-0.02610580576,0.050945434319999996
24.0,0.027757174109999998,0.03341295364,-0.02760733634,0.051477402245
25.0,0.033277209385,0.031753866395,-0.025449515995,0.05266309291
26.0,0.024277868695,0.03232490146,-0.028478276249999997,0.05019948148
27.0,0.02935439839,0.040108755065,-0.02894982266,0.057829185559999996
28.0,0.031543968549999996,0.033523222384999996,-0.028000489934999997,0.05407857464
29.0,0.021519691205,0.03649032031,-0.029670480525,0.05192792109
30.0,0.026861334815,0.036237883969999996,-0.027360314410000003,0.052776866865
31.0,0.02726450033,0.035313485039999995,-0.028489342965,0.052940609805
32.0,0.025825334315,0.03788052736,-0.027934390604999998,0.05376366199
33.0,0.024541881945,0.03625748361,-0.02765735297,0.0517994974
