Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Sound pressure level (dB),Attitude x (m/s^2),Attitude y (m/s^2),Attitude z (m/s^2),Absolute Attitude (m/s^2),Tilt up/down (deg)_x,Tilt left/right (deg)_x,Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Blinking,Looking Center,Looking Left,Looking Right,Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute Linear acceleration (m/s^2),Mouse Move,Key Press,Mouse Scroll,Mouse Click,PositionX,PositionY,Inclination (deg),Rotation (deg),Tilt up/down (deg)_y,Tilt left/right (deg)_y,Tilt up/down (deg),Tilt left/right (deg),isDistracted
395.0,-8.392085333,-4.137096863,2.783279787,9.761625091,-75.619874555,-8.392085333,-4.137096863,2.783279787,9.761625091,-56.06883568,-71.651623505,626.0,551.2857142857143,780.1428571428571,549.5714285714286,0.0,7.0,0.0,0.0,0.00100034391115,4.524551349999997e-05,0.00034226301156,0.002044543713,0.0482186626,0.0064879873655,-0.01458811228,0.050841769995,0.0,0.0,0.0,0.0,0.0,0.0,73.433700385,-116.24218945,-153.7578105,161.6516235,146.0688357,-116.24218945,1
396.0,-8.3894951315,-4.139983507,2.7798912455,9.759656429,-78.18607491,-8.3894951315,-4.139983507,2.7798912455,9.759656429,-56.119661675,-71.66718754,629.125,548.875,781.5,548.0,4.0,4.0,0.0,0.0,-0.0011035571395,0.0011151571069999,-0.0008344984198,0.0028447340399999,0.050577056775,0.0074420580534999,-0.0129774738,0.05275603638,0.0,0.0,0.0,0.0,0.0,0.0,73.45101714,-116.2650624,-153.7349376,161.6671875,146.11966165,-116.2650624,1
397.0,-8.393043635,-4.1484922834999995,2.7654286735,9.76221218,-74.460304165,-8.393043635,-4.1484922834999995,2.7654286735,9.76221218,-56.312142025,-71.76343774,634.7142857142857,549.0,784.4285714285714,548.4285714285714,6.0,1.0,0.0,0.0,0.00033007876265,-0.00025415625055,0.00055738026315,0.00140174370595,0.047990185515,0.006366067187,-0.013454021875,0.0502777951149999,0.0,0.0,0.0,0.0,0.0,0.0,73.544000295,-116.30214545,-153.6978545,161.7634377,146.312142,-116.30214545,1
398.0,-8.393169842999999,-4.140549976,2.7740240345,9.761386682,-75.82084005499999,-8.393169842999999,-4.140549976,2.7740240345,9.761386682,-56.1792947,-71.71077787499999,629.75,549.25,782.0,548.375,3.0,5.0,0.0,0.0,0.0009315348498,-0.00101155160185,0.0001017844485,0.0014211923875,0.04829456748,0.0073419445489999,-0.013944858365,0.05081490606,0.0,0.0,0.0,0.0,0.0,0.0,73.48995567,-116.25821695,-153.74178305,161.71077785,146.1792947,-116.25821695,1
399.0,-8.390039587499999,-4.143640608,2.7721485230000003,9.759477462,-76.88662773499999,-8.390039587499999,-4.143640608,2.7721485230000003,9.759477462,-56.216959939999995,-71.715955275,623.8571428571429,551.7142857142857,781.4285714285714,550.8571428571429,2.0,5.0,0.0,0.0,-0.0016747453097,0.001302674351,-0.00073279601447,0.0022756750876,0.0498068408949999,0.007570395838,-0.015769846025,0.05284403337,0.0,0.0,0.0,0.0,0.0,0.0,73.49810357999999,-116.2836581,-153.7163419,161.71595530000002,146.21695995,-116.2836581,1
400.0,-8.390209821500001,-4.1494887405,2.7673291329999996,9.76073978,-75.44215442,-8.390209821500001,-4.1494887405,2.7673291329999996,9.76073978,-56.30033911,-71.745982685,625.875,550.75,780.875,549.75,1.0,7.0,0.0,0.0,0.0014165914207,-0.00132893877095,0.0007274807036999,0.002220766291,0.048664449735,0.007585604331,-0.01479250973,0.051495215925,0.0,0.0,0.0,0.0,0.0,0.0,73.52980925,-116.31529745,-153.6847025,161.7459827,146.3003391,-116.31529745,1
401.0,-8.39104485,-4.1410826919999995,2.7781213965,9.760951227,-73.66727467000001,-8.39104485,-4.1410826919999995,2.7781213965,9.760951227,-56.14360135,-71.681239015,631.0,549.1428571428571,780.8571428571429,548.1428571428571,3.0,4.0,0.0,0.0,0.0001988774621999,0.000108202428615,0.0002467007428999,0.00033504412365,0.0483315482549999,0.0087857510765,-0.013224828215,0.05089370231,0.0,0.0,0.0,0.0,0.0,0.0,73.46411287500001,-116.26689965,-153.73310035,161.681239,146.14360134999998,-116.26689965,1
402.0,-8.390551757499999,-4.1506568994999995,2.766470624,9.76128773,-70.5526726,-8.390551757499999,-4.1506568994999995,2.766470624,9.76128773,-56.31600933,-71.75197207,631.375,548.5,781.625,547.5,4.0,4.0,0.0,0.0,-0.0014176370564499,0.00132250616455,-0.0005921951416999,0.00209758065435,0.0481951246899999,0.007374580038,-0.0146040774699999,0.0509640466099999,0.0,0.0,0.0,0.0,0.0,0.0,73.536019265,-116.3207809,-153.6792191,161.7519721,146.31600935,-116.3207809,1
403.0,-8.3934251945,-4.1451110795,2.768972774,9.76210862,-74.95085864,-8.3934251945,-4.1451110795,2.768972774,9.76210862,-56.30502191,-71.7555249,633.2857142857143,548.5714285714286,782.5714285714286,548.1428571428571,4.0,3.0,0.0,0.0,0.0019222341965,-0.0012968305438,0.00083430578975,0.0024952471184999,0.04606277699,0.009123754536,-0.015528189775,0.049479689305,0.0,0.0,0.0,0.0,0.0,0.0,73.53736457,-116.3065782,-153.6934217,161.7555249,146.3050219,-116.3065782,1
404.0,-8.3897137945,-4.142281669,2.7771953810000003,9.7600548375,-75.48153862000001,-8.3897137945,-4.142281669,2.7771953810000003,9.7600548375,-56.160147429999995,-71.68422182500001,633.375,549.0,782.875,548.75,6.0,2.0,0.0,0.0,-0.00077470732995,0.00043082112385,-0.0009390278752,0.0018586779865,0.04740147408,0.010298050282,-0.01694490707,0.051620577805,0.0,0.0,0.0,0.0,0.0,0.0,73.46821152999999,-116.27709155,-153.72290845,161.6842218,146.16014745,-116.27709155,1
405.0,-8.405334252500001,-4.1191268784999995,2.768991852,9.7614099335,-74.63531918999999,-8.405334252500001,-4.1191268784999995,2.768991852,9.7614099335,-56.089788125,-71.76628708999999,629.5714285714286,548.7142857142857,783.2857142857143,548.4285714285714,5.0,2.0,0.0,0.0,0.0022676751435,0.00178840860525,0.0073106981659999,0.007940623799,0.0468544842549999,0.010591978923,-0.0133256410925,0.050699853365,0.0,0.0,0.0,0.0,0.0,0.0,73.52078388,-116.10774905,-153.89225095,161.7662871,146.08978810000002,-116.10774905,1
406.0,-8.4388205,-4.0669955805,2.7463272185000003,9.762007573,-72.31900799499999,-8.4388205,-4.0669955805,2.7463272185000003,9.762007573,-55.97033158,-71.973066355,633.125,551.25,783.375,550.625,5.0,3.0,0.0,0.0,-0.0036688673279999,0.00241202008515,0.0032528215959999,0.006104564988,0.04363027222,0.015238517565,-0.013920558025,0.0482896508,0.0,0.0,0.0,0.0,0.0,0.0,73.66051359,-115.73123355,-154.26876645,161.97306635,145.97033155,-115.73123355,1
407.0,-8.4388865395,-4.060924382,2.741127737,9.758061148,-72.600095365,-8.4388865395,-4.060924382,2.741127737,9.758061148,-55.980684425,-72.00512143,623.0,553.7142857142857,778.0,551.5714285714286,4.0,3.0,0.0,0.0,-0.0003106711937999,-0.0017835584598,-0.00294595877305,0.004424153073,0.0500197598,0.01293282285,-0.011715125863,0.053226600045,0.0,0.0,0.0,0.0,0.0,0.0,73.68553292,-115.69758895,-154.30241105,162.0051214,145.9806844,-115.69758895,1
408.0,-8.431855572,-4.082836169,2.746190738,9.7625509835,-74.64628278500001,-8.431855572,-4.082836169,2.746190738,9.7625509835,-56.074605475,-71.95997302,613.25,553.875,772.0,551.0,1.0,7.0,0.0,0.0,0.00086912833735,-0.001107649656135,-0.00016327951315,0.00170009078185,0.04178451261,0.016296250215,-0.016161239725,0.04794515802,0.0,0.0,0.0,0.0,0.0,0.0,73.662280245,-115.83699255,-154.1630074,161.959973,146.07460550000002,-115.83699255,1
409.0,-8.422952028000001,-4.079394796,2.764087345,9.7584724115,-75.413481045,-8.422952028000001,-4.079394796,2.764087345,9.7584724115,-55.879516775,-71.832160415,625.5714285714286,552.0,779.0,549.4285714285714,0.0,7.0,0.0,0.0,0.000370173304,-0.00074782218175,-9.341715655e-05,0.00150876424705,0.045970843855,0.01771821854,-0.01567157554,0.05170313068,0.0,0.0,0.0,0.0,0.0,0.0,73.54572705000001,-115.84178555,-154.15821445,161.83216040000002,145.8795168,-115.84178555,1
410.0,-8.419909825,-4.085972294499999,2.7735969815,9.7612971195,-77.256420445,-8.419909825,-4.085972294499999,2.7735969815,9.7612971195,-55.830947390000006,-71.767630055,626.125,555.375,779.375,552.625,3.0,5.0,0.0,0.0,0.000425616859,-0.0003505171589999,-0.0025863555355,0.003662889636,0.04264592213,0.018289084495,-0.014992894385,0.04878048168,0.0,0.0,0.0,0.0,0.0,0.0,73.49241535499999,-115.8861478,-154.1138522,161.76763004999998,145.83094735,-115.8861478,1
411.0,-8.415033201,-4.101036556,2.764950256,9.760954591,-69.193390205,-8.415033201,-4.101036556,2.764950256,9.760954591,-56.0118493,-71.81088808,624.7142857142857,556.1428571428571,780.2857142857143,554.1428571428571,2.0,5.0,0.0,0.0,-0.001079281564,0.0005228269261,0.001963323467,0.00230061638,0.0442471764,0.01568629677,-0.01520139061,0.0493452612,0.0,0.0,0.0,0.0,0.0,0.0,73.54475049,-115.9821247,-154.0178753,161.8108881,146.0118493,-115.9821247,1
412.0,-8.417324025500001,-4.090209072,2.7696610485,9.759722291,-75.30770009,-8.417324025500001,-4.090209072,2.7696610485,9.759722291,-55.896333985,-71.78657446,618.875,557.0,776.375,555.0,1.0,7.0,0.0,0.0,2.8704414049999963e-05,-0.00074006888035,0.00095079832045,0.00150240601,0.04425725425,0.01950602192,-0.013856155535,0.050318681445,0.0,0.0,0.0,0.0,0.0,0.0,73.513774695,-115.91639,-154.08361,161.78657445,145.896334,-115.91639,1
413.0,-8.4192054075,-4.090931100500001,2.7723745235,9.7624179235,-73.530108755,-8.4192054075,-4.090931100500001,2.7723745235,9.7624179235,-55.87498472,-71.773711465,620.5714285714286,559.0,778.1428571428571,556.4285714285714,0.0,7.0,0.0,0.0,0.00028988177771,-0.00064252196885,-0.00036868518425,0.00084861901385,0.04075040386,0.0173156463399999,-0.018241464085,0.048063833375,0.0,0.0,0.0,0.0,0.0,0.0,73.50184577,-115.91533425,-154.08466575,161.7737115,145.87498475,-115.91533425,1
414.0,-8.412630843999999,-4.0962978815,2.7793174384999997,9.76097804,-75.574123335,-8.412630843999999,-4.0962978815,2.7793174384999997,9.76097804,-55.843248375,-71.71777005,622.25,560.5,779.125,558.625,1.0,7.0,0.0,0.0,-4.581823104e-05,0.00084921564705,-0.0012353059888,0.0018195341085,0.0453500014,0.01880856088,-0.007167620133,0.04964171935,0.0,0.0,0.0,0.0,0.0,0.0,73.45682074499999,-115.96246805,-154.0375319,161.71777005,145.8432484,-115.96246805,1
415.0,-8.4126014935,-4.0937986665,2.7778102785,9.759472936,-73.09331375,-8.4126014935,-4.0937986665,2.7778102785,9.759472936,-55.8414894,-71.72696908,624.7142857142857,562.4285714285714,776.8571428571429,559.5714285714286,0.0,7.0,0.0,0.0,0.000787167122755,-0.0005029331226,0.00091209716305,0.00143820113555,0.04386262452,0.02027850217,-0.014795674105,0.05055300134,0.0,0.0,0.0,0.0,0.0,0.0,73.46343834999999,-115.94879955,-154.05120045,161.72696910000002,145.8414894,-115.94879955,1
416.0,-8.41720222,-4.081758997,2.7819443285,9.7595846275,-74.62890972,-8.41720222,-4.081758997,2.7819443285,9.7595846275,-55.723532425,-71.710880935,622.625,564.375,778.875,561.875,1.0,7.0,0.0,0.0,0.0006579181531,-0.0001366131814999,0.000497373189,0.00233172901,0.042424289725,0.02231267397,-0.0157943871355,0.05284583101,0.0,0.0,0.0,0.0,0.0,0.0,73.43830342999999,-115.8701906,-154.1298094,161.71088095,145.72353245,-115.8701906,1
417.0,-8.420584892,-4.0759358125,2.7753374795,9.758185009,-76.60737859,-8.420584892,-4.0759358125,2.7753374795,9.758185009,-55.74872671,-71.7582926,622.75,567.0,777.875,564.625,3.0,5.0,0.0,0.0,-9.928125549999996e-05,0.0005381456278,0.001531600447,0.0028858383515,0.045168152995,0.021188707275,-0.014033357693,0.0531465076,0.0,0.0,0.0,0.0,0.0,0.0,73.47633919500001,-115.8290477,-154.1709523,161.7582926,145.74872670000002,-115.8290477,1
418.0,-8.428855927499999,-4.075611487,2.7613944155,9.7612295405,-72.99750610000001,-8.428855927499999,-4.075611487,2.7613944155,9.7612295405,-55.88081947,-71.860588415,621.2857142857143,570.7142857142857,778.1428571428571,568.2857142857143,0.0,7.0,0.0,0.0,-0.00119557936985,0.002134262915,-9.649477950000006e-05,0.003276619795,0.04228825024,0.01954123133,-0.01448021109,0.048881593945,0.0,0.0,0.0,0.0,0.0,0.0,73.566983635,-115.80519725,-154.1948027,161.8605884,145.88081945,-115.80519725,1
419.0,-8.431920143500001,-4.0658494345000005,2.767000405,9.7613890925,-76.06425984500001,-8.431920143500001,-4.0658494345000005,2.767000405,9.7613890925,-55.76289779,-71.832342805,619.5714285714286,567.8571428571429,774.0,564.5714285714286,4.0,3.0,0.0,0.0,0.0009802053296,-0.0016667171124,0.00042195129685,0.002330309969,0.040326325945,0.02226958802,-0.015876967595,0.04877702999,0.0,0.0,0.0,0.0,0.0,0.0,73.53295213000001,-115.7432429,-154.2567571,161.8323428,145.76289774999998,-115.7432429,1
420.0,-8.430842972,-4.0629172965,2.77174495,9.760583239,-77.68262826,-8.430842972,-4.0629172965,2.77174495,9.760583239,-55.697971735,-71.801071385,621.125,567.75,777.0,564.75,4.0,4.0,0.0,0.0,0.0001951180008,0.0005059910518,0.00031261216775,0.0011461858575,0.04099678374,0.02270366352,-0.01603610358,0.049532026105,0.0,0.0,0.0,0.0,0.0,0.0,73.502509535,-115.72993585,-154.2700641,161.8010714,145.69797175,-115.72993585,1
421.0,-8.431927480999999,-4.0601994185,2.7746374645,9.76121084,-77.37674742499999,-8.431927480999999,-4.0601994185,2.7746374645,9.76121084,-55.65228014,-71.78552414500001,616.75,569.25,774.5,566.25,0.0,8.0,0.0,0.0,0.000266639881,-3.548879999999981e-06,-0.00042086442155,0.0011123157162499,0.04008894046,0.0243177845349999,-0.0142243552699999,0.04902235716,0.0,0.0,0.0,0.0,0.0,0.0,73.48589511,-115.71206075,-154.28793925000002,161.78552415,145.65228009999998,-115.71206075,1
422.0,-8.4306565945,-4.0711839295,2.764342696,9.7617678535,-74.382046065,-8.4306565945,-4.0711839295,2.764342696,9.7617678535,-55.823401415,-71.84610986,613.7142857142857,570.4285714285714,773.2857142857143,568.2857142857143,0.0,7.0,0.0,0.0,-3.1337733199999997e-05,-4.462594650000008e-05,-0.00072902080405,0.001924166648,0.039449106015,0.02314087761,-0.015927356835,0.048466325645,0.0,0.0,0.0,0.0,0.0,0.0,73.549878905,-115.7760081,-154.2239919,161.84610985,145.82340145,-115.7760081,1
423.0,-8.427705378999999,-4.0639900655000005,2.775424064,9.7593655815,-75.17354040000001,-8.427705378999999,-4.0639900655000005,2.775424064,9.7593655815,-55.66962377,-71.77217809,613.25,571.0,773.375,568.375,1.0,7.0,0.0,0.0,0.000595155834,-0.00047604135905,0.00031140467036,0.0008842244912,0.04211035157,0.024665246725,-0.0140590080549999,0.05079056472,0.0,0.0,0.0,0.0,0.0,0.0,73.47786673499999,-115.74419435,-154.2558056,161.77217804999998,145.66962375,-115.74419435,1
424.0,-8.4275219365,-4.061578903,2.7792543345,9.7592936385,-76.807151605,-8.4275219365,-4.061578903,2.7792543345,9.7592936385,-55.61697868,-71.74831585,616.8571428571429,571.4285714285714,774.4285714285714,568.4285714285714,1.0,6.0,0.0,0.0,1.374182665e-05,-0.000159074388005,0.0001090571362049,0.0003604946177,0.042772640465,0.02449338158,-0.01255965871,0.0509523732,0.0,0.0,0.0,0.0,0.0,0.0,73.454283035,-115.73138255,-154.26861745,161.74831584999998,145.61697865,-115.73138255,1
425.0,-8.4276202615,-4.0632973885000006,2.774785686,9.758824497,-78.276401775,-8.4276202615,-4.0632973885000006,2.774785686,9.758824497,-55.67121587,-71.77592675,614.25,571.875,772.5,569.125,2.0,6.0,0.0,0.0,-0.00147973506585,0.00177408322925,-0.0010595641085099,0.0029351203901,0.042233584505,0.02629972981,-0.0131776836095,0.05160237331,0.0,0.0,0.0,0.0,0.0,0.0,73.480828915,-115.74059555,-154.25940444999998,161.77592675,145.67121585,-115.74059555,1
426.0,-8.438245226,-4.0698778215,2.7433290415,9.761866306000002,-74.39148607,-8.438245226,-4.0698778215,2.7433290415,9.761866306000002,-56.01806096,-71.990278435,615.5714285714286,572.5714285714286,772.8571428571429,569.5714285714286,2.0,5.0,0.0,0.0,-0.00039008862155,0.0004319141515,0.001523601563,0.002780764282,0.040873476285,0.02211670339,-0.0127691667375,0.048668036855,0.0,0.0,0.0,0.0,0.0,0.0,73.678573135,-115.74865595,-154.25134405,161.99027845,146.01806095,-115.74865595,1
427.0,-8.456771406,-4.023111837,2.746074802,9.759295444,-74.40517688,-8.456771406,-4.023111837,2.746074802,9.759295444,-55.68397067,-72.01034336000001,615.125,575.875,773.25,572.0,5.0,3.0,0.0,0.0,-0.0026577839436,0.0050453823879,0.006539499935,0.010044674189,0.039729611855,0.029181498515,-0.01500365727,0.0515557379099999,0.0,0.0,0.0,0.0,0.0,0.0,73.65735974500001,-115.44172075,-154.55827925,162.01034335,145.6839707,-115.44172075,1
428.0,-8.474166116,-4.0092803055,2.7139328185,9.7596806845,-70.633356445,-8.474166116,-4.0092803055,2.7139328185,9.7596806845,-55.79441095,-72.17336052,610.0,579.7142857142857,768.5714285714286,576.1428571428571,4.0,3.0,0.0,0.0,0.0003981605108,-0.0032281007585,0.000301351295385,0.00342174893,0.04220594781,0.02348125435,-0.01443825158,0.050468431305,0.0,0.0,0.0,0.0,0.0,0.0,73.79143062,-115.3182753,-154.6817247,162.1733605,145.7944109,-115.3182753,1
429.0,-8.486406838,-4.021189364,2.665910622,9.7619918025,-74.372052635,-8.486406838,-4.021189364,2.665910622,9.7619918025,-56.45724914,-72.560472215,606.875,584.25,763.375,578.75,7.0,1.0,0.0,0.0,-0.0040469545215,0.004811683796,-0.0001178427819499,0.01693692874,0.038831405005,0.02438032968,-0.015260255455,0.048585925715,0.0,0.0,0.0,0.0,0.0,0.0,74.151684565,-115.35340745,-154.64659254999998,162.5604722,146.45724915,-115.35340745,1
430.0,-8.493245558,-4.029693738,2.6167863065,9.758138507,-77.149026545,-8.493245558,-4.029693738,2.6167863065,9.758138507,-57.00124488,-72.875822865,605.2857142857143,580.5714285714286,764.7142857142857,575.2857142857143,6.0,1.0,0.0,0.0,-0.0015758768494999,0.002735510455,0.00025242243552,0.018417370675,0.04560408585,0.02172099021,-0.011797534343,0.052593776565,0.0,0.0,0.0,0.0,0.0,0.0,74.44492629000001,-115.38241245,-154.61758755,162.8758229,147.00124490000002,-115.38241245,1
431.0,-8.457920487500001,-4.0049789565,2.769621425,9.7596891645,-76.14644158499999,-8.457920487500001,-4.0049789565,2.769621425,9.7596891645,-55.337979815,-71.868490155,621.5,580.5,785.0,578.75,7.0,1.0,0.0,0.0,0.012365432904,-0.01958831832,-0.000180404153,0.023516802895,0.0426435947099999,0.02456009717,-0.0112245588,0.05052182379,0.0,0.0,0.0,0.0,0.0,0.0,73.5133473,-115.3383675,-154.6616325,161.86849015,145.33797985,-115.3383675,1
432.0,-8.4547946345,-3.988083209,2.8087606225,9.761036627,-73.52674886,-8.4547946345,-3.988083209,2.8087606225,9.761036627,-54.843807835,-71.62306097000001,622.8571428571429,581.2857142857143,789.4285714285714,580.1428571428571,7.0,0.0,0.0,0.0,-0.0044102557621,0.010954389601,-0.0006728423302,0.012308729113,0.0370238013499999,0.03312883629,-0.011574506059,0.0519312199299999,0.0,0.0,46.0,0.0,719.25390625,471.0078125,73.276572955,-115.2530175,-154.7469825,161.62306095,144.84380779999998,-115.2530175,1
433.0,-8.4781945035,-4.012834679,2.702585826,9.761488376,-72.85625743,-8.4781945035,-4.012834679,2.702585826,9.761488376,-56.04037647,-72.319330835,613.625,579.25,773.0,576.5,5.0,3.0,0.0,0.0,-0.00286996324175,0.004803598308,7.0183148685e-05,0.008390619998,0.0415039838449999,0.021394735635,-0.013220027195,0.048644142635,0.0,0.0,31.0,0.0,719.25390625,471.0078125,73.92698837500001,-115.32877645,-154.67122355,162.3193308,146.04037649999998,-115.32877645,1
434.0,-8.466934096500001,-4.017824302999999,2.7248483544999997,9.759967663,-74.01600229499999,-8.466934096500001,-4.017824302999999,2.7248483544999997,9.759967663,-55.85554732,-72.1606353,606.4285714285714,578.1428571428571,757.8571428571429,574.4285714285714,6.0,1.0,0.0,0.0,0.0087438035055,-0.0051212254685,-0.003956571891,0.011123870047,0.042292647115,0.02319433664,-0.0135250483474999,0.050263023795,0.0,0.0,30.0,0.0,719.25390625,471.0078125,73.78831905999999,-115.38581635,-154.61418364999997,162.1606353,145.8555473,-115.38581635,1
435.0,-8.44968027,-4.0175704195,2.7768387690000003,9.7595493405,-74.579578525,-8.44968027,-4.0175704195,2.7768387690000003,9.7595493405,-55.348794565,-71.80780053,597.0,571.4285714285714,753.2857142857143,567.7142857142857,4.0,3.0,0.0,0.0,-0.0001148955994999,-0.0001552590426499,0.00037053874675,0.0020096860795,0.04162239569,0.0272628923449999,-0.011204426035,0.0510424695149999,0.0,0.0,11.0,0.0,719.25390625,471.0078125,73.46952390999999,-115.4296928,-154.5703072,161.80780055,145.34879454999998,-115.4296928,1
436.0,-8.449608360500001,-4.022451446,2.7727193945,9.760326844,-76.963060075,-8.449608360500001,-4.022451446,2.7727193945,9.760326844,-55.42109528,-71.832876575,601.8,572.2,758.6,568.0,3.0,2.0,0.0,0.0,-0.0006035967506499,0.00108215981605,-0.001358841329,0.0020036239025,0.041442066415,0.025221311205,-0.0119683103,0.0499803611049999,0.0,0.0,0.0,0.0,0.0,0.0,73.496105355,-115.45687065,-154.54312935000002,161.83287655,145.42109525,-115.45687065,1
437.0,-8.4465147935,-4.032077017500001,2.7673966395000003,9.760110101,-76.43711741999999,-8.4465147935,-4.032077017500001,2.7673966395000003,9.760110101,-55.53642846,-71.8592552,607.2,569.8,763.8,566.4,0.0,5.0,0.0,0.0,0.00077088444955,-0.0003741271293,-0.0001549661637499,0.0012146478419999,0.042399593835,0.022968424875,-0.013074153495,0.04999620435,0.0,0.0,42.0,0.0,719.25390625,471.0078125,73.528312065,-115.51821465,-154.4817853,161.8592552,145.53642845000002,-115.51821465,1
438.0,-8.449749244,-4.0233349025,2.7811283785,9.763205959,-76.50709341000001,-8.449749244,-4.0233349025,2.7811283785,9.763205959,-55.345831475,-71.78169485000001,611.0,572.8571428571429,767.5714285714286,569.8571428571429,0.0,7.0,0.0,0.0,0.0018930869411999,-0.000606282084655,0.0008046854768,0.00223135106145,0.038785412645,0.0245255212049999,-0.01094684185,0.047273646615,0.0,0.0,38.0,0.0,719.25390625,471.0078125,73.449634685,-115.4613869,-154.53861304999998,161.78169485,145.3458315,-115.4613869,1
439.0,-8.444966543,-4.0273456795,2.773962398,9.758687293,-74.61900829,-8.444966543,-4.0273456795,2.773962398,9.758687293,-55.441521755,-71.815925195,613.0,573.7142857142857,770.5714285714286,570.8571428571429,1.0,6.0,0.0,0.0,-0.002112678085585,0.00122041358175,-0.001833351816,0.00357638981,0.041982847875,0.026412234255,-0.014359294105,0.05175764558,0.0,0.0,28.0,0.0,719.25390625,471.0078125,73.48560538000001,-115.4961136,-154.50388635000002,161.81592519999998,145.44152175,-115.4961136,1
440.0,-8.442895849,-4.0289761125000005,2.779559582,9.7591558815,-73.70668497,-8.442895849,-4.0289761125000005,2.779559582,9.7591558815,-55.398483895,-71.77747946,610.4,573.8,770.8,571.4,0.0,5.0,0.0,0.0,0.00128566691245,-0.00112337878165,0.0005425446135,0.00240257325065,0.042293312095,0.026136517975,-0.0121532227599999,0.05123661593,0.0,0.0,40.0,0.0,719.25390625,471.0078125,73.452161605,-115.5106127,-154.48938729999998,161.77747945,145.3984839,-115.5106127,1
441.0,-8.4466380665,-4.026195131,2.7865289124999997,9.7632319625,-75.773008385,-8.4466380665,-4.026195131,2.7865289124999997,9.7632319625,-55.31288644,-71.742380005,613.4,576.4,771.6,572.8,0.0,5.0,0.0,0.0,0.0009493635346,5.752715625000002e-06,0.0003061817021,0.00114022189225,0.03759831895,0.025443857955,-0.01312017739,0.04727424676,0.0,0.0,37.0,0.0,719.25390625,471.0078125,73.41660856,-115.4853803,-154.5146197,161.74238000000005,145.3128864,-115.4853803,1
442.0,-8.4415706635,-4.0361773145,2.7771586924999996,9.7603002615,-75.64742439,-8.4415706635,-4.0361773145,2.7771586924999996,9.7603002615,-55.4694299,-71.78951769,615.3333333333334,575.1666666666666,772.5,572.3333333333334,0.0,6.0,0.0,0.0,-0.001159628899,0.00043395657185,-0.00108130315455,0.003113278576,0.0411462030349999,0.02451692236,-0.013955945145,0.049988358855,0.0,0.0,36.0,0.0,719.25390625,471.0078125,73.46887225500001,-115.5539108,-154.44608920000002,161.78951769999998,145.4694299,-115.5539108,1
443.0,-8.442104847,-4.030179493,2.7861282755,9.7608402165,-74.91569297000001,-8.442104847,-4.030179493,2.7861282755,9.7608402165,-55.34325907,-71.735680965,615.0,575.75,772.25,572.5,1.0,3.0,0.0,0.0,0.0008240136358,-0.0008587943592499,0.00012544545347,0.00186158185385,0.040383456685,0.02474514721,-0.014061905865,0.049453527645,0.0,0.0,34.0,0.0,719.25390625,471.0078125,73.414885095,-115.51935915,-154.48064085,161.735681,145.3432591,-115.51935915,1
444.0,-8.440958700500001,-4.029834622,2.7903826635,9.7609243425,-74.266603325,-8.440958700500001,-4.029834622,2.7903826635,9.7609243425,-55.30001383,-71.707332245,615.2,575.4,774.6,572.8,0.0,5.0,0.0,0.0,-0.00066457177735,0.00066572052475,-0.0008554840785099,0.0016158245467,0.040369446295,0.025662320245,-0.0124859236,0.04954846402,0.0,0.0,48.0,0.0,719.25390625,471.0078125,73.388969935,-115.52046955,-154.4795304,161.70733224999998,145.3000138,-115.52046955,1
445.0,-8.438369966,-4.04062395,2.77938201,9.760004813,-70.455674365,-8.438369966,-4.04062395,2.77938201,9.760004813,-55.47748826,-71.76944655,614.0,575.8,774.2,573.4,0.0,5.0,0.0,0.0,0.0005024225159,-8.622770581e-05,-0.0005082637871,0.0007198580964,0.04199345312,0.02436909672,-0.0126347553,0.05016911422,0.0,0.0,40.0,0.0,719.25390625,471.0078125,73.45474333,-115.5869356,-154.4130644,161.7694465,145.4774883,-115.5869356,1
446.0,-8.439927022500001,-4.027868122999999,2.790526482,9.759259384,-74.75392107,-8.439927022500001,-4.027868122999999,2.790526482,9.759259384,-55.285609019999995,-71.70436255499999,615.6666666666666,576.6666666666666,773.6666666666666,573.0,1.0,5.0,0.0,0.0,0.0012441665395,-0.0010836635529999,0.00090255137025,0.0019421684285,0.04166940845,0.027202789275,-0.012151895674,0.051318127905,0.0,0.0,33.0,0.0,719.25390625,471.0078125,73.385175925,-115.5123282,-154.48767175,161.70436254999998,145.28560905,-115.5123282,1
447.0,-8.4404186475,-4.028032487000001,2.792400526,9.76028807,-74.31103205,-8.4404186475,-4.028032487000001,2.792400526,9.76028807,-55.268693005,-71.69388902,618.75,577.75,775.75,574.5,2.0,2.0,0.0,0.0,-0.0004516520591999,0.0008014963425,-0.00046732672485,0.0019312455844999,0.04142945477,0.02402972891,-0.0138651957865,0.05000856719,0.0,0.0,51.0,0.0,719.25390625,471.0078125,73.375498875,-115.5119396,-154.48806035,161.693889,145.26869299999998,-115.5119396,1
