Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute Linear acceleration (m/s^2)
1187.0,-0.04123469679,-0.0508961707,0.21941523959999998,0.228997756
1188.0,-0.03984214772,-0.049466883885,0.21886517975,0.22789902304999998
1189.0,-0.03987289266,-0.048271756969999996,0.2200858844,0.22884207285
1190.0,-0.03611512773,-0.044672654374999995,0.22031219745,0.2276843888
1191.0,-0.037285187195,-0.044882687539999994,0.2206934991,0.22831236035000002
1192.0,-0.038519958815000005,-0.04842648099,0.22020710115,0.22873743445
1193.0,-0.040566327964999996,-0.04583093663,0.22122127925,0.22954320335
1194.0,-0.042957479625,-0.04795340105,0.218842426,0.22811640495000002
1195.0,-0.045822108885000004,-0.045772973684999996,0.2186874612,0.22807935735
1196.0,-0.04495724799,-0.04410122406,0.2195089734,0.2283664527
1197.0,-0.04503519805,-0.044516292614999994,0.22014747885,0.22907905220000002
1198.0,-0.04572346597,-0.04589358416,0.21824490824999998,0.22767640665
1199.0,-0.044887398960000005,-0.042338151234999996,0.21855962055,0.22710469475
1200.0,-0.038409431775,-0.04415352855,0.220757439,0.22838785960000002
1201.0,-0.041652468115,-0.046262644455,0.21993651535,0.22861957305
1202.0,-0.043186214779999996,-0.043053417185,0.21980575135000002,0.2281209414
1203.0,-0.045885869025,-0.044094480855,0.2202838735,0.2293281292
1204.0,-0.043706640605,-0.04630548507,0.2190961242,0.22816794185
1205.0,-0.0373401604,-0.04759599576,0.21989708855,0.2280807063
1206.0,-0.04197068441,-0.0448025711,0.2200193254,0.228423537
1207.0,-0.045818616255,-0.043312523805,0.21818757020000001,0.22712353105
1208.0,-0.051699107325,-0.048707254625,0.2171193798,0.22846229070000001
1209.0,-0.054579076675000004,-0.049675799835,0.21646530515,0.22870736985
1210.0,-0.048697793855,-0.041615569965,0.21919418125,0.22854729915
1211.0,-0.037410787775,-0.048682440985,0.19991472435000002,0.21027626075
1212.0,-0.089277064605,-0.04171603053,0.22605226885000002,0.24815252435
1213.0,-0.03766021563,-0.03924330674,0.22306778815,0.22967574745
1214.0,-0.06102128695,-0.03177043962,0.20568007500000002,0.22010279155
1215.0,-0.04388877607,-0.0473718807,0.22089013019999998,0.2313421803
