Time (s),Inclination (deg),Rotation (deg)
0.0,1.145959484,22.53062776
1.0,4.1451812375,-42.425405255
2.0,13.718881921000001,-105.6499708
3.0,32.075154405,-102.81636187
4.0,57.343462745,-126.02100765
5.0,27.34562892,-127.43263805
6.0,22.2320046,-125.62454525000001
7.0,22.37313608,-125.0118316
8.0,22.122604265,-125.03640390000001
9.0,22.151725300000003,-124.94031765
10.0,22.156699335,-125.57357035
11.0,22.280514115,-125.53306875
12.0,22.293114405,-125.6146841
13.0,22.2804353,-125.73715609999999
14.0,22.27230371,-125.71133015000001
15.0,22.307660695,-125.7426696
16.0,22.301200385,-125.61270859999999
17.0,22.277936405,-125.6353231
18.0,22.232090245000002,-125.638014
19.0,22.26977473,-125.5481957
20.0,22.208129415000002,-125.68140855
21.0,22.2289201,-125.50839105
22.0,22.100682365,-125.6770672
23.0,21.306577525,-126.00642719999999
24.0,21.407366095,-125.96531025
25.0,21.164293195,-125.69134305
26.0,21.393138175,-125.47346719999999
27.0,21.47471887,-125.9624951
28.0,21.59550474,-125.6090452
29.0,21.701751175,-125.0811497
30.0,21.733137919999997,-125.46578315
31.0,21.783310805,-125.370834
32.0,21.743503435,-125.57603375
33.0,21.802241754999997,-125.55954415
34.0,21.83292483,-125.65452160000001
35.0,21.79418526,-125.707563
36.0,21.82498236,-125.5877625
37.0,21.752238705,-125.7297736
38.0,21.792436875,-125.49784515
39.0,21.625544925,-125.72084319999999
40.0,21.622582035,-125.6456272
41.0,21.671094070000002,-125.59011755
42.0,21.6242237,-125.7418328
43.0,21.66385875,-125.60853155000001
44.0,21.64132987,-125.7309721
45.0,21.635860205,-125.68239754999999
46.0,21.660420355,-125.60772365
47.0,21.65000693,-125.6919921
48.0,21.66370349,-125.6349216
49.0,21.583650125,-125.91344670000001
50.0,21.58583707,-125.94375905
51.0,21.533015555,-125.7057589
52.0,21.564292285,-125.02340000000001
53.0,21.65171917,-125.00230325
54.0,21.70380135,-125.417517
55.0,21.71900354,-125.432998
56.0,21.751829615,-125.40354295
57.0,21.729140345,-125.55389965
58.0,21.7423483,-125.55577135
59.0,21.690421895,-126.9076991
60.0,21.52427013,-127.0429323
61.0,21.66827208,-126.4492635
62.0,21.681301135,-126.34393745
63.0,21.79152131,-126.74224770000001
64.0,21.74068625,-126.68119645
65.0,21.920932375,-126.40507145000001
66.0,21.92618949,-126.1896866
67.0,22.013774035,-126.2040371
68.0,21.994587825,-126.3057208
69.0,22.033454040000002,-126.18697955
70.0,22.040115995,-126.15299205
71.0,22.013342325,-126.25321579999999
72.0,22.05333693,-126.1540106
73.0,22.04816762,-126.183272
74.0,21.99852629,-126.29145894999999
75.0,21.99641431,-126.22825165
76.0,21.93529233,-126.3472436
77.0,21.890431395,-126.38404845
78.0,21.910064284999997,-126.2516531
79.0,21.88273119,-126.3643186
80.0,21.8981956,-126.31479605000001
81.0,21.98312615,-126.26528095
82.0,21.94309676,-126.37200125000001
83.0,21.921850515000003,-126.17362425
84.0,22.076019754999997,-126.0903648
85.0,22.00280874,-126.3746104
86.0,21.97381299,-126.09094225
87.0,21.999105184999998,-126.13873219999999
88.0,21.353135065,-127.1215064
89.0,21.231492895000002,-127.00288474999999
90.0,21.579772339999998,-126.50494925000001
91.0,21.775566865000002,-126.5761546
92.0,21.89306738,-126.3834579
93.0,21.809961745000003,-126.5407448
94.0,21.83492932,-126.0133599
95.0,21.859670285,-125.92421920000001
96.0,21.858997340000002,-125.88853095
97.0,21.85834341,-125.8674896
98.0,21.85076748,-125.8512977
99.0,21.85081613,-125.8865585
100.0,21.854089665,-125.8356952
101.0,21.853283310000002,-125.83041395000001
102.0,21.842565875,-125.9698825
