Time (s),Sound pressure level (dB)
0.0,-35.91186365
1.0,-36.407365725000005
2.0,-48.27237055
3.0,-40.970142425
4.0,-13.369230954999999
5.0,-45.587841645
6.0,-35.16664731
7.0,-36.938211415
8.0,-39.114313955
9.0,-51.62363112
10.0,-46.385294815
11.0,-42.227733425
12.0,-42.846506845
13.0,-42.27846703
14.0,-45.84192796
15.0,-46.953530415
16.0,-57.20686782999999
17.0,-59.855733575
18.0,-59.75817911
19.0,-57.104980534999996
20.0,-41.81016563
21.0,-58.50382751
22.0,-37.737085305
23.0,-34.751014525
24.0,-42.90879959
25.0,-47.431023284999995
26.0,-45.543058724999995
27.0,-44.904460435000004
28.0,-50.683112765000004
29.0,-46.81083662
30.0,-38.921822785
31.0,-37.042962450000005
32.0,-52.266711685000004
33.0,-49.134981644999996
34.0,-44.901545555
35.0,-44.93756544
36.0,-54.4379669
37.0,-45.205735155
38.0,-45.03686171
39.0,-42.258790015
40.0,-49.1657163
41.0,-52.287128315000004
42.0,-37.74647426
43.0,-41.818445755
44.0,-44.4650923
45.0,-37.40361522
46.0,-61.973970915
47.0,-63.762981874999994
48.0,-59.73656414
49.0,-61.517377775
50.0,-61.87382518
51.0,-57.82530192
52.0,-45.911169799999996
53.0,-50.630525295
54.0,-52.49966754
55.0,-50.615531265
56.0,-51.80952611
57.0,-57.823137700000004
58.0,-43.313694510000005
59.0,-43.68098296
60.0,-45.32974579
61.0,-49.02113927
62.0,-46.09163472
63.0,-43.477951360000006
64.0,-50.30168439
65.0,-52.725261880000005
66.0,-49.03624358
67.0,-52.970150335
68.0,-47.300464149999996
69.0,-50.72239136
70.0,-51.640883779999996
71.0,-36.260349865
72.0,-56.46364567
73.0,-45.36343071
74.0,-56.26991094
75.0,-61.715270105
76.0,-56.16277573
77.0,-49.30306277
78.0,-42.77463653
79.0,-56.383177195
80.0,-46.02250338
81.0,-48.81138506
82.0,-47.553893744999996
83.0,-34.532974815
84.0,-39.01244572
85.0,-45.83985384499999
86.0,-47.506846405
87.0,-42.005662025
88.0,-30.5956075
89.0,-46.42146959
90.0,-52.880924
91.0,-58.86485893
92.0,-51.33820711
93.0,-42.061711235000004
94.0,-49.392433705
95.0,-49.722960990000004
96.0,-56.18433759
97.0,-57.8138009
98.0,-49.52754796
99.0,-59.336122395000004
100.0,-59.35438242
101.0,-42.211958815
102.0,-43.002267335
103.0,-56.49459566
104.0,-56.86152149
105.0,-53.017049885000006
106.0,-51.281971075
107.0,-45.951410325
108.0,-54.056152275
109.0,-49.08968315
110.0,-48.105873544999994
111.0,-48.067357335
112.0,-47.78270303
113.0,-44.7634605
114.0,-48.98549801
115.0,-49.2399755
116.0,-51.530858550000005
117.0,-51.205203295
118.0,-47.94786284
119.0,-42.853002235
120.0,-48.825759445
121.0,-59.87183848
122.0,-52.489857885
123.0,-39.419411425
124.0,-29.529458505
125.0,-35.314687425
126.0,-46.133772355000005
127.0,-39.88298734
128.0,-50.41644906
129.0,-50.895071564999995
130.0,-46.811410025
131.0,-44.981890935
132.0,-54.724455665
133.0,-53.58441328
134.0,-41.670978655
135.0,-31.304868420000002
136.0,-35.553727585
137.0,-38.621223310000005
138.0,-39.883536705
139.0,-23.44370254
140.0,-24.73755029
141.0,-43.24217967
142.0,-50.501249900000005
143.0,-42.145915165
144.0,-54.962288005000005
145.0,-55.82646434
146.0,-46.315309455
147.0,-55.607047969999996
148.0,-52.096395595000004
149.0,-42.142507574999996
150.0,-41.826617389999996
151.0,-32.4082349715
152.0,-51.842920795
153.0,-44.945965935000004
154.0,-36.381052405
155.0,-47.28765575
156.0,-46.250762205
157.0,-49.848674555
158.0,-47.74224211
159.0,-49.89603708
160.0,-48.92240473
161.0,-48.2623799
162.0,-47.229242920000004
163.0,-41.599138554999996
164.0,-35.46801676
165.0,-43.21214023
166.0,-40.61447084
167.0,-40.731041430000005
168.0,-44.76070146
169.0,-43.612888725
170.0,-41.306598275
171.0,-42.52242101
172.0,-55.09183548
173.0,-55.908630445
174.0,-49.17584816
175.0,-41.870705965
176.0,-40.834232225
177.0,-41.673288265
178.0,-44.84407405
179.0,-45.45449388
180.0,-42.668224484999996
181.0,-42.408319094999996
182.0,-40.300095
183.0,-46.47176034
184.0,-37.04258375
185.0,-37.67310776
186.0,-40.295277014999996
187.0,-38.10830242
188.0,-34.731763125
189.0,-53.281968335
190.0,-52.71772616
191.0,-38.0302444
192.0,-44.902330355000004
193.0,-48.504760114999996
194.0,-46.204504375
195.0,-45.51787282
196.0,-43.245669765
197.0,-44.605091044999995
198.0,-47.10135864
199.0,-46.73031467
200.0,-46.91889506
201.0,-44.27347763
202.0,-42.677920470000004
203.0,-49.757717635
204.0,-46.327280845000004
205.0,-50.48084097
206.0,-51.51195358
207.0,-46.02557164
208.0,-43.550044674999995
209.0,-42.67141699
210.0,-46.301573024999996
211.0,-42.997217865
212.0,-44.48896482
213.0,-43.071900895
214.0,-42.117314805
215.0,-43.462469845
216.0,-44.888193
217.0,-45.411609584999994
218.0,-48.46220645
219.0,-50.180443929999996
220.0,-51.17438692
221.0,-47.89944364
222.0,-49.204103825000004
223.0,-48.603932175
224.0,-50.371653115
225.0,-49.26953288
226.0,-48.318847535
227.0,-44.04967601
228.0,-49.01102371
229.0,-46.60371068
230.0,-45.688807795
231.0,-49.294071145000004
232.0,-46.41204151
233.0,-47.096259065
234.0,-47.50140247
235.0,-47.949398395
236.0,-44.23064196
237.0,-38.345006940000005
238.0,-37.6451343
239.0,-44.565503065
240.0,-48.40135377
241.0,-45.60364456
242.0,-47.20161297
243.0,-40.776903275
244.0,-36.8825529
245.0,-40.566856355
246.0,-44.331454095
247.0,-44.458847934999994
248.0,-45.451855025
249.0,-46.692891315
250.0,-44.483399935
251.0,-42.44020035
252.0,-40.893339685
253.0,-40.404172275
254.0,-42.50949905
255.0,-40.893203365000005
