Time (s),Tilt up/down (deg),Tilt left/right (deg)
0.0,88.94148533,22.53062776
1.0,90.099059905,-42.425405255
2.0,94.252189395,-105.6499708
3.0,103.41818509999999,-102.81636187
4.0,133.0356877,-126.02100765
5.0,107.67989265,-127.43263805
6.0,103.391751,-125.62454525000001
7.0,103.2878569,-125.0118316
8.0,103.1365507,-125.03640390000001
9.0,103.12463315,-124.94031765
10.0,103.32706114999999,-125.57357035
11.0,103.39413685,-125.53306875
12.0,103.4279805,-125.6146841
13.0,103.45838345,-125.73715609999999
14.0,103.44481379999999,-125.71133015000001
15.0,103.47752315,-125.7426696
16.0,103.432553,-125.61270859999999
17.0,103.42469405,-125.6353231
18.0,103.3960505,-125.638014
19.0,103.392008,-125.5481957
20.0,103.39425944999999,-125.68140855
21.0,103.353226,-125.50839105
22.0,103.32376665,-125.6770672
23.0,102.91269585,-126.00642719999999
24.0,102.9663535,-125.96531025
25.0,102.7280887,-125.69134305
26.0,102.80848245,-125.47346719999999
27.0,103.0086296,-125.9624951
28.0,102.9787061,-125.6090452
29.0,102.88392594999999,-125.0811497
30.0,103.02267335,-125.46578315
31.0,103.02535854999999,-125.370834
32.0,103.06321514999999,-125.57603375
33.0,103.095733,-125.55954415
34.0,103.1446354,-125.65452160000001
35.0,103.136232,-125.707563
36.0,103.11903699999999,-125.5877625
37.0,103.11612260000001,-125.7297736
38.0,103.070438,-125.49784515
39.0,103.03202445,-125.72084319999999
40.0,103.00717460000001,-125.6456272
41.0,103.0212472,-125.59011755
42.0,103.0376657,-125.7418328
43.0,103.02227135000001,-125.60853155000001
44.0,103.0452274,-125.7309721
45.0,103.02692250000001,-125.68239754999999
46.0,103.01981285,-125.60772365
47.0,103.0389568,-125.6919921
48.0,103.0302636,-125.6349216
49.0,103.06388435,-125.91344670000001
50.0,103.0745023,-125.94375905
51.0,102.96830355,-125.7057589
52.0,102.77912345,-125.02340000000001
53.0,102.82795375,-125.00230325
54.0,102.9890923,-125.417517
55.0,103.00355035000001,-125.432998
56.0,103.01539815000001,-125.40354295
57.0,103.04725385,-125.55389965
58.0,103.05622385000001,-125.55577135
59.0,103.43370304999999,-126.9076991
60.0,103.3651931,-127.0429323
61.0,103.280606,-126.4492635
62.0,103.2578043,-126.34393745
63.0,103.45096104999999,-126.74224770000001
64.0,103.39804419999999,-126.68119645
65.0,103.432514,-126.40507145000001
66.0,103.3698249,-126.1896866
67.0,103.4311534,-126.2040371
68.0,103.45000239999999,-126.3057208
69.0,103.43868115000001,-126.18697955
70.0,103.4324991,-126.15299205
71.0,103.44603755,-126.25321579999999
72.0,103.4414097,-126.1540106
73.0,103.4470705,-126.183272
74.0,103.44816750000001,-126.29145894999999
75.0,103.42733685,-126.22825165
76.0,103.42405305,-126.3472436
77.0,103.40618470000001,-126.38404845
78.0,103.37838065,-126.2516531
79.0,103.3951285,-126.3643186
80.0,103.39002629999999,-126.31479605000001
81.0,103.43010185,-126.26528095
82.0,103.4368374,-126.37200125000001
83.0,103.36194004999999,-126.17362425
84.0,103.4364128,-126.0903648
85.0,103.4765799,-126.3746104
86.0,103.3700792,-126.09094225
87.0,103.40135945,-126.13873219999999
88.0,103.2741142,-127.1215064
89.0,103.16027835,-127.00288474999999
90.0,103.2403735,-126.50494925000001
91.0,103.38965834999999,-126.5761546
92.0,103.4077239,-126.3834579
93.0,103.40123315,-126.5407448
94.0,103.25646105000001,-126.0133599
95.0,103.24509044999999,-125.92421920000001
96.0,103.233663,-125.88853095
97.0,103.22675975,-125.8674896
98.0,103.2168902,-125.8512977
99.0,103.22777629999999,-125.8865585
100.0,103.21422179999999,-125.8356952
101.0,103.2120776,-125.83041395000001
102.0,103.24808405,-125.9698825
103.0,103.22630075000001,-125.85411625
104.0,103.2224609,-125.8239591
105.0,103.26366915,-126.00225735000001
106.0,103.2342523,-125.8801886
107.0,103.22928734999999,-125.83963055000001
108.0,103.24357535,-125.93774644999999
109.0,103.24299955000001,-125.91690009999999
110.0,103.2314908,-125.87268145
111.0,103.2612957,-125.9636135
112.0,103.24843419999999,-125.91831295
113.0,103.25608975,-125.9281187
114.0,103.27358855,-126.03626415
115.0,103.2367692,-125.8570397
116.0,103.23848215,-125.8609115
117.0,103.2183369,-125.8119929
118.0,103.211491,-125.78508495
119.0,103.2181482,-125.89061415
120.0,103.21032890000001,-125.8816803
121.0,103.21112805,-125.808745
122.0,103.24708275,-125.9723955
123.0,103.3225583,-126.2027523
124.0,103.6146507,-125.5984536
125.0,105.4177367,-126.35759885
126.0,106.15341695000001,-126.51012465
127.0,105.5897695,-125.82163425
128.0,105.59788345,-125.91036439999999
129.0,105.4732565,-125.6460411
130.0,105.47120029999999,-125.6564717
131.0,105.5097564,-125.8171816
132.0,105.42723595000001,-125.59786665
133.0,105.47356669999999,-125.7348341
134.0,105.65172039999999,-125.5243261
135.0,105.8115821,-124.8877035
136.0,103.32553920000001,-120.7150295
137.0,103.20286455,-122.60010485000001
138.0,104.41086,-123.77631489999999
139.0,107.19651730000001,-126.5933788
140.0,109.73496420000001,-126.0780321
141.0,111.71623095000001,-120.5862585
142.0,110.2373741,-119.4948169
143.0,110.8975536,-126.3671081
144.0,102.986185165,-105.7694082
145.0,80.27798677000001,13.789924554999999
146.0,78.562833145,26.828503845
147.0,80.05544369500001,34.404684365
148.0,83.94212651000001,-3.766782714999998
149.0,95.112829895,-99.83589380000001
150.0,126.25639775,-128.57953075
151.0,120.0163182,-129.81437
152.0,104.78209685,-117.796193
153.0,105.4419412,-118.0767377
154.0,106.45932495,-120.11245965
155.0,106.44086899999999,-120.69150015
156.0,106.45287265,-120.67136585
157.0,106.4137135,-120.5654745
158.0,106.4658306,-120.6668303
159.0,106.41208445,-120.5639262
160.0,106.4118907,-120.52023875
161.0,106.45779055,-120.6551857
162.0,106.35858485,-120.4494039
163.0,106.4451657,-120.6004759
164.0,106.4053567,-120.74621020000001
165.0,105.5399176,-120.06616805
166.0,104.98428630000001,-119.81285205
167.0,105.5797925,-120.45783465
168.0,105.9117838,-120.7085262
169.0,105.96253055,-120.82436100000001
170.0,105.9797529,-120.8336295
171.0,105.97221415,-120.84620615
172.0,105.9848614,-120.85797295
173.0,105.88999150000001,-120.65199125
174.0,105.8362457,-120.5606706
175.0,105.85948454999999,-120.60391945
176.0,105.8316586,-120.5425512
177.0,105.82761165,-120.52076604999999
178.0,105.87199770000001,-120.60181850000001
179.0,105.82141114999999,-120.50793145
180.0,105.8464918,-120.5581481
181.0,105.87006550000001,-120.59248135
182.0,105.82765,-120.528565
183.0,105.86116785,-120.5826753
184.0,105.8715012,-120.59663515
185.0,105.8508947,-120.55642900000001
186.0,105.90968835,-120.67135305
187.0,105.87086785,-120.58570935
188.0,105.89172985,-120.62463645
189.0,105.907935,-120.6581179
190.0,105.8673714,-120.58904770000001
191.0,105.9256303,-120.68385835000001
192.0,105.858379,-120.56167930000001
193.0,105.911372,-120.66550910000001
194.0,105.88350645,-120.6238886
195.0,105.86858090000001,-120.5568179
196.0,105.931348,-120.65960875
197.0,105.9025554,-120.5889711
198.0,105.913712,-120.59236465
199.0,105.92160835,-120.61216495
200.0,105.8932265,-120.5478303
201.0,105.9606901,-120.6886489
202.0,105.8950205,-120.58724575
203.0,105.89597144999999,-120.59335285
204.0,105.9438458,-120.7032792
205.0,105.8745275,-120.5988755
206.0,105.89135865,-120.62968555
207.0,105.89186375,-120.6308525
208.0,105.85239255,-120.56957145
209.0,105.9012039,-120.66138425
210.0,105.86665535,-120.6214817
211.0,105.845516,-120.5671463
212.0,105.9098527,-120.6901251
213.0,105.8507166,-120.5848293
214.0,105.8392532,-120.55884975000001
215.0,105.9004645,-120.66476614999999
216.0,105.83967355,-120.56966969999999
217.0,105.8000249,-120.4761048
218.0,105.88054535,-120.5817366
219.0,105.835613,-120.4728
220.0,105.83817475000001,-120.46843104999999
221.0,105.88491515000001,-120.57334069999999
222.0,105.8308674,-120.44822855000001
223.0,105.88158920000001,-120.5508281
224.0,105.8663073,-120.5392094
225.0,105.84541619999999,-120.4735574
226.0,105.9632631,-120.66043365
227.0,106.0971655,-120.48152114999999
228.0,106.18689415,-120.87330145
229.0,106.19233085,-121.02762175000001
230.0,106.1052993,-120.87119615
231.0,106.1360565,-120.9069136
232.0,106.11677925000001,-120.88407745
233.0,106.1387126,-120.92520705
234.0,106.1924204,-121.0347522
235.0,106.12901665,-120.8620775
236.0,106.20554655000001,-120.96475960000001
237.0,106.4460851,-121.8031141
238.0,105.9297061,-122.6171708
239.0,105.43484075,-121.85165805
240.0,105.3849235,-121.36873805
241.0,105.756529,-121.94829935
242.0,105.86606545000001,-121.8253355
243.0,105.67323645,-121.84419885
244.0,105.8216728,-121.876977
245.0,105.82796335,-121.7903105
246.0,105.89408545,-121.87710535
247.0,105.8343069,-121.73223575
248.0,105.855396,-121.73547985
249.0,105.86305325000001,-121.71751305000001
250.0,105.8179899,-121.64491595
251.0,105.8187992,-121.6144139
252.0,105.83260215,-121.62382375
253.0,105.8332929,-121.61617805
254.0,105.87166590000001,-121.69870705
255.0,105.86686205,-121.69359125
256.0,105.8320442,-121.61519715
257.0,105.88642440000001,-121.7613276
258.0,105.8119852,-121.6054169
259.0,105.84106645,-121.66453870000001
260.0,105.8695218,-121.7196054
261.0,105.82988715,-121.62519195
262.0,105.89850075000001,-121.7728299
263.0,105.8389719,-121.6459657
264.0,105.87119315000001,-121.70197569999999
265.0,105.86790199999999,-121.71456345
266.0,105.86257265,-121.60268665000001
267.0,106.0401348,-120.52013725
268.0,105.96763899999999,-119.03324795
269.0,105.675199,-118.7453777
270.0,105.93338215,-121.1384079
271.0,105.6949093,-120.95065565
272.0,105.71331175,-121.1000315
273.0,105.6106858,-121.0551574
274.0,105.6230835,-121.1704756
275.0,105.22421025,-120.67420125
276.0,105.3136754,-121.1926878
277.0,105.330963,-121.29317325
278.0,105.36264489999999,-121.37452569999999
279.0,105.34835225,-121.3786226
280.0,105.3925102,-121.44314994999999
281.0,105.32779690000001,-121.33074205
282.0,105.3544677,-121.396037
283.0,105.38110660000001,-121.52851390000001
284.0,105.31874035,-121.42147854999999
285.0,105.31973135,-121.4698486
286.0,105.3262746,-121.45244035
287.0,105.29685875,-121.36912674999999
288.0,105.3784549,-121.5578582
289.0,105.31354655000001,-121.40014794999999
290.0,105.31055435,-121.40164164999999
291.0,105.3678964,-121.53528514999999
292.0,105.31180655,-121.41064525
293.0,105.32988714999999,-121.444507
294.0,105.3115732,-121.4050682
295.0,105.30691595,-121.3970689
296.0,105.3430623,-121.45091679999999
297.0,105.6418864,-121.46606055000001
298.0,105.84829595,-121.36571745
299.0,105.94318584999999,-121.8082134
300.0,105.9509615,-121.7372355
301.0,105.99521765,-121.8533779
302.0,105.95150595,-121.7638375
303.0,105.96460735,-121.7763554
304.0,105.97452025000001,-121.81678045000001
305.0,105.9409584,-121.73400385
306.0,106.00594045,-121.8323392
307.0,105.5864154,-121.4042999
308.0,105.8277952,-121.56085315
309.0,106.1116124,-121.7816131
310.0,106.3168695,-122.10572825
311.0,106.38406764999999,-122.2365892
312.0,106.3823653,-122.21787735000001
313.0,106.3781922,-122.2138916
314.0,107.7943012,-125.06919965
315.0,108.84040455,-126.35453079999999
316.0,108.8699968,-125.7055188
317.0,108.21330520000001,-124.36723305000001
318.0,108.46838224999999,-122.4926418
319.0,102.1476399,-112.7495377
320.0,143.6911763,10.00509919999999
321.0,169.50547075,-0.41015794999999855
322.0,167.01781795,171.65234694999998
323.0,176.03145995,173.1745996
324.0,169.83119614999998,176.19442785
325.0,175.6950875,175.65166720000002
326.0,178.3545294,175.11845620000003
327.0,177.7422412,172.8855397
328.0,177.8145077,173.12129055
329.0,171.01622965,175.77907815
330.0,165.68335205,-5.433750849999996
331.0,170.14041715000002,172.58935765
332.0,171.2165453,174.1890464
333.0,171.9984949,175.6883056
334.0,168.0986608,171.7716142
335.0,175.51934599999998,-178.15992649999998
336.0,140.36665785,-1.4824670999999938
337.0,102.172381175,-148.54567325
338.0,104.27024925,-150.68267644999997
339.0,106.3607278,-121.6535194
340.0,108.06983005000001,-122.99190715
341.0,111.05527090000001,-121.69862760000001
342.0,101.05481651,-118.12630135
343.0,114.72623215,-147.70189675
344.0,111.2871456,-128.14314975
345.0,110.4385455,-123.1299765
346.0,110.87025105000001,-126.07893255
347.0,110.27669645,-127.2583649
348.0,110.0344836,-127.21743245
349.0,109.94560795000001,-127.04436995
350.0,109.93496875,-127.06151745
351.0,109.8922455,-127.2586755
352.0,108.8015584,-127.8040497
353.0,108.4634674,-126.6143362
354.0,109.1442743,-126.46510359999999
355.0,109.23817305,-126.6312734
356.0,109.2453439,-126.6699173
357.0,109.2993022,-126.7842734
358.0,109.3544391,-126.9106103
