Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
166.0,-4.111750476,-2.355970776,8.802225292500001,9.996848134
167.0,-4.152165763999999,-2.441794802,8.7574794605,9.994861228000001
168.0,-4.1902108170000005,-2.4888107855,8.730222666,9.998443090999999
169.0,-4.1848071650000005,-2.4970617115,8.729826809,9.997892446
170.0,-4.1855177735,-2.5023747355,8.728448484000001,9.998313005
171.0,-4.1841203575,-2.4988120525,8.7303704795,9.9985147535
172.0,-4.1854748535,-2.5007865515,8.7299842,9.9992382445
173.0,-4.193492126,-2.4851622545,8.7300175725,9.998731424999999
174.0,-4.1943220404999995,-2.4766299380000003,8.731138354999999,9.997940663000001
175.0,-4.1933633189999995,-2.480335701,8.730713909,9.998086390000001
176.0,-4.1976414895000005,-2.4763056245,8.730246488999999,9.9984744245
177.0,-4.1982185795,-2.4749892915,8.730365742,9.9984948975
178.0,-4.1970357895,-2.4823006615,8.730375290000001,9.999819282499999
179.0,-4.1993409475,-2.4743824625,8.731826089,10.0000916115
180.0,-4.196835459,-2.4778651925,8.729545409,9.997910807
181.0,-4.197598442,-2.4817109825,8.7294203585,9.999076031000001
182.0,-4.1981613475,-2.4755473025,8.7303085005,9.998558953
183.0,-4.196797268,-2.4802689305000003,8.729497713499999,9.9984506015
184.0,-4.197307641,-2.4819477315,8.7294214295,9.999014121
185.0,-4.198423655499999,-2.4786330535000003,8.729698016,9.998900789
186.0,-4.195399891499999,-2.488209851,8.7293260185,9.999685358
187.0,-4.1983998155,-2.4815137235,8.728262456500001,9.998351771500001
188.0,-4.197808392,-2.4850144055000003,8.728491409,9.999174769
189.0,-4.1966351435,-2.48441824,8.73016066,9.9999899355
190.0,-4.1979228825,-2.481561417,8.730456358000001,10.000078745500002
191.0,-4.197364864,-2.490613589,8.7285438535,10.00042629
192.0,-4.199539681499999,-2.479811076,8.7295072605,9.9994947705
193.0,-4.1966780759999995,-2.488391085,8.7289873975,9.999972059000001
194.0,-4.1963537715,-2.4840796185,8.7299651075,9.9996171485
195.0,-4.2002374125,-2.479741959,8.723355175,9.994401075999999
196.0,-4.195872058000001,-2.4873275264999997,8.713735122500001,9.986056572999999
197.0,-4.1990961365,-2.4801020045,8.7084698165,9.981020255
198.0,-4.198552427999999,-2.4822625069999997,8.7061423685,9.9792982255
199.0,-4.197965803000001,-2.4838745375,8.7072440715,9.9804141325
200.0,-4.200517394,-2.4790193685,8.706571598,9.979693035
201.0,-4.196162988999999,-2.4903751224999997,8.707511156999999,9.981509304500001
202.0,-4.1976748745,-2.4812371029999998,8.713324961000001,9.984940972
203.0,-4.198871978,-2.482548666,8.7173788725,9.989308162
204.0,-4.19527589,-2.4913003710000003,8.7204455535,9.9926533385
205.0,-4.1984331919999995,-2.4819906555,8.7254581,9.996036385
206.0,-4.1961677665,-2.4845422425,8.727046275,9.997106191
207.0,-4.1968592295,-2.4850679365,8.728602923,9.998885386
208.0,-4.1978084025,-2.47956784,8.732120862,10.000989875
209.0,-4.1954762080000005,-2.4872702945,8.73092851,10.0008841265
210.0,-4.1936448015,-2.4822386605,8.7332511685,10.00089314
211.0,-4.1971979455,-2.4791529095,8.734424437000001,10.002641655
212.0,-4.193888879499999,-2.489171594,8.7326044,10.002153074999999
213.0,-4.1966256015,-2.4790384455,8.734305180500002,10.00226906
214.0,-4.196625628,-2.477922424,8.73444827,10.00211741
215.0,-4.1953748525000005,-2.487543424,8.7323205,10.00212355
216.0,-4.1953951355,-2.4781513520000003,8.734510288500001,10.00171336
217.0,-4.176985427,-2.4589309865,8.7476688495,10.000806041
218.0,-4.203107112,-2.4839031535,8.7310620495,10.00336635
219.0,-4.208062454,-2.476048081,8.729454808,10.002099484999999
220.0,-4.209459872,-2.476439165,8.729345073000001,10.002689365
221.0,-4.2053176205,-2.484382241,8.7302100905,10.0036724
222.0,-4.210628356,-2.4751276019999997,8.728963544500001,10.002522335
223.0,-4.208114923,-2.4838029974999998,8.730103422500001,10.0046112
224.0,-4.208677703,-2.47844228,8.729054149,10.00260205
225.0,-4.21045767,-2.4775294705,8.72898633,10.003066435000001
226.0,-4.21116244,-2.4964417,8.727256127,10.006575340000001
227.0,-4.2640016835,-2.5092569344999998,8.694824839999999,10.0042231215
228.0,-4.2260975795,-2.52655441,8.703910768,10.000100184
229.0,-4.2074900415,-2.5308762160000002,8.715685757,10.0035746
230.0,-4.210089391,-2.5168067025000003,8.716658706,10.00196969
231.0,-4.2086252405,-2.5269272025,8.7153185395,10.002734895
232.0,-4.2104041965,-2.5182851915,8.715223141500001,10.001219315
233.0,-4.210086202499999,-2.522201424,8.716250748,10.00297148
234.0,-4.205439301,-2.530351576,8.713820942000002,10.00095869
235.0,-4.2167092405,-2.5198590679999997,8.713692201499999,10.002937925000001
236.0,-4.2197424875,-2.531958855,8.711908462,10.00572361
237.0,-4.1251188975,-2.552901012,8.740963197,9.996994584500001
238.0,-3.945043449,-2.524213521,8.8439092275,10.0076263105
239.0,-3.9399212005,-2.4476753755000002,8.8651709135,10.0053074
240.0,-3.9905519035,-2.4330472060000004,8.842043066999999,10.0013810335
241.0,-3.993413908,-2.4903798960000003,8.8263962395,10.0027602805
242.0,-4.0342536315,-2.503815081,8.809512759499999,10.007595385
243.0,-3.9892503075,-2.477722113,8.830621896,10.001670496500001
244.0,-4.013096892,-2.494662743,8.8166285835,10.003062289999999
245.0,-4.028554263,-2.496866169,8.8073283325,10.001631235
246.0,-4.0313395465,-2.5070534395,8.8045286735,10.00283675
247.0,-4.0376445895,-2.4968375535,8.80351282,10.00193126
248.0,-4.0413985225,-2.499479986,8.800487254,10.00144499
249.0,-4.0457619744999995,-2.5004193135,8.799320589499999,10.002417565
250.0,-4.0454090449999995,-2.4931270215000003,8.799973974,10.001028828
251.0,-4.046424910000001,-2.4987500515,8.798185493,10.00127095
252.0,-4.0496298945,-2.4936707235,8.793344631,9.9970398945
253.0,-4.050321446,-2.4933511795000003,8.791813666,9.995893761
254.0,-4.0477173964999995,-2.499799302,8.7921093585,9.996711743
255.0,-4.048065556499999,-2.4995131424999997,8.793912179,9.998365783499999
256.0,-4.051623471,-2.494057039,8.795032965,9.9994288975
257.0,-4.0444217955,-2.5038723025,8.797822998000001,10.00142171
258.0,-4.048213406,-2.4941953495,8.799435041999999,10.001955145
259.0,-4.0485186424999995,-2.4969567865,8.799978735,10.003246145
260.0,-4.0471832325,-2.5015067185,8.799368271,10.003306389999999
261.0,-4.0517379345,-2.4951015205,8.799978773,10.004086534999999
262.0,-4.0465298354999995,-2.506299887,8.799306270999999,10.004186279999999
263.0,-4.0500352865,-2.4966181645,8.800718,10.00442535
264.0,-4.050302369,-2.5017117994999998,8.7991155115,10.00439687
265.0,-4.0481180195,-2.5015925670000003,8.800617866,10.004804794999998
266.0,-4.062764606,-2.4996896074999997,8.797036090999999,10.0071169
267.0,-4.246722397999999,-2.5023366205000004,8.7036433355,10.0032150265
268.0,-4.4393221050000005,-2.4642535519999997,8.612072251499999,9.997454423
269.0,-4.293213795,-2.4712263155,8.691844019,10.005387417
270.0,-4.1401088255000005,-2.5013493374999998,8.7616524885,10.00822563
271.0,-4.11323357,-2.4666620564999997,8.778430960000001,10.003200665000001
272.0,-4.0979431205,-2.472041851,8.7867295615,10.005537435
273.0,-4.0820279,-2.4580582005,8.7974462645,10.005015265
274.0,-4.068673798,-2.4612154915,8.8014096055,10.003835455
275.0,-4.05156154,-2.403191891,8.8304740575,10.008458975
276.0,-3.9888544335,-2.422474293,8.8495801055,10.004726995
277.0,-3.9908623155,-2.4258175875,8.8484832,10.005371075
278.0,-3.9875558025,-2.4315812745,8.8503329285,10.007076999999999
279.0,-3.9841184944999997,-2.42987628,8.852770836000001,10.00745008
280.0,-3.985968992,-2.4371685725,8.852603916,10.00981212
281.0,-3.9860166845,-2.426466215,8.852789922500001,10.00739521
282.0,-3.985735295,-2.4279447044999998,8.8526277485,10.007498945
283.0,-3.9717516440000002,-2.4366153315,8.8574829365,10.008343665
284.0,-3.972560464,-2.4269058704999997,8.8598878095,10.008432785
285.0,-3.966095229,-2.4275583899999997,8.8616656365,10.007602649999999
286.0,-3.970158691,-2.4283834825,8.8607069905,10.00856481
287.0,-3.9744823670000002,-2.423095621,8.859254077500001,10.007711369999999
288.0,-3.96960606,-2.4318115369999997,8.859470798,10.008083305
289.0,-3.974393848,-2.4259940525,8.859710202999999,10.00878219
290.0,-3.9736832195,-2.4257031235,8.860463777,10.009096605
291.0,-3.96840835,-2.435208381,8.86035408,10.009215950000002
292.0,-3.9722714999999997,-2.4256983545,8.859686366999998,10.007846865000001
293.0,-3.9714608685,-2.4284277035,8.858675893000001,10.007293659999998
294.0,-3.969738991,-2.431049533,8.858455882000001,10.007053045
295.0,-3.973053669,-2.4248828005,8.8596768285,10.007951405
296.0,-3.9738644535,-2.4305058305,8.858269854500001,10.008392175000001
297.0,-4.034978598,-2.4691754995000004,8.818875024,10.007700045
298.0,-4.090911816,-2.493761,8.784477275499999,10.006084365
299.0,-4.052272108,-2.513291717,8.7978087875,10.006961075
300.0,-4.060421458,-2.5116194165000003,8.7942154425,10.00667237
301.0,-4.0570170395,-2.5206938709999998,8.7934747935,10.006922325000001
302.0,-4.05971224,-2.5135826405,8.793988488,10.00667765
303.0,-4.0613338105,-2.5158194524999997,8.794198340000001,10.008083809999999
304.0,-4.0561972505,-2.516592083,8.791150734999999,10.003516475
305.0,-4.0608473385,-2.511360137,8.7923382935,10.005130175
306.0,-4.061319501,-2.521299403,8.789376542,10.005219239999999
307.0,-4.0437016485,-2.4894308115,8.806841909,10.005521425
308.0,-4.0606565655,-2.4943336615,8.798500306000001,10.006221069999999
309.0,-4.0899402385000005,-2.5340812145,8.7728699555,10.00563453
310.0,-4.0890340285,-2.5656159895,8.7641420535,10.005637244999999
311.0,-4.085499961,-2.5764233445,8.7629306665,10.00591042
312.0,-4.086902142,-2.5754408609999997,8.7605507745,10.004145245
313.0,-4.083816409500001,-2.5772341315,8.765081654500001,10.00731581
314.0,-3.991301127,-2.8023129195000003,8.731071587999999,10.000918213999999
315.0,-4.0176659645,-2.9571538725,8.666556987,9.999790479
316.0,-4.103079816,-2.94878849,8.627443775,9.9982578915
317.0,-4.1652432525,-2.8485563215,8.656388853500001,10.020145225
318.0,-4.4740250725,-2.8400585874999997,8.5038980755,10.024445145
319.0,-4.1310376525,-2.2547942945,8.993184368,10.165128499000001
320.0,-0.91395550207,-7.465936451999999,5.2879998585,9.8473511025
321.0,0.053039671899999974,-9.851329218499998,1.8231178255,10.044076800500001
322.0,1.33719980425,-9.569595572499999,2.14749876595,10.0481621015
323.0,1.164244956,-9.7321294425,0.6731522250499999,9.8388424895
324.0,0.672398673,-10.148601325,1.8191688105,10.345931745
325.0,0.725352499135,-9.634181777999999,0.71811266001,9.735477122
326.0,0.84757124755,-9.910134970000001,0.28461907384999996,9.9562796155
327.0,1.06145167355,-9.682852749,0.11192654399999999,9.746428075
328.0,1.1742080805000001,-9.733583989500001,0.37165927374999996,9.813175839
329.0,0.72994059015,-9.8293664695,1.5565220320000002,9.985681399499999
330.0,0.8554835606,-9.409870830500001,2.3816154455,9.881325284999999
331.0,1.22322245045,-9.561907436,1.6314433788,9.892313876500001
332.0,1.0050353182,-9.8984263075,1.5270571385,10.080330355000001
333.0,1.210569427,-9.842601369499999,1.5087953870000002,10.042606363
334.0,1.39356369885,-9.556465619,2.011215277,9.895175394999999
335.0,-0.31248147655,-9.727512741,0.76101274965,9.762711504999999
336.0,0.12299137905,-7.2714671895,6.2303471255,10.0738754745
337.0,-1.0766058489499999,-2.0614440505,9.4606697505,9.7976640305
338.0,-1.3800998930000001,-2.4568324835,9.658324139,10.062121815
339.0,-3.7012831960000003,-2.5587863725,8.9028533255,9.987134514000001
340.0,-4.2809804719999995,-2.78218637,8.5218318915,9.935609202
341.0,-5.061981472499999,-3.1317398185,8.129569099000001,10.080236235000001
342.0,-3.3122206565,-1.7940869325,9.198408457,9.9498725035
343.0,-2.496928212,-4.008847521,8.6761386425,9.926819674
344.0,-4.1956429255,-3.293043202,8.460264633000001,10.0078517
345.0,-4.5540673355,-3.0942815345000003,8.353670219000001,10.006662689999999
346.0,-4.393302903,-3.1986916165,8.389411556999999,9.997143506
347.0,-4.145297931,-3.1531397935000003,8.534904643499999,9.99864694
348.0,-4.1110684504999995,-3.122019935,8.561550834,9.99759831
349.0,-4.1173115204999995,-3.1076166315,8.563396549,9.997070573
350.0,-4.11307159,-3.1063145975,8.564770124999999,9.9961095785
351.0,-4.0847704215,-3.1069965735,8.586675613499999,10.003560792
352.0,-3.8048014219999997,-2.8972654395,8.771281875,9.9906995885
353.0,-3.9258087375,-2.916872144,8.735693147,10.011842488500001
354.0,-4.0567553185000005,-2.998026947,8.6362002415,10.001473325
355.0,-4.051861937,-3.0125924525,8.632461088,10.000642597999999
356.0,-4.048671261,-3.0144811039999997,8.6344022085,10.001587019999999
357.0,-4.043596703,-3.0232518859999997,8.633386344,10.0013105695
358.0,-4.0352551595,-3.0332388455,8.635060390500001,10.002404590000001
359.0,-4.0355365495,-3.0302675580000002,8.634120814,10.0008060365
360.0,-4.048264323,-3.028109727,8.627857374000001,9.999894184999999
361.0,-4.049534508,-3.0196415095,8.632461107000001,10.00182255
362.0,-4.064724529,-3.0107066895,8.6271760395,10.0007258865
363.0,-4.0641143235,-3.013284004,8.626218058500001,10.00042762
364.0,-4.05745658,-3.019044333,8.627726407499999,10.00076456
365.0,-4.0667803745,-3.0129310745,8.626351591999999,10.001519965
366.0,-4.062604432500001,-3.016755765,8.6270016325,10.00154014
367.0,-4.0600270155,-3.0195270455000003,8.626141757,10.0005848995
368.0,-4.067268295,-3.0138569715,8.625008818,10.00083916
369.0,-4.0553864655,-3.0212917005,8.627987478,10.000831465000001
370.0,-4.062772275,-3.017832315,8.624819866500001,10.0000474765
371.0,-4.069053375999999,-3.0160319155,8.623143246,10.000612234999998
372.0,-4.053941361,-3.0212249245000002,8.627100393500001,9.9994550905
373.0,-4.067667468,-3.0140757115000003,8.624148180999999,10.00032521
374.0,-4.0630555345,-3.018072406,8.624753874,10.000180624
375.0,-4.0597599330000005,-3.021668471,8.625121116999999,10.0002428
376.0,-4.0667640635,-3.0166042529999997,8.624015122,10.00060539
377.0,-4.058209904,-3.02266049,8.625717277,10.0004301275
378.0,-4.064920339,-3.0176717795,8.6253834245,10.0013589
379.0,-4.0656929690000005,-3.0190453445000003,8.624400933,10.001240020000001
380.0,-4.058124056,-3.0250689975,8.6247681755,10.000305189999999
381.0,-4.0646580265,-3.0191645775,8.623466167,10.0000498675
382.0,-4.0613958100000005,-3.022827416,8.623809539,10.000127902500001
383.0,-4.067634083,-3.019822744,8.6227030715,10.000800462
384.0,-4.067772393,-3.0189308805,8.621625204499999,9.999657274
385.0,-4.059704361,-3.0254969865,8.6226854525,9.999277941999999
386.0,-4.0696091160000005,-3.0192175170000004,8.621338209000001,10.000243300000001
387.0,-4.061419657,-3.02617548,8.6213962925,9.9990677145
388.0,-4.0657025075,-3.021878321,8.62246459,10.000430097
389.0,-4.0532021505,-3.0152871489999997,8.625650544500001,9.996115746000001
390.0,-4.25400041,-3.0848430455,8.517983022500001,10.008723835
391.0,-4.479317689,-3.161023484,8.3537846305,9.9929084855
392.0,-4.275309881,-3.1477552610000004,8.471100638,9.997315880999999
393.0,-4.283331776,-3.1434533235,8.4694266035,9.997974988500001
394.0,-4.2722859685,-3.1394470795,8.479804577,10.0007823935
395.0,-4.2652941235,-3.144955631,8.474257871999999,9.994829767
396.0,-4.253051345,-3.1332565185,8.4906119295,9.9998122175
397.0,-4.25733909,-3.1265556275,8.4865341795,9.9960791305
398.0,-4.2145009345,-3.0811563415,8.536955414000001,10.006775984499999
399.0,-3.9992611474999995,-3.1046357455,8.61490523,9.992621025
400.0,-4.050860429,-3.0216208305,8.625464498500001,9.996970264000002
401.0,-4.1134291315,-2.950643736,8.6257459045,10.001506965
402.0,-4.1165625905,-2.9449968595,8.6248874285,10.0003923115
403.0,-4.117096888,-2.97309294,8.6125253245,9.998294906
404.0,-4.0824524425,-2.969606559,8.6335198925,10.0011371005
405.0,-4.080878515,-2.9246509339999998,8.650150517499998,10.001619145
406.0,-4.0985249995,-2.9178021885,8.644374856999999,10.001840275
407.0,-4.1045439130000005,-2.9198816125000002,8.6402875455,10.00138015
