Timestamp,Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Blinking,Looking Center,Looking Left,Looking Right
"2024-06-09 00:52:25,690",618,269,772,268,0,1,0,0
"2024-06-09 00:52:25,924",621,270,775,269,0,1,0,0
"2024-06-09 00:52:26,175",621,273,775,272,0,1,0,0
"2024-06-09 00:52:26,367",619,273,773,273,0,1,0,0
"2024-06-09 00:52:26,573",616,273,769,274,0,1,0,0
"2024-06-09 00:52:26,811",616,275,770,276,0,1,0,0
"2024-06-09 00:52:27,003",616,276,772,277,0,1,0,0
"2024-06-09 00:52:27,223",617,277,772,278,1,0,0,0
"2024-06-09 00:52:27,428",630,277,784,276,1,0,0,0
"2024-06-09 00:52:27,633",633,277,788,276,0,0,1,0
"2024-06-09 00:52:27,787",637,278,791,278,1,0,0,0
"2024-06-09 00:52:27,918",637,278,793,278,0,0,1,0
"2024-06-09 00:52:28,052",636,279,792,279,1,0,0,0
"2024-06-09 00:52:28,232",636,278,793,278,0,1,0,0
"2024-06-09 00:52:28,419",635,279,791,278,1,0,0,0
"2024-06-09 00:52:28,550",635,279,791,279,0,1,0,0
"2024-06-09 00:52:28,686",629,279,786,280,1,0,0,0
"2024-06-09 00:52:28,855",628,279,783,280,0,1,0,0
"2024-06-09 00:52:28,986",627,280,782,280,0,1,0,0
"2024-06-09 00:52:29,116",628,281,782,281,1,0,0,0
"2024-06-09 00:52:29,235",,,,,0,0,0,0
"2024-06-09 00:52:29,366",624,293,772,292,1,0,0,0
"2024-06-09 00:52:29,502",620,289,775,289,1,0,0,0
"2024-06-09 00:52:29,633",638,280,789,282,1,0,0,0
"2024-06-09 00:52:29,765",639,280,791,280,1,0,0,0
"2024-06-09 00:52:29,898",640,280,792,281,1,0,0,0
"2024-06-09 00:52:30,033",639,280,793,281,1,0,0,0
"2024-06-09 00:52:30,165",637,280,791,280,1,0,0,0
"2024-06-09 00:52:30,298",634,281,789,281,1,0,0,0
"2024-06-09 00:52:30,433",618,283,773,284,1,0,0,0
"2024-06-09 00:52:30,564",615,281,771,281,1,0,0,0
"2024-06-09 00:52:30,697",623,279,777,277,1,0,0,0
"2024-06-09 00:52:30,832",624,279,781,278,1,0,0,0
"2024-06-09 00:52:30,965",623,281,778,281,1,0,0,0
"2024-06-09 00:52:31,098",622,282,777,282,1,0,0,0
"2024-06-09 00:52:31,232",621,283,777,283,1,0,0,0
"2024-06-09 00:52:31,365",619,284,775,284,1,0,0,0
"2024-06-09 00:52:31,497",618,285,772,284,1,0,0,0
"2024-06-09 00:52:31,631",613,285,770,285,1,0,0,0
"2024-06-09 00:52:31,770",615,285,770,285,1,0,0,0
"2024-06-09 00:52:31,899",619,283,771,281,1,0,0,0
"2024-06-09 00:52:32,034",621,281,772,280,1,0,0,0
"2024-06-09 00:52:32,181",620,281,771,281,1,0,0,0
"2024-06-09 00:52:32,357",622,282,773,282,1,0,0,0
"2024-06-09 00:52:32,570",624,282,774,282,1,0,0,0
"2024-06-09 00:52:32,765",624,284,773,285,1,0,0,0
"2024-06-09 00:52:32,946",620,285,769,286,1,0,0,0
"2024-06-09 00:52:33,140",615,290,756,289,1,0,0,0
"2024-06-09 00:52:33,324",608,290,751,289,1,0,0,0
"2024-06-09 00:52:33,511",611,296,748,294,1,0,0,0
"2024-06-09 00:52:33,690",615,300,747,295,1,0,0,0
"2024-06-09 00:52:33,838",616,307,740,300,1,0,0,0
"2024-06-09 00:52:33,978",,,,,0,0,0,0
"2024-06-09 00:52:34,094",,,,,0,0,0,0
"2024-06-09 00:52:34,226",,,,,0,0,0,0
"2024-06-09 00:52:34,360",,,,,0,0,0,0
"2024-06-09 00:52:34,493",,,,,0,0,0,0
"2024-06-09 00:52:34,626",,,,,0,0,0,0
"2024-06-09 00:52:34,760",,,,,0,0,0,0
"2024-06-09 00:52:34,893",,,,,0,0,0,0
"2024-06-09 00:52:35,027",,,,,0,0,0,0
"2024-06-09 00:52:35,159",,,,,0,0,0,0
"2024-06-09 00:52:35,293",,,,,0,0,0,0
"2024-06-09 00:52:35,426",,,,,0,0,0,0
"2024-06-09 00:52:35,560",,,,,0,0,0,0
"2024-06-09 00:52:35,692",,,,,0,0,0,0
"2024-06-09 00:52:35,795",,,,,0,0,0,0
"2024-06-09 00:52:35,926",,,,,0,0,0,0
"2024-06-09 00:52:36,059",,,,,0,0,0,0
"2024-06-09 00:52:36,193",,,,,0,0,0,0
"2024-06-09 00:52:36,293",,,,,0,0,0,0
"2024-06-09 00:52:36,426",,,,,0,0,0,0
"2024-06-09 00:52:36,559",,,,,0,0,0,0
"2024-06-09 00:52:36,660",,,,,0,0,0,0
"2024-06-09 00:52:36,792",,,,,0,0,0,0
"2024-06-09 00:52:36,893",,,,,0,0,0,0
"2024-06-09 00:52:37,025",,,,,0,0,0,0
"2024-06-09 00:52:37,159",,,,,0,0,0,0
"2024-06-09 00:52:37,293",,,,,0,0,0,0
"2024-06-09 00:52:37,426",,,,,0,0,0,0
"2024-06-09 00:52:37,526",,,,,0,0,0,0
"2024-06-09 00:52:37,660",,,,,0,0,0,0
"2024-06-09 00:52:37,792",,,,,0,0,0,0
"2024-06-09 00:52:37,894",,,,,0,0,0,0
"2024-06-09 00:52:38,025",,,,,0,0,0,0
"2024-06-09 00:52:38,126",,,,,0,0,0,0
"2024-06-09 00:52:38,259",,,,,0,0,0,0
"2024-06-09 00:52:38,392",,,,,0,0,0,0
"2024-06-09 00:52:38,527",,,,,0,0,0,0
"2024-06-09 00:52:38,663",594,400,683,386,0,0,1,0
"2024-06-09 00:52:38,792",,,,,0,0,0,0
"2024-06-09 00:52:38,925",,,,,0,0,0,0
"2024-06-09 00:52:39,059",,,,,0,0,0,0
"2024-06-09 00:52:39,191",,,,,0,0,0,0
"2024-06-09 00:52:39,328",590,410,677,403,1,0,0,0
"2024-06-09 00:52:39,457",,,,,0,0,0,0
"2024-06-09 00:52:39,559",,,,,0,0,0,0
"2024-06-09 00:52:39,691",,,,,0,0,0,0
"2024-06-09 00:52:39,825",,,,,0,0,0,0
"2024-06-09 00:52:39,958",,,,,0,0,0,0
"2024-06-09 00:52:40,091",,,,,0,0,0,0
"2024-06-09 00:52:40,226",,,,,0,0,0,0
"2024-06-09 00:52:40,357",,,,,0,0,0,0
"2024-06-09 00:52:40,459",,,,,0,0,0,0
"2024-06-09 00:52:40,591",,,,,0,0,0,0
