"t (s)","Inclination (deg)","Rotation (deg)"
6.559243392E1,7.118788311E1,-1.204942535E2
6.609983812E1,7.138341085E1,-1.206150871E2
6.660724312E1,7.148363924E1,-1.206465970E2
6.711464813E1,7.131294833E1,-1.205889598E2
6.762205313E1,7.133818076E1,-1.205406899E2
6.812945875E1,7.127547349E1,-1.207066363E2
6.863686375E1,7.135802069E1,-1.206085519E2
6.914427000E1,7.151276248E1,-1.206971910E2
6.965167500E1,7.134211230E1,-1.205123869E2
7.015908000E1,7.109140858E1,-1.206470222E2
7.066648500E1,7.098124762E1,-1.206941276E2
7.117388963E1,7.114405414E1,-1.206710615E2
7.168129562E1,7.136155992E1,-1.206132285E2
7.218869975E1,7.124518247E1,-1.206283831E2
7.269610475E1,7.113031421E1,-1.205523298E2
7.320351188E1,7.107320728E1,-1.206610258E2
7.371091687E1,7.106272222E1,-1.205908084E2
7.421832250E1,7.144298123E1,-1.207280641E2
7.472572750E1,7.145899740E1,-1.206059782E2
7.523313388E1,7.135294732E1,-1.206288469E2
7.624794454E1,7.123613889E1,-1.206554147E2
7.675534954E1,7.135942831E1,-1.206367779E2
7.726275542E1,7.144952414E1,-1.205636933E2
7.777016142E1,7.137892940E1,-1.206062508E2
7.827756625E1,7.123271389E1,-1.206228314E2
7.878497225E1,7.111693810E1,-1.206567227E2
7.929237838E1,7.113142082E1,-1.204104933E2
7.979978438E1,7.120261344E1,-1.203549787E2
8.030718954E1,7.093069365E1,-1.201724414E2
8.081459554E1,7.077428210E1,-1.202560182E2
8.132200142E1,7.074578118E1,-1.202821598E2
8.182940742E1,7.079452086E1,-1.202585626E2
8.233681350E1,7.096254537E1,-1.203055737E2
8.284421950E1,7.092680262E1,-1.203303395E2
8.335162512E1,7.085176031E1,-1.203041115E2
8.385903112E1,7.083076984E1,-1.203148703E2
8.436643688E1,7.090554939E1,-1.203392786E2
8.487384288E1,7.105156634E1,-1.203346595E2
8.538124917E1,7.097249587E1,-1.203221009E2
8.588865517E1,7.096928272E1,-1.203103875E2
8.639606200E1,7.086032302E1,-1.203219341E2
8.690346900E1,7.085547768E1,-1.203308325E2
8.741087437E1,7.100092868E1,-1.203035069E2
8.791828038E1,7.106210557E1,-1.203018961E2
8.842568792E1,7.097333071E1,-1.202819759E2
8.893309392E1,7.087537097E1,-1.203026787E2
8.944049962E1,7.087630989E1,-1.202995713E2
8.994790662E1,7.092935960E1,-1.202981878E2
9.045531204E1,7.100047304E1,-1.202975664E2
9.096271804E1,7.096825553E1,-1.202547972E2
9.147012579E1,7.095529521E1,-1.202700950E2
9.197753179E1,7.092995884E1,-1.202848474E2
9.248493867E1,7.090686803E1,-1.203185267E2
9.299234467E1,7.094370612E1,-1.202591532E2
9.349975167E1,7.104948838E1,-1.203063761E2
9.400715767E1,7.100263711E1,-1.202666479E2
9.451456437E1,7.093863312E1,-1.203106090E2
9.502197037E1,7.094656115E1,-1.203138838E2
9.552937687E1,7.094499685E1,-1.203061680E2
9.603678387E1,7.108143774E1,-1.203011265E2
9.654419087E1,7.122200638E1,-1.203184030E2
9.705159800E1,7.119035097E1,-1.202996826E2
9.755900400E1,7.109565839E1,-1.203141054E2
9.806641038E1,7.103632469E1,-1.203160946E2
9.857381737E1,7.120233599E1,-1.203126183E2
9.958863012E1,7.124270419E1,-1.202512533E2
1.000960376E2,7.112598119E1,-1.203183850E2
1.006034446E2,7.109118796E1,-1.203187363E2
1.011108528E2,7.119724516E1,-1.202840955E2
1.016182588E2,7.128310740E1,-1.203332190E2
1.021256640E2,7.126571364E1,-1.202637264E2
1.026330710E2,7.118064442E1,-1.202526788E2
1.031404784E2,7.115316163E1,-1.202813532E2
1.036478854E2,7.113944753E1,-1.202753741E2
1.041552919E2,7.118721647E1,-1.202805036E2
1.046626989E2,7.114484139E1,-1.203145816E2
1.051701067E2,7.109100940E1,-1.203146001E2
1.056775147E2,7.129297916E1,-1.203137197E2
1.061849217E2,7.127914030E1,-1.202988865E2
1.066923297E2,7.117129638E1,-1.203862827E2
1.071997376E2,7.048815106E1,-1.201612944E2
1.077071466E2,6.918496344E1,-1.203434568E2
1.082145544E2,6.909460737E1,-1.205433105E2
1.087219634E2,6.975655839E1,-1.207542279E2
1.092293726E2,6.971200575E1,-1.208480027E2
1.097367816E2,6.973689882E1,-1.209351398E2
1.102441923E2,6.978466704E1,-1.208997858E2
1.107516023E2,6.978899157E1,-1.208637507E2
1.112590110E2,6.977215720E1,-1.209285277E2
1.117664210E2,6.974273174E1,-1.209077117E2
1.122738322E2,6.972742484E1,-1.208853983E2
1.127812433E2,6.979613443E1,-1.209322678E2
1.132886544E2,6.980865168E1,-1.208798835E2
1.137960654E2,6.987724711E1,-1.208942666E2
1.143034784E2,6.999377900E1,-1.209342102E2
1.148108904E2,6.990552569E1,-1.208990795E2
1.153183015E2,6.987009910E1,-1.209066188E2
1.158257135E2,6.990530871E1,-1.208953397E2
1.163331269E2,6.990261613E1,-1.208690040E2
1.168405399E2,6.995708267E1,-1.209224040E2
1.173479527E2,6.999165451E1,-1.208894689E2
1.178553657E2,6.987271184E1,-1.208764273E2
1.183627782E2,6.988615010E1,-1.208731610E2
1.188701922E2,6.988873962E1,-1.208656344E2
1.193776060E2,6.989324804E1,-1.208719586E2
1.198850200E2,6.998935955E1,-1.209137640E2
1.203924338E2,6.996288517E1,-1.209033713E2
1.214072626E2,6.987628714E1,-1.208505961E2
1.219146766E2,6.987992460E1,-1.208687002E2
1.224220908E2,6.988621377E1,-1.208653679E2
1.229295048E2,6.999917798E1,-1.209161524E2
1.234369184E2,6.992958859E1,-1.208809603E2
1.239443324E2,6.989250551E1,-1.208805170E2
1.244517459E2,6.986593394E1,-1.208762390E2
1.249591589E2,6.991464378E1,-1.208765975E2
1.254665734E2,7.012299855E1,-1.210034083E2
1.259739874E2,7.035238855E1,-1.209982372E2
1.264814014E2,7.024212820E1,-1.209580823E2
1.269888144E2,7.035722554E1,-1.209314301E2
1.274962299E2,7.051511799E1,-1.209881496E2
1.280036439E2,7.043044280E1,-1.209930630E2
1.285110551E2,7.048607140E1,-1.209429882E2
1.290184681E2,7.043405815E1,-1.208873848E2
1.295258824E2,7.033860938E1,-1.209755421E2
1.300332954E2,7.035879220E1,-1.209224628E2
1.305407094E2,7.035457738E1,-1.209119421E2
1.310481224E2,7.042501588E1,-1.209198086E2
1.315555354E2,7.045206140E1,-1.209537439E2
1.320629484E2,7.039067538E1,-1.208917484E2
1.325703617E2,7.040108982E1,-1.208914567E2
1.330777743E2,7.041000537E1,-1.209201244E2
1.335851872E2,7.045131511E1,-1.208892542E2
1.340926002E2,7.055868886E1,-1.209065082E2
1.346000132E2,7.062343652E1,-1.208345767E2
1.351074266E2,7.046018924E1,-1.208140848E2
1.356148396E2,7.047843691E1,-1.207964110E2
1.361222529E2,7.053267657E1,-1.208558703E2
1.366296659E2,7.068464116E1,-1.209220884E2
1.371370788E2,7.054124633E1,-1.209454800E2
1.376444917E2,7.060521989E1,-1.209264569E2
1.381519035E2,7.042729513E1,-1.208850898E2
1.386593155E2,7.050900174E1,-1.208797617E2
1.391667287E2,7.051580391E1,-1.208953522E2
1.396741417E2,7.057792754E1,-1.209547704E2
1.401815534E2,7.048947835E1,-1.209297580E2
1.406889664E2,7.040195746E1,-1.209319727E2
1.411963788E2,7.033457890E1,-1.209332353E2
1.417037908E2,7.029793033E1,-1.209039714E2
1.422112032E2,7.037709778E1,-1.209749696E2
1.427186152E2,7.093022730E1,-1.210953146E2
1.432260279E2,7.115302719E1,-1.210612944E2
1.437334399E2,7.108266327E1,-1.210249165E2
1.442408523E2,7.103579768E1,-1.210289327E2
1.447482653E2,7.116655446E1,-1.210165673E2
1.452556774E2,7.125124877E1,-1.210493003E2
1.457630894E2,7.116133069E1,-1.210106921E2
1.467779141E2,7.112768949E1,-1.210027009E2
1.472853265E2,7.117838728E1,-1.209962377E2
1.477927385E2,7.126699755E1,-1.210424995E2
1.483001509E2,7.125373754E1,-1.210260394E2
1.488075639E2,7.120706459E1,-1.209921798E2
1.493149759E2,7.114222101E1,-1.209654738E2
1.498223879E2,7.110189191E1,-1.209937623E2
1.503297991E2,7.110272550E1,-1.209901283E2
1.508372111E2,7.097135397E1,-1.209295893E2
1.513446228E2,7.098661104E1,-1.209982774E2
1.518520347E2,7.093250826E1,-1.209773371E2
1.523594484E2,7.094669303E1,-1.210506922E2
1.528668604E2,7.089415171E1,-1.209187706E2
1.533742723E2,7.065259483E1,-1.210767251E2
1.538816843E2,7.011563940E1,-1.209952030E2
1.543890963E2,7.004054684E1,-1.210025443E2
1.548965082E2,7.018763071E1,-1.210718197E2
1.554039208E2,7.032938385E1,-1.209350329E2
1.559113327E2,7.057527179E1,-1.209322847E2
1.564187447E2,7.036233887E1,-1.209599256E2
1.569261567E2,7.034660760E1,-1.209750877E2
1.574335688E2,7.034440317E1,-1.209759703E2
1.579409808E2,7.041816541E1,-1.209705992E2
1.584483929E2,7.048240273E1,-1.209942003E2
1.589558049E2,7.062159143E1,-1.209953567E2
1.594632164E2,7.049335320E1,-1.209664181E2
1.599706284E2,7.040919573E1,-1.209640921E2
1.604780402E2,7.032955837E1,-1.209442760E2
1.609854522E2,6.990835847E1,-1.208998652E2
1.614928647E2,6.963156479E1,-1.209337830E2
1.620002758E2,6.983073220E1,-1.209708648E2
1.625076879E2,6.999395919E1,-1.210017610E2
1.630150999E2,7.009927380E1,-1.209782924E2
1.635225108E2,7.016210669E1,-1.210103397E2
1.640299228E2,7.015890341E1,-1.209846054E2
1.645373355E2,7.013591060E1,-1.209696333E2
1.650447475E2,7.007975024E1,-1.209512517E2
1.655521595E2,7.020039285E1,-1.209979177E2
1.660595715E2,7.029728756E1,-1.210146933E2
1.665669827E2,7.013900225E1,-1.209692287E2
1.670743948E2,7.008782184E1,-1.209405493E2
1.675818062E2,7.005396092E1,-1.209408951E2
1.680892182E2,7.005238272E1,-1.209245904E2
1.685966300E2,7.005894966E1,-1.209435157E2
1.691040420E2,7.019115862E1,-1.209703069E2
1.696114530E2,7.022613785E1,-1.209789758E2
1.701188669E2,7.013832390E1,-1.209490576E2
1.706262789E2,7.011614600E1,-1.209274614E2
1.711336898E2,7.006214586E1,-1.209893969E2
1.716411018E2,7.000671923E1,-1.209551939E2
1.721485137E2,7.013819811E1,-1.209835487E2
1.731633359E2,7.009455338E1,-1.209288619E2
1.736707479E2,6.979113402E1,-1.208753326E2
1.741781598E2,6.961400398E1,-1.209482559E2
1.746855718E2,6.971197392E1,-1.210350536E2
1.751929845E2,6.944437350E1,-1.211261251E2
1.757003955E2,6.957668723E1,-1.210539993E2
1.762078078E2,6.956002060E1,-1.210024739E2
1.767152198E2,6.945199228E1,-1.210767146E2
1.772226319E2,6.964301236E1,-1.210899305E2
1.777300439E2,6.928704858E1,-1.209887186E2
1.782374540E2,6.940928420E1,-1.211400636E2
1.787448660E2,6.950675180E1,-1.210200543E2
1.792522784E2,7.010141149E1,-1.210354867E2
1.797596904E2,7.102413169E1,-1.211292726E2
1.802671024E2,7.138872690E1,-1.210670789E2
1.807745144E2,7.108263117E1,-1.210231270E2
1.812819251E2,7.079409327E1,-1.208112048E2
1.817893371E2,7.114657739E1,-1.204643322E2
1.822967501E2,7.088027474E1,-1.196601269E2
1.828041621E2,7.083709650E1,-1.196450548E2
1.833115736E2,7.087780021E1,-1.197352213E2
1.838189856E2,7.103931756E1,-1.197232983E2
1.843263975E2,7.091264545E1,-1.196735332E2
1.848338095E2,7.072435556E1,-1.196648090E2
1.853412218E2,7.068414684E1,-1.196812564E2
1.858486327E2,7.063699979E1,-1.196498081E2
1.863560447E2,7.066333928E1,-1.196346859E2
1.868634567E2,7.071659105E1,-1.196243614E2
1.873708681E2,7.065965018E1,-1.196421978E2
1.878782801E2,7.065828689E1,-1.196405986E2
1.883856921E2,7.064537998E1,-1.196270029E2
1.888931041E2,7.069997035E1,-1.196728141E2
1.894005161E2,7.073287248E1,-1.196911014E2
1.899079281E2,7.067849283E1,-1.196514170E2
1.904153401E2,7.064054001E1,-1.196372323E2
1.909227521E2,7.064021499E1,-1.196587482E2
1.914301649E2,7.062770853E1,-1.196483434E2
1.919375779E2,7.065263060E1,-1.196525529E2
1.924449895E2,7.071555079E1,-1.197064592E2
1.929524015E2,7.065198043E1,-1.196662406E2
1.934598137E2,7.062049080E1,-1.196609745E2
1.939672257E2,7.061358292E1,-1.196454803E2
1.944746375E2,7.059528623E1,-1.196604062E2
1.949820495E2,7.059712995E1,-1.196526375E2
1.954894615E2,7.062911490E1,-1.196758451E2
1.959968745E2,7.073891684E1,-1.197210820E2
1.970116981E2,7.059643462E1,-1.196797291E2
1.975191099E2,7.057721659E1,-1.196737480E2
1.980265219E2,7.058253633E1,-1.196660955E2
1.985339351E2,7.058242164E1,-1.196681413E2
1.990413471E2,7.062010459E1,-1.196966528E2
1.995487589E2,7.069709733E1,-1.197224066E2
2.000561709E2,7.061628936E1,-1.196750152E2
2.005635841E2,7.058331269E1,-1.196656065E2
2.010709961E2,7.058862338E1,-1.196688212E2
2.015784082E2,7.058957186E1,-1.196605897E2
2.020858202E2,7.058114682E1,-1.196681717E2
2.025932332E2,7.061830215E1,-1.196783275E2
2.031006453E2,7.074751421E1,-1.196787123E2
2.036080576E2,7.058103675E1,-1.196082134E2
2.041154706E2,6.961080768E1,-1.196635652E2
2.046228820E2,6.810695260E1,-1.203186662E2
2.051302940E2,6.812324102E1,-1.209525651E2
2.056377075E2,6.920916013E1,-1.215082228E2
2.061451195E2,7.030015291E1,-1.213593016E2
2.066525307E2,7.001629275E1,-1.213352783E2
2.071599439E2,7.018741055E1,-1.213455285E2
2.076673559E2,7.027252415E1,-1.214061383E2
2.081747689E2,7.057673477E1,-1.217605936E2
2.086821819E2,7.030524084E1,-1.214212926E2
2.091895939E2,7.007693226E1,-1.219224019E2
2.096970059E2,7.007413819E1,-1.215683821E2
2.102044178E2,7.077544621E1,-1.215828009E2
2.107118297E2,7.132622758E1,-1.215815910E2
2.112192440E2,7.201279444E1,-1.216397576E2
2.117266560E2,7.104616572E1,-1.202150234E2
2.122340675E2,7.104162041E1,-1.198900422E2
2.127414805E2,7.181621791E1,-1.192979380E2
2.132488929E2,7.178336057E1,-1.195548383E2
2.137563059E2,7.209743395E1,-1.195628747E2
2.142637177E2,7.216261443E1,-1.194218169E2
2.147711307E2,7.193179649E1,-1.193188617E2
2.152785420E2,7.184103987E1,-1.193159018E2
2.157859550E2,7.181858930E1,-1.193060704E2
2.162933670E2,7.184666532E1,-1.193442327E2
2.168007800E2,7.198478109E1,-1.193761738E2
2.173081930E2,7.191515935E1,-1.193355417E2
2.178156050E2,7.185829626E1,-1.193319769E2
2.183230184E2,7.182028182E1,-1.193103347E2
2.188304304E2,7.182770499E1,-1.193039410E2
2.193378431E2,7.181686850E1,-1.193133454E2
2.198452561E2,7.194515737E1,-1.193369359E2
2.203526679E2,7.199868031E1,-1.193309526E2
2.208600809E2,7.190035105E1,-1.192748013E2
2.213674945E2,7.186385088E1,-1.192561876E2
2.218749065E2,7.180908517E1,-1.192677917E2
2.223823193E2,7.173308842E1,-1.192451743E2
2.233971454E2,7.196592764E1,-1.193029303E2
2.239045584E2,7.188774086E1,-1.192655011E2
2.244119701E2,7.185587259E1,-1.192673281E2
2.249193831E2,7.183811413E1,-1.192380013E2
2.254267966E2,7.179900855E1,-1.192556086E2
2.259342086E2,7.186132778E1,-1.192661112E2
2.264416216E2,7.198552657E1,-1.193135151E2
2.269490346E2,7.194984370E1,-1.192944456E2
2.274564472E2,7.171222587E1,-1.192684820E2
2.279638602E2,7.157394021E1,-1.194505522E2
2.284712724E2,7.167314127E1,-1.194005410E2
2.289786854E2,7.181328091E1,-1.194777779E2
2.294860985E2,7.215490131E1,-1.195358898E2
2.299935115E2,7.181334090E1,-1.195241136E2
2.305009240E2,7.172921256E1,-1.194774368E2
2.310083370E2,7.113194470E1,-1.195882708E2
2.315157507E2,7.101127348E1,-1.194215585E2
2.320231627E2,7.119645012E1,-1.195566523E2
2.325305755E2,7.150735106E1,-1.194756779E2
2.330379885E2,7.140090841E1,-1.194697364E2
2.335454014E2,7.139150024E1,-1.193814520E2
2.340528144E2,7.147050970E1,-1.194420485E2
2.345602270E2,7.171010656E1,-1.194725248E2
2.350676400E2,7.179348845E1,-1.195299428E2
2.355750530E2,7.192946241E1,-1.194964232E2
2.360824660E2,7.171403071E1,-1.193728715E2
2.365898789E2,7.165845114E1,-1.195533087E2
2.370972919E2,7.158282245E1,-1.195084343E2
2.376047060E2,7.184872902E1,-1.194056671E2
2.381121190E2,7.202023491E1,-1.194095853E2
2.386195311E2,7.192750129E1,-1.192795963E2
2.391269441E2,7.180987890E1,-1.192094832E2
2.396343574E2,7.168981769E1,-1.192882465E2
2.401417704E2,7.162469268E1,-1.193414607E2
2.406491831E2,7.172179907E1,-1.194421520E2
2.411565961E2,7.181457115E1,-1.195199403E2
2.416640091E2,7.177831887E1,-1.195496794E2
2.421714221E2,7.164837992E1,-1.195513849E2
2.426788356E2,7.164512887E1,-1.200088465E2
2.431862496E2,7.151289106E1,-1.205086736E2
2.436936629E2,7.153416278E1,-1.205875645E2
2.442010749E2,7.142021600E1,-1.204435759E2
2.447084879E2,7.130255391E1,-1.204260867E2
2.452159012E2,7.157155497E1,-1.204976790E2
2.457233143E2,7.159387762E1,-1.204488503E2
2.462307275E2,7.154881784E1,-1.204069606E2
2.467381405E2,7.161735602E1,-1.204872842E2
2.472455549E2,7.162541340E1,-1.204740787E2
2.482603807E2,7.172324640E1,-1.204857290E2
2.487677937E2,7.162510931E1,-1.204309756E2
2.492752075E2,7.159390027E1,-1.204381477E2
2.497826205E2,7.162070221E1,-1.204153822E2
2.502900330E2,7.170700395E1,-1.205047194E2
2.507974460E2,7.173698438E1,-1.204959478E2
2.513048600E2,7.166706650E1,-1.204469158E2
2.518122730E2,7.164875252E1,-1.204386798E2
2.523196866E2,7.165662449E1,-1.204205144E2
2.528271006E2,7.164451617E1,-1.204234477E2
2.533345135E2,7.171643747E1,-1.205464674E2
2.538419265E2,7.181490549E1,-1.205311998E2
2.543493407E2,7.170454136E1,-1.204546104E2
2.548567538E2,7.168306557E1,-1.204385089E2
2.553641671E2,7.163778107E1,-1.204079963E2
2.558715801E2,7.164355091E1,-1.204234070E2
2.563789935E2,7.175824102E1,-1.204841675E2
2.568864075E2,7.177355205E1,-1.204995997E2
2.573938208E2,7.167656337E1,-1.203636897E2
2.579012347E2,7.157607444E1,-1.203958003E2
2.584086474E2,7.157953273E1,-1.203874062E2
2.589160614E2,7.159360589E1,-1.203674779E2
2.594234744E2,7.173602273E1,-1.204772575E2
2.599308884E2,7.172755458E1,-1.205354082E2
2.604383012E2,7.154069397E1,-1.207561175E2
2.609457152E2,7.153003119E1,-1.206856082E2
2.614531281E2,7.142460794E1,-1.206955301E2
2.619605421E2,7.149560414E1,-1.206406976E2
2.624679550E2,7.162718280E1,-1.206811247E2
2.629753690E2,7.150961489E1,-1.207556689E2
2.634827829E2,7.140264925E1,-1.206883930E2
2.639901969E2,7.142791438E1,-1.205826688E2
2.644976091E2,7.132672208E1,-1.206729401E2
2.650050231E2,7.132043729E1,-1.206364557E2
2.655124365E2,7.142508081E1,-1.207239468E2
2.660198505E2,7.147065402E1,-1.206123496E2
2.665272631E2,7.145922608E1,-1.204824716E2
2.670346771E2,7.149479595E1,-1.204469866E2
2.675420910E2,7.151195416E1,-1.204260933E2
2.680495040E2,7.149416280E1,-1.204505206E2
2.685569187E2,7.160193794E1,-1.205377963E2
2.690643317E2,7.155998841E1,-1.204326507E2
2.695717450E2,7.144954575E1,-1.204593482E2
2.700791590E2,7.145075479E1,-1.204413549E2
2.705865729E2,7.139944570E1,-1.204329294E2
2.710939869E2,7.144676181E1,-1.204481329E2
2.716014006E2,7.152514089E1,-1.205186215E2
2.721088146E2,7.151588059E1,-1.205305493E2
2.726162277E2,7.144850085E1,-1.204719164E2
2.731236417E2,7.136179996E1,-1.205035281E2
2.736310557E2,7.141313912E1,-1.206314536E2
2.746458824E2,7.181984138E1,-1.207920222E2
2.751532964E2,7.171577983E1,-1.206848862E2
2.756607109E2,7.170233241E1,-1.206853349E2
2.761681249E2,7.163460614E1,-1.206906859E2
2.766755380E2,7.170613512E1,-1.207225045E2
2.771829520E2,7.181734337E1,-1.207584744E2
2.776903660E2,7.172800921E1,-1.207068611E2
2.781977810E2,7.169152850E1,-1.206815562E2
2.787051952E2,7.168817619E1,-1.206958969E2
2.792126092E2,7.169964775E1,-1.206660079E2
2.797200241E2,7.183045995E1,-1.207570184E2
2.802274386E2,7.176500168E1,-1.207203642E2
2.807348536E2,7.168865811E1,-1.206994168E2
2.812422667E2,7.165875845E1,-1.206851985E2
2.817496817E2,7.163924952E1,-1.206950131E2
2.822570975E2,7.176329975E1,-1.207147102E2
2.827645115E2,7.177974666E1,-1.207828995E2
2.832719266E2,7.172682569E1,-1.206663715E2
2.837793416E2,7.168442685E1,-1.206835535E2
2.842867559E2,7.166974574E1,-1.206881575E2
2.847941709E2,7.170670223E1,-1.206844858E2
2.853015869E2,7.182525394E1,-1.207332910E2
2.858090019E2,7.175518936E1,-1.207299578E2
2.863164177E2,7.167150397E1,-1.206933960E2
2.868238327E2,7.166192004E1,-1.207009262E2
2.873312473E2,7.162781171E1,-1.206790987E2
2.878386633E2,7.177734080E1,-1.207459147E2
