"Time (s)","Sound pressure level (dB)"
0.000000000E0,-7.201522139E1
1.467006250E-1,NaN
6.687767500E-1,-6.079673177E1
1.185539208E0,-7.044320720E1
1.702183792E0,-6.201164898E1
2.225930667E0,-5.177833268E1
2.752163792E0,-5.253247353E1
3.270968708E0,-5.371270066E1
3.785003458E0,-4.974722139E1
4.302036125E0,-5.700947136E1
4.818817625E0,-6.562369700E1
5.336249958E0,-7.331638214E1
5.853271792E0,-7.380350854E1
6.376275292E0,-7.450532755E1
6.892996708E0,-7.226668550E1
7.404567542E0,-7.345436620E1
7.921617375E0,-7.289390216E1
8.438730833E0,-7.164959177E1
8.955817083E0,-6.632023071E1
9.472926458E0,-6.967601371E1
9.989948042E0,-7.111658017E1
1.050702596E1,-7.529272484E1
1.102411017E1,-7.243352152E1
1.154115008E1,-6.954771394E1
1.205830487E1,-7.379268905E1
1.257538688E1,-7.355486375E1
1.309240479E1,-7.537947955E1
1.360954750E1,-7.504219170E1
1.412655500E1,-7.530828298E1
1.464370171E1,-7.409175980E1
1.516074821E1,-7.443305099E1
1.567790025E1,-7.565928828E1
1.619491429E1,-7.687943997E1
1.671699383E1,-7.574271605E1
1.722905521E1,-7.412817167E1
1.774616183E1,-7.407114780E1
1.827097629E1,-7.269371463E1
1.879694904E1,-7.197794212E1
1.931409767E1,-7.428958734E1
1.983113104E1,-7.520294463E1
2.034817313E1,-7.648935809E1
2.086531842E1,-7.314286392E1
2.138236383E1,-7.437574111E1
2.189948171E1,-7.303420562E1
2.241662142E1,-7.428145942E1
2.293364337E1,-7.129320448E1
2.345076129E1,-7.474906377E1
2.396774367E1,-7.500258165E1
2.448489550E1,-7.099627974E1
2.500206158E1,-7.437309781E1
2.551904588E1,-7.265272817E1
2.603733750E1,-7.351041734E1
2.655697779E1,-7.350999918E1
2.707024971E1,-7.255840285E1
2.758736396E1,-7.583444992E1
2.810442142E1,-7.305778056E1
2.862157429E1,-7.251405881E1
2.913864808E1,-7.335148764E1
2.965572767E1,-7.499715935E1
3.017276775E1,-7.769542791E1
3.068986817E1,-7.518875936E1
3.120689517E1,-7.540946663E1
3.172397912E1,-7.646134917E1
3.224110475E1,-7.516024465E1
3.275681150E1,-7.508592989E1
3.327380758E1,-7.359072944E1
3.379231837E1,-7.138104425E1
3.430938808E1,-7.371741973E1
3.482642229E1,-7.593607179E1
3.534356279E1,-7.660110929E1
3.586064625E1,-7.444010418E1
3.637771621E1,-7.413899641E1
3.689478000E1,-7.426728863E1
3.741182921E1,-7.527671356E1
3.793749617E1,-7.379889335E1
3.846275787E1,-7.418921838E1
3.897977808E1,-7.795257652E1
3.949695042E1,-7.669168596E1
4.001396846E1,-7.684825289E1
4.053106121E1,-7.535756482E1
4.105172146E1,-7.340979341E1
4.156521467E1,-7.663463477E1
4.208230812E1,-7.483427920E1
4.259939125E1,-7.540569184E1
4.311648163E1,-7.445613506E1
4.363354204E1,-7.479752863E1
4.415068762E1,-7.526898788E1
4.466778446E1,-7.444777212E1
4.519094458E1,-7.375187874E1
4.571715929E1,-7.386528102E1
4.623559092E1,-7.591641836E1
4.675276429E1,-7.632925500E1
4.726972600E1,-6.453376148E1
4.778686154E1,-7.430192219E1
4.830391812E1,-7.374515454E1
4.882097221E1,-6.971283023E1
4.933815188E1,-7.475258210E1
4.985521100E1,-7.684026471E1
5.037229567E1,-7.656315029E1
5.089015912E1,-7.050881193E1
5.140726325E1,-7.554150105E1
5.192350617E1,-7.660648642E1
5.244058463E1,-7.639187384E1
5.295762975E1,-7.403934611E1
5.347481550E1,-6.958590030E1
5.399180529E1,-7.224519876E1
5.450892479E1,-6.705810541E1
5.502600433E1,-7.511087707E1
5.554312112E1,-7.267956798E1
5.606014050E1,-7.387229941E1
5.657722633E1,-7.454166987E1
5.709427046E1,-7.426366803E1
5.761139937E1,-7.423371129E1
5.812848017E1,-7.475803232E1
5.864559571E1,-7.389396776E1
5.916270046E1,-7.378468869E1
5.967978696E1,-7.621522917E1
6.019111429E1,-7.386625993E1
6.071384967E1,-7.440635763E1
6.123100883E1,-7.282500118E1
6.174802887E1,-7.527624659E1
6.226512229E1,-7.164165044E1
6.278218550E1,-7.635355886E1
6.329922500E1,-7.744026802E1
6.381638758E1,-7.698480631E1
6.433348283E1,-7.534451868E1
6.485051238E1,-7.392218522E1
6.537493987E1,-7.621424264E1
6.590134146E1,-7.447279519E1
6.641845742E1,-7.420014426E1
6.693555092E1,-7.430857203E1
6.745271808E1,-7.195257623E1
6.796966054E1,-7.649588235E1
6.848680479E1,-7.421458055E1
6.900392571E1,-7.543191361E1
6.952096917E1,-7.325638510E1
7.003797367E1,-7.428112523E1
7.055519962E1,-7.300172187E1
7.107218150E1,-7.656873157E1
7.158932762E1,-7.445578419E1
7.211315137E1,-7.264623373E1
7.263873200E1,-7.228056870E1
7.315718958E1,-7.572497232E1
7.367935458E1,-7.123246797E1
7.419132508E1,-7.392533797E1
7.470847533E1,-7.195939442E1
7.522549587E1,-7.337739756E1
7.574257050E1,-7.215731861E1
7.626062992E1,-7.219902699E1
7.677761112E1,-7.238198614E1
7.729519925E1,-7.386193485E1
7.781097750E1,-7.383325358E1
7.832800525E1,-7.590408560E1
7.884356500E1,-7.440881042E1
7.936217308E1,-7.589080369E1
7.987916771E1,-7.306912883E1
8.039636271E1,-7.383993485E1
8.091334579E1,-7.455620367E1
8.143049067E1,-7.180913373E1
8.195394079E1,-7.191480858E1
8.247986429E1,-7.407048725E1
8.299836258E1,-7.230920787E1
8.351542862E1,-7.672293019E1
8.403256496E1,-7.374654579E1
8.454968300E1,-7.265557732E1
8.506669708E1,-7.554769803E1
8.558377217E1,-7.294468040E1
8.610083233E1,-7.129919263E1
8.661797825E1,-7.309136649E1
8.713507125E1,-7.424192528E1
8.765209367E1,-7.306979708E1
8.817548325E1,-7.019495203E1
8.870151250E1,-6.947160771E1
8.922730892E1,-7.001971206E1
8.975381367E1,-6.672659325E1
9.027090554E1,-6.504695742E1
9.078790450E1,-6.545169122E1
9.130507258E1,-6.980543824E1
9.182206750E1,-6.774777742E1
9.233925046E1,-6.503257993E1
9.285622158E1,-7.113690769E1
9.337334633E1,-6.810617069E1
9.389040950E1,-6.896016597E1
9.440758046E1,-7.124806835E1
9.492461492E1,-7.022475449E1
9.544171671E1,-6.802298357E1
9.595871983E1,-7.219501181E1
9.648369367E1,-7.283025424E1
9.700964867E1,-6.938956334E1
9.752671321E1,-7.368496854E1
9.804377437E1,-7.107721996E1
9.856089958E1,-7.217803072E1
9.907787146E1,-7.058822245E1
9.959584104E1,-7.616546597E1
1.001130502E2,-7.363709080E1
1.006292647E2,-7.305313638E1
1.011463513E2,-7.152024166E1
1.016706672E2,-7.315283898E1
1.021970768E2,-7.265899015E1
1.027141498E2,-7.380758736E1
1.032312992E2,-7.401102684E1
1.037482868E2,-7.418277832E1
1.042654007E2,-7.253657072E1
1.047824862E2,-7.498715492E1
1.052995966E2,-7.690396997E1
1.058166112E2,-7.490432975E1
1.063337269E2,-7.261349352E1
1.068508100E2,-7.365331234E1
1.073762601E2,-6.859532500E1
1.079016927E2,-7.629041329E1
1.084187985E2,-7.265886189E1
1.089358570E2,-7.278848283E1
1.094528957E2,-7.308698872E1
1.099699392E2,-7.306540677E1
1.104961187E2,-7.070058397E1
1.110208000E2,-7.738336587E1
1.115379467E2,-7.378324369E1
1.120605208E2,-7.356380659E1
1.125819939E2,-7.209548496E1
1.131058014E2,-7.314343032E1
1.136224215E2,-6.996520013E1
1.141468398E2,-7.002371024E1
1.146722452E2,-7.036338364E1
1.151908832E2,-7.200574068E1
1.157078828E2,-7.110995556E1
1.162297508E2,-7.077083995E1
1.167420152E2,-6.915069069E1
1.172591377E2,-7.052224664E1
1.177762585E2,-7.281097454E1
1.182933488E2,-7.415905865E1
1.188103994E2,-7.182047747E1
1.193274397E2,-7.150150446E1
1.198445012E2,-7.152013800E1
1.203705817E2,-6.741405981E1
1.208953781E2,-6.719986452E1
1.214125622E2,-7.321235204E1
1.219379499E2,-7.065254844E1
1.224632862E2,-7.167988764E1
1.229803476E2,-7.447144713E1
1.235022909E2,-7.339322036E1
1.240145764E2,-7.317320904E1
1.245316244E2,-7.487438491E1
1.250488027E2,-7.285315388E1
1.255657428E2,-7.256947295E1
1.260829095E2,-7.508346958E1
1.265999350E2,-7.463440182E1
1.271170362E2,-7.269353097E1
1.276341103E2,-7.378475920E1
1.281512536E2,-7.106469675E1
1.286682979E2,-7.024869175E1
1.291853454E2,-6.932379009E1
1.297024655E2,-7.125448479E1
1.302195133E2,-6.880980540E1
1.307365882E2,-6.884352417E1
1.312536747E2,-7.323479334E1
1.317779543E2,-7.115420222E1
1.323045831E2,-7.181430294E1
1.328215795E2,-7.163401804E1
1.333386986E2,-7.288847338E1
1.338557613E2,-7.225362109E1
1.343728390E2,-7.500159659E1
1.348898742E2,-7.066404706E1
1.354070029E2,-7.480812804E1
1.359240670E2,-7.213618426E1
1.364411667E2,-7.271062503E1
1.369582380E2,-7.623660832E1
1.374753810E2,-7.563147570E1
1.379959575E2,-7.247261365E1
1.385095107E2,-7.596780756E1
1.390265944E2,-7.313179243E1
1.395436272E2,-7.259683633E1
1.400607742E2,-7.067249419E1
1.405777846E2,-7.401949687E1
1.410949543E2,-7.388745060E1
1.416119828E2,-7.447181183E1
1.421290934E2,-6.838122568E1
1.426460636E2,-7.306043038E1
1.431632559E2,-7.691676504E1
1.436802708E2,-7.516252911E1
1.441974206E2,-7.185137736E1
1.447144859E2,-7.586049102E1
1.452315449E2,-7.297393025E1
1.457486321E2,-7.263292357E1
1.462657387E2,-7.579485163E1
1.467827429E2,-7.486329206E1
1.473008041E2,-7.375136054E1
1.478169506E2,-7.477307205E1
1.483325845E2,-7.467096388E1
1.488496408E2,-7.495376591E1
1.493682598E2,-7.561873815E1
1.498853097E2,-7.404779984E1
1.504091609E2,-7.312904362E1
1.509346421E2,-7.550721922E1
1.514531732E2,-7.267409524E1
1.519702490E2,-7.375969284E1
1.524873653E2,-7.610109570E1
1.530044599E2,-6.182997064E1
1.535214869E2,-7.370695383E1
1.540387341E2,-7.122955944E1
1.545556470E2,-6.971215233E1
1.550727392E2,-7.345080664E1
1.555898067E2,-7.500337534E1
1.561069575E2,-7.202781381E1
1.566239454E2,-7.532476863E1
1.571411615E2,-7.428999744E1
1.576625227E2,-7.441630282E1
1.581752315E2,-7.441261861E1
1.586923335E2,-7.326422706E1
1.592094335E2,-7.545775059E1
1.597264552E2,-7.409253790E1
1.602436008E2,-7.386210928E1
1.607606153E2,-7.507345534E1
1.612776918E2,-7.151098890E1
1.617947651E2,-7.317902559E1
1.623118944E2,-7.087826526E1
1.628288970E2,-7.567939379E1
1.633460645E2,-7.537458619E1
1.638630657E2,-7.714761185E1
1.643801841E2,-7.445376318E1
