"t (s)","Tilt up/down (deg)","Tilt left/right (deg)"
8.471430934E1,-1.735367918E1,-2.126033328E1
8.521586573E1,-1.734566889E1,-2.128433634E1
8.571604884E1,-1.734004411E1,-2.127451845E1
8.621726954E1,-1.735920479E1,-2.125335559E1
8.671809351E1,-1.737965548E1,-2.125922982E1
8.721821559E1,-1.732840609E1,-2.125606447E1
8.772010768E1,-1.733825926E1,-2.127474210E1
8.822105372E1,-1.731636761E1,-2.124958459E1
8.872285426E1,-1.733012375E1,-2.122356269E1
8.922355616E1,-1.734806898E1,-2.120820447E1
8.972468531E1,-1.729086402E1,-2.121850951E1
9.022663844E1,-1.729124973E1,-2.124430831E1
9.072798121E1,-1.730055566E1,-2.122220965E1
9.122871363E1,-1.732924741E1,-2.121800594E1
9.173011744E1,-1.733778600E1,-2.121147151E1
9.223158228E1,-1.729340623E1,-2.122462108E1
9.273319972E1,-1.729005890E1,-2.123297732E1
9.323512232E1,-1.728266373E1,-2.122142570E1
9.373701441E1,-1.731901850E1,-2.123147385E1
9.423814356E1,-1.734108918E1,-2.120991988E1
9.473973048E1,-1.728825163E1,-2.121271056E1
9.524095118E1,-1.729162806E1,-2.120145693E1
9.574098170E1,-1.728436076E1,-2.121826568E1
9.624263632E1,-1.730409064E1,-2.121167763E1
9.674467432E1,-1.732705676E1,-2.119309815E1
9.724638331E1,-1.727650772E1,-2.120064189E1
9.774806178E1,-1.727387824E1,-2.121188444E1
9.874959881E1,-1.727765006E1,-2.120010550E1
9.925074732E1,-1.730599828E1,-2.122132232E1
9.975193751E1,-1.726491562E1,-2.107140791E1
1.002525173E2,-1.713125198E1,-2.082351425E1
1.007541348E2,-1.708586390E1,-2.062373424E1
1.012557827E2,-1.710626222E1,-2.061325510E1
1.017571865E2,-1.713547205E1,-2.067034900E1
1.022591091E2,-1.713674763E1,-2.074457317E1
1.027598416E2,-1.713605582E1,-2.073979703E1
1.032614895E2,-1.713651108E1,-2.075588980E1
1.037630459E2,-1.713707144E1,-2.073690609E1
1.042636563E2,-1.717403967E1,-2.072507114E1
1.047646023E2,-1.712483305E1,-2.073717090E1
1.052662808E2,-1.710785943E1,-2.073274878E1
1.057677260E2,-1.712240001E1,-2.080776756E1
1.062694044E2,-1.713754256E1,-2.078482438E1
1.067713881E2,-1.715343050E1,-2.074378702E1
1.072732802E2,-1.713989835E1,-2.080263963E1
1.077745619E2,-1.712018098E1,-2.079365223E1
1.082761793E2,-1.713844524E1,-2.080777204E1
1.087770033E2,-1.714524514E1,-2.080509693E1
1.092776747E2,-1.716174329E1,-2.077591225E1
1.097789869E2,-1.718200179E1,-2.080701970E1
1.102800245E2,-1.714716290E1,-2.081772669E1
1.107806044E2,-1.714842748E1,-2.082525970E1
1.112812758E2,-1.715595123E1,-2.084286965E1
1.122840529E2,-1.716544824E1,-2.082384264E1
1.127857313E2,-1.715755578E1,-2.084223184E1
1.132867994E2,-1.716160330E1,-2.086294424E1
1.137884169E2,-1.717248552E1,-2.092902526E1
1.142903395E2,-1.720888949E1,-2.093009887E1
1.147922621E2,-1.714250376E1,-2.089904046E1
1.152941847E2,-1.716929575E1,-2.093267610E1
1.157954664E2,-1.716984147E1,-2.093971964E1
1.162966871E2,-1.717448580E1,-2.092520696E1
1.167971144E2,-1.723375558E1,-2.093746744E1
1.172988539E2,-1.717423418E1,-2.091877160E1
1.178004408E2,-1.717015089E1,-2.093705522E1
1.183020582E2,-1.717966775E1,-2.094098063E1
1.188037672E2,-1.717506956E1,-2.093185156E1
1.193048964E2,-1.721486332E1,-2.093305473E1
1.198059340E2,-1.720937724E1,-2.090799461E1
1.203070936E2,-1.715100125E1,-2.092962047E1
1.208083449E2,-1.772442994E1,-2.179096378E1
1.213095961E2,-1.939112695E1,-2.199616937E1
1.218107863E2,-2.130249657E1,-2.196969719E1
1.223121596E2,-2.109854052E1,-2.296060766E1
1.228133192E2,-1.941351820E1,-2.169449464E1
1.233138685E2,-1.857474650E1,-2.184226189E1
1.238148756E2,-1.760181761E1,-2.093760641E1
1.243150587E2,-1.732584049E1,-2.080681136E1
1.248167604E2,-1.782111247E1,-2.252510379E1
1.253184157E2,-1.539202572E1,-2.112566949E1
1.263200636E2,-1.409206989E1,-2.192272273E1
1.268208571E2,-1.442736601E1,-2.166022883E1
1.273217421E2,-1.372303905E1,-2.192714065E1
1.278232069E2,-1.400235425E1,-2.163130681E1
1.283239699E2,-1.488302483E1,-2.105288825E1
1.288250380E2,-1.415017553E1,-2.136662260E1
1.293253126E2,-1.401418663E1,-2.153652584E1
1.298254652E2,-1.415257179E1,-2.121130539E1
1.303260145E2,-1.453369248E1,-2.126850330E1
1.308268185E2,-1.395549164E1,-2.143339512E1
1.313274183E2,-1.418663493E1,-2.138803783E1
1.318280897E2,-1.456080234E1,-2.130933115E1
1.323292189E2,-1.478064614E1,-2.159656466E1
1.328295301E2,-1.565325449E1,-2.236672053E1
1.333304396E2,-2.110868910E1,-2.145678347E1
1.338314161E2,-2.508643299E1,-2.235961006E1
1.343323317E2,-2.667785103E1,-2.329819812E1
1.348338270E2,-2.612227960E1,-2.665422814E1
1.353340101E2,-2.505299565E1,-2.846973395E1
1.358349867E2,-2.683172761E1,-3.518203987E1
1.363361464E2,-1.318759524E1,-3.937711147E1
1.368375701E2,-4.883178201E-1,-4.922366164E1
1.373385772E2,3.659148860E1,-2.242654981E1
1.378395843E2,3.411311957E1,6.395600798E0
1.383409270E2,2.301743894E1,2.079803384E-1
1.388427886E2,2.796144407E1,-9.848348193E-1
1.393430938E2,2.895483400E1,-1.504962354E0
1.403451995E2,3.023100304E1,-1.909710923E0
1.408460540E2,2.987027440E1,-3.327586852E-1
1.413460540E2,2.103852516E1,-1.068222269E-2
1.418478850E2,1.120635916E1,-5.076768180E0
1.423481902E2,1.781395268E1,-6.018812229E-1
1.428492888E2,1.284157318E1,2.422288588E0
1.433500823E2,1.086897128E1,2.210592748E0
1.438512420E2,1.371951189E1,3.403531241E0
1.443514861E2,1.544093551E1,3.110004764E0
1.448525237E2,2.342389328E1,6.576387186E0
1.453535918E2,-7.728874181E0,-1.199842519E1
1.458550567E2,1.287868105E1,2.272988468E0
1.468572539E2,1.731040937E1,1.711875114E0
1.473574676E2,1.734517926E1,4.885141072E0
1.478576507E2,1.293383459E1,-1.011966613E0
1.483581084E2,-9.845110502E0,-2.382482540E1
1.488597869E2,-1.555080398E1,-4.083251615E1
1.493601226E2,-3.692506494E1,-5.371017570E1
1.498607024E2,-3.709830378E1,-3.850736931E1
1.503626555E2,-2.685846322E1,-3.365891813E1
1.508629912E2,-1.703666647E1,-3.075116321E1
1.513636626E2,-1.687106979E1,-2.764991592E1
1.518656158E2,-1.483658831E1,-2.527373379E1
1.528677520E2,-1.648034028E1,-2.524731507E1
1.533693084E2,-1.055817742E1,-2.139785445E1
1.538696441E2,-1.223661634E1,-2.284236833E1
1.543708648E2,-1.179830318E1,-2.339583841E1
1.548720855E2,-1.303863375E1,-2.464169643E1
1.553730315E2,-1.351745756E1,-2.520020500E1
1.558734588E2,-1.288256246E1,-2.398276651E1
1.563752593E2,-1.259956711E1,-2.352100747E1
1.568755950E2,-1.251318078E1,-2.362236681E1
1.573755950E2,-1.246608992E1,-2.367527943E1
1.578765716E2,-1.238048896E1,-2.369502808E1
1.583772124E2,-1.237738114E1,-2.371958549E1
1.593790302E2,-1.236134343E1,-2.375081335E1
1.598796862E2,-1.237119554E1,-2.376767890E1
1.603804473E2,-1.233681841E1,-2.377108596E1
1.608823089E2,-1.233551123E1,-2.379715823E1
1.613830108E2,-1.233171362E1,-2.379727627E1
1.618849639E2,-1.232703042E1,-2.379139992E1
1.623858489E2,-1.236107615E1,-2.375111255E1
1.628873479E2,-1.231960955E1,-2.379021090E1
1.633883765E2,-1.232351113E1,-2.378192631E1
1.638892631E2,-1.231877207E1,-2.380892009E1
1.648907317E2,-1.235582738E1,-2.374669780E1
1.653908047E2,-1.227648765E1,-2.377298705E1
1.658928069E2,-1.220202833E1,-2.378623291E1
1.663950042E2,-1.219407605E1,-2.379853772E1
1.668952178E2,-1.218774022E1,-2.379290166E1
1.673971478E2,-1.222283651E1,-2.376994431E1
1.678989789E2,-1.218859891E1,-2.378523491E1
1.684009015E2,-1.217944574E1,-2.379131170E1
1.689009625E2,-1.218480368E1,-2.381465112E1
1.694028241E2,-1.219355789E1,-2.378614787E1
1.699045636E2,-1.221431269E1,-2.378505095E1
1.709064557E2,-1.217244794E1,-2.381072545E1
1.714084393E2,-1.217491529E1,-2.381839771E1
1.719101178E2,-1.218104885E1,-2.380545631E1
1.724118268E2,-1.219867238E1,-2.371136692E1
1.729137799E2,-1.211772437E1,-2.369445437E1
1.734142377E2,-1.216124524E1,-2.365421853E1
1.739158551E2,-1.212268640E1,-2.367383127E1
1.744161908E2,-1.215954217E1,-2.369303603E1
1.749162518E2,-1.219565728E1,-2.369209407E1
1.754166180E2,-1.214395425E1,-2.370762929E1
1.759175641E2,-1.214903511E1,-2.373370258E1
1.769190900E2,-1.215201885E1,-2.373578283E1
1.774202191E2,-1.219025696E1,-2.373039932E1
1.779211346E2,-1.213766007E1,-2.375386638E1
1.784219586E2,-1.214240118E1,-2.383114898E1
1.789233319E2,-1.213776967E1,-2.377487036E1
1.794239423E2,-1.214415144E1,-2.378034209E1
1.799251324E2,-1.217809334E1,-2.375239834E1
1.804266278E2,-1.213280778E1,-2.373924458E1
1.809272687E2,-1.212281271E1,-2.375606711E1
1.814285199E2,-1.212455823E1,-2.377149778E1
1.819287640E2,-1.211892850E1,-2.377212144E1
1.829297406E2,-1.214948178E1,-2.372304729E1
1.834303510E2,-1.210841843E1,-2.375262183E1
1.839309918E2,-1.212266210E1,-2.375698341E1
1.844310834E2,-1.209708099E1,-2.375907278E1
1.849323346E2,-1.217286185E1,-2.374229637E1
1.854338300E2,-1.214804946E1,-2.371772107E1
1.859345929E2,-1.212694258E1,-2.372677023E1
1.864345929E2,-1.211694285E1,-2.374290961E1
1.869350812E2,-1.213738252E1,-2.378835080E1
1.874359662E2,-1.211003781E1,-2.377595708E1
1.879369993E2,-1.215430985E1,-2.377415390E1
1.889395893E2,-1.217869996E1,-2.375927500E1
1.894405396E2,-1.210875293E1,-2.377893713E1
1.899418833E2,-1.212098271E1,-2.377712404E1
1.904429547E2,-1.212400550E1,-2.377992674E1
1.909442975E2,-1.212475149E1,-2.379052864E1
1.914449994E2,-1.219518914E1,-2.368570202E1
1.919460980E2,-1.214277866E1,-2.373263132E1
1.924464337E2,-1.212347291E1,-2.374450000E1
1.929469154E2,-1.213190429E1,-2.373284104E1
1.934488751E2,-1.209800281E1,-2.377981113E1
1.944496797E2,-1.213534642E1,-2.371729623E1
1.949515912E2,-1.207803707E1,-2.374381933E1
1.954520184E2,-1.207977241E1,-2.378032535E1
1.959525067E2,-1.211704813E1,-2.363315052E1
1.964531781E2,-1.211370298E1,-2.357961267E1
1.969535138E2,-1.215862697E1,-2.360023825E1
1.974553646E2,-1.208798008E1,-2.362309173E1
1.979557721E2,-1.207744705E1,-2.368054406E1
1.984566665E2,-1.208902370E1,-2.372325064E1
1.989580914E2,-1.209273883E1,-2.368831737E1
1.994596478E2,-1.213784818E1,-2.365146760E1
1.999611163E2,-1.208716516E1,-2.369419891E1
2.004617266E2,-1.206972751E1,-2.371013548E1
2.014633746E2,-1.210740398E1,-2.370573609E1
2.019649310E2,-1.211767665E1,-2.367999674E1
2.024649615E2,-1.206940144E1,-2.370677405E1
2.029654193E2,-1.206331146E1,-2.374197978E1
2.034664263E2,-1.207521604E1,-2.372654574E1
2.039683184E2,-1.208609975E1,-2.372718343E1
2.044702715E2,-1.209752355E1,-2.371311852E1
2.049720721E2,-1.205742622E1,-2.372036436E1
2.054737200E2,-1.207241454E1,-2.375219145E1
2.059753680E2,-1.207243231E1,-2.372945393E1
2.064767413E2,-1.213241173E1,-2.370283964E1
2.074769854E2,-1.205202157E1,-2.374353358E1
2.079784808E2,-1.206382895E1,-2.375225428E1
2.084800067E2,-1.208416124E1,-2.370999282E1
2.089801898E2,-1.210626317E1,-2.370494833E1
2.094819598E2,-1.206415818E1,-2.373275411E1
2.099837298E2,-1.206436177E1,-2.374183393E1
2.104844622E2,-1.207099434E1,-2.374233898E1
2.109851336E2,-1.211386800E1,-2.371885771E1
2.114866290E2,-1.209573333E1,-2.372495656E1
2.119871478E2,-1.204503597E1,-2.374399563E1
2.124873614E2,-1.204492381E1,-2.373918194E1
2.134902300E2,-1.209865710E1,-2.370984959E1
2.139915423E2,-1.204574387E1,-2.372892336E1
2.144934954E2,-1.204442159E1,-2.374868885E1
2.149954486E2,-1.204947372E1,-2.375057044E1
2.154970049E2,-1.205359331E1,-2.374529039E1
2.159975848E2,-1.210177157E1,-2.371375839E1
2.164982256E2,-1.203979460E1,-2.372964932E1
2.169999652E2,-1.203360095E1,-2.375381976E1
2.175012774E2,-1.203459105E1,-2.373104878E1
2.180028948E2,-1.204626798E1,-2.374216841E1
2.185035967E2,-1.208781707E1,-2.373235180E1
2.195055194E2,-1.204418011E1,-2.374572120E1
2.200060076E2,-1.202948296E1,-2.375611940E1
2.205061602E2,-1.206218171E1,-2.375510838E1
2.210065007E2,-1.208453431E1,-2.372470758E1
2.215076251E2,-1.203923330E1,-2.375144497E1
2.220082049E2,-1.203660166E1,-2.377201113E1
2.225084490E2,-1.204218494E1,-2.376756080E1
2.230093951E2,-1.205765558E1,-2.374865016E1
2.235096666E2,-1.208484416E1,-2.374777555E1
2.240104327E2,-1.203517702E1,-2.374103907E1
2.245114092E2,-1.203723064E1,-2.376560374E1
2.255143389E2,-1.208604866E1,-2.375658448E1
2.260145220E2,-1.210441394E1,-2.374462401E1
2.265160339E2,-1.204143161E1,-2.375162671E1
2.270170390E2,-1.208661806E1,-2.380840656E1
2.275173868E2,-1.192289797E1,-2.365621604E1
2.280176959E2,-1.205578395E1,-2.377616492E1
2.285177874E2,-1.246438047E1,-2.432915272E1
2.290190448E2,-1.208008120E1,-2.378451114E1
2.295208087E2,-1.216396345E1,-2.374486522E1
2.300223345E2,-1.224203827E1,-2.396461002E1
2.305234215E2,-1.229057064E1,-2.402326700E1
2.310251351E2,-1.245854346E1,-2.432577481E1
2.320282174E2,-1.360999833E1,-2.482697818E1
2.325289498E2,-1.501158979E1,-2.660248537E1
2.330290108E2,-2.221660208E1,-2.875251385E1
2.335309640E2,-2.412488875E1,-3.089780573E1
2.340327645E2,-1.955503800E1,-3.024116415E1
2.345341683E2,-1.612571226E1,-3.278877432E1
2.350360604E2,-2.421993696E1,-3.908224729E1
2.355374642E2,-2.008691818E1,-3.996722476E1
2.360389901E2,-2.182680220E1,-4.305948749E1
2.365404244E2,-3.154255017E1,-4.047490811E1
2.375428963E2,-1.920987756E1,-3.376689384E1
2.380442696E2,-1.950178541E1,-3.449142017E1
2.385455819E2,-2.004504648E1,-3.434997974E1
2.390469552E2,-1.954883994E1,-3.400415822E1
2.395486947E2,-1.940864721E1,-3.396164446E1
2.400504036E2,-1.945970828E1,-3.393682453E1
2.405521431E2,-1.927075541E1,-3.387071980E1
2.410540352E2,-1.922294035E1,-3.389464169E1
2.415553170E2,-1.914016004E1,-3.380315760E1
2.420565072E2,-1.904295821E1,-3.375415705E1
2.425570260E2,-1.903581599E1,-3.370158060E1
2.430588570E2,-1.899246070E1,-3.368299308E1
2.440618172E2,-1.897130067E1,-3.367552446E1
2.445631905E2,-1.895799512E1,-3.363798127E1
2.450639840E2,-1.873812196E1,-3.356786187E1
2.455655709E2,-1.871737851E1,-3.328160823E1
2.460673104E2,-1.866450712E1,-3.327606388E1
2.465691720E2,-1.862613403E1,-3.329390080E1
2.470705147E2,-1.854929464E1,-3.335711673E1
2.475717965E2,-1.846318016E1,-3.326580913E1
2.480736275E2,-1.837444481E1,-3.321597487E1
2.485754891E2,-1.810202661E1,-3.315867557E1
2.490771065E2,-1.780476187E1,-3.302293239E1
2.500805089E2,-1.855890467E1,-3.336092817E1
2.505805226E2,-2.119423820E1,-3.201180542E1
2.510805245E2,-2.236114745E1,-3.137999407E1
2.515819588E2,-2.295952561E1,-3.224762753E1
2.520835457E2,-2.495717509E1,-3.205175735E1
2.525854567E2,-2.530526583E1,-3.199627087E1
2.530871163E2,-2.505683375E1,-3.206860553E1
2.535887509E2,-2.484103320E1,-3.194205768E1
2.540903472E2,-2.481262028E1,-3.203914389E1
2.545919686E2,-2.482368085E1,-3.201438810E1
2.550938367E2,-2.473148447E1,-3.199804347E1
2.555953255E2,-2.467779307E1,-3.205407673E1
2.565983520E2,-2.131725452E1,-3.390048279E1
2.570999032E2,-1.943966162E1,-2.538229462E1
2.575999642E2,-2.982462530E1,-3.038027538E1
2.581016121E2,-1.743633128E1,-3.385881042E1
2.586028074E2,-1.841616234E1,-3.338901349E1
2.591032296E2,-1.837243692E1,-3.361100498E1
2.596044808E2,-1.790534968E1,-3.386188697E1
2.601062419E2,-1.910074504E1,-3.484485841E1
2.606063460E2,-1.875620691E1,-3.172137167E1
2.611078884E2,-1.810737681E1,-3.087181807E1
2.616094876E2,-1.782262319E1,-3.096285184E1
2.626129666E2,-1.808877937E1,-3.031330764E1
2.631145840E2,-1.791040196E1,-3.073046322E1
2.636162320E2,-1.808101855E1,-3.163182863E1
2.641175137E2,-1.819732840E1,-3.077935334E1
2.646187344E2,-1.839003975E1,-3.082651128E1
2.651193142E2,-1.789706660E1,-3.110010618E1
2.656193753E2,-1.810801452E1,-3.156689394E1
2.661207486E2,-1.842973480E1,-3.095133683E1
2.666223050E2,-1.862966821E1,-3.108251981E1
2.671240445E2,-1.902121866E1,-3.113606542E1
2.676252957E2,-1.903132736E1,-3.144354314E1
2.681264554E2,-1.827613377E1,-3.344446004E1
2.691284085E2,-1.733163767E1,-3.075967729E1
2.696303006E2,-1.702991428E1,-3.090663454E1
2.701318570E2,-1.652680983E1,-3.028312893E1
2.706334439E2,-1.712236381E1,-3.034422921E1
2.711350308E2,-1.729353032E1,-3.052449450E1
2.716360074E2,-1.679191788E1,-3.028152462E1
2.721378994E2,-1.726589846E1,-3.035461180E1
2.726396695E2,-1.734391935E1,-3.049398601E1
2.731397915E2,-1.687867157E1,-3.035403203E1
2.736411038E2,-1.731018313E1,-3.034778316E1
2.741424466E2,-1.742408129E1,-3.041865336E1
2.746434536E2,-1.700662053E1,-3.036619265E1
2.756449770E2,-1.731392448E1,-3.039628878E1
2.761455125E2,-1.695088461E1,-3.031778196E1
2.766462209E2,-1.720871080E1,-3.038578174E1
2.771475125E2,-1.731916060E1,-3.042703550E1
2.776476651E2,-1.724259314E1,-3.049218154E1
2.781483365E2,-1.718008368E1,-3.049330910E1
2.786489773E2,-1.741114116E1,-3.051637647E1
2.791508694E2,-1.738340713E1,-3.047977430E1
2.796522427E2,-1.738356364E1,-3.074012355E1
2.801535855E2,-1.767721205E1,-3.052774965E1
2.806555081E2,-1.768985259E1,-3.064802304E1
2.811561795E2,-1.767988697E1,-3.062875647E1
2.816580955E2,-1.766446477E1,-3.059746222E1
2.821599331E2,-1.771640713E1,-3.060248904E1
2.826599674E2,-1.767843165E1,-3.059846847E1
2.831602334E2,-1.769266653E1,-3.059768684E1
2.841613675E2,-1.767531073E1,-3.059438648E1
2.846615103E2,-1.771031192E1,-3.059185309E1
2.851623440E2,-1.762328050E1,-3.061540013E1
