"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)","Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute Linear acceleration (m/s^2)","Time (s)","Attitude x (m/s^2)","Attitude y (m/s^2)","Attitude z (m/s^2)","Absolute Attitude (m/s^2)","Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.945612040E2,-4.849031073E0,-1.739735699E0,8.634321194E0,1.005441620E1,4.965553635E2,2.901423417E-1,-2.045705659E-1,2.940529869E-1,4.609759798E-1,4.945612040E2,-4.849031073E0,-1.739735699E0,8.634321194E0,1.005441620E1,4.945791178E2,-3.955483961E-2,2.326817670E-2,8.462274076E-2,9.626526704E-2
4.950620890E2,-5.930513915E0,-3.510662789E0,7.504181659E0,1.018864519E1,4.970568400E2,5.376556279E-2,3.262010519E-1,1.478906964E-1,3.621733288E-1,4.950620890E2,-5.930513915E0,-3.510662789E0,7.504181659E0,1.018864519E1,4.950802165E2,-7.747125115E-1,4.075442903E-1,3.234966249E-1,9.332319596E-1
4.955629741E2,-6.494305496E0,-2.570371066E0,6.427954644E0,9.492176368E0,4.975587931E2,-1.872124085E-1,-7.355567780E-1,-3.074380519E-1,8.189080628E-1,4.955629741E2,-6.494305496E0,-2.570371066E0,6.427954644E0,9.492176368E0,4.955808879E2,6.205908150E-1,-9.970366027E-1,1.680189390E-1,1.186358003E0
4.960641032E2,-1.206591814E0,-1.763620473E0,1.004217858E1,1.026701376E1,4.980602334E2,-8.391712533E-2,1.334915093E-1,6.627038659E-1,6.812036999E-1,4.960641032E2,-1.206591814E0,-1.763620473E0,1.004217858E1,1.026701376E1,4.960821853E2,1.941327748E-1,-6.836515007E-1,-5.345081082E-1,8.892501484E-1
4.965653544E2,-2.317224776E-1,-7.255003461E-1,9.942127640E0,9.971256093E0,4.985621806E2,1.023610811E-1,-1.035998999E0,-6.362181618E-1,1.220059534E0,4.965653544E2,-2.317224776E-1,-7.255003461E-1,9.942127640E0,9.971256093E0,4.965832682E2,3.652923383E-1,7.047615601E-1,2.528751100E-1,8.331105390E-1
4.970668803E2,-2.445106987E0,3.022955172E0,9.170077521E0,9.960277500E0,4.990645610E2,-5.568288988E-2,-2.861747050E-1,2.039465674E-1,3.557959363E-1,4.970668803E2,-2.445106987E0,3.022955172E0,9.170077521E0,9.960277500E0,4.970848246E2,7.685904201E-1,-9.342200283E-2,3.469929860E-2,7.750244808E-1
4.975687114E2,-3.638502533E0,2.598991436E0,8.043814638E0,9.203065310E0,4.995665141E2,1.141040364E-1,-2.830016459E-1,2.610164688E-1,4.015460867E-1,4.975687114E2,-3.638502533E0,2.598991436E0,8.043814638E0,9.203065310E0,4.975867167E2,-1.359643100E0,5.766631601E-1,-2.735573757E-1,1.501999800E0
4.980702067E2,-6.528569997E0,-2.030986100E0,7.552034223E0,1.018726419E1,5.000689555E2,-1.262668579E-1,-5.800843617E-2,1.577092806E-1,2.101916156E-1,4.980702067E2,-6.528569997E0,-2.030986100E0,7.552034223E0,1.018726419E1,4.980881511E2,-9.375278320E-1,6.859753536E-1,3.226250638E-1,1.205656482E0
4.985721293E2,-6.986337568E0,-4.730743035E0,4.903695617E0,9.758845884E0,5.005720073E2,-1.592614761E-1,-2.860328601E-2,1.194303439E-1,2.011118415E-1,4.985721293E2,-6.986337568E0,-4.730743035E0,4.903695617E0,9.758845884E0,4.985881511E2,4.953861700E-1,1.054442071E-1,-6.026701832E-1,7.872339474E-1
4.990725243E2,-6.571511356E0,-4.167694684E0,6.451438813E0,1.010818991E1,5.010742045E2,-2.530367144E-3,-7.732911264E-2,1.574537908E-1,1.754362866E-1,4.990725243E2,-6.571511356E0,-4.167694684E0,6.451438813E0,1.010818991E1,4.990885320E2,6.653255583E-1,1.781007585E-1,-2.249172211E-1,7.245451919E-1
4.995744792E2,-6.011878466E0,-3.094686212E0,7.300852030E0,9.950990192E0,5.015770427E2,-1.397154058E-1,-5.401940033E-2,1.249706315E-1,1.950798528E-1,4.995744792E2,-6.011878466E0,-3.094686212E0,7.300852030E0,9.950990192E0,4.995904172E2,1.684555096E-1,-2.243353953E-1,5.622227373E-4,2.805422329E-1
5.000749980E2,-5.896747067E0,-2.731049682E0,7.618006425E0,1.001320529E1,5.020795146E2,-1.073975409E-1,-5.570665867E-2,1.355943911E-1,1.817231480E-1,5.000749980E2,-5.896747067E0,-2.731049682E0,7.618006425E0,1.001320529E1,5.000910502E2,-2.408516217E-3,-2.690111050E-2,-1.410096086E-2,3.046814392E-2
5.005760051E2,-5.933489980E0,-2.638105042E0,7.610737996E0,1.000446073E1,5.025820475E2,-1.096051931E-1,-5.858967453E-2,1.371063963E-1,1.850519176E-1,5.005760051E2,-5.933489980E0,-2.638105042E0,7.610737996E0,1.000446073E1,5.005919047E2,3.295317074E-2,8.528693988E-2,8.297179239E-3,9.180749838E-2
5.010761882E2,-5.837464365E0,-2.667655796E0,7.597975264E0,9.945934132E0,5.030842569E2,-9.530922518E-2,-5.623092490E-2,1.427554680E-1,1.806236113E-1,5.010761882E2,-5.837464365E0,-2.667655796E0,7.597975264E0,9.945934132E0,5.010921489E2,6.873290073E-3,-5.542770423E-2,-4.925680972E-2,7.446949588E-2
5.015770427E2,-5.869495164E0,-2.711428649E0,7.627020517E0,9.998712955E0,5.035869303E2,-1.011989987E-1,-6.222168983E-2,1.404011060E-1,1.839164120E-1,5.015770427E2,-5.869495164E0,-2.711428649E0,7.627020517E0,9.998712955E0,5.015930949E2,-2.143260656E-4,-1.083301801E-2,-1.551211810E-3,1.094561433E-2
5.020775004E2,-5.782216593E0,-2.718554008E0,7.677813881E0,9.988663104E0,5.040898081E2,-9.777363390E-2,-6.409718841E-2,1.414350793E-1,1.834993588E-1,5.020775004E2,-5.782216593E0,-2.718554008E0,7.677813881E0,9.988663104E0,5.020934306E2,-1.534235478E-3,-1.529991348E-3,1.086484850E-3,2.423881466E-3
5.025780803E2,-5.783647389E0,-2.723762107E0,7.678252706E0,9.991247257E0,5.045964213E2,-1.012927368E-1,-6.175527349E-2,1.399122849E-1,1.834376728E-1,5.025780803E2,-5.783647389E0,-2.723762107E0,7.678252706E0,9.991247257E0,5.025939143E2,-8.297179347E-4,-1.807978681E-3,3.172450935E-3,3.744551201E-3
5.030782328E2,-5.767069228E0,-2.723447331E0,7.686398708E0,9.987841505E0,5.050991679E2,-9.730888548E-2,-5.516173726E-2,1.446943737E-1,1.828887592E-1,5.030782328E2,-5.767069228E0,-2.723447331E0,7.686398708E0,9.987841505E0,5.030943766E2,1.965009734E-3,-5.729510004E-4,-1.258370164E-3,2.402713377E-3
5.035788737E2,-5.769492043E0,-2.723962418E0,7.686312860E0,9.989315045E0,5.056025274E2,-9.312233378E-2,-5.259611177E-2,1.496730554E-1,1.839569068E-1,5.035788737E2,-5.769492043E0,-2.723962418E0,7.686312860E0,9.989315045E0,5.035949260E2,5.050456983E-4,-8.657926219E-4,3.221257849E-3,3.373598991E-3
5.040798198E2,-5.765027958E0,-2.716713049E0,7.691845273E0,9.989022017E0,5.061042634E2,-9.410463818E-2,-5.230649312E-2,1.485510554E-1,1.834640788E-1,5.040798198E2,-5.765027958E0,-2.716713049E0,7.691845273E0,9.989022017E0,5.040958415E2,-5.326322280E-4,-1.580920360E-3,4.596340259E-3,4.889718811E-3
5.045804716E2,-5.769308916E0,-2.711351019E0,7.691474888E0,9.989751532E0,5.066231547E2,-9.118346699E-2,-5.203527310E-2,1.520041872E-1,1.847359392E-1,5.045804716E2,-5.769308916E0,-2.711351019E0,7.691474888E0,9.989751532E0,5.045964518E2,1.725124625E-4,4.873477066E-4,7.223959367E-4,8.883266439E-4
5.050810586E2,-5.766535064E0,-2.708834130E0,7.693915158E0,9.989346297E0,5.071248332E2,-9.083061665E-2,-5.186905339E-2,1.509639695E-1,1.836592489E-1,5.050810586E2,-5.766535064E0,-2.708834130E0,7.693915158E0,9.989346297E0,5.050972453E2,-1.273224449E-5,1.474818321E-3,-1.812222800E-3,2.336536468E-3
5.055826763E2,-5.761288810E0,-2.712277581E0,7.696423821E0,9.989186056E0,5.076277018E2,-9.213299221E-2,-5.103205499E-2,1.495502184E-1,1.829153540E-1,5.055826763E2,-5.761288810E0,-2.712277581E0,7.696423821E0,9.989186056E0,5.055986491E2,5.580967170E-4,4.965575315E-4,-2.686503588E-3,2.788430178E-3
5.060844447E2,-5.760819940E0,-2.713210059E0,7.697520122E0,9.990013575E0,5.081299798E2,-9.291621298E-2,-5.218259618E-2,1.517487466E-1,1.854295772E-1,5.060844447E2,-5.760819940E0,-2.713210059E0,7.697520122E0,9.990013575E0,5.061004496E2,1.390761929E-3,5.432003277E-4,1.566192383E-3,2.163849329E-3
5.065852519E2,-5.757854899E0,-2.704999596E0,7.702414089E0,9.989849781E0,5.086319438E2,-9.457343072E-2,-5.396506190E-2,1.475547776E-1,1.833814988E-1,5.065852519E2,-5.757854899E0,-2.704999596E0,7.702414089E0,9.989849781E0,5.066011783E2,-1.016457519E-3,6.599546729E-4,1.640337499E-3,2.039468845E-3
5.070871440E2,-5.758539750E0,-2.705903950E0,7.701301437E0,9.989631628E0,5.091346293E2,-9.502961206E-2,-5.274071850E-2,1.500825335E-1,1.853023945E-1,5.070871440E2,-5.758539750E0,-2.705903950E0,7.701301437E0,9.989631628E0,5.071030436E2,2.198164750E-4,8.792659002E-4,3.297247126E-4,9.644408701E-4
5.075874589E2,-5.759848475E0,-2.705209446E0,7.699771885E0,9.989018955E0,5.096372844E2,-9.461023694E-2,-5.068315778E-2,1.481532521E-1,1.829460727E-1,5.075874589E2,-5.759848475E0,-2.705209446E0,7.699771885E0,9.989018955E0,5.076036235E2,4.689710055E-4,1.169244453E-3,-4.095538645E-4,1.324688930E-3
5.080880179E2,-5.756500411E0,-2.708404892E0,7.702881482E0,9.990352205E0,5.101389349E2,-9.531061351E-2,-5.046584457E-2,1.480281055E-1,1.831481218E-1,5.080880179E2,-5.756500411E0,-2.708404892E0,7.702881482E0,9.990352205E0,5.081039897E2,1.228661594E-3,-3.395265198E-5,-2.847778685E-3,3.101710098E-3
5.085880900E2,-5.753276350E0,-2.711323716E0,7.703759038E0,9.989963382E0,5.106407939E2,-9.734202921E-2,-5.425147712E-2,1.439878419E-1,1.820746881E-1,5.085880900E2,-5.753276350E0,-2.711323716E0,7.703759038E0,9.989963382E0,5.086041728E2,3.692350903E-4,-3.055738660E-4,1.156512208E-3,1.251890741E-3
5.090886699E2,-5.755632395E0,-2.705972538E0,7.704636593E0,9.990546365E0,5.111416507E2,-1.001610064E-1,-5.395825448E-2,1.432645398E-1,1.829438405E-1,5.090886699E2,-5.755632395E0,-2.705972538E0,7.704636593E0,9.990546365E0,5.091046000E2,-6.705648767E-4,7.087616102E-4,1.553333828E-3,1.834351726E-3
5.095894633E2,-5.754583144E0,-2.705266678E0,7.703930733E0,9.989206360E0,5.116447635E2,-9.916922403E-2,-5.699243621E-2,1.453204458E-1,1.849343255E-1,5.095894633E2,-5.754583144E0,-2.705266678E0,7.703930733E0,9.989206360E0,5.096054545E2,-1.421767302E-4,8.000093624E-4,1.761293822E-4,8.314149155E-4
5.100912333E2,-5.754663428E0,-2.703813776E0,7.704465200E0,9.989271451E0,5.121465030E2,-9.730918067E-2,-5.879236403E-2,1.459527394E-1,1.850076238E-1,5.100912333E2,-5.754663428E0,-2.703813776E0,7.704465200E0,9.989271451E0,5.101070134E2,8.475616009E-4,-4.797917292E-4,-7.714712826E-4,1.242468797E-3
5.105931254E2,-5.751699181E0,-2.707794608E0,7.704826230E0,9.988920980E0,5.126565433E2,-1.005883368E-1,-5.572775810E-2,1.430478247E-1,1.835382159E-1,5.105931254E2,-5.751699181E0,-2.707794608E0,7.704826230E0,9.988920980E0,5.106071330E2,9.209656850E-4,2.015938712E-4,-2.139017073E-3,2.337565383E-3
5.110942536E2,-5.751965203E0,-2.707585590E0,7.705633797E0,9.989640416E0,5.131589542E2,-1.022197223E-1,-5.536685224E-2,1.441261495E-1,1.851667004E-1,5.110942536E2,-5.751965203E0,-2.707585590E0,7.705633797E0,9.989640416E0,5.111082927E2,-1.479533967E-4,-1.323126090E-3,2.760387658E-3,3.064684793E-3
5.115948978E2,-5.751874170E0,-2.703568800E0,7.708862212E0,9.990990807E0,5.136615177E2,-9.949684143E-2,-5.567110330E-2,1.447503194E-1,1.842594588E-1,5.115948978E2,-5.751874170E0,-2.703568800E0,7.708862212E0,9.990990807E0,5.116088443E2,-2.758652974E-4,2.037159100E-4,2.060501567E-3,2.088843829E-3
5.120966678E2,-5.750065045E0,-2.704250813E0,7.709671634E0,9.990758588E0,5.141641727E2,-9.764176323E-2,-5.767087709E-2,1.435270309E-1,1.829203450E-1,5.120966678E2,-5.750065045E0,-2.704250813E0,7.709671634E0,9.990758588E0,5.121107974E2,2.959067933E-5,4.438601900E-4,7.862666223E-4,9.033840146E-4
5.125969730E2,-5.752436949E0,-2.702843863E0,7.708289893E0,9.990677098E0,5.146663394E2,-9.624361601E-2,-5.845170334E-2,1.452454583E-1,1.837816051E-1,5.125969730E2,-5.752436949E0,-2.702843863E0,7.708289893E0,9.990677098E0,5.126109195E2,7.639346696E-4,-4.604828425E-4,-2.083844015E-3,2.266725945E-3
5.130971256E2,-5.749279659E0,-2.704866055E0,7.709186525E0,9.990098791E0,5.151685367E2,-9.529216828E-2,-5.719205256E-2,1.446935361E-1,1.824493015E-1,5.130971256E2,-5.749279659E0,-2.704866055E0,7.709186525E0,9.990098791E0,5.131111331E2,1.018579559E-3,-3.607469273E-5,-2.189946053E-3,2.415506037E-3
5.135976138E2,-5.744815574E0,-2.704417739E0,7.714137081E0,9.991230764E0,5.156707645E2,-9.932951067E-2,-5.886926807E-2,1.448932241E-1,1.852727417E-1,5.135976138E2,-5.744815574E0,-2.704417739E0,7.714137081E0,9.991230764E0,5.136115909E2,-1.018579559E-3,-1.570310154E-4,3.966094154E-3,4.097812331E-3
5.140984073E2,-5.748468874E0,-2.704122041E0,7.708852673E0,9.989173136E0,5.161738468E2,-9.280620302E-2,-5.836580292E-2,1.468857584E-1,1.832893458E-1,5.140984073E2,-5.748468874E0,-2.704122041E0,7.708852673E0,9.989173136E0,5.141124454E2,-2.376685639E-4,2.164481545E-4,1.752805659E-3,1.782039233E-3
5.145985294E2,-5.747848862E0,-2.702366931E0,7.710827172E0,9.989865327E0,5.166771427E2,-9.453692803E-2,-5.990985357E-2,1.467236152E-1,1.845379109E-1,5.145985294E2,-5.747848862E0,-2.702366931E0,7.710827172E0,9.989865327E0,5.146124759E2,5.708289615E-4,1.315665264E-3,-2.843534604E-4,1.462079916E-3
5.150987125E2,-5.749499047E0,-2.701966308E0,7.709539455E0,9.989712700E0,5.171797672E2,-9.463897347E-2,-5.970298126E-2,1.464535818E-1,1.843085263E-1,5.150987125E2,-5.749499047E0,-2.701966308E0,7.709539455E0,9.989712700E0,5.151126285E2,1.077996700E-3,2.228142786E-4,-1.349617916E-3,1.741606043E-3
5.155988040E2,-5.748755033E0,-2.706010692E0,7.709997310E0,9.990732547E0,5.176823001E2,-9.522329815E-2,-5.707692722E-2,1.466385902E-1,1.839242460E-1,5.155988040E2,-5.748755033E0,-2.706010692E0,7.709997310E0,9.990732547E0,5.156129032E2,9.188436443E-4,1.215929349E-3,-1.169244453E-3,1.920908747E-3
5.160999637E2,-5.746694686E0,-2.702366931E0,7.711084715E0,9.989400099E0,5.181849246E2,-9.646671265E-2,-5.670139566E-2,1.467661485E-1,1.845567047E-1,5.160999637E2,-5.746694686E0,-2.702366931E0,7.711084715E0,9.989400099E0,5.161139102E2,-1.209563227E-4,8.488162996E-5,1.827077085E-3,1.833042825E-3
5.166012454E2,-5.748526106E0,-2.702014001E0,7.709940078E0,9.989474864E0,5.186878238E2,-9.716801345E-2,-5.422298610E-2,1.443004310E-1,1.822206614E-1,5.166012454E2,-5.748526106E0,-2.702014001E0,7.709940078E0,9.989474864E0,5.166154056E2,4.265301905E-4,8.360840551E-4,1.052532211E-3,1.410244166E-3
5.171017337E2,-5.747619935E0,-2.702834324E0,7.711351797E0,9.990265004E0,5.191906925E2,-9.325974218E-2,-5.774310327E-2,1.486556453E-1,1.847434610E-1,5.171017337E2,-5.747619935E0,-2.702834324E0,7.711351797E0,9.990265004E0,5.171157108E2,4.923134519E-4,3.458926421E-4,2.588889714E-4,6.550097360E-4
5.176026493E2,-5.749050731E0,-2.701222293E0,7.711914577E0,9.991086659E0,5.196932865E2,-9.722286557E-2,-5.629392276E-2,1.473427878E-1,1.852867736E-1,5.176026493E2,-5.749050731E0,-2.701222293E0,7.711914577E0,9.991086659E0,5.176167789E2,-1.188342819E-4,7.299820176E-4,-8.509383403E-4,1.127426890E-3
5.181031070E2,-5.746799611E0,-2.706239620E0,7.711094254E0,9.990516165E0,5.201953922E2,-9.492227236E-2,-5.723511775E-2,1.474443038E-1,1.844611591E-1,5.181031070E2,-5.746799611E0,-2.706239620E0,7.711094254E0,9.990516165E0,5.181170230E2,4.923134538E-4,-2.546448899E-5,-2.349099109E-3,2.400268235E-3
5.186039310E2,-5.745034963E0,-2.704942364E0,7.712210275E0,9.990011374E0,5.206980777E2,-9.620748460E-2,-5.765398592E-2,1.461160928E-1,1.842003658E-1,5.186039310E2,-5.745034963E0,-2.704942364E0,7.712210275E0,9.990011374E0,5.186180606E2,-2.525228491E-4,-5.559746762E-4,2.794727663E-3,2.860660472E-3
5.191050907E2,-5.744577108E0,-2.702691244E0,7.712296123E0,9.989205053E0,5.212013431E2,-9.726374700E-2,-6.006054145E-2,1.450891421E-1,1.847115705E-1,5.191050907E2,-5.744577108E0,-2.702691244E0,7.712296123E0,9.989205053E0,5.191190677E2,-8.785248701E-4,1.589408521E-3,1.716730966E-3,2.499037936E-3
5.196056400E2,-5.746971307E0,-2.701355834E0,7.713545685E0,9.991185595E0,5.217041202E2,-9.808041499E-2,-6.014832717E-2,1.448188928E-1,1.849597275E-1,5.196056400E2,-5.746971307E0,-2.701355834E0,7.713545685E0,9.991185595E0,5.196196475E2,1.230783634E-4,-2.122040749E-5,4.435065165E-4,4.607565729E-4
5.201057010E2,-5.746847305E0,-2.701432144E0,7.712181659E0,9.990081857E0,5.222060123E2,-9.815322199E-2,-5.468665400E-2,1.449035598E-1,1.833622828E-1,5.201057010E2,-5.746847305E0,-2.701432144E0,7.712181659E0,9.990081857E0,5.201197086E2,9.527962963E-4,5.559746762E-4,2.270583601E-4,1.126270004E-3
5.206063114E2,-5.745588204E0,-2.701832767E0,7.714728477E0,9.991432309E0,5.227075076E2,-1.043635399E-1,-5.492662627E-2,1.444298653E-1,1.864635855E-1,5.206063114E2,-5.745588204E0,-2.701832767E0,7.714728477E0,9.991432309E0,5.206202579E2,1.398424854E-3,-1.931057082E-4,-2.291804009E-3,2.691699742E-3
5.211075321E2,-5.741963520E0,-2.706649781E0,7.714957404E0,9.990829087E0,5.232092777E2,-9.322972451E-2,-5.483476962E-2,1.583224112E-1,1.917410216E-1,5.211075321E2,-5.741963520E0,-2.706649781E0,7.714957404E0,9.990829087E0,5.211216007E2,-3.607469273E-5,-1.549089747E-4,1.625483212E-3,1.633246413E-3
5.216081119E2,-5.744472183E0,-2.702014001E0,7.715358027E0,9.991325728E0,5.237120548E2,-9.513437748E-2,-4.863280455E-2,1.395153364E-1,1.757277113E-1,5.216081119E2,-5.744472183E0,-2.702014001E0,7.715358027E0,9.991325728E0,5.216220584E2,-8.106195661E-4,-3.649910088E-4,1.812222800E-3,2.018532634E-3
5.221085697E2,-5.744605724E0,-2.700926595E0,7.715129100E0,9.990931709E0,5.242148624E2,-8.893636016E-2,-5.439993983E-2,1.529683989E-1,1.851171539E-1,5.221085697E2,-5.744605724E0,-2.700926595E0,7.715129100E0,9.990931709E0,5.221224857E2,7.002734472E-4,4.053097830E-4,-5.177779427E-4,9.606002910E-4
5.226099124E2,-5.740165220E0,-2.702673681E0,7.716816229E0,9.990154878E0,5.247172733E2,-9.637060016E-2,-4.979162291E-2,1.471532062E-1,1.828129218E-1,5.226099124E2,-5.740165220E0,-2.702673681E0,7.716816229E0,9.990154878E0,5.226238284E2,1.331580563E-3,-9.426745006E-4,-1.052582736E-3,1.941564427E-3
5.231115604E2,-5.730540919E0,-2.697552755E0,7.735342771E0,9.997570599E0,5.252190738E2,-1.020250093E-1,-5.013232383E-2,1.446748915E-1,1.839923277E-1,5.231115604E2,-5.730540919E0,-2.697552755E0,7.735342771E0,9.997570599E0,5.231255985E2,2.274255059E-3,-6.275337698E-3,-4.628827622E-4,6.690766753E-3
5.236124149E2,-5.690569251E0,-2.675172258E0,7.755458482E0,9.984300740E0,5.257215763E2,-9.728263596E-2,-5.507705575E-2,1.439819174E-1,1.822860002E-1,5.236124149E2,-5.690569251E0,-2.675172258E0,7.755458482E0,9.984300740E0,5.236263309E2,4.649391275E-3,-5.241440557E-4,-8.254738476E-4,4.751102324E-3
5.241130252E2,-5.704514807E0,-2.670841716E0,7.752987974E0,9.989179505E0,5.262243839E2,-1.124828309E-1,-4.830118269E-2,1.372222230E-1,1.838894504E-1,5.241130252E2,-5.704514807E0,-2.670841716E0,7.752987974E0,9.989179505E0,5.241269718E2,-2.166603597E-3,2.584645632E-3,2.977223156E-3,4.498713362E-3
5.246136661E2,-5.709102895E0,-2.677900311E0,7.750355308E0,9.991647179E0,5.267259708E2,-1.006757721E-1,-5.228726069E-2,1.433065203E-1,1.827739792E-1,5.246136661E2,-5.709102895E0,-2.677900311E0,7.750355308E0,9.991647179E0,5.246277030E2,-3.904554978E-4,1.746439535E-3,1.294444857E-4,1.794230314E-3
5.251154972E2,-5.709553671E0,-2.677829112E0,7.745309101E0,9.987972014E0,5.272277408E2,-1.019583843E-1,-4.963886152E-2,1.419867844E-1,1.817134437E-1,5.251154972E2,-5.709553671E0,-2.677829112E0,7.745309101E0,9.987972014E0,5.251294132E2,7.735849026E-4,-3.191566128E-4,-1.130786674E-3,1.406759769E-3
5.256160465E2,-5.714425457E0,-2.675372571E0,7.744546275E0,9.989508181E0,5.277298770E2,-1.060704751E-1,-4.806156592E-2,1.430910067E-1,1.844882002E-1,5.256160465E2,-5.714425457E0,-2.675372571E0,7.744546275E0,9.989508181E0,5.256299930E2,-5.559746762E-4,2.419126435E-4,-1.288078735E-3,1.423648972E-3
5.261165958E2,-5.704228648E0,-2.685111526E0,7.748752816E0,9.989555475E0,5.282320133E2,-1.040096964E-1,-4.993089797E-2,1.427451013E-1,1.835409367E-1,5.261165958E2,-5.704228648E0,-2.685111526E0,7.748752816E0,9.989555475E0,5.261305728E2,2.934782361E-3,-4.244092629E-6,-2.213288499E-3,3.675814400E-3
5.266185489E2,-5.712289899E0,-2.677230562E0,7.746848229E0,9.990569396E0,5.287338138E2,-1.070123086E-1,-4.883075861E-2,1.401650722E-1,1.829817604E-1,5.266185489E2,-5.712289899E0,-2.677230562E0,7.746848229E0,9.990569396E0,5.266305728E2,-5.602187577E-4,-1.633971366E-3,2.818070115E-3,3.305333062E-3
5.271198612E2,-5.709420660E0,-2.671872116E0,7.749270931E0,9.989373596E0,5.292355228E2,-1.108483643E-1,-4.874837985E-2,1.400545464E-1,1.851459975E-1,5.271198612E2,-5.709420660E0,-2.671872116E0,7.749270931E0,9.989373596E0,5.271319766E2,-7.207443945E-4,-1.712032217E-4,9.469017386E-4,1.202250360E-3
5.276203189E2,-5.710848466E0,-2.672959294E0,7.748781432E0,9.990100864E0,5.297378421E2,-1.058495737E-1,-5.252175946E-2,1.397628092E-1,1.830199724E-1,5.276203189E2,-5.710848466E0,-2.672959294E0,7.748781432E0,9.990100864E0,5.276323123E2,-3.628689681E-4,5.984154931E-4,5.347542687E-4,8.807593986E-4
5.281203494E2,-5.710638616E0,-2.674142086E0,7.748628814E0,9.990179067E0,5.302398563E2,-1.066156662E-1,-5.502923691E-2,1.404807423E-1,1.847429461E-1,5.281203494E2,-5.710638616E0,-2.674142086E0,7.748628814E0,9.990179067E0,5.281323734E2,4.647269240E-4,-6.896632434E-4,-6.387342654E-4,1.048612400E-3
5.286205326E2,-5.709827832E0,-2.673693770E0,7.748571582E0,9.989551231E0,5.307422061E2,-1.066006782E-1,-5.618316408E-2,1.386637990E-1,1.837060197E-1,5.286205326E2,-5.709827832E0,-2.673693770E0,7.748571582E0,9.989551231E0,5.286324954E2,4.986795760E-4,-3.183061123E-5,-1.496038728E-3,1.577284497E-3
5.291219750E2,-5.709335153E0,-2.677211561E0,7.751712634E0,9.992648218E0,5.312445737E2,-1.076517247E-1,-5.650239204E-2,1.377620982E-1,1.837384278E-1,5.291219750E2,-5.709335153E0,-2.677211561E0,7.751712634E0,9.992648218E0,5.291339908E2,1.249149392E-3,-4.861325890E-4,2.219300950E-4,1.358658185E-3
5.296223941E2,-5.708587808E0,-2.671194646E0,7.750946704E0,9.990016537E0,5.317460819E2,-1.036193073E-1,-6.033170596E-2,1.399725229E-1,1.843073052E-1,5.296223941E2,-5.708587808E0,-2.671194646E0,7.750946704E0,9.990016537E0,5.296343265E2,-4.244081498E-4,4.880693723E-4,1.701876681E-3,1.820636764E-3
5.301241336E2,-5.712384907E0,-2.669800944E0,7.748624877E0,9.990013308E0,5.322481265E2,-1.045554289E-1,-5.917520665E-2,1.392997984E-1,1.839510169E-1,5.301241336E2,-5.712384907E0,-2.669800944E0,7.748624877E0,9.990013308E0,5.301361784E2,9.490153586E-4,-3.593153919E-4,-1.796576959E-4,1.030540921E-3
5.306247745E2,-5.711878640E0,-2.672186664E0,7.749754374E0,9.991237762E0,5.327507205E2,-1.009497302E-1,-6.384401236E-2,1.399372390E-1,1.839818926E-1,5.306247745E2,-5.711878640E0,-2.672186664E0,7.749754374E0,9.991237762E0,5.306367069E2,6.323681432E-4,1.824955044E-4,2.504008084E-4,7.041978717E-4
5.311266666E2,-5.709658180E0,-2.670485001E0,7.750107001E0,9.989787044E0,5.332526615E2,-1.007997733E-1,-6.351675620E-2,1.403088423E-1,1.840693995E-1,5.311266666E2,-5.709658180E0,-2.670485001E0,7.750107001E0,9.989787044E0,5.311386295E2,1.386534691E-3,2.092483790E-4,-1.862099178E-3,2.331024813E-3
5.316284671E2,-5.707634511E0,-2.674931371E0,7.751114085E0,9.990601539E0,5.337623783E2,-1.049220006E-1,-6.120142142E-2,1.392582258E-1,1.847893223E-1,5.316284671E2,-5.707634511E0,-2.674931371E0,7.751114085E0,9.990601539E0,5.316405521E2,1.568306003E-3,6.552221852E-5,-1.843076598E-3,2.420910619E-3
5.321286197E2,-5.707443171E0,-2.672119894E0,7.752053187E0,9.990468502E0,5.342641483E2,-1.052053513E-1,-6.397047735E-2,1.392867950E-1,1.859064258E-1,5.321286197E2,-5.707443171E0,-2.672119894E0,7.752053187E0,9.990468502E0,5.321406131E2,1.973497897E-4,-7.745448734E-4,2.866877050E-3,2.976214159E-3
5.326290775E2,-5.705773908E0,-2.670517402E0,7.752968896E0,9.989797085E0,5.347652469E2,-1.060679108E-1,-5.985349789E-2,1.377366781E-1,1.838592815E-1,5.326290775E2,-5.705773908E0,-2.670517402E0,7.752968896E0,9.989797085E0,5.326411624E2,-8.721587478E-4,7.533244640E-4,2.126284830E-3,2.418521410E-3
5.331291385E2,-5.711754637E0,-2.671003873E0,7.751499945E0,9.992204668E0,5.352677493E2,-1.068497935E-1,-6.151438144E-2,1.386507480E-1,1.855395576E-1,5.331291385E2,-5.711754637E0,-2.671003873E0,7.751499945E0,9.992204668E0,5.331430850E2,4.354057102E-4,2.515207743E-4,3.001340332E-4,5.855948004E-4
