"t (s)","Inclination (deg)","Rotation (deg)"
1.037630459E2,2.602547711E1,-1.291605376E2
1.042636563E2,2.603767473E1,-1.292422911E2
1.047646023E2,2.601883442E1,-1.291388591E2
1.052662808E2,2.600619538E1,-1.291158563E2
1.057677260E2,2.606807806E1,-1.290304413E2
1.062694044E2,2.606006005E1,-1.290905856E2
1.067713881E2,2.603953826E1,-1.291788012E2
1.072732802E2,2.607414060E1,-1.290684108E2
1.077745619E2,2.605671908E1,-1.290473841E2
1.082761793E2,2.607701084E1,-1.290583225E2
1.087770033E2,2.607887944E1,-1.290740784E2
1.092776747E2,2.606717147E1,-1.291457812E2
1.097789869E2,2.610074045E1,-1.291350495E2
1.102800245E2,2.608900021E1,-1.290588015E2
1.107806044E2,2.609510458E1,-1.290499043E2
1.112812758E2,2.611191688E1,-1.290370485E2
1.122840529E2,2.610356410E1,-1.290815389E2
1.127857313E2,2.611235207E1,-1.290407719E2
1.132867994E2,2.612945594E1,-1.290173367E2
1.137884169E2,2.618291788E1,-1.289392315E2
1.142903395E2,2.620388680E1,-1.290007015E2
1.147922621E2,2.614475975E1,-1.289311933E2
1.152941847E2,2.618377104E1,-1.289283549E2
1.157954664E2,2.618913202E1,-1.289189846E2
1.162966871E2,2.618128579E1,-1.289482931E2
1.167971144E2,2.622297975E1,-1.290329111E2
1.172988539E2,2.617652666E1,-1.289572896E2
1.178004408E2,2.618738990E1,-1.289234228E2
1.183020582E2,2.619548367E1,-1.289341632E2
1.188037672E2,2.618637988E1,-1.289395685E2
1.193048964E2,2.620932334E1,-1.290067057E2
1.198059340E2,2.618831018E1,-1.290339641E2
1.203070936E2,2.617143818E1,-1.289011126E2
1.208083449E2,2.710525412E1,-1.286405566E2
1.213095961E2,2.818172934E1,-1.310673496E2
1.218107863E2,2.929506607E1,-1.340267610E2
1.223121596E2,2.981396321E1,-1.323247273E2
1.228133192E2,2.798990811E1,-1.315358756E2
1.233138685E2,2.761218414E1,-1.299758766E2
1.238148756E2,2.642900237E1,-1.296645591E2
1.243150587E2,2.618102511E1,-1.293841765E2
1.248167604E2,2.768737602E1,-1.277806888E2
1.253184157E2,2.538085581E1,-1.254697233E2
1.263200636E2,2.537650974E1,-1.219540800E2
1.268208571E2,2.532307056E1,-1.229346924E2
1.273217421E2,2.521233104E1,-1.212424869E2
1.278232069E2,2.510078177E1,-1.221631920E2
1.283239699E2,2.506812337E1,-1.246223095E2
1.288250380E2,2.495829687E1,-1.227986812E2
1.293253126E2,2.503020686E1,-1.223109410E2
1.298254652E2,2.483585741E1,-1.230126948E2
1.303260145E2,2.506452230E1,-1.236640416E2
1.308268185E2,2.492010994E1,-1.223345772E2
1.313274183E2,2.499262403E1,-1.228399175E2
1.318280897E2,2.510978265E1,-1.236598058E2
1.323292189E2,2.544192769E1,-1.236844850E2
1.328295301E2,2.646578226E1,-1.242531406E2
1.333304396E2,2.885107526E1,-1.344854136E2
1.338314161E2,3.193074174E1,-1.386951707E2
1.343323317E2,3.349457446E1,-1.394021305E2
1.348338270E2,3.505837220E1,-1.343319994E2
1.353340101E2,3.559995445E1,-1.307610846E2
1.358349867E2,4.094669046E1,-1.256609297E2
1.363361464E2,4.048188842E1,-1.059339201E2
1.368375701E2,4.922442718E1,-9.042115545E1
1.373385772E2,4.034576915E1,-2.906925822E1
1.378395843E2,3.447334943E1,9.395874024E0
1.383409270E2,2.301819161E1,4.895468734E-1
1.388427886E2,2.797388083E1,-1.854750164E0
1.393430938E2,2.898217489E1,-2.718662163E0
1.403451995E2,3.027175284E1,-3.274775212E0
1.408460540E2,2.987153951E1,-5.793672336E-1
1.413460540E2,2.103852742E1,-2.777230999E-2
1.418478850E2,1.225031580E1,-2.415185552E1
1.423481902E2,1.782286788E1,-1.872475252E0
1.428492888E2,1.305336153E1,1.051279917E1
1.433500823E2,1.108110973E1,1.136720963E1
1.438512420E2,1.410493056E1,1.369096401E1
1.443514861E2,1.572232684E1,1.112836538E1
1.448525237E2,2.414720474E1,1.490144716E1
1.453535918E2,1.415297568E1,-1.225619617E2
1.458550567E2,1.306474315E1,9.848451520E0
1.468572539E2,1.738504238E1,5.477569361E0
1.473574676E2,1.794266458E1,1.530427259E1
1.478576507E2,1.297074706E1,-4.398317301E0
1.483581084E2,2.538189806E1,-1.114552564E2
1.488597869E2,4.223532117E1,-1.078496204E2
1.493601226E2,5.726273159E1,-1.188912422E2
1.498607024E2,4.766682051E1,-1.335457262E2
1.503626555E2,3.991500173E1,-1.272537923E2
1.508629912E2,3.379204584E1,-1.172502657E2
1.513636626E2,3.118838743E1,-1.200655429E2
1.518656158E2,2.842983197E1,-1.192948036E2
1.528677520E2,2.910421524E1,-1.221019969E2
1.533693084E2,2.345714616E1,-1.154386763E2
1.538696441E2,2.535086352E1,-1.172422716E2
1.543708648E2,2.566131530E1,-1.157707556E2
1.548720855E2,2.719669416E1,-1.167864884E2
1.553730315E2,2.785286100E1,-1.170612832E2
1.558734588E2,2.657495928E1,-1.172080506E2
1.563752593E2,2.607190020E1,-1.171824244E2
1.568755950E2,2.612531727E1,-1.169055809E2
1.573755950E2,2.615269558E1,-1.167577516E2
1.578765716E2,2.613719466E1,-1.165728196E2
1.583772124E2,2.615713491E1,-1.165402070E2
1.593790302E2,2.617795403E1,-1.164757442E2
1.598796862E2,2.619617329E1,-1.164762864E2
1.603804473E2,2.618618918E1,-1.164070224E2
1.608823089E2,2.620815459E1,-1.163763979E2
1.613830108E2,2.620683343E1,-1.163690280E2
1.618849639E2,2.620001652E1,-1.163664288E2
1.623858489E2,2.617811091E1,-1.164749102E2
1.628873479E2,2.619621271E1,-1.163535512E2
1.633883765E2,2.619053626E1,-1.163699278E2
1.638892631E2,2.621202193E1,-1.163318033E2
1.648907317E2,2.617233694E1,-1.164696713E2
1.653908047E2,2.616523507E1,-1.162897498E2
1.658928069E2,2.614892510E1,-1.161331060E2
1.663950042E2,2.615660483E1,-1.161047092E2
1.668952178E2,2.614938309E1,-1.160986132E2
1.673971478E2,2.614259640E1,-1.161904049E2
1.678989789E2,2.614307582E1,-1.161084644E2
1.684009015E2,2.614493222E1,-1.160844330E2
1.689009625E2,2.616709463E1,-1.160697335E2
1.694028241E2,2.614570571E1,-1.161169817E2
1.699045636E2,2.615246993E1,-1.161578835E2
1.709064557E2,2.615912400E1,-1.160502813E2
1.714084393E2,2.616667197E1,-1.160468095E2
1.719101178E2,2.615775418E1,-1.160723754E2
1.724118268E2,2.608301708E1,-1.162070655E2
1.729137799E2,2.603828884E1,-1.160697445E2
1.734142377E2,2.601970969E1,-1.161967178E2
1.739158551E2,2.602229905E1,-1.161014307E2
1.744161908E2,2.605260613E1,-1.161516567E2
1.749162518E2,2.606525353E1,-1.162220304E2
1.754166180E2,2.605942061E1,-1.161060297E2
1.759175641E2,2.608384744E1,-1.160878202E2
1.769190900E2,2.608675340E1,-1.160913176E2
1.774202191E2,2.609631678E1,-1.161704582E2
1.779211346E2,2.609706572E1,-1.160443932E2
1.784219586E2,2.616568499E1,-1.159709751E2
1.789233319E2,2.611527527E1,-1.160221442E2
1.794239423E2,2.612237063E1,-1.160285345E2
1.799251324E2,2.611079812E1,-1.161235213E2
1.804266278E2,2.608262088E1,-1.160507288E2
1.809272687E2,2.609347201E1,-1.160135423E2
1.814285199E2,2.610746982E1,-1.160004039E2
1.819287640E2,2.610592810E1,-1.159889355E2
1.829297406E2,2.607480183E1,-1.161001033E2
1.834303510E2,2.608516603E1,-1.159895860E2
1.839309918E2,2.609420911E1,-1.160122737E2
1.844310834E2,2.608656055E1,-1.159609221E2
1.849323346E2,2.610012465E1,-1.161243239E2
1.854338300E2,2.606966563E1,-1.161030666E2
1.859345929E2,2.606965743E1,-1.160528230E2
1.864345929E2,2.607991498E1,-1.160163401E2
1.869350812E2,2.612679495E1,-1.160070026E2
1.874359662E2,2.610596307E1,-1.159677799E2
1.879369993E2,2.612078033E1,-1.160546259E2
1.889395893E2,2.611696597E1,-1.161173117E2
1.894405396E2,2.610806836E1,-1.159621348E2
1.899418833E2,2.611101692E1,-1.159875361E2
1.904429547E2,2.611455975E1,-1.159903431E2
1.909442975E2,2.612401095E1,-1.159804597E2
1.914449994E2,2.605956085E1,-1.162280187E2
1.919460980E2,2.608059943E1,-1.160769572E2
1.924464337E2,2.608370862E1,-1.160271797E2
1.929469154E2,2.607674758E1,-1.160558510E2
1.934488751E2,2.610485724E1,-1.159405702E2
1.944496797E2,2.606458166E1,-1.160791212E2
1.949515912E2,2.606632087E1,-1.159406074E2
1.954520184E2,2.609858088E1,-1.159050210E2
1.959525067E2,2.598503543E1,-1.161343289E2
1.964531781E2,2.593752449E1,-1.161856147E2
1.969535138E2,2.597212347E1,-1.162499514E2
1.974553646E2,2.596552415E1,-1.160891173E2
1.979557721E2,2.601132119E1,-1.160071351E2
1.984566665E2,2.605257126E1,-1.159837056E2
1.989580914E2,2.602371355E1,-1.160282497E2
1.994596478E2,2.600861131E1,-1.161546628E2
1.999611163E2,2.602673820E1,-1.160112196E2
2.004617266E2,2.603408262E1,-1.159606024E2
2.014633746E2,2.604421954E1,-1.160378005E2
2.019649310E2,2.602576858E1,-1.160851690E2
2.024649615E2,2.603105146E1,-1.159635686E2
2.029654193E2,2.605929427E1,-1.159142541E2
2.034664263E2,2.605032058E1,-1.159536268E2
2.039683184E2,2.605489467E1,-1.159738783E2
2.044702715E2,2.604694706E1,-1.160108921E2
2.049720721E2,2.603839836E1,-1.159259968E2
2.054737200E2,2.607149745E1,-1.159208668E2
2.059753680E2,2.605181085E1,-1.159451658E2
2.064767413E2,2.605099235E1,-1.160889882E2
2.074769854E2,2.605647868E1,-1.158908808E2
2.079784808E2,2.606838621E1,-1.159042940E2
2.084800067E2,2.603929632E1,-1.159885320E2
2.089801898E2,2.604311519E1,-1.160364505E2
2.094819598E2,2.605161488E1,-1.159257258E2
2.099837298E2,2.605955528E1,-1.159164297E2
2.104844622E2,2.606243955E1,-1.159286460E2
2.109851336E2,2.605796690E1,-1.160361732E2
2.114866290E2,2.605652975E1,-1.159947833E2
2.119871478E2,2.605430577E1,-1.158769486E2
2.124873614E2,2.605009266E1,-1.158818621E2
2.134902300E2,2.604453801E1,-1.160165718E2
2.139915423E2,2.604150493E1,-1.158943770E2
2.144934954E2,2.605814713E1,-1.158707671E2
2.149954486E2,2.606163816E1,-1.158784816E2
2.154970049E2,2.605858014E1,-1.158920319E2
2.159975848E2,2.604907380E1,-1.160183767E2
2.164982256E2,2.603994168E1,-1.158821504E2
2.169999652E2,2.605861305E1,-1.158444862E2
2.175012774E2,2.603923790E1,-1.158706407E2
2.180028948E2,2.605317597E1,-1.158812661E2
2.185035967E2,2.606000389E1,-1.159716570E2
2.195055194E2,2.605548612E1,-1.158734636E2
2.200060076E2,2.605909264E1,-1.158341160E2
2.205061602E2,2.607025191E1,-1.158980850E2
2.210065007E2,2.605217254E1,-1.159735141E2
2.215076251E2,2.605862639E1,-1.158578505E2
2.220082049E2,2.607548859E1,-1.158309092E2
2.225084490E2,2.607368276E1,-1.158463779E2
2.230093951E2,2.606298828E1,-1.158962644E2
2.235096666E2,2.607225996E1,-1.159494695E2
2.240104327E2,2.604811326E1,-1.158611254E2
2.245114092E2,2.607016436E1,-1.158389321E2
2.255143389E2,2.608033270E1,-1.159423836E2
2.260145220E2,2.607676308E1,-1.159904402E2
2.265160339E2,2.605959293E1,-1.158618864E2
2.270170390E2,2.612542999E1,-1.158882743E2
2.275173868E2,2.593326472E1,-1.157347495E2
2.280176959E2,2.608614327E1,-1.158633664E2
2.285177874E2,2.671476965E1,-1.160536169E2
2.290190448E2,2.610232083E1,-1.159011566E2
2.295208087E2,2.609903919E1,-1.161045009E2
2.300223345E2,2.631791133E1,-1.160191693E2
2.305234215E2,2.638652860E1,-1.160490945E2
2.310251351E2,2.670970787E1,-1.160462373E2
2.320282174E2,2.757170663E1,-1.176242842E2
2.325289498E2,2.960064069E1,-1.181671403E2
2.330290108E2,3.437226147E1,-1.266637404E2
2.335309640E2,3.677645080E1,-1.268095736E2
2.340327645E2,3.431989077E1,-1.213534243E2
2.345341683E2,3.522538021E1,-1.141715760E2
2.350360604E2,4.287422060E1,-1.189809192E2
2.355374642E2,4.244073838E1,-1.135725098E2
2.360389901E2,4.547367968E1,-1.132002563E2
2.365404244E2,4.642880243E1,-1.257286647E2
2.375428963E2,3.701436782E1,-1.175253664E2
2.380442696E2,3.770281530E1,-1.172693892E2
2.385455819E2,3.776595287E1,-1.180962001E2
2.390469552E2,3.732025636E1,-1.177597452E2
2.395486947E2,3.723919198E1,-1.176140059E2
2.400504036E2,3.723583639E1,-1.177029441E2
2.405521431E2,3.711939559E1,-1.175135371E2
2.410540352E2,3.712324165E1,-1.174294986E2
2.415553170E2,3.702108757E1,-1.174012983E2
2.420565072E2,3.694897730E1,-1.173162189E2
2.425570260E2,3.690348072E1,-1.173532135E2
2.430588570E2,3.687397641E1,-1.173122280E2
2.440618172E2,3.686089542E1,-1.172907851E2
2.445631905E2,3.682568687E1,-1.173063091E2
2.450639840E2,3.669598030E1,-1.170758285E2
2.455655709E2,3.645341414E1,-1.173011665E2
2.460673104E2,3.643138075E1,-1.172351593E2
2.465691720E2,3.643342847E1,-1.171678511E2
2.470705147E2,3.646038953E1,-1.170089149E2
2.475717965E2,3.635678076E1,-1.169736680E2
2.480736275E2,3.628656353E1,-1.168980231E2
2.485754891E2,3.615056823E1,-1.165800279E2
2.490771065E2,3.594175835E1,-1.162941919E2
2.500805089E2,3.646667896E1,-1.170184477E2
2.505805226E2,3.633995269E1,-1.218096431E2
2.510805245E2,3.634149540E1,-1.239986194E2
2.515819588E2,3.723246040E1,-1.238810664E2
2.520835457E2,3.795946440E1,-1.266233322E2
2.525854567E2,3.807928685E1,-1.271171324E2
2.530871163E2,3.801617151E1,-1.267300081E2
2.535887509E2,3.783079635E1,-1.265946056E2
2.540903472E2,3.788560786E1,-1.264556023E2
2.545919686E2,3.787332620E1,-1.264958016E2
2.550938367E2,3.782049557E1,-1.263973933E2
2.555953255E2,3.783562796E1,-1.262704137E2
2.565983520E2,3.784982599E1,-1.201443325E2
2.570999032E2,3.059709459E1,-1.266444574E2
2.575999642E2,3.934999453E1,-1.343597452E2
2.581016121E2,3.653119537E1,-1.150853868E2
2.586028074E2,3.644344439E1,-1.168022133E2
2.591032296E2,3.661356514E1,-1.165501437E2
2.596044808E2,3.667659479E1,-1.157111237E2
2.601062419E2,3.786692100E1,-1.164467911E2
2.606063460E2,3.519383476E1,-1.187826532E2
2.611078884E2,3.427071573E1,-1.186775867E2
2.616094876E2,3.424266721E1,-1.181847792E2
2.626129666E2,3.381092733E1,-1.191907194E2
2.631145840E2,3.408422528E1,-1.185310769E2
2.636162320E2,3.488207924E1,-1.179250110E2
2.641175137E2,3.422840622E1,-1.188945026E2
2.646187344E2,3.433734698E1,-1.191232738E2
2.651193142E2,3.438155871E1,-1.181615979E2
2.656193753E2,3.483829016E1,-1.180231676E2
2.661207486E2,3.445279409E1,-1.190591775E2
2.666223050E2,3.463211287E1,-1.192150336E2
2.671240445E2,3.482029037E1,-1.197122235E2
2.676252957E2,3.507010199E1,-1.194289448E2
2.681264554E2,3.644429262E1,-1.165657537E2
2.691284085E2,3.390189971E1,-1.176699510E2
2.696303006E2,3.391907833E1,-1.170969346E2
2.701318570E2,3.322559690E1,-1.169361796E2
2.706334439E2,3.348473845E1,-1.177560957E2
2.711350308E2,3.369429097E1,-1.178356921E2
2.716360074E2,3.331634370E1,-1.173294453E2
2.721378994E2,3.354439152E1,-1.179562301E2
2.726396695E2,3.368704325E1,-1.179378286E2
2.731397915E2,3.340698626E1,-1.173892663E2
2.736411038E2,3.355460237E1,-1.180274016E2
2.741424466E2,3.365371333E1,-1.181259759E2
2.746434536E2,3.346200681E1,-1.175657376E2
2.756449770E2,3.359587736E1,-1.179867615E2
2.761455125E2,3.340224519E1,-1.175294392E2
2.766462209E2,3.354971983E1,-1.178431201E2
2.771475125E2,3.362306963E1,-1.179652176E2
2.776476651E2,3.364957202E1,-1.177920217E2
2.781483365E2,3.362839696E1,-1.176998373E2
2.786489773E2,3.372943623E1,-1.180143231E2
2.791508694E2,3.368941890E1,-1.180087246E2
2.796522427E2,3.390401679E1,-1.177633556E2
2.801535855E2,3.383431375E1,-1.183890406E2
2.806555081E2,3.393731139E1,-1.182925724E2
2.811561795E2,3.391795136E1,-1.182965405E2
2.816580955E2,3.388677626E1,-1.183040902E2
2.821599331E2,3.390960580E1,-1.183742578E2
2.826599674E2,3.389262834E1,-1.183232946E2
2.831602334E2,3.389711674E1,-1.183445855E2
2.841613675E2,3.388816256E1,-1.183226805E2
2.846615103E2,3.389870636E1,-1.183756149E2
2.851623440E2,3.388667372E1,-1.182275453E2
2.856634427E2,3.414399819E1,-1.189781862E2
2.861645718E2,3.716273405E1,-1.206893799E2
2.866661656E2,4.199717649E1,-1.202656448E2
2.871670132E2,4.547622623E1,-1.133445332E2
2.876686803E2,4.670650919E1,-1.157493576E2
2.881700345E2,4.699403487E1,-1.149896501E2
2.886714688E2,4.501971490E1,-9.475454955E1
2.891727200E2,7.471322814E0,-1.012228277E1
2.896729543E2,1.071294680E1,4.786411504E1
2.901746731E2,9.301922586E0,5.333962659E1
2.911762608E2,1.137477976E1,6.655400595E1
2.916764737E2,7.887280579E0,-5.378522377E1
2.921766479E2,8.033710299E0,2.906059258E0
2.926782959E2,1.775163289E1,2.856219188E1
2.931799438E2,6.409991619E0,4.689688825E1
2.936800964E2,8.052312686E0,3.076369793E0
2.941816833E2,5.908613494E0,-1.577601868E1
2.946833923E2,6.925039887E0,9.034925254E0
2.951836975E2,1.098763705E1,5.879952421E-1
2.956850708E2,1.198380997E1,-5.219326639E1
2.961853454E2,2.938655541E1,-1.024205552E2
2.966855591E2,5.328133552E1,-1.202123316E2
