Time,Event,Key/Button,PositionX,PositionY
2024-06-08 18:42:10, This process is not trusted! Input event monitoring will not be possible until it is added to accessibility clients.
2024-06-08 18:42:10, This process is not trusted! Input event monitoring will not be possible until it is added to accessibility clients.
2024-06-08 18:42:10, Mouse Move,,833.09765625,796.65625
2024-06-08 18:42:10, Mouse Move,,840.53515625,788.53515625
2024-06-08 18:42:10, Mouse Move,,851.9453125,778.64453125
2024-06-08 18:42:10, Mouse Move,,874.89453125,758.8203125
2024-06-08 18:42:10, Mouse Move,,892.92578125,746.1953125
2024-06-08 18:42:10, Mouse Move,,948.265625,707.3046875
2024-06-08 18:42:10, Mouse Move,,968.72265625,696.140625
2024-06-08 18:42:10, Mouse Move,,1008.48046875,675.015625
2024-06-08 18:42:10, Mouse Move,,1048.5390625,658.01953125
2024-06-08 18:42:10, Mouse Move,,1087.65625,644.9765625
2024-06-08 18:42:10, Mouse Move,,1124.67578125,634.5625
2024-06-08 18:42:10, Mouse Move,,1139.12890625,631.515625
2024-06-08 18:42:10, Mouse Move,,1167.546875,625.42578125
2024-06-08 18:42:10, Mouse Move,,1190.796875,621.703125
2024-06-08 18:42:10, Mouse Move,,1199.48046875,620.4609375
2024-06-08 18:42:10, Mouse Move,,1215.2578125,618.09375
2024-06-08 18:42:10, Mouse Move,,1219.58203125,617.609375
2024-06-08 18:42:10, Mouse Move,,1228.265625,616.3671875
2024-06-08 18:42:10, Mouse Move,,1234.1640625,615.828125
2024-06-08 18:42:10, Mouse Move,,1237.78515625,615.375
2024-06-08 18:42:10, Mouse Move,,1240.1640625,614.9765625
2024-06-08 18:42:10, Mouse Move,,1241.1015625,614.9765625
2024-06-08 18:42:10, Mouse Move,,1241.671875,614.6875
2024-06-08 18:42:10, Mouse Move,,1241.9296875,614.42578125
2024-06-08 18:42:10, Mouse Move,,1241.9296875,614.1640625
2024-06-08 18:42:10, Mouse Move,,1241.9296875,613.90234375
2024-06-08 18:42:10, Mouse Move,,1240.5625,613.21875
2024-06-08 18:42:10, Mouse Move,,1239.1953125,612.53515625
2024-06-08 18:42:10, Mouse Move,,1237.34765625,612.1640625
2024-06-08 18:42:10, Mouse Move,,1235.5,611.421875
2024-06-08 18:42:10, Mouse Move,,1233.65234375,610.6796875
2024-06-08 18:42:10, Mouse Move,,1232.28515625,610.3359375
2024-06-08 18:42:10, Mouse Move,,1230.91796875,609.9921875
2024-06-08 18:42:10, Mouse Move,,1229.55078125,609.9921875
2024-06-08 18:42:10, Mouse Move,,1228.609375,609.9921875
2024-06-08 18:42:10, Mouse Move,,1227.66796875,609.67578125
2024-06-08 18:42:10, Mouse Move,,1227.09375,609.67578125
2024-06-08 18:42:10, Mouse Move,,1226.83203125,609.67578125
2024-06-08 18:42:10, Mouse Move,,1226.5859375,609.67578125
2024-06-08 18:42:10, Mouse Move,,1226.82421875,609.67578125
2024-06-08 18:42:10, Mouse Move,,1228.66796875,609.67578125
2024-06-08 18:42:10, Mouse Move,,1231.046875,609.67578125
2024-06-08 18:42:10, Mouse Move,,1234.01953125,609.67578125
2024-06-08 18:42:10, Mouse Move,,1237.640625,610.125
2024-06-08 18:42:10, Mouse Move,,1241.96484375,610.125
2024-06-08 18:42:10, Mouse Move,,1247.046875,610.125
2024-06-08 18:42:10, Mouse Move,,1257.8671875,610.125
2024-06-08 18:42:10, Mouse Move,,1266.55078125,609.50390625
2024-06-08 18:42:10, Mouse Move,,1275.234375,607.640625
2024-06-08 18:42:10, Mouse Move,,1281.1328125,606.56640625
2024-06-08 18:42:10, Mouse Move,,1290.85546875,604.62109375
2024-06-08 18:42:10, Mouse Move,,1299.5390625,603.37890625
2024-06-08 18:42:10, Mouse Move,,1308.22265625,602.13671875
2024-06-08 18:42:10, Mouse Move,,1314.9921875,601.5703125
2024-06-08 18:42:10, Mouse Move,,1317.96484375,601.5703125
2024-06-08 18:42:10, Mouse Move,,1323.046875,601.05859375
2024-06-08 18:42:10, Mouse Move,,1327.37109375,601.05859375
2024-06-08 18:42:10, Mouse Move,,1330.34375,601.05859375
2024-06-08 18:42:10, Mouse Move,,1332.1875,601.05859375
2024-06-08 18:42:10, Mouse Move,,1333.55078125,601.05859375
2024-06-08 18:42:10, Mouse Move,,1334.48828125,601.05859375
2024-06-08 18:42:10, Mouse Move,,1335.05859375,601.05859375
2024-06-08 18:42:10, Mouse Move,,1335.62890625,601.05859375
2024-06-08 18:42:10, Mouse Move,,1335.88671875,601.05859375
2024-06-08 18:42:10, Mouse Move,,1336.45703125,601.05859375
2024-06-08 18:42:10, Mouse Move,,1337.02734375,601.05859375
2024-06-08 18:42:10, Mouse Move,,1337.59765625,601.05859375
2024-06-08 18:42:10, Mouse Move,,1338.16796875,601.05859375
2024-06-08 18:42:10, Mouse Move,,1338.42578125,601.05859375
2024-06-08 18:42:10, Mouse Move,,1338.99609375,601.05859375
2024-06-08 18:42:10, Mouse Move,,1339.25390625,601.05859375
2024-06-08 18:42:10, Mouse Move,,1339.51171875,601.05859375
2024-06-08 18:42:10, Mouse Move,,1339.76953125,601.05859375
2024-06-08 18:42:10, Mouse Move,,1340.02734375,601.05859375
2024-06-08 18:42:10, Mouse Move,,1340.265625,601.05859375
2024-06-08 18:42:10, Mouse Move,,1340.49609375,601.05859375
2024-06-08 18:42:11, Mouse Click,Button.left,1340.49609375,601.05859375
2024-06-08 18:42:11, Mouse Move,,1334.46875,602.01953125
2024-06-08 18:42:11, Mouse Move,,1323.1953125,607.65234375
2024-06-08 18:42:11, Mouse Move,,1310.73828125,612.046875
2024-06-08 18:42:11, Mouse Move,,1297.04296875,617.37109375
2024-06-08 18:42:11, Mouse Move,,1283.8515625,621.765625
2024-06-08 18:42:11, Mouse Move,,1270.15625,627.08984375
2024-06-08 18:42:11, Mouse Move,,1255.1640625,632.609375
2024-06-08 18:42:11, Mouse Move,,1240.171875,638.12890625
2024-06-08 18:42:11, Mouse Move,,1226.53515625,643.4296875
2024-06-08 18:42:11, Mouse Move,,1201.8671875,654.28125
2024-06-08 18:42:11, Mouse Move,,1180.8046875,663.43359375
2024-06-08 18:42:11, Mouse Move,,1173.6953125,666.984375
2024-06-08 18:42:11, Mouse Move,,1158.18359375,675.14453125
2024-06-08 18:42:11, Mouse Move,,1145.25,682.75
2024-06-08 18:42:11, Mouse Move,,1135.77734375,688.8359375
2024-06-08 18:42:11, Mouse Move,,1126.3046875,694.921875
2024-06-08 18:42:11, Mouse Move,,1119.4765625,700.50390625
2024-06-08 18:42:11, Mouse Move,,1116.92578125,702.625
2024-06-08 18:42:11, Mouse Move,,1112.85546875,705.67578125
2024-06-08 18:42:11, Mouse Move,,1108.78515625,708.7265625
2024-06-08 18:42:11, Mouse Move,,1106.796875,710.3125
2024-06-08 18:42:11, Mouse Move,,1104.94921875,711.05078125
2024-06-08 18:42:11, Mouse Move,,1104.0078125,711.67578125
2024-06-08 18:42:11, Mouse Move,,1102.640625,712.015625
2024-06-08 18:42:11, Mouse Move,,1101.69921875,712.328125
2024-06-08 18:42:11, Mouse Move,,1099.8515625,712.328125
2024-06-08 18:42:11, Mouse Move,,1098.91015625,712.328125
2024-06-08 18:42:11, Mouse Move,,1097.54296875,712.328125
2024-06-08 18:42:11, Mouse Move,,1096.6015625,712.328125
2024-06-08 18:42:11, Mouse Move,,1095.66015625,712.01171875
2024-06-08 18:42:11, Mouse Move,,1094.71875,711.6953125
2024-06-08 18:42:11, Mouse Move,,1094.14453125,711.40625
2024-06-08 18:42:11, Mouse Move,,1093.8828125,711.14453125
2024-06-08 18:42:11, Mouse Move,,1093.62109375,711.14453125
2024-06-08 18:42:11, Mouse Move,,1093.359375,710.8828125
2024-06-08 18:42:11, Mouse Move,,1093.12109375,710.8828125
2024-06-08 18:42:11, Mouse Move,,1092.6015625,710.8828125
2024-06-08 18:42:11, Mouse Move,,1091.66015625,710.56640625
2024-06-08 18:42:11, Mouse Move,,1090.71875,710.56640625
2024-06-08 18:42:11, Mouse Move,,1089.77734375,710.56640625
2024-06-08 18:42:11, Mouse Move,,1088.41015625,710.22265625
2024-06-08 18:42:11, Mouse Move,,1086.5625,710.22265625
2024-06-08 18:42:11, Mouse Move,,1085.1953125,710.22265625
2024-06-08 18:42:11, Mouse Move,,1082.21875,709.796875
2024-06-08 18:42:11, Mouse Move,,1079.8359375,709.796875
2024-06-08 18:42:12, Mouse Move,,1077.015625,708.38671875
2024-06-08 18:42:12, Mouse Move,,1068.21875,701.62109375
2024-06-08 18:42:12, Mouse Move,,1060.7734375,696.65625
2024-06-08 18:42:12, Mouse Move,,1054.84765625,691.32421875
2024-06-08 18:42:12, Mouse Move,,1049.765625,686.2421875
2024-06-08 18:42:12, Mouse Move,,1044.12109375,681.7265625
2024-06-08 18:42:12, Mouse Move,,1039.0390625,677.2109375
2024-06-08 18:42:12, Mouse Move,,1034.2109375,673.453125
2024-06-08 18:42:12, Mouse Move,,1030.140625,669.890625
2024-06-08 18:42:12, Mouse Move,,1026.7734375,667.00390625
2024-06-08 18:42:12, Mouse Move,,1019.9453125,661.41796875
2024-06-08 18:42:12, Mouse Move,,1014.86328125,656.90234375
