Time (s),Mouse Move,Key Press,Mouse Scroll,Mouse Click,PositionX,PositionY
167,41,0,0,0,1060.1707317073171,260.9512195121951
168,23,0,0,0,1022.5217391304348,279.30434782608694
170,35,0,0,0,1008.2857142857143,283.3142857142857
175,23,0,0,0,1365.0,234.7826086956522
176,11,0,0,0,1411.0,256.90909090909093
177,29,0,0,0,1401.1379310344828,267.82758620689657
179,0,0,20,0,1420.0,270.0
180,0,0,11,0,1420.0,270.0
181,41,0,0,0,1311.8536585365853,271.9756097560976
183,41,0,0,0,1153.9268292682927,302.780487804878
184,36,0,0,0,1025.388888888889,367.1111111111111
194,0,1,0,0,,
200,0,1,0,0,,
204,36,0,0,0,1163.5,513.1388888888889
205,12,0,0,0,1300.5,448.1666666666667
206,79,0,0,0,1010.9873417721519,360.8987341772152
207,50,0,0,0,1048.52,314.4
208,35,0,0,0,1148.3714285714286,309.6857142857143
209,12,0,0,0,1223.1666666666667,239.58333333333334
210,40,0,0,0,1238.025,243.375
211,19,0,0,0,1318.0,247.21052631578948
212,53,0,0,0,1009.566037735849,257.33962264150944
213,21,0,0,0,1162.142857142857,266.7142857142857
214,24,0,0,0,1061.625,274.5416666666667
215,29,0,0,0,665.7586206896551,584.551724137931
216,0,1,0,0,,
217,0,3,0,0,,
219,0,3,0,0,,
220,0,5,0,0,,
221,0,5,0,0,,
222,0,4,0,0,,
228,0,4,0,0,,
229,0,2,0,0,,
230,0,5,0,0,,
231,0,4,0,0,,
232,0,4,0,0,,
235,0,5,0,0,,
236,0,3,0,0,,
237,0,6,0,0,,
238,0,5,0,0,,
239,0,3,0,0,,
240,0,3,0,0,,
241,0,3,0,0,,
242,0,4,0,0,,
243,0,4,0,0,,
244,0,6,0,0,,
245,0,4,0,0,,
246,0,5,0,0,,
247,0,5,0,0,,
248,0,3,0,0,,
249,0,5,0,0,,
250,0,2,0,0,,
252,0,3,0,0,,
254,0,3,0,0,,
255,0,4,0,0,,
256,0,5,0,0,,
257,0,5,0,0,,
258,0,2,0,0,,
259,0,5,0,0,,
260,0,5,0,0,,
261,0,6,0,0,,
262,0,6,0,0,,
263,0,2,0,0,,
272,0,1,0,0,,
274,0,1,0,0,,
276,0,1,0,0,,
279,0,3,0,0,,
280,0,1,0,0,,
295,0,1,0,0,,
311,0,1,0,0,,
313,0,1,0,0,,
332,0,4,0,0,,
333,0,3,0,0,,
334,0,4,0,0,,
335,0,3,0,0,,
336,0,2,0,0,,
337,0,3,0,0,,
338,0,3,0,0,,
339,0,5,0,0,,
340,0,3,0,0,,
341,0,5,0,0,,
342,0,1,0,0,,
343,0,4,0,0,,
344,0,4,0,0,,
345,0,6,0,0,,
346,0,4,0,0,,
347,0,5,0,0,,
348,0,4,0,0,,
349,0,2,0,0,,
350,0,3,0,0,,
358,0,2,0,0,,
359,0,5,0,0,,
360,0,4,0,0,,
361,0,6,0,0,,
362,0,3,0,0,,
364,0,1,0,0,,
365,0,3,0,0,,
366,0,3,0,0,,
367,0,3,0,0,,
368,0,1,0,0,,
369,57,0,0,0,1156.017543859649,701.4561403508771
370,8,0,26,0,1178.5,483.8529411764706
371,0,0,20,0,1177.0,484.0
373,0,0,8,0,1177.0,484.0
392,0,1,0,0,,
395,0,1,0,0,,
398,0,3,0,0,,
399,0,3,0,0,,
400,0,1,0,0,,
401,0,5,0,0,,
402,0,4,0,0,,
408,0,2,0,0,,
409,0,3,0,0,,
410,0,5,0,0,,
432,0,1,0,0,,
437,0,1,0,0,,
441,0,1,0,0,,
443,0,2,0,0,,
444,0,1,0,0,,
445,0,1,0,0,,
446,0,5,0,0,,
462,0,0,5,0,1177.0,484.0
463,0,0,4,0,1177.0,484.0
464,0,0,4,0,1177.0,484.0
467,0,0,19,0,1177.0,484.0
468,0,0,36,0,1177.0,484.0
469,0,0,32,0,1177.0,484.0
470,0,0,38,0,1177.0,484.0
472,0,0,5,0,1177.0,484.0
473,0,0,30,0,1177.0,484.0
474,43,0,0,0,955.3255813953489,948.953488372093
475,36,0,0,1,944.7567567567568,1026.7297297297298
476,10,0,0,0,955.1,963.7
477,55,0,0,0,791.7818181818182,605.2545454545455
478,18,0,0,1,580.7894736842105,285.89473684210526
479,20,0,0,0,846.1,751.85
480,0,1,0,0,,
481,0,2,0,0,,
482,0,5,0,0,,
483,0,4,0,0,,
484,0,5,0,0,,
485,0,4,0,0,,
486,0,5,0,0,,
487,0,6,0,0,,
488,0,1,0,0,,
490,0,1,0,0,,
491,0,4,0,0,,
492,0,3,0,0,,
493,0,5,0,0,,
494,0,6,0,0,,
495,0,1,0,0,,
496,0,1,0,0,,
497,0,2,0,0,,
498,0,4,0,0,,
499,0,4,0,0,,
500,0,5,0,0,,
501,0,6,0,0,,
502,0,3,0,0,,
503,0,3,0,0,,
504,0,4,0,0,,
505,0,4,0,0,,
506,0,5,0,0,,
507,0,7,0,0,,
508,0,4,0,0,,
509,0,5,0,0,,
510,0,5,0,0,,
511,0,3,0,0,,
512,0,5,0,0,,
513,0,3,0,0,,
514,0,2,0,0,,
516,0,7,0,0,,
517,0,4,0,0,,
518,0,3,0,0,,
519,0,4,0,0,,
520,7,1,0,0,1246.2857142857142,427.2857142857143
521,39,0,0,0,1365.923076923077,12.102564102564102
522,0,0,0,1,1386.0,26.0
523,39,0,0,0,1260.923076923077,238.0
524,35,0,0,0,942.4,481.65714285714284
525,0,0,1,0,967.0,430.0
526,0,0,47,0,967.0,430.0
527,0,0,36,0,967.0,430.0
528,0,0,53,0,967.0,430.0
529,0,0,35,0,967.0,430.0
530,0,0,41,0,967.0,430.0
531,0,0,67,0,967.0,430.0
532,0,0,30,0,967.0,430.0
533,0,0,24,0,967.0,430.0
535,0,0,75,0,967.0,430.0
536,0,0,62,0,967.0,430.0
537,0,0,59,0,967.0,430.0
538,0,0,64,0,967.0,430.0
539,0,0,66,0,967.0,430.0
540,0,0,48,0,967.0,430.0
541,0,0,53,0,967.0,430.0
542,0,0,43,0,967.0,430.0
543,0,0,56,0,967.0,430.0
544,0,0,21,0,967.0,430.0
545,0,0,17,0,967.0,430.0
546,0,0,27,0,967.0,430.0
548,0,0,50,0,967.0,430.0
564,0,1,0,0,,
571,0,1,0,0,,
574,5,0,0,0,1036.2,591.6
575,38,0,0,0,1325.2631578947369,536.2631578947369
576,0,0,41,0,1324.0,480.0
577,0,0,9,0,1324.0,480.0
579,0,0,10,0,1324.0,480.0
580,0,0,6,0,1324.0,480.0
581,0,0,68,0,1324.0,480.0
582,0,0,37,0,1324.0,480.0
584,0,0,20,0,1324.0,480.0
585,0,0,34,0,1324.0,480.0
586,0,0,28,0,1324.0,480.0
588,26,0,0,0,1278.8461538461538,265.1923076923077
589,38,0,0,0,1052.0263157894738,384.4736842105263
590,0,0,3,0,1062.0,446.0
591,0,0,18,0,1062.0,446.0
596,0,0,11,0,1062.0,446.0
601,41,0,0,0,949.6341463414634,391.5609756097561
602,16,0,0,0,961.0,315.75
603,21,0,0,0,1026.3333333333333,312.8095238095238
604,52,0,0,0,1164.9038461538462,306.40384615384613
605,31,0,0,0,1278.6129032258063,299.64516129032256
608,39,0,0,0,1115.4615384615386,304.20512820512823
609,24,0,0,0,1061.1666666666667,350.4166666666667
610,28,0,0,0,1166.7857142857142,353.0357142857143
611,0,0,23,0,1200.0,353.0
612,0,0,41,0,1200.0,353.0
613,0,0,41,0,1200.0,353.0
614,12,0,12,0,1189.1666666666667,377.0833333333333
615,42,0,0,0,1162.4285714285713,504.6190476190476
618,0,0,30,0,1172.0,548.0
619,3,0,4,0,1150.5714285714287,538.8571428571429
620,47,0,0,0,1044.7659574468084,469.63829787234044
621,35,0,0,0,1038.4571428571428,428.8857142857143
622,13,0,0,0,1128.6923076923076,440.6923076923077
623,0,0,21,0,1146.0,446.0
624,0,0,1,0,1146.0,446.0
625,14,0,2,0,688.125,623.625
626,32,0,0,0,401.8125,776.40625
627,0,1,0,0,,
628,0,1,0,0,,
638,0,2,0,0,,
639,0,4,0,0,,
640,0,3,0,0,,
641,0,3,0,0,,
642,0,5,0,0,,
643,0,3,0,0,,
644,0,5,0,0,,
645,0,7,0,0,,
646,0,6,0,0,,
647,0,2,0,0,,
648,0,14,0,0,,
649,0,7,0,0,,
650,0,5,0,0,,
651,0,5,0,0,,
652,0,5,0,0,,
653,0,3,0,0,,
654,0,1,0,0,,
657,0,2,0,0,,
659,0,5,0,0,,
660,0,5,0,0,,
661,0,3,0,0,,
662,0,6,0,0,,
663,0,6,0,0,,
664,0,3,0,0,,
665,0,4,0,0,,
666,0,3,0,0,,
667,0,4,0,0,,
668,0,4,0,0,,
669,0,2,0,0,,
670,0,1,0,0,,
671,0,4,0,0,,
674,0,4,0,0,,
675,0,5,0,0,,
676,0,4,0,0,,
677,0,6,0,0,,
678,0,6,0,0,,
679,0,4,0,0,,
680,0,6,0,0,,
681,0,1,0,0,,
682,0,3,0,0,,
683,0,2,0,0,,
684,0,1,0,0,,
685,0,4,0,0,,
686,0,4,0,0,,
687,0,2,0,0,,
688,0,4,0,0,,
689,0,4,0,0,,
691,0,4,0,0,,
692,0,5,0,0,,
693,0,4,0,0,,
694,0,3,0,0,,
698,0,1,0,0,,
700,0,4,0,0,,
701,0,6,0,0,,
702,0,5,0,0,,
703,0,5,0,0,,
704,0,2,0,0,,
705,0,2,0,0,,
707,0,2,0,0,,
708,0,6,0,0,,
710,0,3,0,0,,
711,0,3,0,0,,
712,0,5,0,0,,
722,0,1,0,0,,
732,0,1,0,0,,
734,0,1,0,0,,
737,0,1,0,0,,
739,0,2,0,0,,
740,0,2,0,0,,
741,0,1,0,0,,
742,0,3,0,0,,
743,0,1,0,0,,
744,0,1,0,0,,
756,0,1,0,0,,
760,0,1,0,0,,
762,0,2,0,0,,
770,0,2,0,0,,
771,0,2,0,0,,
772,0,2,0,0,,
773,0,2,0,0,,
775,47,0,0,0,766.0851063829788,470.06382978723406
776,33,0,0,0,1079.2727272727273,329.93939393939394
779,27,0,0,0,1017.6296296296297,196.03703703703704
780,15,0,0,0,1061.9333333333334,304.26666666666665
781,0,0,1,0,1062.0,317.0
782,0,0,17,0,1062.0,317.0
783,0,0,2,0,1062.0,317.0
784,0,0,6,0,1062.0,317.0
786,56,0,0,0,984.3214285714286,302.7857142857143
787,18,0,0,0,1159.6666666666667,319.8333333333333
789,7,0,0,0,999.8571428571429,239.57142857142858
790,45,0,0,0,855.0666666666667,284.0444444444444
791,2,0,0,0,907.5,330.0
792,24,0,0,0,1074.9166666666667,357.9583333333333
793,27,0,0,0,1204.3703703703704,301.85185185185185
794,13,0,0,0,1173.3846153846155,319.7692307692308
795,26,0,0,0,1172.3461538461538,325.3076923076923
796,11,0,0,0,1227.8181818181818,26.545454545454547
797,7,0,0,1,1239.0,4.625
798,17,0,15,0,782.875,526.84375
799,0,0,60,0,693.0,635.0
802,0,0,3,0,693.0,635.0
803,0,0,36,0,693.0,635.0
804,2,0,31,0,691.969696969697,641.3030303030303
805,35,0,0,0,866.5714285714286,955.5428571428571
806,60,0,0,1,1071.1967213114754,22.950819672131146
807,36,0,0,0,1012.9722222222222,940.8888888888889
808,47,0,0,0,942.3829787234042,1067.6170212765958
809,25,0,0,1,881.0384615384615,1018.4615384615385
811,58,0,0,0,708.3275862068965,941.7413793103449
812,12,0,0,0,604.8333333333334,849.4166666666666
813,25,0,0,0,1241.12,639.48
814,30,0,0,0,1416.1,467.23333333333335
825,0,1,0,0,,
834,0,1,0,0,,
841,16,0,0,0,1807.875,377.0625
842,23,0,6,0,1583.551724137931,417.37931034482756
843,0,0,31,0,1493.0,425.0
844,0,0,4,0,1493.0,425.0
845,0,0,20,0,1493.0,425.0
846,0,0,32,0,1493.0,425.0
847,0,0,43,0,1493.0,425.0
848,0,0,38,0,1493.0,425.0
849,0,0,19,0,1493.0,425.0
850,0,0,35,0,1493.0,425.0
851,0,0,7,0,1493.0,425.0
852,0,0,36,0,1493.0,425.0
853,0,0,25,0,1493.0,425.0
854,0,0,9,0,1493.0,425.0
856,14,0,0,0,1359.642857142857,416.0
857,24,0,0,0,1324.0416666666667,375.0833333333333
858,0,0,6,0,1301.0,348.0
859,0,0,11,0,1301.0,348.0
863,0,0,2,0,1301.0,348.0
864,0,0,2,0,1301.0,348.0
872,72,0,0,0,971.4166666666666,500.18055555555554
873,0,2,0,0,,
874,0,3,0,0,,
875,0,3,0,0,,
876,0,2,0,0,,
877,0,4,0,0,,
878,0,3,0,0,,
879,0,6,0,0,,
880,0,3,0,0,,
881,0,2,0,0,,
882,0,3,0,0,,
883,0,5,0,0,,
884,0,2,0,0,,
885,0,3,0,0,,
887,0,3,0,0,,
888,0,4,0,0,,
889,0,4,0,0,,
890,0,5,0,0,,
891,0,5,0,0,,
892,0,2,0,0,,
893,0,5,0,0,,
894,0,5,0,0,,
895,0,4,0,0,,
896,0,6,0,0,,
897,0,6,0,0,,
898,0,6,0,0,,
899,0,3,0,0,,
900,0,1,0,0,,
901,57,0,0,0,1196.7368421052631,396.03508771929825
902,14,0,0,0,1166.5,359.07142857142856
903,0,0,10,0,1108.0,366.0
904,0,0,4,0,1108.0,366.0
905,0,0,3,0,1108.0,366.0
906,0,0,2,0,1108.0,366.0
910,0,1,0,0,,
914,0,1,0,0,,
935,0,1,0,0,,
938,0,1,0,0,,
943,44,0,0,0,1170.5454545454545,531.6136363636364
944,15,0,0,0,1149.7333333333333,496.6
951,2,0,0,0,1130.5,490.0
952,49,0,0,0,1048.4897959183672,469.3673469387755
954,0,0,15,0,927.0,436.0
955,0,0,12,0,927.0,436.0
956,0,0,9,0,927.0,436.0
957,0,0,3,0,927.0,436.0
960,0,0,3,0,927.0,436.0
962,0,0,1,0,927.0,436.0
963,0,0,2,0,927.0,436.0
964,74,0,0,0,765.5675675675676,399.7027027027027
965,23,0,0,0,1209.6521739130435,273.8695652173913
966,46,0,0,0,1060.8260869565217,317.3478260869565
967,0,0,8,0,1100.0,255.0
968,0,0,5,0,1100.0,255.0
969,17,0,0,0,1182.6470588235295,335.2352941176471
970,47,0,0,0,1111.1702127659576,327.5531914893617
971,0,0,1,0,1111.0,325.0
972,0,0,7,0,1111.0,325.0
975,0,0,2,0,1111.0,325.0
976,0,0,2,0,1111.0,325.0
979,0,0,10,0,1111.0,325.0
980,0,0,5,0,1111.0,325.0
981,0,0,13,0,1111.0,325.0
999,43,0,0,0,1178.3953488372092,177.95348837209303
1000,24,0,0,1,1256.68,32.56
1001,15,0,0,0,754.8,494.3333333333333
1002,32,0,0,0,673.71875,577.03125
1003,13,0,0,0,748.7692307692307,555.0
1004,39,0,0,0,725.3846153846154,565.1538461538462
1005,22,0,0,0,749.6818181818181,551.1818181818181
1006,23,0,0,1,734.9583333333334,581.75
1007,0,2,0,0,,
1008,0,2,0,0,,
1009,0,1,0,0,,
1010,0,5,0,0,,
1011,0,6,0,0,,
1012,0,1,0,0,,
1013,0,4,0,0,,
1014,0,3,0,0,,
1015,0,6,0,0,,
1016,0,3,0,0,,
1017,0,5,0,0,,
1018,0,3,0,0,,
1019,0,3,0,0,,
1020,0,5,0,0,,
1021,0,4,0,0,,
1022,0,4,0,0,,
1023,0,8,0,0,,
1024,0,4,0,0,,
1025,0,4,0,0,,
1026,0,7,0,0,,
1027,0,1,0,0,,
1028,0,1,0,0,,
1029,0,3,0,0,,
1030,0,4,0,0,,
1031,0,4,0,0,,
1032,0,6,0,0,,
1033,0,3,0,0,,
1034,0,5,0,0,,
1035,0,5,0,0,,
1036,0,1,0,0,,
1037,0,5,0,0,,
1038,0,4,0,0,,
1057,0,4,0,0,,
1058,0,5,0,0,,
1059,0,3,0,0,,
1060,0,1,0,0,,
1061,0,1,0,0,,
1062,0,2,0,0,,
1063,0,4,0,0,,
1064,0,5,0,0,,
1065,0,4,0,0,,
1066,0,4,0,0,,
1067,0,2,0,0,,
1068,0,3,0,0,,
1069,0,3,0,0,,
1070,0,1,0,0,,
1071,0,3,0,0,,
1072,0,4,0,0,,
1073,0,5,0,0,,
1075,0,4,0,0,,
1076,0,12,0,0,,
1077,0,5,0,0,,
1078,0,1,0,0,,
1079,0,1,0,0,,
1080,0,3,0,0,,
1081,0,4,0,0,,
1082,0,5,0,0,,
1083,0,5,0,0,,
1084,0,6,0,0,,
1085,0,3,0,0,,
1086,0,5,0,0,,
1087,0,2,0,0,,
1088,0,3,0,0,,
1089,0,3,0,0,,
1090,0,4,0,0,,
1091,0,6,0,0,,
1092,0,5,0,0,,
1093,0,4,0,0,,
1094,0,5,0,0,,
1095,0,3,0,0,,
1096,0,3,0,0,,
1097,0,4,0,0,,
1098,0,2,0,0,,
1099,0,4,0,0,,
1100,0,3,0,0,,
1101,0,1,0,0,,
1102,0,1,0,0,,
1103,0,2,0,0,,
1104,0,1,0,0,,
1105,0,2,0,0,,
1106,0,2,0,0,,
1108,0,2,0,0,,
1109,0,3,0,0,,
1110,0,2,0,0,,
1111,0,4,0,0,,
1112,0,6,0,0,,
1113,0,3,0,0,,
1114,0,5,0,0,,
1115,0,3,0,0,,
1118,37,0,0,0,1233.5405405405406,191.45945945945945
1119,42,0,0,0,939.9047619047619,490.42857142857144
1120,18,0,0,1,973.6842105263158,57.63157894736842
1126,0,1,0,0,,
1140,0,1,0,0,,
1142,17,0,0,0,1044.1176470588234,194.52941176470588
1143,49,0,0,0,992.9795918367347,310.9183673469388
1144,8,0,0,0,1151.5,324.0
1145,21,0,0,0,1177.5238095238096,353.5238095238095
1146,46,0,0,0,1229.608695652174,359.95652173913044
1147,0,0,2,0,1191.0,393.0
1148,0,0,11,0,1191.0,393.0
1157,0,0,6,0,1191.0,393.0
1159,0,0,3,0,1191.0,393.0
1163,0,0,27,0,1191.0,393.0
1164,0,0,11,0,1191.0,393.0
1173,64,0,0,0,1224.796875,12.390625
1174,71,0,0,0,1094.3521126760563,32.57746478873239
1175,30,0,0,0,1224.4333333333334,28.833333333333332
1186,0,0,0,1,1251.0,34.0
1187,34,0,0,0,838.4705882352941,609.3235294117648
1189,0,3,0,0,,
1190,0,3,0,0,,
1194,44,0,0,0,942.2727272727273,109.06818181818181
1195,19,0,0,1,1027.45,409.75
1196,4,0,0,0,1102.5,806.0
1197,47,0,0,0,1080.595744680851,626.7234042553191
1198,32,0,0,0,946.46875,424.84375
1203,17,0,0,0,266.3529411764706,90.82352941176471
1204,18,0,0,1,264.3157894736842,224.31578947368422
1205,11,3,0,0,587.8181818181819,611.7272727272727
1206,0,4,0,0,,
1208,0,3,0,0,,
1209,0,6,0,0,,
1210,0,3,0,0,,
1211,0,2,0,0,,
1213,0,3,0,0,,
1214,0,2,0,0,,
1215,0,7,0,0,,
1216,0,5,0,0,,
1217,0,5,0,0,,
1218,0,1,0,0,,
1219,0,2,0,0,,
1220,0,6,0,0,,
1221,0,5,0,0,,
1222,0,2,0,0,,
1223,0,4,0,0,,
1224,0,3,0,0,,
1225,0,4,0,0,,
1226,0,7,0,0,,
1227,0,5,0,0,,
1228,0,3,0,0,,
1229,0,4,0,0,,
1230,26,1,0,0,629.5,799.9230769230769
1231,38,0,0,0,1029.7368421052631,1060.6052631578948
1232,0,0,0,1,973.0,1060.0
1234,36,0,0,0,431.19444444444446,531.8055555555555
1235,23,0,0,0,992.5217391304348,632.6086956521739
1236,39,0,0,0,1512.7435897435898,143.12820512820514
1237,34,0,0,0,1547.4705882352941,5.147058823529412
1238,1,0,0,0,1548.0,20.0
1239,10,0,0,1,1324.1818181818182,103.9090909090909
1240,27,0,0,0,1010.0,85.81481481481481
1241,29,0,0,0,1000.8965517241379,511.2413793103448
1242,63,0,0,1,634.828125,1056.96875
1243,45,0,0,1,1321.2826086956522,134.69565217391303
1244,38,0,0,0,1370.6052631578948,29.894736842105264
1245,37,0,0,0,809.6486486486486,65.67567567567568
1246,38,0,0,1,319.87179487179486,60.333333333333336
1247,8,2,0,0,155.125,72.125
1248,30,0,0,0,790.1333333333333,945.0333333333333
1249,59,0,0,1,1061.8,1071.8166666666666
1250,40,0,0,0,808.575,646.6
1251,27,2,0,0,933.8518518518518,889.074074074074
1252,0,1,0,0,,
1253,8,0,0,0,770.625,824.5
1254,53,0,0,0,935.3962264150944,505.8867924528302
1255,7,0,0,1,1572.75,424.625
1256,22,0,0,0,1409.909090909091,112.45454545454545
1257,67,0,0,0,825.8805970149253,964.5522388059702
1258,28,0,0,1,733.1379310344828,1060.551724137931
1259,5,0,0,0,792.6,950.4
1260,72,0,0,0,1051.0,92.75
1261,23,0,0,0,460.9130434782609,6.739130434782608
1262,42,0,0,1,149.8139534883721,85.81395348837209
1267,0,2,0,0,,
1269,0,6,0,0,,
1270,0,6,0,0,,
1271,0,4,0,0,,
1272,0,6,0,0,,
1273,0,6,0,0,,
1274,0,7,0,0,,
1275,0,2,0,0,,
1276,0,4,0,0,,
1277,0,4,0,0,,
1278,0,2,0,0,,
1279,0,3,0,0,,
1280,0,6,0,0,,
1281,0,7,0,0,,
1282,0,6,0,0,,
1284,0,4,0,0,,
1285,0,7,0,0,,
1286,0,7,0,0,,
1287,0,5,0,0,,
1288,0,7,0,0,,
1289,0,4,0,0,,
1290,0,5,0,0,,
1291,0,4,0,0,,
1292,0,5,0,0,,
1293,0,3,0,0,,
1294,0,5,0,0,,
1295,0,4,0,0,,
1296,0,4,0,0,,
1297,0,3,0,0,,
1298,0,2,0,0,,
1299,0,3,0,0,,
1300,0,5,0,0,,
1301,0,3,0,0,,
1302,0,3,0,0,,
1303,0,7,0,0,,
1304,0,6,0,0,,
1305,0,4,0,0,,
1306,0,5,0,0,,
1308,0,3,0,0,,
1309,0,4,0,0,,
1312,0,1,0,0,,
1313,0,1,0,0,,
1314,0,2,0,0,,
1315,0,3,0,0,,
1316,0,2,0,0,,
1317,0,3,0,0,,
1318,0,2,0,0,,
1319,0,3,0,0,,
1320,0,1,0,0,,
1322,0,5,0,0,,
1323,0,5,0,0,,
1324,0,5,0,0,,
1325,0,1,0,0,,
1326,0,3,0,0,,
1327,0,2,0,0,,
1328,0,4,0,0,,
1329,0,1,0,0,,
1330,0,4,0,0,,
1331,0,5,0,0,,
1332,0,3,0,0,,
1333,0,3,0,0,,
1334,0,5,0,0,,
1335,0,4,0,0,,
1336,0,4,0,0,,
1337,0,1,0,0,,
1343,0,1,0,0,,
1365,0,1,0,0,,
1371,28,0,0,0,892.0,314.75
1373,30,0,0,0,1044.2333333333333,311.6
1374,0,0,6,0,1117.0,336.0
1375,0,0,52,0,1117.0,336.0
1376,0,0,51,0,1117.0,336.0
1377,0,0,53,0,1117.0,336.0
1378,0,0,50,0,1117.0,336.0
1379,0,0,19,0,1117.0,336.0
1380,0,0,17,0,1117.0,336.0
1382,0,0,11,0,1117.0,336.0
1383,0,0,36,0,1117.0,336.0
1388,42,0,0,0,1085.5238095238096,460.92857142857144
1405,29,0,0,0,1168.2758620689656,77.34482758620689
1406,70,0,0,0,1238.9142857142858,17.557142857142857
1407,60,0,0,0,1298.4333333333334,5.1
1408,41,0,0,0,1361.5853658536585,13.560975609756097
1409,30,0,0,1,1192.0,210.90322580645162
1410,60,0,0,0,837.5166666666667,647.4166666666666
1411,48,0,0,1,829.2448979591836,651.4081632653061
1412,73,0,0,0,845.6164383561644,623.8219178082192
1413,38,0,0,0,643.7368421052631,646.9473684210526
1414,53,0,0,0,625.6981132075472,631.8490566037735
1415,7,2,0,0,658.7142857142857,631.7142857142857
1416,0,1,0,0,,
1417,0,2,0,0,,
1418,0,2,0,0,,
1419,0,1,0,0,,
1422,0,3,0,0,,
1423,0,4,0,0,,
1424,0,6,0,0,,
1425,0,5,0,0,,
1426,0,6,0,0,,
1427,0,2,0,0,,
1428,0,5,0,0,,
1434,0,2,0,0,,
1435,0,2,0,0,,
1436,0,6,0,0,,
1437,0,5,0,0,,
1438,0,2,0,0,,
1439,0,3,0,0,,
1440,0,3,0,0,,
1441,0,2,0,0,,
1442,0,4,0,0,,
1443,0,5,0,0,,
1444,0,4,0,0,,
1445,0,2,0,0,,
1446,0,5,0,0,,
1447,0,7,0,0,,
1448,0,3,0,0,,
1449,0,3,0,0,,
1450,0,5,0,0,,
1451,0,3,0,0,,
1452,0,1,0,0,,
1453,37,0,0,0,825.2972972972973,582.8378378378378
1454,59,0,0,0,407.06779661016947,641.7118644067797
1455,49,0,0,0,569.4897959183673,732.469387755102
1456,57,0,0,0,408.70175438596493,665.6666666666666
1457,0,2,0,1,418.0,663.0
1458,0,5,0,0,,
1459,0,6,0,0,,
1460,0,5,0,0,,
1461,0,4,0,0,,
1462,0,4,0,0,,
1463,0,4,0,0,,
1464,0,1,0,0,,
