Time (s),Inclination (deg),Rotation (deg)
57.0,9.4058275065,-51.84564175
58.0,9.375403695,-51.711004720000005
59.0,9.409623242,-51.91186278
60.0,9.4471899745,-52.08153316
61.0,9.5849892595,-52.20239375
62.0,9.543237086,-51.836755295
63.0,9.551541888500001,-51.76415844
64.0,9.574364009,-52.093848595
65.0,9.582227512500001,-51.799659855
66.0,9.627431437,-51.803981095
67.0,9.6089436255,-52.495857475
68.0,9.631280645499999,-52.333095385
69.0,9.6677203265,-52.842870115
70.0,9.6682321075,-52.57216761
71.0,9.7231138235,-53.011146825
72.0,9.703106088,-52.80151652
73.0,9.835740793,-52.711661205
74.0,9.800334646500001,-52.497407464999995
75.0,9.78862872,-52.80350984
76.0,9.693668488,-52.31110957
77.0,9.707770922,-52.05508669
78.0,9.694708315,-52.301784229999996
79.0,9.6940491275,-52.26636426
80.0,9.667865874,-52.023631449999996
81.0,9.6423595715,-51.859263115000005
82.0,9.6869699585,-52.163054759999994
83.0,9.681573758999999,-51.942156374999996
84.0,9.662581716999998,-52.033401945
85.0,9.66555207,-52.135649560000004
86.0,9.6712630765,-52.058097065
87.0,10.152785207,-52.074610305
88.0,10.666691675,-52.43322266
89.0,10.247429205,-51.357687420000005
90.0,10.02600027,-51.572182675
91.0,9.8385726175,-50.74905215
92.0,9.7207004615,-51.09451128
93.0,9.728661291,-51.138778525
94.0,9.7574067055,-51.030040035
95.0,9.695614445,-50.75409587
96.0,9.72078693,-51.094844305
97.0,9.788419532999999,-51.10829212
98.0,9.7729719575,-50.839605785
99.0,9.9295337605,-51.302464015
100.0,9.9692615815,-51.418886584999996
101.0,9.8362264525,-51.209250055
102.0,9.76493084,-50.83703626
103.0,9.836294503,-51.39387926
104.0,9.81522583,-51.268089925
105.0,9.760882501000001,-50.82553652
106.0,9.7849583315,-51.161735289999996
107.0,9.783712006,-51.234075335
108.0,9.7350305295,-51.04898885
109.0,9.727391687499999,-50.815509035000005
110.0,9.9479397695,-51.727591024999995
111.0,9.931838214999999,-51.191821795
112.0,9.8112888445,-50.951183505
113.0,9.80744279,-51.227439035
114.0,9.784466926,-51.2653102
115.0,9.7170109675,-50.801540485000004
116.0,9.7166366965,-50.672898364999995
117.0,9.769554120999999,-50.84380851
118.0,9.738732049,-50.744355915
119.0,9.7580615395,-50.859561775
120.0,9.7730027725,-50.88490085
121.0,9.730962505,-50.802470650000004
122.0,9.7134202125,-50.535993215
123.0,9.7124632895,-50.745837255
124.0,9.7141413825,-50.90141199
125.0,9.731575668,-50.760623980000005
126.0,9.920352122,-51.889789574999995
127.0,9.819191915000001,-51.4782338
128.0,9.484947906,-52.34759552
129.0,9.1616546795,-51.00349903
130.0,10.004918892500001,-46.974645505
131.0,9.67576186,-51.02868738
132.0,12.05544583,-44.45934575
133.0,12.367267555,-44.139864655
134.0,11.774573414999999,-42.537580355
135.0,11.96436411,-34.331073105
136.0,21.55202741,25.545258105
137.0,17.438895135,-31.59762692
138.0,12.80823347,-0.767688792995
139.0,12.72842144,27.1684423925
140.0,12.091428306500001,6.169442270000001
141.0,8.941452917,-40.68725073
142.0,8.6599030665,-39.670938050000004
143.0,8.6793759285,-40.329198735
144.0,8.700459761000001,-40.693117535
145.0,8.7027108485,-40.632808315000005
146.0,8.68776107,-40.734733255
147.0,8.713697633,-40.77704285
148.0,8.692946689,-40.827724915000005
149.0,8.6366690755,-40.391431804999996
150.0,8.6097297315,-40.499304914999996
151.0,8.6274780385,-40.670233800000005
152.0,8.572738902000001,-40.97957509
153.0,8.614061102,-40.84265189
154.0,8.643014058,-41.22842005
155.0,8.623529592,-40.9174721
156.0,8.584153686,-40.86953545
157.0,8.594717303500001,-41.10642552
158.0,8.603773294,-41.24666521
159.0,8.582468272,-41.188454245
160.0,8.537389064,-40.877609275
161.0,8.5329623715,-41.02215502
162.0,8.548623826,-41.118192879999995
163.0,8.5253744415,-40.88318322
164.0,8.505491025000001,-40.84870103
165.0,8.5236333165,-40.900504925
166.0,8.506012980000001,-40.978389455
167.0,8.497465732,-40.043367575
168.0,8.3761122035,-40.357546619999994
169.0,8.4158156515,-40.658176194999996
170.0,8.3997673605,-40.45956187
171.0,8.3628050355,-40.402641425
172.0,8.374518932,-40.310700895
173.0,8.409684443,-40.554371180000004
174.0,8.3988842255,-40.362307494999996
175.0,8.388953524000001,-40.4917429
176.0,8.4342473285,-40.8432232
177.0,8.4115206325,-40.559577495
178.0,8.384024059000001,-40.434317675
179.0,8.411967825,-40.84890356
180.0,8.448389388,-40.70399048
181.0,8.4104931215,-40.79364633
182.0,8.4140687085,-40.768793185
183.0,8.427404601500001,-41.01682555
184.0,8.444155357,-40.929347825
185.0,8.414897424500001,-40.869878995
186.0,8.4169749195,-40.955552620000006
187.0,8.4434609785,-41.088544505
188.0,8.45464127,-40.97105571
189.0,8.430323354,-40.892522275
190.0,8.4473978915,-40.999526805
191.0,8.4404342405,-41.051364135
192.0,8.656130446999999,-39.6508509
193.0,8.5485117375,-41.095130155
194.0,8.5220746325,-41.373192794999994
195.0,8.5281999645,-41.34822081
196.0,8.604339247,-40.299717435000005
197.0,8.4659784155,-40.595992315000004
198.0,8.469564368,-40.76607947
199.0,8.454899648000001,-40.549951995
200.0,8.3928940675,-41.07551841
201.0,8.4114338185,-41.02974517
202.0,8.544844426000001,-40.482642889999994
203.0,8.8116445195,-41.18705411
204.0,8.798195197,-41.42135763
205.0,8.687307655,-41.31229398
206.0,8.643481722499999,-40.864169005
207.0,8.58264558,-40.57953385
208.0,8.59254854,-40.74359269
209.0,8.612791574,-40.84727176
210.0,8.606906132999999,-40.69246899
211.0,8.5940531475,-40.84790024
212.0,8.632983574499999,-40.970505315
213.0,8.600205614,-40.883287445
214.0,8.587471996000001,-40.967707655
215.0,8.581527846,-40.842145875
216.0,8.594046702,-40.553119955
217.0,8.692270004000001,-41.490640709999994
218.0,8.697599186,-41.449502915
219.0,8.873168774500002,-40.75605808
220.0,9.1510797075,-40.29818401
221.0,8.943748641500001,-41.216377995
222.0,9.1592326125,-41.721953150000004
223.0,9.098849706,-40.8493601
224.0,8.83933933,-40.91983055
225.0,8.792418561,-41.157500975000005
226.0,8.7860934285,-40.998955069999994
227.0,8.724181726000001,-40.717419085
228.0,8.688413803,-41.21123504
229.0,8.7290174235,-41.238306515000005
230.0,8.7354257125,-41.16248927
231.0,8.845599552,-41.40365648
232.0,8.990405568,-41.67671991
233.0,8.9188773035,-41.401370635
234.0,8.8120073425,-41.036357065
235.0,8.7798575015,-40.99131051
236.0,9.008117566,-42.173270994999996
237.0,9.029809100000001,-42.112771640000005
238.0,9.073307536,-41.865054810000004
239.0,9.058472254,-41.587392855000004
240.0,8.998627997,-41.649997435
241.0,8.904037648,-41.571348904999994
242.0,8.9157218295,-41.720824575
243.0,8.8685730815,-41.40179685
244.0,8.897091803,-41.544501275
245.0,8.9375701435,-41.7040515
246.0,8.9163034205,-41.54481799
247.0,8.876212419,-41.30475047
248.0,8.90862835,-41.82813756
249.0,8.933494889999999,-41.495585555000005
250.0,8.868129683,-41.37478017
251.0,8.815196154,-41.34779391
252.0,8.8523722025,-41.332297665
253.0,8.9426361195,-41.18964998
254.0,8.870133194000001,-41.120352725000004
255.0,8.880953153499998,-42.075151215
256.0,8.912213104,-41.99971638
257.0,8.8023700175,-41.409225225
258.0,8.820112188500001,-41.491019315
259.0,8.8129353115,-41.68271863
260.0,8.840006834499999,-41.776107495000005
261.0,8.7638302735,-41.331575525
262.0,8.8218229325,-41.847288195000004
263.0,8.8239154495,-41.700389265
264.0,8.7904252515,-41.641930575
265.0,8.8049605575,-41.639302025000006
266.0,8.880886585999999,-41.722149015
267.0,8.840503474,-40.895359154999994
268.0,8.854397841499999,-41.68709937
269.0,8.985753543,-40.680594995
270.0,9.447769884500001,-40.039992119999994
271.0,8.8512106885,-41.214320830000005
272.0,9.171887855,-43.186194515
273.0,7.968279949499999,-43.102915104999994
274.0,7.452298432,-40.673607774999994
275.0,8.7242917215,-44.55340352499999
276.0,8.608759193000001,-43.24634754
277.0,8.581779919,-43.32606755
278.0,8.5423926225,-42.943514195
279.0,8.716580779000001,-44.12325538
280.0,8.716520873,-44.277420809999995
281.0,8.683414519500001,-43.100214135
282.0,8.712097457,-43.33496608
283.0,8.680450656,-43.2449252
284.0,8.667290109,-43.3809662
285.0,8.690596523,-43.41473072
286.0,8.679286915,-43.271209369999994
287.0,8.672506519,-43.327081045
288.0,8.697055809,-43.38892176
289.0,8.688052351500001,-43.345350705
290.0,8.6794907075,-43.413278295
291.0,8.6956615555,-43.251513724999995
292.0,8.6884955785,-43.374143225
293.0,8.6866569125,-43.307505864999996
294.0,8.6699817855,-43.306431364999995
295.0,8.631023271,-43.053437975
296.0,8.803880739499998,-43.617380125
297.0,9.137168183,-43.99326012
298.0,8.9061758515,-43.23558896
299.0,9.110728038,-44.710172220000004
300.0,9.572440627999999,-44.456340620000006
301.0,12.572049289999999,-43.490355550000004
302.0,10.345735600000001,-42.903450365
303.0,9.8264917025,-41.36506048
304.0,9.698015093,-41.23574629
305.0,9.892034112000001,-41.481023905
306.0,10.051236542,-45.74247153
307.0,10.95396362,-53.13311555
308.0,13.55299128,-59.00285993
309.0,13.09754311,-55.665737910000004
310.0,13.597441195,-57.596112405
311.0,12.20898856,-52.365969465000006
312.0,11.544645415,-50.561058705
313.0,11.812276985,-51.058866355
314.0,11.586259745,-50.720181464999996
315.0,11.67260876,-51.33360718
316.0,11.51602118,-51.371773655
317.0,11.55936352,-51.83030525
318.0,11.544549570000001,-51.569187395
319.0,11.53014071,-51.50405318
320.0,11.436937140000001,-51.281069575000004
321.0,11.44806995,-51.321209815
322.0,11.490677054999999,-51.406941105
323.0,11.511630535,-51.383533220000004
324.0,11.406756005,-51.19441825
325.0,11.32830854,-50.79135827
326.0,11.319532084999999,-51.15115694
327.0,11.35997313,-51.31833074
328.0,11.306706475,-50.99688459
329.0,11.27004069,-50.967457515
330.0,11.3239977,-51.122727545000004
331.0,11.33624155,-51.19151081
332.0,11.27600068,-50.8997914
333.0,11.33689566,-50.87848737
334.0,11.518382514999999,-51.134571629999996
335.0,11.574784225,-51.638973995
336.0,11.857314174999999,-52.186595495
337.0,11.665998625,-51.74539512
338.0,11.58821232,-51.56821281
339.0,11.549437104999999,-51.42839257
340.0,11.527133865,-51.471142145
341.0,11.603524005,-51.582910639999994
342.0,11.536565105000001,-51.391954104999996
343.0,11.48657236,-51.41083834
344.0,11.5842444,-51.462274745
345.0,11.536369104999999,-51.45393134
346.0,11.53495821,-51.21847024
347.0,11.59845318,-51.46471098
348.0,11.548763229999999,-51.40375409
349.0,11.55994048,-51.487406725
350.0,11.68909938,-51.589636915
351.0,11.619925604999999,-51.302163695
352.0,11.548898470000001,-51.323097360000006
353.0,11.597153775,-51.467114505
354.0,11.557495655,-51.318934604999995
355.0,11.53438058,-51.18176588
356.0,11.53133139,-51.265389819999996
357.0,11.567168370000001,-51.34190043
358.0,11.530133905,-51.276322515
359.0,11.49453006,-51.14489403
360.0,11.50656889,-51.335897474999996
361.0,11.52307629,-51.263620329999995
362.0,11.51027525,-51.27035087
363.0,11.523203865,-51.249013160000004
364.0,11.514989024999998,-51.27743659
365.0,11.478371840000001,-51.065382545000006
366.0,11.598982915,-51.54928302
367.0,11.57753657,-51.38379656
368.0,11.844181410000001,-51.586423095
369.0,11.59094543,-50.37459004
370.0,11.54025527,-50.869888795
371.0,11.50766975,-51.339865579999994
372.0,11.45781305,-51.48401756
373.0,11.426051224999998,-51.544634695
374.0,11.38275647,-51.23546899
375.0,11.377547265,-51.243981149999996
376.0,11.427173265,-51.3588794
377.0,11.398175545,-51.297037345
378.0,11.380357045,-51.152810615
379.0,11.23864908,-51.055823860000004
380.0,11.114363990000001,-50.936951955
381.0,11.19195172,-51.11291464
382.0,11.193972975000001,-51.159468954999994
383.0,11.2437082,-52.26569168
384.0,11.388353535,-52.624635170000005
385.0,11.47168593,-53.20963472
386.0,11.69843931,-53.09333131
387.0,10.36507229,-50.984492585
388.0,11.329593840000001,-53.230370735
389.0,11.192419395,-52.18338204
390.0,11.210824335,-52.49508417
391.0,11.18533942,-52.463612845
392.0,11.182383075,-52.539953485
393.0,11.188637255,-52.518149844999996
394.0,11.26064251,-51.910732655
395.0,11.2836776,-51.35676129
396.0,11.267017565,-51.842624345000004
397.0,11.496565115,-51.34265992
398.0,11.858624805,-49.939569545
399.0,11.636061575,-50.65969374
400.0,11.835838195000001,-51.54652447
401.0,11.538702115,-51.30964835
402.0,11.558677549999999,-52.244826540000005
403.0,11.706095845,-52.44854564
404.0,11.775054715,-52.78307964
405.0,11.626980285,-52.479603225
406.0,11.626895739999998,-52.636906745000005
407.0,11.58914809,-52.546441095
408.0,11.550700715,-52.454229260000005
409.0,11.576132915,-52.64605125
410.0,11.7135387,-52.82944762
411.0,11.51094047,-52.94299649
412.0,11.490446904999999,-52.572942935
413.0,11.478414755,-52.56975225
414.0,11.549529425,-52.767316695
415.0,11.52142027,-52.715328580000005
416.0,11.474283755,-52.645894014999996
417.0,11.4663929,-52.505674795
418.0,11.59938674,-53.01733267
419.0,11.581068745,-52.84532802
420.0,11.51789606,-52.639862629999996
421.0,11.487955775,-52.65280717
422.0,11.508014880000001,-52.77968071
423.0,11.818372029999999,-53.07047673
424.0,11.685301890000002,-52.392289205
425.0,12.81253345,-55.32091895
426.0,12.98974154,-52.87907434
427.0,11.596197714999999,-53.154443175
428.0,11.551224994999998,-53.09936895
429.0,11.5322142,-52.727684655000004
430.0,11.64797211,-52.763705575
431.0,11.929581774999999,-52.638432
432.0,11.887824895,-52.47128766
433.0,11.910277375,-52.52867663000001
434.0,11.8326752,-52.020822675000005
435.0,11.868565154999999,-51.928142065
436.0,11.82995294,-51.58525307
437.0,11.84211102,-51.7877171
438.0,11.81149316,-51.53884821
439.0,11.77725671,-51.25920743
440.0,11.88458354,-51.770440945000004
441.0,11.799911575,-51.35429529
442.0,11.773933435,-51.356889285
443.0,11.807770015,-51.3686594
444.0,12.077446315,-52.376298835
445.0,11.905784845,-51.733570334999996
446.0,11.93314217,-51.88538534
447.0,11.985528585,-51.937482315
448.0,11.941418630000001,-51.843851145
449.0,11.849026460000001,-51.74914314
450.0,11.89546494,-51.754460795
451.0,11.894131315,-51.971765725
452.0,11.82393733,-51.550794695
453.0,11.865016404999999,-51.765573145
454.0,11.874653705,-51.775477805
455.0,11.798132445,-51.581785665
456.0,11.78827668,-51.61940237
457.0,11.831689185,-51.739058565
458.0,11.817024785000001,-51.58852382
459.0,11.772154650000001,-51.542414985
460.0,11.73745232,-51.476126115
461.0,11.80795789,-51.56596662
462.0,11.832228220000001,-51.64938026
463.0,11.81376015,-51.600677155
464.0,11.778487015,-51.532844545
465.0,11.824505515,-51.638666495
466.0,11.729327219999998,-51.712771475
467.0,11.69692379,-51.867528300000004
468.0,11.664945185,-51.648796860000004
469.0,11.703904455,-51.69895391
470.0,11.742735119999999,-51.852233975
471.0,11.68688334,-51.71788963
472.0,11.651323994999998,-51.44803936
473.0,11.653342885,-51.564525305000004
474.0,11.677909065000001,-51.517376195
475.0,11.660031315,-51.509590745
476.0,11.665098835,-51.588038665
477.0,11.691872315000001,-51.551643195
478.0,11.641773815,-51.44381695
479.0,11.65560339,-51.52632203
480.0,11.77254452,-51.870495039999994
481.0,11.868697855,-51.509368144999996
482.0,11.948891685,-50.686288405
483.0,12.068765395,-50.646791455
484.0,12.025794325,-51.045843175
485.0,12.02649775,-51.13675092
486.0,12.105915995,-51.37426941
487.0,12.02406381,-51.03981608
488.0,12.001004245,-51.194851655
489.0,12.00854248,-51.236047385000006
490.0,12.083097995,-51.532714955
491.0,12.030603955,-51.359944165
492.0,12.109899655,-51.532361625
493.0,12.153791465000001,-51.422038009999994
494.0,12.097542715,-51.342988245
495.0,12.022051825,-51.279437724999994
496.0,12.123276390000001,-51.491602805
497.0,12.149630720000001,-51.416735865
498.0,12.094968155,-51.41043559
499.0,12.10675779,-51.44324243
500.0,12.159771355,-51.53810981
501.0,12.092683955,-51.268553925000006
502.0,12.106162405,-51.391099245
503.0,12.13600624,-51.33728036
504.0,12.116055945,-51.268788779999994
505.0,12.10266988,-51.44010432
506.0,12.163579875,-51.538842885
507.0,12.1288994,-51.46730519
508.0,12.11028349,-51.352546149999995
509.0,12.15207637,-51.530779429999996
510.0,12.125638685,-51.54021471
511.0,12.060392275000002,-51.302647665
512.0,12.144128075000001,-51.592675785
513.0,12.14377684,-51.59431929
514.0,12.077380699999999,-51.54000737
515.0,12.092458265,-51.57768901
516.0,12.084365805000001,-51.574451485
517.0,12.05968292,-51.410279485000004
518.0,12.04617347,-51.370414780000004
519.0,12.09661481,-51.81116358
520.0,11.91907779,-51.51429775
521.0,11.91394532,-51.224169634999996
522.0,12.12017346,-51.679195945000004
523.0,12.12050715,-51.81588954
524.0,12.067758855000001,-51.666622995
525.0,12.149625455,-51.91771813
526.0,11.98918197,-51.236294465
527.0,11.89548013,-51.123222944999995
528.0,11.89178422,-51.18401983
529.0,11.943546405,-51.22217976
530.0,11.921985995,-51.243009795000006
531.0,11.850911499999999,-51.098246360000005
532.0,11.90281425,-51.35974077
533.0,11.899109634999999,-51.15763113
534.0,11.854098705,-50.903741690000004
535.0,11.81178738,-51.005752915
536.0,11.906811695,-51.169745954999996
537.0,11.889812865,-51.122531185
538.0,11.83872093,-50.94597092
539.0,11.83555896,-51.133070585
540.0,11.913694495,-51.2061118
541.0,11.880738825000002,-51.024206684999996
542.0,11.794437145,-51.035432255
543.0,11.86824811,-51.126534254999996
544.0,11.880635285,-51.12396977
545.0,11.82233411,-51.001173945000005
546.0,11.817660935,-51.07812532
547.0,11.88278981,-51.175089555
548.0,11.844880865,-50.975412545
549.0,11.78751261,-50.967747585
550.0,12.046894115,-51.732719805
551.0,12.02826384,-51.295758795
552.0,12.0170395,-51.90027901
553.0,11.70967975,-50.981959245
554.0,11.789463425000001,-51.424460655
555.0,11.77176317,-51.376150280000004
556.0,11.744994819999999,-51.361920235
557.0,11.76575654,-51.40168748
558.0,11.76353718,-51.321188485
559.0,11.7554354,-51.35161704
560.0,11.79796385,-51.370326175
561.0,11.859611995,-51.265458525
562.0,12.15637495,-52.258406975
563.0,12.196349845,-52.589207880000004
564.0,11.15618222,-48.88733331
565.0,11.86911623,-53.149282424999996
566.0,10.2898162,-47.65791867
567.0,12.202888680000001,-53.077273665
568.0,11.53784318,-51.19399995
569.0,10.675190449999999,-50.71756076
570.0,11.12204803,-51.673280735
571.0,11.471451734999999,-51.759025245000004
572.0,11.376642245,-51.215983715
573.0,11.495067545,-50.955460634999994
574.0,11.3790493,-50.596465015
575.0,11.382997025000002,-50.6475418
576.0,11.432366055,-50.71354897
577.0,11.408967895,-50.68131244
578.0,11.343758875,-50.59585083
579.0,11.348983285,-50.69538944
580.0,11.378477029999999,-50.80846108
581.0,11.383232345,-50.73180964
582.0,11.39186124,-50.732454875
583.0,11.35912497,-50.72339401
584.0,11.32653522,-50.70558359499999
585.0,11.31998479,-50.575542444999996
586.0,11.36502827,-50.563109305
587.0,11.374602545,-50.63227838
588.0,11.315204215,-50.638798550000004
589.0,11.30322371,-50.65646385
590.0,11.352847155,-50.767033395
591.0,11.366079169999999,-50.674206690000005
592.0,11.288464605,-50.21415567
593.0,11.286189125,-50.37576306
594.0,11.34961442,-50.69048155
595.0,11.29325832,-50.251956985
596.0,11.253008385000001,-50.19940461
597.0,11.27939431,-50.232334345
598.0,11.336779,-50.42584968
599.0,11.260304600000001,-50.22235334
600.0,11.268179974999999,-50.302830875
601.0,11.30243956,-50.368010465
602.0,11.265136455,-50.245687245
603.0,11.238840805,-50.242810594999995
604.0,11.29959867,-50.324231355
605.0,11.28160772,-50.28043736
606.0,11.228399375,-50.124364085
607.0,11.2932564,-50.276543880000006
608.0,11.28936696,-50.21255978
609.0,11.216808735,-50.064364409999996
610.0,11.23294159,-50.139460205
611.0,11.27819216,-50.228211085
612.0,11.2068422,-50.059800265
613.0,11.172847085,-49.949863515000004
614.0,11.23785946,-50.220067145
615.0,11.22241255,-49.95210461
616.0,11.18421434,-50.033503925000005
617.0,11.2792885,-50.37659789
618.0,11.26500892,-50.300104565
619.0,11.2310938,-50.15424214
620.0,11.20320104,-50.205110095
621.0,11.227894295,-50.343551165
622.0,11.232320935,-50.275311355
623.0,11.191837155,-50.16293193
624.0,11.214671254999999,-50.290527589999996
625.0,11.242629045000001,-50.28021466
626.0,11.192535,-50.129446044999995
627.0,11.263846659999999,-50.454701565
628.0,11.482611265,-51.007428195
629.0,11.42751782,-50.78865664
630.0,11.45111726,-50.663746435
631.0,11.54692118,-51.072545695
632.0,11.54789921,-51.041766714999994
633.0,11.468010985,-50.991140494999996
634.0,11.43667438,-50.81261749
635.0,11.48081006,-50.955429269999996
636.0,11.4239848,-50.739992400000006
637.0,11.387004005,-50.715195275
638.0,11.474127095,-50.854710455
639.0,11.650365465,-51.145437865
640.0,11.70213072,-51.12614412
641.0,11.595731915,-50.895158949999995
642.0,11.62654581,-51.15386334
643.0,11.550514934999999,-50.808742005
644.0,11.621487055,-51.09128723
645.0,11.66759321,-50.995739755
646.0,11.543679045000001,-50.786119455000005
647.0,11.814660065,-51.653134304999995
648.0,11.83845485,-50.98306645
649.0,11.723516445,-51.11951357
650.0,11.580197689999999,-50.773557115
651.0,11.59812431,-51.03041354
652.0,11.52897987,-50.73704959
653.0,11.651458845,-51.21000425
654.0,11.570511719999999,-50.843313120000005
655.0,11.36796641,-50.497321029999995
656.0,10.610441905,-46.589992685
657.0,10.885836913999999,-45.453945614999995
658.0,11.509569245,-44.948490995
659.0,11.697323025,-46.826868774999994
660.0,11.938521479999999,-48.94547081
661.0,11.946823590000001,-48.890032860000005
662.0,12.20714061,-50.25281443
663.0,11.582003555,-48.919301725
664.0,12.344561955,-52.058835445
665.0,11.518484115,-48.61994082
666.0,11.45675294,-49.51702272
667.0,11.839854545,-49.15377223
668.0,11.754972485,-48.68099153
669.0,11.693595084999998,-48.70847514
670.0,11.723380995,-49.091927850000005
671.0,11.73838473,-49.24262858
672.0,11.924953415000001,-49.258915834999996
673.0,11.64945767,-48.55462955
674.0,11.693328075,-49.074026185
675.0,11.66296803,-48.646856655
676.0,11.67038866,-48.787493835
677.0,11.647075995,-48.7877536
678.0,11.685069745,-48.81635165
679.0,11.621717635,-48.624287135
680.0,11.629029769999999,-48.720478225
681.0,11.67281483,-48.719245835
682.0,11.6807075,-49.06783979
683.0,11.735526605,-49.00233825
684.0,11.93337191,-49.2285878
685.0,11.631140795,-48.459567945
686.0,11.62215645,-48.724971215
687.0,11.562557075,-48.595508225
688.0,11.510265145,-48.51248685
689.0,11.571709725,-48.626405770000005
690.0,11.564435995,-48.65473121
691.0,11.496326725,-48.44562528
692.0,11.45380661,-48.58509007
693.0,11.591229165,-48.62637403
694.0,11.510073325,-48.46585009
695.0,11.454908485,-48.21461409
696.0,11.55045591,-48.476422235
697.0,11.50761764,-48.3425089
698.0,11.469284909999999,-48.307960635
699.0,11.53164903,-48.530615155
700.0,11.518130325,-48.508397939999995
701.0,11.486364550000001,-48.307402915
702.0,11.565175360000001,-48.667484145
703.0,11.534297725,-48.3680839
704.0,11.538016645,-48.500866555
705.0,11.526068185,-48.566030825
706.0,11.49551361,-48.459356514999996
707.0,11.565005155,-48.7119601
708.0,11.519042405,-48.410624735
709.0,11.491586165000001,-48.485469210000005
710.0,11.590885674999999,-48.527858805
711.0,11.550181745,-48.360884729999995
712.0,11.483055895,-48.337815145
713.0,11.553569249999999,-48.502464145
714.0,11.480977865,-48.23639561
715.0,11.626220585,-48.17001878
716.0,12.552324039999998,-50.269000635
717.0,12.26121583,-49.88960054
718.0,11.876491099999999,-47.72056227
719.0,12.579371015,-50.23126471
720.0,12.81862046,-51.69653101
721.0,11.973648815,-49.987923545
722.0,11.3157494,-47.3832264
723.0,12.524474735,-51.46503939
724.0,10.1504398235,-45.221309155
725.0,9.3394485425,-46.026230995000006
726.0,10.07251492,-47.469614175000004
727.0,9.9024258435,-45.738351535
728.0,10.720004625,-47.07698449
729.0,10.97570148,-47.150563935
730.0,10.782423365,-46.396554535
731.0,10.866935935,-46.854708945
732.0,11.005950115,-46.866200324999994
733.0,11.265156895,-46.822423064999995
734.0,11.661187275,-46.92196224
735.0,11.607327269999999,-47.53532497
736.0,11.653693245,-47.8809244
737.0,11.67328017,-47.96076981
738.0,11.621490775,-47.717086710000004
739.0,11.59012649,-47.813544805
740.0,11.706594855,-48.023275345
741.0,11.872087615,-48.687089525000005
742.0,11.948772575,-48.811935215
743.0,11.87205088,-48.41529592
744.0,11.90281858,-48.925120835
745.0,11.70584449,-47.9559338
746.0,11.685355900000001,-48.34625496
747.0,11.72574474,-48.72402784
748.0,11.70575689,-48.61914639
749.0,11.710231375,-48.59688267
750.0,11.928469615000001,-49.073423875
751.0,12.04938706,-49.027852894999995
752.0,11.679547750000001,-48.638685715
753.0,11.438737445000001,-49.261461985
754.0,11.446295035,-49.26401905
755.0,11.448549785,-49.233902055
756.0,11.461149595,-49.23328191
757.0,11.464264615000001,-49.19691429
758.0,11.44786761,-49.17441979
759.0,11.470351075,-49.219262584999996
760.0,11.468175604999999,-49.25620295
761.0,11.542530764999999,-49.33213279
762.0,11.80269753,-49.495060535
763.0,11.89811186,-49.98890391
764.0,11.72419829,-49.574015885
765.0,11.564855065,-49.82300726
766.0,11.559622345000001,-49.71164166
767.0,11.462358739999999,-49.516946295
769.0,11.422961149999999,-49.405438239999995
770.0,11.417644,-49.375804384999995
771.0,11.42402243,-49.326308065
772.0,11.70568329,-50.337345215
773.0,11.788823350000001,-50.790273475
774.0,11.619275135,-50.427694725
