,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Sound pressure level (dB),Attitude x (m/s^2),Attitude y (m/s^2),Attitude z (m/s^2),Absolute Attitude (m/s^2),Tilt up/down (deg)_x,Tilt left/right (deg)_x,Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Blinking,Looking Center,Looking Left,Looking Right,Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute Linear acceleration (m/s^2),Event,PositionX,PositionY,Inclination (deg),Rotation (deg),Tilt up/down (deg)_y,Tilt left/right (deg)_y,Tilt up/down (deg),Tilt left/right (deg),isDistracted
10,10.0,-1.233750579,0.9957616559,9.734031507,9.862304602,-60.93581169,-1.233750579,0.9957616559,9.734031507,9.862304602,5.84086557,-7.2235005635,304.65,272.95,373.1,266.75,20.0,20.0,20.0,20.0,-0.00027067919385,9.632239335e-05,-6.182556604999999e-05,0.000825847522,-0.005783084738,0.0012481591213,0.0522614447,0.052599139265,33.0,681.2424242424242,1075.2727272727273,9.250985327,-51.092960855,141.09296085,97.22350056,84.159134425,-51.092960855,0
11,11.0,-1.2345944125,0.99319199955,9.7380657645,9.8661335095,-74.887466175,-1.2345944125,0.99319199955,9.7380657645,9.8661335095,5.8235016645,-7.2254255605,303.85714285714283,275.2857142857143,372.7857142857143,268.2857142857143,17.0,17.0,17.0,17.0,-8.742654849999999e-05,-0.00020337410675,0.0003382226968,0.0008595703308999,-0.0072279166779999,0.0013311480225,0.05562779567,0.0562254379249999,24.0,673.2083333333334,1065.6666666666667,9.241759688999998,-51.184538205,141.18453820000002,97.22542556,84.17649832999999,-51.184538205,0
12,12.0,-1.2304691675,0.9880967129,9.7375756075,9.8646232255,-76.31485164,-1.2304691675,0.9880967129,9.7375756075,9.8646232255,5.794115295,-7.201895501,305.10526315789474,275.1578947368421,373.89473684210526,268.57894736842104,19.0,19.0,19.0,19.0,0.000296353533685,0.00026534522615,-0.0003135707868649,0.00076253551985,-0.0049651610215,-0.0040923451347,0.055315795125,0.0558998053299999,20.0,1111.35,936.0,9.2055034485,-51.234880395000005,141.2348804,97.2018955,84.2058847,-51.234880395000005,0
13,13.0,-1.231713638,0.99178022945,9.7383768825,9.8659380415,-73.207712595,-1.231713638,0.99178022945,9.7383768825,9.8659380415,5.815093757,-7.2085162545,303.85714285714283,274.14285714285717,373.0,267.57142857142856,18.0,18.0,18.0,18.0,0.00021625731335,-0.00014965924065,-0.0001991574616,0.0006197847001999,-0.005905893465,-0.0002292739119999,0.055913930885,0.05625524573,48.0,1050.7916666666667,1069.3541666666667,9.2235179695,-51.158830345,141.15883035000002,97.20851625,84.18490624,-51.158830345,0
14,14.0,-1.228231174,0.9911066302,9.738561792,9.8656186535,-75.01901297,-1.228231174,0.9911066302,9.738561792,9.8656186535,5.8110626765,-7.188213878,300.2,273.4,369.6,266.6,20.0,20.0,20.0,20.0,-0.0001454696187,-2.880708889999999e-05,-0.000325320913975,0.0009940006735,-0.0063558596395,0.00010926482635,0.055385147685,0.055775067545,13.0,910.4615384615385,1065.3076923076924,9.2053789785,-51.0986259,141.0986259,97.188213875,84.18893732000001,-51.0986259,0
15,15.0,-1.2352738815,0.9894086905,9.7373187885,9.8651031205,-74.619784415,-1.2352738815,0.9894086905,9.7373187885,9.8651031205,5.8019092785,-7.229906075000001,301.875,272.625,369.875,265.625,20.0,20.0,20.0,20.0,0.0002694239671999,-0.0008495340187499,0.0006344729087,0.0020223272545,-0.0058045338445,-0.0002138468645,0.05523527552,0.05567713397,27.0,908.2962962962964,1025.6296296296296,9.2319925665,-51.30640655,141.30640655000002,97.22990607,84.19809072000001,-51.30640655,0
16,16.0,-1.213009886,0.994517185,9.7404857325,9.8659797235,-73.93098033999999,-1.213009886,0.994517185,9.7404857325,9.8659797235,5.8297769095,-7.0986553885,301.1666666666667,269.6666666666667,370.8333333333333,262.8333333333333,19.0,19.0,19.0,19.0,0.0005382050157,-0.0018678767405,-0.00243658564,0.0033132103474999,-0.0051168561395,-0.000264972023,0.05608274344,0.056374198075,1.0,922.0,992.0,9.14829876,-50.65238416,140.65238415,97.09865538,84.170223085,-50.65238416,0
17,17.0,-1.21137505,0.99322868795,9.741609865,9.866757897,-75.410656965,-1.21137505,0.99322868795,9.741609865,9.866757897,5.821607751,-7.088378017,298.3333333333333,268.6666666666667,366.0,262.0,18.0,18.0,18.0,18.0,-0.0003142597829,0.00056645570921,-0.0001426305024,0.0014632545415,-0.0070527538745,0.0002645793425,0.0564728272499999,0.05697461696,12.0,1028.8333333333333,734.8333333333334,9.1352900945,-50.65116627,140.65116625,97.08837801,84.178392245,-50.65116627,0
18,18.0,-1.2103301645,0.9911917473,9.7417507485,9.866563738,-75.00176089,-1.2103301645,0.9911917473,9.7417507485,9.866563738,5.8096681905,-7.0822247535,-1.0,-1.0,-1.0,-1.0,16.0,16.0,16.0,16.0,-0.0002475655706499,-0.00098207950895,0.0003153762652129,0.0011240081308,-0.0061018919905,-0.0002023416077999,0.0566216790149999,0.05695895409,20.0,1062.75,666.4,9.1231022195,-50.684368735,140.68436874999998,97.08222475,84.190331805,-50.684368735,0
19,19.0,-1.206152088,0.98804681665,9.7415027345,9.8654914355,-68.882569785,-1.206152088,0.98804681665,9.7415027345,9.8654914355,5.791507552000001,-7.058202576999999,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,-0.0003974849961,-0.00045142441465,0.00053985590808,0.00157826645575,-0.004338050009,-0.0024035875654999,0.055983380905,0.0562031527,22.0,1058.6818181818182,517.5,9.093367032,-50.67661566,140.67661564999997,97.058202575,84.20849244,-50.67661566,0
20,20.0,-1.198479807,0.98657781265,9.742487452,9.86538161,-74.87478999999999,-1.198479807,0.98657781265,9.742487452,9.86538161,5.7823739540000005,-7.0130517175,292.0,278.0,361.0,272.0,18.0,18.0,18.0,18.0,8.632567274999999e-05,-0.000378486443535,0.000288261929245,0.00084578620085,-0.0045128724415,0.0007564261989999,0.055483679,0.0557480571,0.0,0.0,0.0,9.053112853,-50.539085555,140.53908554999998,97.01305171,84.21762604,-50.539085555,0
21,21.0,-1.202643208,0.9895011453,9.743212415,9.8668981985,-72.76608341,-1.202643208,0.9895011453,9.743212415,9.8668981985,5.79896712,-7.036658534,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,0.00087456069135,0.00083037192485,-0.0010750762111,0.002639292708,-0.005205374816,-0.0004329483408499,0.0568016815349999,0.057085109325,0.0,0.0,0.0,9.081545344,-50.553338194999995,140.55333815,97.03665853,84.201032875,-50.553338194999995,0
22,22.0,-1.1992414585,0.9912313708,9.742323088,9.8657788445,-75.25018598,-1.1992414585,0.9912313708,9.742323088,9.8657788445,5.829606271,-7.025250883,284.0,279.0,353.0,272.0,19.0,19.0,19.0,19.0,-0.0003838664624,-0.0001171761481999,-2.588759699999999e-05,0.0011081941364,-0.0043229482849999,0.0007309822124999,0.05594319563,0.056171088205,0.0,0.0,0.0,9.092055821,-50.3580535,140.3580535,97.02525088,84.17039372,-50.3580535,0
23,23.0,-1.2012402435,0.98990178275,9.743428143,9.866979465,-74.90521146,-1.2012402435,0.98990178275,9.743428143,9.866979465,5.8011689165,-7.0283728175,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,-0.00019775510435,0.00110435021435,0.00010745434605,0.0015638650615,-0.00113336738615,0.002047266412505,0.057371607355,0.0574591281,0.0,0.0,0.0,9.0765934125,-50.50925494,140.50925495,97.02837281,84.19883107999999,-50.50925494,0
24,24.0,-1.1591850505,0.95849209955,9.749905849,9.8653236765,-74.458665335,-1.1591850505,0.95849209955,9.749905849,9.8653236765,5.614614832499999,-6.780194899,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,-0.008383723217,-0.0045819744815,0.029775838645,0.033191491,-0.013707631955,-0.003567292399,0.05496252584,0.05711911791,0.0,0.0,0.0,8.769942738000001,-50.412478865,140.41247885,96.780194895,84.385385165,-50.412478865,0
25,25.0,-1.0237475765,0.8884304405500001,9.7728610545,9.866984274,-73.04264795,-1.0237475765,0.8884304405500001,9.7728610545,9.866984274,5.194531843,-5.9801863695,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,-0.01639565565,-0.008541364105,0.0687589386895,0.084494345275,0.01075269495,-0.00201973219,0.05833605398,0.070903140245,0.0,0.0,0.0,7.897349384,-48.975998520000005,138.97599855,95.980186365,84.805468155,-48.975998520000005,0
26,26.0,-0.9780367503,0.8508717795,9.800502104,9.885867699,-72.574361055,-0.9780367503,0.8508717795,9.800502104,9.885867699,4.961931884,-5.698938338,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,0.01578394374,0.004673750432,-0.05630037602,0.05865755844,0.02318757221,-0.009552352577,0.08333518246,0.08702679806,0.0,0.0,0.0,7.535024695,-48.97740431,138.9774043,95.69893833,85.03806811,-48.97740431,0
27,27.0,-1.1813888775,1.114687877,9.7220989675,9.8569171815,-71.86055551499999,-1.1813888775,1.114687877,9.7220989675,9.8569171815,6.5405678565,-6.9282762810000005,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,0.017497645615,0.0128909886015,-0.05789709815,0.075333413875,0.013513287992,0.003855721359,0.047910875485,0.05300215956,0.0,0.0,0.0,9.484530381,-46.667418105,136.66741810000002,96.928276275,83.45943214,-46.667418105,0
28,28.0,-1.348503126,1.0835687655,9.7096718685,9.862631463,-66.51156109,-1.348503126,1.0835687655,9.7096718685,9.862631463,6.3676594735,-7.9067015835,281.0,279.0,346.0,268.0,21.0,21.0,21.0,21.0,0.00955014494,0.0056795101299999,-0.0447811754649999,0.06567273464,-0.01770167794,-0.017027360695,0.053265595065,0.05911414977,1.0,0.0,0.0,10.1020007675,-51.211303105,141.2113031,97.90670158,83.63234052,-51.211303105,1
29,29.0,-1.3855481495,1.125436114,9.7100622335,9.873440313,-72.689396725,-1.3855481495,1.125436114,9.7100622335,9.873440313,6.6121737685,-8.1213384415,280.0,277.5,346.0,268.0,19.0,19.0,19.0,19.0,0.039172214165,0.019832230763,-0.004570688523,0.044191367515,0.00519393405,-0.01941899801,0.06463141859,0.071106012385,0.0,0.0,0.0,10.422012413,-51.01185243,141.0118524,98.12133844,83.38782623,-51.01185243,1
30,30.0,-1.596889545,1.4751529915,9.5595795755,9.8040369725,-63.104237455,-1.596889545,1.4751529915,9.5595795755,9.8040369725,8.7758761105,-9.4848467885,-1.0,-1.0,-1.0,-1.0,21.0,21.0,21.0,21.0,-0.03626603153,-0.01456128941,0.02066629054,0.07074279763,-0.0284519465799999,0.010459895625,-0.0073966819399999,0.07981382756,0.0,0.0,0.0,12.81731217,-47.29887096,137.29887095,99.484846785,81.224123885,-47.29887096,1
31,31.0,-1.3244531385,1.131894742,9.735284783,9.8903621245,-72.31861586,-1.3244531385,1.131894742,9.735284783,9.8903621245,6.6355152765,-7.7489321705,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,0.027394913775,0.01597705212,0.0060399482349999,0.05279289535,0.035558443245,-0.04507649717,0.08837879003,0.11091480148,0.0,0.0,0.0,10.1523766535,-49.53483101,139.534831,97.748932165,83.36448472000001,-49.53483101,1
32,32.0,-1.463475804,1.3813627355,9.705295675,9.9118266475,-69.32124605999999,-1.463475804,1.3813627355,9.705295675,9.9118266475,8.0996597795,-8.575139649,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,0.0079317057835,-0.00050944217035,0.00134757839785,0.008426842736,-0.000407113823,-0.0242630385499999,0.10365521993,0.107215913315,0.0,0.0,0.0,11.71531133,-46.66765723,136.66765725,98.575139645,81.900340215,-46.66765723,1
33,33.0,-1.4763094105,1.4021415844999998,9.6274458,9.840421232,-73.105738435,-1.4763094105,1.4021415844999998,9.6274458,9.840421232,8.2850772695,-8.718525484,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,0.005294519906,0.005371764184,-0.005404684327,0.012550019881,-0.00633923735,-0.0235729223549999,0.037173558875,0.09345147623,0.0,0.0,0.0,11.941566715,-46.48489458,136.48489455,98.71852548,81.71492272500001,-46.48489458,1
34,34.0,-1.398789731,1.1037914185000002,9.704576582,9.8673024725,-72.92963583,-1.398789731,1.1037914185000002,9.704576582,9.8673024725,6.489972774,-8.2024027685,-1.0,-1.0,-1.0,-1.0,21.0,21.0,21.0,21.0,-0.03485986619,-0.017408006195,-0.020633468217,0.06289033454,-0.014165930415,-0.025238845685,0.0628963433249999,0.06926394353,0.0,0.0,0.0,10.410110709,-51.802759505,141.8027595,98.202402765,83.51002722,-51.802759505,1
35,35.0,-1.3574433585,1.0649281175,9.7103982995,9.8626009295,-73.168394475,-1.3574433585,1.0649281175,9.7103982995,9.8626009295,6.2586805860000005,-7.9579376995,-1.0,-1.0,-1.0,-1.0,22.0,22.0,22.0,22.0,-0.0100212825595,-0.008737465538,0.008014759364,0.01798742356,0.007661089305,-0.0162997298815,0.05679854582,0.06716791012,1.0,0.0,0.0,10.077854642,-51.90484035,141.90484035,97.957937695,83.74131941,-51.90484035,1
36,36.0,-1.2810903705,1.0047679275,9.731530824499998,9.866785114,-72.17967904,-1.2810903705,1.0047679275,9.731530824499998,9.866785114,5.8948271575,-7.499478824,-1.0,-1.0,-1.0,-1.0,18.0,18.0,18.0,18.0,-0.00103853508015,-0.002342594097,0.0012898098805999,0.0029910834184999,0.0034593933558649,-0.01230173129,0.059167430595,0.060649502495,0.0,0.0,0.0,9.4977841585,-51.89262858,141.8926286,97.49947882,84.10517284,-51.89262858,0
37,37.0,-1.2712109150000002,1.0001848111,9.7345921055,9.868061543,-74.11440753,-1.2712109150000002,1.0001848111,9.7345921055,9.868061543,5.8662946935,-7.439982683,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,0.00011952334385,0.00046510666065,0.0013126639774499,0.00207289027435,0.0012285430025,-0.01242885234,0.060507085025,0.061784669165,0.0,0.0,0.0,9.434150385,-51.80437938,141.80437940000002,97.43998268,84.1337053,-51.80437938,0
38,38.0,-1.2978643125,1.005106928,9.7279471005,9.8654780235,-71.91705095,-1.2978643125,1.005106928,9.7279471005,9.8654780235,5.898959205500001,-7.599298836,-1.0,-1.0,-1.0,-1.0,18.0,18.0,18.0,18.0,0.0002756892935999,0.0026743639405,0.00104662162895,0.0043649659145,0.0011761459315,-0.013882174925,0.057900843425,0.059700790335,0.0,0.0,0.0,9.578207878,-52.24456704,142.24456705,97.599298835,84.10104079,-52.24456704,0
39,39.0,-1.2999511495,1.0038976782,9.7279309575,9.8656181235,-73.02546638999999,-1.2999511495,1.0038976782,9.7279309575,9.8656181235,5.891915845,-7.6113872415,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,-9.335403319e-05,-0.00137466957615,-0.00066295079,0.002365849974,-0.0046636646815,-0.0108534985075,0.0567435705299999,0.05877660317,55.0,1478.8727272727272,465.09090909090907,9.583595277,-52.32286812,142.3228681,97.611387235,84.10808415,-52.32286812,0
40,40.0,-1.2836526895,1.007497545,9.728648583,9.864554426,-73.837167635,-1.2836526895,1.007497545,9.728648583,9.864554426,5.912468033,-7.51650955,284.0,286.0,352.0,280.0,19.0,19.0,19.0,19.0,-7.199052510000001e-05,-0.00032054572755,-0.0003737788122,0.00114148146665,0.0027438102445,-0.0054155170105,0.05637165322,0.056717829675,24.0,1234.875,358.2083333333333,9.5217473285,-51.872802915,141.8728029,97.516509545,84.08753196,-51.872802915,0
41,41.0,-1.296473088,1.00172865945,9.730642965,9.8676117165,-71.79492734499999,-1.296473088,1.00172865945,9.730642965,9.8676117165,5.8776596735,-7.5891754515,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,0.0001367600338,0.001699411736,0.00091917981745,0.0020945263784999,-0.0023355241119,-0.011307853679,0.059059130985,0.060312616025,17.0,1018.529411764706,326.4117647058824,9.5574656855,-52.30847147,142.30847145,97.589175445,84.12234032,-52.30847147,0
42,42.0,-1.3023094805,1.0001965514,9.7282450105,9.8658585565,-75.30523539500001,-1.3023094805,1.0001965514,9.7282450105,9.8658585565,5.870163252999999,-7.62479116,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,0.00063523785765,0.0003696544767,-0.000594579966,0.0014332807113499,0.000209391945415,-0.01508430012,0.05840537788,0.060366538755,32.0,1249.71875,285.90625,9.5809004865,-52.475216634999995,142.47521665,97.624791155,84.12983674,-52.475216634999995,0
43,43.0,-1.2914144900000002,1.0017888285,9.729794729,9.86611589,-74.186912235,-1.2914144900000002,1.0017888285,9.729794729,9.86611589,5.878513479,-7.5605546035,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,0.00022241460415,-0.001433052709,-0.0009465903185,0.0018681080604999,0.0020874244585,-0.01379092826,0.058596576105,0.060237712,56.0,1182.232142857143,318.64285714285717,9.535582069,-52.19815776,142.19815775,97.560554595,84.121486515,-52.19815776,0
44,44.0,-1.2819532825,1.00098315065,9.730958485,9.8659490385,-75.213850385,-1.2819532825,1.00098315065,9.730958485,9.8659490385,5.873123185,-7.504906373,-1.0,-1.0,-1.0,-1.0,18.0,18.0,18.0,18.0,-0.000100138900775,-0.000517725795,-0.0002260379054699,0.00062067354775,0.0017772268024999,-0.0111854010885,0.05798507773,0.059244845205,40.0,1155.8,331.05,9.4889097755,-52.016313555,142.01631355,97.504906365,84.12687681,-52.016313555,0
45,45.0,-1.2828029855,0.99626795585,9.7310993685,9.865724095,-75.31605139000001,-1.2828029855,0.99626795585,9.7310993685,9.865724095,5.845566594,-7.5097130795,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,-0.0005417094410499,0.0015060296975,0.0007106784055999,0.001829651701,0.00106065768955,-0.0116779494645,0.05781576644,0.05933819772,0.0,0.0,0.0,9.4761222505,-52.16594387,142.16594385000002,97.509713075,84.1544334,-52.16594387,0
46,46.0,-1.283674702,0.99959045845,9.728911272,9.864011224,-75.632812535,-1.283674702,0.99959045845,9.728911272,9.864011224,5.871244337,-7.513178394,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,-2.7628022000000007e-05,5.0120618350000016e-05,0.00055715827722,0.00100668107785,0.0048010183565,-0.0058624513755,0.0559498454,0.056467109065,0.0,0.0,0.0,9.494181275,-52.05623306,142.0562331,97.51317839,84.12875566,-52.05623306,0
47,47.0,-1.2860036825,0.9965453203,9.7312079665,9.8662731255,-75.32435077,-1.2860036825,0.9965453203,9.7312079665,9.8662731255,5.8471157055,-7.5281595925,-1.0,-1.0,-1.0,-1.0,18.0,18.0,18.0,18.0,0.000104991815015,0.00079162522915,0.00010015382935,0.0012158258164,0.002541529545,-0.0090028411399999,0.058239316955,0.05916039329,19.0,1209.421052631579,289.5263157894737,9.491359835,-52.22761002,142.22761005,97.52815959,84.15288429,-52.22761002,0
48,48.0,-1.2783108565,0.99621805975,9.7316188765,9.865644688,-75.48961247,-1.2783108565,0.99621805975,9.7316188765,9.865644688,5.844962303,-7.4833254175,278.0,299.0,348.0,290.0,19.0,19.0,19.0,19.0,0.0002137892537389,-0.0009484470082499,-0.00067882890145,0.0014459824655,0.007984907535,-0.0092961298795,0.0583700366199999,0.059684682405,23.0,1217.0,277.0,9.4550101,-52.06984054,142.0698405,97.48332541,84.155037695,-52.06984054,0
49,49.0,-1.2742780665,0.9964572682,9.733742402,9.8672416525,-75.25359173,-1.2742780665,0.9964572682,9.733742402,9.8672416525,5.845089905,-7.458374944,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,0.00010108026245,0.0005370563495,0.00014525078985,0.00178469778,0.0084695342295,-0.007381471297,0.0598109912,0.06090452145,31.0,1156.774193548387,285.1290322580645,9.43560404,-51.975337205,141.9753372,97.45837494,84.15491008999999,-51.975337205,0
50,50.0,-1.2782917785,0.99783528495,9.7329455295,9.867114292,-75.07992309,-1.2782917785,0.99783528495,9.7329455295,9.867114292,5.8535934335,-7.482209707,-1.0,-1.0,-1.0,-1.0,18.0,18.0,18.0,18.0,0.00012917146225,0.000937380489,0.001344368193,0.001645467506,0.011796933855,-0.0076464089244999,0.0601780301,0.061805613825,47.0,1117.6382978723404,322.9148936170213,9.4593446715,-52.024292605,142.0242926,97.4822097,84.146406565,-52.024292605,0
51,51.0,-1.284185405,0.9955708762,9.732713659,9.867421583,-74.012680165,-1.284185405,0.9955708762,9.732713659,9.867421583,5.840539277,-7.516487475,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,-0.0002241374413,0.0007777384861,0.0003552540598,0.0008839231824,0.008844547123,-0.01243819284,0.06090942506,0.06279245747,38.0,1294.6315789473683,339.2368421052632,9.478239435,-52.21519667,142.2151967,97.51648747,84.15946072,-52.21519667,0
52,52.0,-1.2866464635,0.9978250123,9.7305270295,9.8658370595,-74.859621925,-1.2866464635,0.9978250123,9.7305270295,9.8658370595,5.8549735720000005,-7.532407031,288.0,301.0,360.0,293.0,18.0,18.0,18.0,18.0,0.00067561005675,0.00129278008165,-0.00117022700715,0.0024778621838999,0.0137843379664999,-0.01112492325,0.05965547819,0.0635198713,34.0,1186.5882352941176,313.88235294117646,9.499781059,-52.200601435,142.20060139999998,97.532407025,84.14502642,-52.200601435,0
53,53.0,-1.2733153625,1.0002214993,9.7321237095,9.865901766,-75.536304315,-1.2733153625,1.0002214993,9.7321237095,9.865901766,5.8679869435,-7.454026546,-1.0,-1.0,-1.0,-1.0,18.0,18.0,18.0,18.0,-0.0002875959309,-0.0019973661265,0.0007583060206,0.002751963262,0.01252786591,-0.009110839786,0.05931496387,0.06134142916,0.0,0.0,0.0,9.446122699,-51.849405725,141.84940575000002,97.454026545,84.13201305,-51.849405725,0
