Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute Linear acceleration (m/s^2)
0.0,-0.005495664462,0.005640804723,0.0524171848,0.05300549281
1.0,-0.012280812445,0.016889848659999998,0.05400355380999999,0.06421527336999999
2.0,0.0018246981675,-0.0077971682,0.057485169455,0.06152215789
3.0,-0.0076215718735,0.0009044101990000001,0.056906295105000004,0.05789047916
4.0,-0.008336981572,0.0007128665925,0.053832304915000004,0.054539563395000004
5.0,-0.0058499171235,0.00246860631,0.054390748404999995,0.054775694385000004
6.0,-0.009892826773000001,-0.001009714539725,0.055376141825,0.05627027345
7.0,-0.010182589270999999,-0.00104964113425,0.054425780105,0.05549929944
8.0,-0.0099856305405,-0.00080366253,0.055212815335,0.056203830765000004
9.0,-0.0073828256155,-0.00020853922649999995,0.056311982955,0.05693901655
10.0,-0.0057830847380000005,0.0012481591213,0.0522614447,0.052599139265
11.0,-0.007227916677999999,0.0013311480225000002,0.05562779567,0.056225437924999996
12.0,-0.0049651610215,-0.0040923451347,0.055315795125,0.055899805329999996
13.0,-0.005905893465,-0.00022927391199999993,0.055913930885000004,0.05625524573
14.0,-0.0063558596395,0.00010926482635000001,0.055385147685,0.055775067545
15.0,-0.0058045338445,-0.0002138468645000002,0.05523527552,0.05567713397
16.0,-0.0051168561395,-0.00026497202300000016,0.05608274344,0.056374198075
17.0,-0.0070527538745,0.0002645793425000002,0.056472827249999996,0.05697461696
18.0,-0.0061018919905,-0.00020234160779999998,0.056621679014999995,0.05695895409
19.0,-0.004338050009,-0.0024035875654999997,0.055983380905000005,0.0562031527
20.0,-0.0045128724415,0.0007564261989999999,0.055483679,0.0557480571
21.0,-0.005205374816,-0.0004329483408499999,0.056801681534999995,0.057085109325
22.0,-0.004322948284999999,0.0007309822124999999,0.05594319563,0.056171088205
23.0,-0.0011333673861500001,0.002047266412505,0.057371607355,0.0574591281
24.0,-0.013707631955,-0.0035672923990000003,0.05496252584,0.05711911791
25.0,0.01075269495,-0.00201973219,0.05833605398,0.070903140245
26.0,0.02318757221,-0.009552352577,0.08333518246,0.08702679806
27.0,0.013513287992000002,0.003855721359,0.047910875485000004,0.05300215956
28.0,-0.01770167794,-0.017027360695,0.053265595065,0.05911414977
29.0,0.00519393405,-0.01941899801,0.06463141859,0.071106012385
30.0,-0.028451946579999998,0.010459895625,-0.007396681939999997,0.07981382756
31.0,0.035558443245,-0.04507649717,0.08837879003,0.11091480148
32.0,-0.00040711382300000036,-0.024263038549999998,0.10365521993,0.107215913315
33.0,-0.0063392373500000005,-0.023572922354999998,0.037173558875,0.09345147623
34.0,-0.014165930415,-0.025238845685,0.06289634332499999,0.06926394353
35.0,0.007661089305000002,-0.0162997298815,0.056798545820000004,0.06716791012000001
36.0,0.0034593933558649996,-0.01230173129,0.059167430595,0.060649502495
37.0,0.0012285430025,-0.012428852340000001,0.060507085025000004,0.061784669165
38.0,0.0011761459315,-0.013882174925,0.057900843425,0.059700790335000004
39.0,-0.0046636646815,-0.0108534985075,0.056743570529999995,0.05877660317
40.0,0.0027438102445,-0.0054155170105,0.05637165322,0.056717829675
41.0,-0.0023355241119,-0.011307853679,0.059059130985,0.060312616025
42.0,0.000209391945415,-0.015084300120000001,0.05840537788,0.060366538755000004
43.0,0.0020874244585,-0.01379092826,0.058596576105,0.060237712
44.0,0.0017772268024999999,-0.0111854010885,0.05798507773,0.059244845205
45.0,0.00106065768955,-0.0116779494645,0.05781576644,0.05933819772
46.0,0.0048010183565,-0.0058624513755,0.0559498454,0.056467109065
47.0,0.002541529545,-0.009002841139999999,0.058239316955,0.05916039329
48.0,0.007984907535,-0.0092961298795,0.058370036619999996,0.059684682405
49.0,0.0084695342295,-0.007381471297,0.0598109912,0.06090452145
50.0,0.011796933855,-0.0076464089244999995,0.0601780301,0.061805613825
51.0,0.008844547123,-0.01243819284,0.06090942506,0.06279245747
52.0,0.013784337966499999,-0.01112492325,0.05965547819,0.0635198713
53.0,0.012527865910000002,-0.009110839786,0.05931496387,0.06134142916
54.0,0.014616810930000002,-0.011514106325,0.061443229985,0.06430666028
55.0,0.014459720035000002,-0.010733654232,0.060609497289999995,0.06331341006999999
56.0,0.01562363554,-0.01311900651,0.06146278376,0.06477552113
57.0,0.012360407671500002,-0.0103633090805,0.05962017133,0.062244360675
58.0,0.017597500765,-0.01233576768,0.060312498859999994,0.06405052354499999
59.0,0.015044405770000002,-0.014406456630000002,0.060826211150000004,0.06432179908499999
60.0,0.015884755280000003,-0.013220058005,0.060852644005,0.064318993795
61.0,0.013456051200000001,-0.013134321774999999,0.0598982007,0.06294124347499999
62.0,0.013171327625,-0.016034737795,0.062091640340000004,0.06547509781
