Time (s),Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Blinking,Looking Center,Looking Left,Looking Right
77,,,,,0,0,0,0
78,,,,,0,0,0,0
79,,,,,0,0,0,0
80,,,,,0,0,0,0
81,,,,,0,0,0,0
82,,,,,0,0,0,0
83,,,,,0,0,0,0
84,,,,,0,0,0,0
85,,,,,0,0,0,0
86,,,,,0,0,0,0
87,,,,,0,0,0,0
88,319.0,297.0,388.0,294.0,0,0,1,0
89,,,,,0,0,0,0
90,,,,,0,0,0,0
91,,,,,0,0,0,0
92,,,,,0,0,0,0
93,,,,,0,0,0,0
94,,,,,0,0,0,0
95,,,,,0,0,0,0
96,,,,,0,0,0,0
97,308.0,288.0,371.0,280.0,0,0,1,0
98,,,,,0,0,0,0
99,,,,,0,0,0,0
100,,,,,0,0,0,0
101,,,,,0,0,0,0
102,,,,,0,0,0,0
103,,,,,0,0,0,0
104,,,,,0,0,0,0
105,,,,,0,0,0,0
106,311.0,290.0,374.0,282.0,1,0,0,0
107,,,,,0,0,0,0
108,,,,,0,0,0,0
109,,,,,0,0,0,0
110,,,,,0,0,0,0
111,,,,,0,0,0,0
112,,,,,0,0,0,0
113,,,,,0,0,0,0
114,,,,,0,0,0,0
115,,,,,0,0,0,0
116,,,,,0,0,0,0
117,,,,,0,0,0,0
118,,,,,0,0,0,0
119,,,,,0,0,0,0
120,241.2,288.1,292.9,276.1,0,9,1,0
121,237.05555555555554,291.6111111111111,286.77777777777777,279.5,0,16,2,0
122,236.55555555555554,291.77777777777777,285.77777777777777,279.44444444444446,0,16,2,0
123,235.375,291.0,285.25,279.75,0,8,0,0
124,,,,,0,0,0,0
125,,,,,0,0,0,0
126,,,,,0,0,0,0
127,,,,,0,0,0,0
128,,,,,0,0,0,0
129,,,,,0,0,0,0
130,,,,,0,0,0,0
131,,,,,0,0,0,0
132,,,,,0,0,0,0
133,,,,,0,0,0,0
134,,,,,0,0,0,0
135,,,,,0,0,0,0
136,,,,,0,0,0,0
137,,,,,0,0,0,0
138,,,,,0,0,0,0
139,,,,,0,0,0,0
140,,,,,0,0,0,0
141,,,,,0,0,0,0
142,311.0,286.0,375.0,280.0,0,0,1,0
143,312.0,287.0,375.0,281.0,0,0,1,0
144,,,,,0,0,0,0
145,,,,,0,0,0,0
146,,,,,0,0,0,0
147,,,,,0,0,0,0
148,,,,,0,0,0,0
149,,,,,0,0,0,0
150,,,,,0,0,0,0
151,,,,,0,0,0,0
152,,,,,0,0,0,0
153,,,,,0,0,0,0
154,,,,,0,0,0,0
155,,,,,0,0,0,0
156,,,,,0,0,0,0
157,,,,,0,0,0,0
158,,,,,0,0,0,0
159,,,,,0,0,0,0
160,,,,,0,0,0,0
161,,,,,0,0,0,0
162,,,,,0,0,0,0
163,,,,,0,0,0,0
164,,,,,0,0,0,0
165,,,,,0,0,0,0
166,,,,,0,0,0,0
167,,,,,0,0,0,0
168,,,,,0,0,0,0
169,,,,,0,0,0,0
170,,,,,0,0,0,0
171,,,,,0,0,0,0
172,,,,,0,0,0,0
173,,,,,0,0,0,0
174,,,,,0,0,0,0
175,,,,,0,0,0,0
176,,,,,0,0,0,0
177,,,,,0,0,0,0
178,,,,,0,0,0,0
179,,,,,0,0,0,0
180,,,,,0,0,0,0
181,,,,,0,0,0,0
182,,,,,0,0,0,0
183,,,,,0,0,0,0
184,,,,,0,0,0,0
185,,,,,0,0,0,0
186,,,,,0,0,0,0
187,,,,,0,0,0,0
188,,,,,0,0,0,0
189,,,,,0,0,0,0
190,,,,,0,0,0,0
191,,,,,0,0,0,0
192,,,,,0,0,0,0
193,,,,,0,0,0,0
194,,,,,0,0,0,0
195,,,,,0,0,0,0
196,,,,,0,0,0,0
197,,,,,0,0,0,0
198,,,,,0,0,0,0
199,,,,,0,0,0,0
200,,,,,0,0,0,0
201,,,,,0,0,0,0
202,,,,,0,0,0,0
203,,,,,0,0,0,0
204,269.6,311.6,342.0,306.6,0,5,0,0
205,270.9,314.7,343.7,310.1,0,10,0,0
206,269.0,309.0,340.0,302.0,0,1,0,0
207,,,,,0,0,0,0
208,,,,,0,0,0,0
209,,,,,0,0,0,0
210,,,,,0,0,0,0
211,273.14285714285717,308.14285714285717,344.0,300.42857142857144,0,7,0,0
212,275.0,307.0,345.0,300.0,0,1,0,0
213,,,,,0,0,0,0
214,,,,,0,0,0,0
215,274.0,307.5,345.0,299.0,0,2,0,0
216,300.5,313.5,373.0,305.0,0,0,2,0
217,317.6666666666667,310.5,387.5,302.8333333333333,1,1,4,0
218,323.0,314.0,393.5,307.75,0,0,4,0
219,,,,,0,0,0,0
220,,,,,0,0,0,0
221,,,,,0,0,0,0
222,,,,,0,0,0,0
223,,,,,0,0,0,0
224,324.0,310.0,391.0,301.0,0,0,1,0
225,,,,,0,0,0,0
226,,,,,0,0,0,0
227,329.5,311.0,394.5,300.0,2,0,0,0
228,,,,,0,0,0,0
229,321.5,309.0,387.5,298.0,1,0,1,0
230,321.0,309.0,387.0,299.0,1,0,0,0
231,,,,,0,0,0,0
232,,,,,0,0,0,0
233,313.0,307.0,380.0,297.0,1,0,0,0
234,,,,,0,0,0,0
235,,,,,0,0,0,0
236,,,,,0,0,0,0
237,,,,,0,0,0,0
238,318.0,310.0,383.0,300.0,1,0,0,0
239,315.0,314.0,382.0,302.0,1,0,0,0
240,,,,,0,0,0,0
241,308.6666666666667,314.0,374.6666666666667,302.3333333333333,1,0,2,0
242,,,,,0,0,0,0
243,,,,,0,0,0,0
244,,,,,0,0,0,0
245,,,,,0,0,0,0
246,306.5,316.0,373.0,305.0,1,0,1,0
247,,,,,0,0,0,0
248,301.0,315.0,368.0,304.0,0,1,0,0
249,306.0,314.0,372.0,304.0,1,0,1,0
250,,,,,0,0,0,0
251,,,,,0,0,0,0
252,305.0,314.0,372.0,303.0,0,0,1,0
253,,,,,0,0,0,0
254,,,,,0,0,0,0
255,,,,,0,0,0,0
256,,,,,0,0,0,0
257,,,,,0,0,0,0
258,,,,,0,0,0,0
259,,,,,0,0,0,0
260,,,,,0,0,0,0
261,,,,,0,0,0,0
262,,,,,0,0,0,0
263,,,,,0,0,0,0
264,312.3333333333333,304.3333333333333,378.6666666666667,295.3333333333333,0,0,3,0
265,,,,,0,0,0,0
266,281.0,300.0,349.0,297.0,0,1,0,0
267,,,,,0,0,0,0
268,,,,,0,0,0,0
269,,,,,0,0,0,0
270,,,,,0,0,0,0
271,,,,,0,0,0,0
272,,,,,0,0,0,0
273,,,,,0,0,0,0
274,,,,,0,0,0,0
275,309.0,298.0,377.0,297.0,0,1,0,0
276,360.0,316.0,419.0,313.0,0,0,1,0
277,364.0,315.0,423.0,312.0,0,1,0,0
278,,,,,0,0,0,0
279,,,,,0,0,0,0
280,,,,,0,0,0,0
281,,,,,0,0,0,0
282,,,,,0,0,0,0
283,,,,,0,0,0,0
284,,,,,0,0,0,0
285,,,,,0,0,0,0
286,,,,,0,0,0,0
287,,,,,0,0,0,0
288,,,,,0,0,0,0
289,,,,,0,0,0,0
290,,,,,0,0,0,0
291,,,,,0,0,0,0
292,,,,,0,0,0,0
293,281.75,282.875,345.625,273.375,0,8,0,0
294,,,,,0,0,0,0
295,,,,,0,0,0,0
296,233.375,284.625,281.125,269.75,0,8,0,0
297,215.55555555555554,275.44444444444446,257.6666666666667,260.77777777777777,0,8,1,0
298,239.2,271.6,275.73333333333335,255.26666666666668,0,1,14,0
299,263.4736842105263,289.7894736842105,299.63157894736844,278.10526315789474,0,6,13,0
300,249.73684210526315,306.4736842105263,280.1578947368421,292.36842105263156,4,2,13,0
301,262.06666666666666,310.4,293.6666666666667,296.8,0,5,10,0
302,257.8333333333333,319.8333333333333,288.55555555555554,309.3333333333333,1,1,16,0
303,272.75,309.625,307.0,301.75,4,1,3,0
304,,,,,0,0,0,0
305,247.84615384615384,314.0769230769231,279.0,304.2307692307692,8,0,5,0
306,242.77777777777777,318.05555555555554,273.5,308.0,0,3,15,0
307,247.0,311.1666666666667,280.8333333333333,304.1666666666667,3,0,3,0
308,249.55555555555554,304.3333333333333,287.1111111111111,297.6666666666667,0,3,6,0
309,241.2,297.8666666666667,286.0,289.46666666666664,0,13,2,0
310,297.5,272.0,352.0,268.25,4,0,0,0
311,,,,,0,0,0,0
312,,,,,0,0,0,0
313,294.3333333333333,290.1666666666667,370.5,282.5,0,5,1,0
314,291.25,300.0,367.0,292.75,0,3,1,0
315,294.375,302.125,371.875,296.875,0,8,0,0
316,282.4166666666667,305.5833333333333,358.75,298.25,0,10,2,0
317,288.0,299.3333333333333,363.5,293.3333333333333,0,5,1,0
318,280.0,290.0,353.5,284.0,0,2,0,0
319,280.0,291.0,354.0,284.0,0,1,0,0
320,295.0,293.0,372.0,284.0,0,1,0,0
321,286.0,296.0,361.6666666666667,284.0,0,3,0,0
322,290.1666666666667,297.3333333333333,366.5,288.3333333333333,0,6,0,0
323,291.8,298.8,367.8,290.2,0,5,0,0
324,285.5,296.5,361.5,286.5,0,2,0,0
325,286.3333333333333,291.0,360.6666666666667,282.3333333333333,0,3,0,0
326,286.0,289.0,358.0,281.0,0,1,0,0
327,,,,,0,0,0,0
328,,,,,0,0,0,0
329,,,,,0,0,0,0
330,293.0,288.0,367.0,281.0,0,1,0,0
331,293.0,288.5,368.25,282.0,0,4,0,0
332,,,,,0,0,0,0
333,327.2,289.4,398.4,282.4,3,0,2,0
334,,,,,0,0,0,0
335,,,,,0,0,0,0
336,,,,,0,0,0,0
337,290.0,290.0,358.0,278.0,1,0,0,0
338,293.0,293.0,362.0,281.0,0,1,1,0
339,,,,,0,0,0,0
340,,,,,0,0,0,0
341,,,,,0,0,0,0
342,291.0,296.0,360.0,283.0,1,0,0,0
343,,,,,0,0,0,0
344,288.0,298.0,359.0,284.0,1,0,0,0
345,288.0,299.0,359.0,284.0,0,0,1,0
346,,,,,0,0,0,0
347,,,,,0,0,0,0
348,284.0,300.0,354.5,286.0,2,0,0,0
349,286.3333333333333,300.3333333333333,355.6666666666667,286.6666666666667,2,1,0,0
350,,,,,0,0,0,0
351,,,,,0,0,0,0
352,286.0,298.0,357.4,286.0,0,4,1,0
353,,,,,0,0,0,0
354,272.6666666666667,296.6666666666667,344.3333333333333,284.6666666666667,0,3,0,0
355,273.0,296.25,344.875,285.125,0,8,0,0
356,273.0,296.0,345.0,284.0,0,1,0,0
357,,,,,0,0,0,0
358,,,,,0,0,0,0
359,303.5,301.5,375.0,290.0,2,0,0,0
360,305.0,302.0,376.0,290.0,0,0,1,0
361,,,,,0,0,0,0
362,,,,,0,0,0,0
363,299.0,306.5,370.5,293.5,2,0,0,0
364,300.3333333333333,306.1666666666667,372.0,293.1666666666667,1,0,5,0
365,,,,,0,0,0,0
366,293.0,305.0,364.0,291.0,1,0,0,0
367,295.5,304.0,366.5,291.0,1,0,1,0
368,297.0,303.0,371.0,289.0,1,0,0,0
369,282.8,313.5,357.4,308.5,0,10,0,0
370,273.0,307.4,348.2,302.4,0,5,0,0
371,286.3333333333333,293.6666666666667,359.3333333333333,287.3333333333333,0,0,3,0
372,,,,,0,0,0,0
373,,,,,0,0,0,0
374,,,,,0,0,0,0
375,279.0,282.0,350.0,277.0,0,1,0,0
376,,,,,0,0,0,0
377,,,,,0,0,0,0
378,,,,,0,0,0,0
379,272.0,283.0,343.0,273.0,0,1,0,0
380,,,,,0,0,0,0
381,,,,,0,0,0,0
382,,,,,0,0,0,0
383,,,,,0,0,0,0
384,,,,,0,0,0,0
385,,,,,0,0,0,0
386,,,,,0,0,0,0
387,,,,,0,0,0,0
388,,,,,0,0,0,0
389,,,,,0,0,0,0
390,,,,,0,0,0,0
391,,,,,0,0,0,0
392,276.0,272.0,340.0,264.0,0,0,1,0
393,,,,,0,0,0,0
394,,,,,0,0,0,0
395,,,,,0,0,0,0
396,318.0,270.0,382.0,267.0,0,1,0,0
397,,,,,0,0,0,0
398,284.0,269.0,355.0,263.0,0,1,0,0
399,290.8,274.2,364.8,269.0,0,5,0,0
400,295.0,274.0,370.0,269.0,0,1,0,0
401,308.2,279.6,381.6,272.0,2,0,3,0
402,,,,,0,0,0,0
403,,,,,0,0,0,0
404,292.5,282.0,366.5,275.5,0,2,0,0
405,272.5,288.0,345.5,278.0,0,1,1,0
406,272.0,288.5,346.0,279.0,0,2,0,0
407,269.8333333333333,288.6666666666667,343.3333333333333,279.3333333333333,0,6,0,0
408,264.0,289.6666666666667,336.6666666666667,279.6666666666667,0,3,0,0
409,264.0,289.0,337.0,278.0,0,1,0,0
410,298.0,290.1666666666667,372.1666666666667,280.8333333333333,4,0,2,0
411,306.25,288.0,380.0,279.5,3,0,1,0
412,271.3333333333333,284.3333333333333,343.6666666666667,274.0,0,3,0,0
413,273.0,285.0,345.0,275.0,0,1,0,0
414,271.75,284.0,344.75,274.5,0,4,0,0
415,,,,,0,0,0,0
416,,,,,0,0,0,0
417,,,,,0,0,0,0
418,,,,,0,0,0,0
419,,,,,0,0,0,0
420,,,,,0,0,0,0
421,,,,,0,0,0,0
422,,,,,0,0,0,0
423,,,,,0,0,0,0
424,,,,,0,0,0,0
425,,,,,0,0,0,0
426,,,,,0,0,0,0
427,,,,,0,0,0,0
428,,,,,0,0,0,0
429,,,,,0,0,0,0
430,,,,,0,0,0,0
431,,,,,0,0,0,0
432,268.0,295.0,343.0,296.0,0,1,0,0
433,,,,,0,0,0,0
434,,,,,0,0,0,0
435,,,,,0,0,0,0
436,,,,,0,0,0,0
437,255.33333333333334,271.6666666666667,314.0,265.6666666666667,0,0,3,0
438,,,,,0,0,0,0
439,,,,,0,0,0,0
440,,,,,0,0,0,0
441,,,,,0,0,0,0
442,,,,,0,0,0,0
443,,,,,0,0,0,0
444,,,,,0,0,0,0
445,,,,,0,0,0,0
446,,,,,0,0,0,0
447,302.0,282.0,371.0,275.6,1,0,4,0
448,,,,,0,0,0,0
449,264.44444444444446,313.1111111111111,340.1111111111111,306.6666666666667,0,9,0,0
450,268.38461538461536,311.61538461538464,344.0,305.2307692307692,0,10,3,0
451,267.25,310.0,342.5,304.25,0,4,0,0
452,285.5,306.25,361.5,298.5,0,4,0,0
453,282.0,307.0,357.0,299.2,0,5,0,0
454,274.54545454545456,307.8181818181818,350.09090909090907,300.45454545454544,0,10,1,0
455,274.2857142857143,317.57142857142856,349.0,309.0,4,3,0,0
456,271.6,314.5,346.1,307.0,0,10,0,0
457,279.6,311.0,354.8,304.6,0,4,1,0
458,279.14285714285717,311.0,354.57142857142856,304.57142857142856,0,6,1,0
459,285.57142857142856,310.0,360.85714285714283,302.57142857142856,0,7,0,0
460,276.0,301.0,349.0,296.0,0,1,0,0
461,274.0,302.0,348.3333333333333,297.0,0,3,0,0
462,,,,,0,0,0,0
463,272.875,303.625,347.375,296.75,0,8,0,0
464,,,,,0,0,0,0
465,268.0,301.0,340.0,293.0,0,1,0,0
466,271.0,303.0,344.0,297.0,0,1,0,0
467,271.7142857142857,305.57142857142856,345.14285714285717,298.2857142857143,0,7,0,0
468,,,,,0,0,0,0
469,269.5,309.5,342.75,301.0,0,2,2,0
470,272.0,311.0,346.0,303.0,0,0,1,0
471,267.0,298.0,339.0,290.0,0,1,0,0
472,264.0,298.5,336.5,289.0,0,2,0,0
473,,,,,0,0,0,0
474,,,,,0,0,0,0
475,277.3333333333333,301.0,350.1666666666667,293.0,4,0,2,0
476,274.6,299.8,347.1,292.3,7,2,1,0
477,277.85,297.1,349.15,288.6,0,2,18,0
478,279.8,295.4,350.55,287.7,0,0,20,0
479,278.72222222222223,297.77777777777777,350.3333333333333,289.44444444444446,1,1,16,0
480,274.46666666666664,297.8,348.6,290.3333333333333,0,13,2,0
481,294.44444444444446,292.05555555555554,363.94444444444446,286.6111111111111,15,1,2,0
482,292.4375,293.0,361.75,286.375,13,2,1,0
483,285.2,293.06666666666666,353.2,285.4,15,0,0,0
484,293.6875,296.4375,361.6875,288.6875,16,0,0,0
485,295.7857142857143,293.85714285714283,362.92857142857144,286.85714285714283,12,2,0,0
486,297.4,293.95,366.55,287.15,18,2,0,0
487,298.1666666666667,295.5,361.4166666666667,288.75,12,0,0,0
488,295.8,292.85,365.45,286.1,14,6,0,0
489,296.6842105263158,294.10526315789474,364.10526315789474,287.2105263157895,18,0,1,0
490,294.05882352941177,296.4117647058824,362.6470588235294,288.8235294117647,17,0,0,0
491,295.55,292.85,363.95,285.65,19,1,0,0
492,285.8421052631579,289.42105263157896,353.7894736842105,281.5263157894737,18,1,0,0
493,285.6111111111111,296.0,353.5,287.3888888888889,18,0,0,0
494,281.63157894736844,294.42105263157896,351.4736842105263,285.3157894736842,15,4,0,0
495,281.27777777777777,294.1666666666667,351.1111111111111,285.27777777777777,15,3,0,0
496,286.6666666666667,296.0,349.0833333333333,287.8333333333333,10,2,0,0
497,285.4736842105263,294.57894736842104,353.5263157894737,286.2631578947368,19,0,0,0
498,286.0,295.05,354.95,286.6,19,1,0,0
499,285.6666666666667,295.6666666666667,353.5,287.55555555555554,18,0,0,0
500,285.6666666666667,297.05555555555554,354.22222222222223,288.8333333333333,18,0,0,0
501,285.4736842105263,296.7894736842105,355.2631578947368,288.42105263157896,18,1,0,0
502,289.6,295.35,358.45,287.85,20,0,0,0
503,297.42105263157896,294.42105263157896,364.1578947368421,287.36842105263156,19,0,0,0
504,299.11764705882354,295.70588235294116,364.47058823529414,288.88235294117646,17,0,0,0
505,291.15384615384613,299.53846153846155,356.61538461538464,291.0,13,0,0,0
506,291.76190476190476,298.76190476190476,362.3809523809524,290.57142857142856,13,8,0,0
507,298.1,301.3,369.15,293.85,19,1,0,0
508,291.1666666666667,298.94444444444446,361.0,290.6111111111111,18,0,0,0
509,296.8,300.8,363.7,292.8,20,0,0,0
510,294.11764705882354,299.52941176470586,363.11764705882354,291.47058823529414,17,0,0,0
511,294.63157894736844,299.42105263157896,363.3157894736842,291.2631578947368,19,0,0,0
512,294.6,298.8,363.7,290.7,19,1,0,0
513,295.77777777777777,297.1111111111111,364.8333333333333,289.6666666666667,15,3,0,0
514,294.1764705882353,295.94117647058823,363.3529411764706,288.4117647058824,15,2,0,0
515,287.125,295.4375,357.3125,286.875,14,2,0,0
516,287.0625,297.6875,353.1875,288.8125,14,2,0,0
517,288.3157894736842,297.7894736842105,355.63157894736844,289.0,19,0,0,0
518,289.6,298.05,357.4,289.35,20,0,0,0
519,291.9,298.9,360.95,290.6,19,1,0,0
520,301.94444444444446,296.3333333333333,370.72222222222223,290.05555555555554,17,1,0,0
521,273.94444444444446,297.8888888888889,344.8333333333333,289.22222222222223,8,10,0,0
522,276.04761904761904,289.0,346.4761904761905,281.85714285714283,0,18,3,0
523,286.8421052631579,290.1578947368421,358.2105263157895,282.36842105263156,0,12,7,0
524,285.75,293.75,356.25,284.75,0,3,1,0
525,285.0,296.0,357.0,288.0,0,1,0,0
526,277.45454545454544,292.3636363636364,348.90909090909093,285.3636363636364,0,9,2,0
527,278.1666666666667,294.1666666666667,349.1666666666667,286.3333333333333,0,3,3,0
528,282.5,296.75,354.0,289.0,0,1,3,0
529,283.2,297.0,354.2,289.2,1,0,4,0
530,284.4,296.8,355.8,289.8,0,0,5,0
531,287.4,296.0,359.7,289.3,0,2,8,0
532,284.5,297.5,357.0,290.5,0,0,2,0
533,,,,,0,0,0,0
534,282.0,297.0,353.0,287.0,0,1,0,0
535,278.75,293.75,351.5,287.5,0,3,1,0
536,,,,,0,0,0,0
537,,,,,0,0,0,0
538,280.0,297.0,352.0,287.0,0,0,1,0
539,,,,,0,0,0,0
540,,,,,0,0,0,0
541,,,,,0,0,0,0
542,,,,,0,0,0,0
543,,,,,0,0,0,0
544,,,,,0,0,0,0
545,277.5,293.5,349.0,286.0,0,2,0,0
546,277.0,293.5,350.0,285.5,0,2,0,0
547,277.0,293.0,348.0,287.0,0,1,0,0
548,277.0,294.0,348.5,287.5,0,2,0,0
549,,,,,0,0,0,0
550,268.5,296.5,339.5,290.0,0,2,0,0
551,,,,,0,0,0,0
552,,,,,0,0,0,0
553,265.0,293.4,339.2,288.2,0,5,0,0
554,260.8333333333333,294.8333333333333,335.5,288.8333333333333,0,6,0,0
555,261.2,293.6,334.8,289.1,0,10,0,0
556,260.25,291.0,334.25,286.25,0,4,0,0
557,259.45454545454544,290.72727272727275,333.0,286.1818181818182,0,11,0,0
558,259.3333333333333,290.3333333333333,332.6666666666667,285.6666666666667,0,3,0,0
559,258.0,290.0,331.25,284.75,0,4,0,0
560,257.75,290.25,331.25,284.75,0,4,0,0
561,250.6,294.26666666666665,323.2,287.8,0,14,1,0
562,248.4,295.2,320.2,288.0,0,5,0,0
563,249.41666666666666,294.0,321.0833333333333,286.8333333333333,0,10,2,0
564,264.2,291.4,337.6,285.0,0,4,1,0
565,,,,,0,0,0,0
566,,,,,0,0,0,0
567,,,,,0,0,0,0
568,,,,,0,0,0,0
569,,,,,0,0,0,0
570,,,,,0,0,0,0
571,,,,,0,0,0,0
572,279.0,283.0,351.0,279.0,0,1,0,0
573,,,,,0,0,0,0
574,264.3333333333333,300.6666666666667,337.0,289.3333333333333,0,3,0,0
575,279.25,296.375,353.0,289.5,0,8,0,0
576,273.75,299.25,347.5,291.0,0,4,0,0
577,266.4,298.4,338.0,287.8,0,4,1,0
578,262.7142857142857,296.57142857142856,333.2857142857143,285.2857142857143,0,7,0,0
579,264.0,296.0,335.0,285.0,0,1,0,0
580,279.5,296.0,353.0,290.0,0,2,0,0
581,273.3333333333333,305.0,347.3333333333333,296.3333333333333,0,3,0,0
582,278.0,309.0,351.0,300.0,0,1,0,0
583,276.6666666666667,308.3333333333333,351.0,301.3333333333333,0,2,1,0
584,277.5,305.5,351.3333333333333,296.6666666666667,0,6,0,0
585,276.8333333333333,303.5,350.5,294.5,0,6,0,0
586,,,,,0,0,0,0
587,277.25,304.5,351.0,295.5,0,3,1,0
588,273.2,306.6,346.8,296.6,0,5,0,0
589,270.8888888888889,307.0,344.22222222222223,297.3333333333333,0,9,0,0
590,271.0,303.0,343.0,295.0,0,1,0,0
591,272.5,303.5,346.0,296.0,0,1,1,0
592,280.0,301.0,351.0,293.0,0,1,0,0
593,279.3333333333333,328.1111111111111,360.77777777777777,328.55555555555554,0,9,0,0
594,271.1666666666667,323.5,351.0,321.6666666666667,1,11,0,0
595,274.0,324.6,354.4,321.4,0,0,5,0
596,279.0833333333333,312.25,356.75,306.6666666666667,0,12,0,0
597,277.25,308.0,352.75,302.25,0,3,1,0
598,274.2307692307692,307.2307692307692,350.0769230769231,301.15384615384613,0,11,2,0
599,270.57142857142856,306.2857142857143,344.57142857142856,300.14285714285717,0,7,0,0
600,269.0769230769231,306.15384615384613,343.6923076923077,299.2307692307692,0,13,0,0
601,268.3333333333333,306.3333333333333,343.0,299.6666666666667,0,3,0,0
602,,,,,0,0,0,0
603,273.0,304.0,346.0,298.0,0,1,0,0
604,271.4,305.2,346.0,297.8,0,5,0,0
605,268.7142857142857,305.85714285714283,342.57142857142856,298.85714285714283,0,7,0,0
606,268.2307692307692,304.84615384615387,341.7692307692308,298.0,0,13,0,0
607,267.25,304.625,341.75,297.75,0,8,0,0
608,,,,,0,0,0,0
609,284.6666666666667,308.0,361.0,301.6666666666667,0,3,0,0
610,276.6666666666667,308.1666666666667,352.1666666666667,300.6666666666667,0,6,0,0
611,275.5,309.5,349.5,302.0,0,1,1,0
612,275.0,314.8181818181818,350.0,305.90909090909093,9,2,0,0
613,273.77777777777777,311.77777777777777,348.6666666666667,303.0,2,7,0,0
614,272.4,311.6,346.9,303.8,0,8,2,0
615,272.0,312.0,346.3333333333333,303.3333333333333,0,3,0,0
616,270.6666666666667,310.3333333333333,345.0,302.3333333333333,0,3,0,0
617,269.1666666666667,312.0,343.1666666666667,303.3333333333333,0,6,0,0
618,267.4,312.0,341.4,303.8,0,5,0,0
619,268.75,312.0,343.75,303.0,0,4,0,0
620,267.0,310.0,342.0,302.0,0,1,0,0
621,280.0,321.0,358.0,318.0,0,1,0,0
622,275.8333333333333,320.8333333333333,354.0,314.3333333333333,2,4,0,0
623,270.0,321.4,346.6666666666667,313.73333333333335,0,15,0,0
624,270.3636363636364,320.0,346.6363636363636,312.27272727272725,0,11,0,0
625,,,,,0,0,0,0
626,286.44444444444446,320.0,362.8888888888889,312.55555555555554,2,0,7,0
627,312.3333333333333,317.0,387.3333333333333,309.6666666666667,0,0,3,0
628,306.0,309.0,379.0,303.0,0,0,1,0
629,,,,,0,0,0,0
630,286.25,307.875,360.75,301.75,0,8,0,0
631,274.4,311.2,347.8,303.4,0,5,0,0
