Time (s),Attitude x (m/s^2),Attitude y (m/s^2),Attitude z (m/s^2),Absolute Attitude (m/s^2)
0.0,-1.228126866,1.037803415,9.731263733,9.863205633
1.0,-1.2432880984999999,1.0725959955,9.7289039345,9.866588876
2.0,-1.294634265,1.039839114,9.7247361305,9.8655256555
3.0,-1.2813530595,1.0025842330499999,9.7320914235,9.867162019
4.0,-1.2725170225000002,0.9942354179499999,9.7314207595,9.864503631
5.0,-1.2457154035,0.9993600553499999,9.734537807,9.864672189
6.0,-1.2429828509999998,0.9956002268999999,9.736520448499999,9.865903859
7.0,-1.241973186,0.9942398206,9.735496108500001,9.864629018999999
8.0,-1.2400668555,0.9938068973,9.7371162685,9.865944783
9.0,-1.2356348955,0.9939463132999999,9.738096583,9.8663703895
10.0,-1.233750579,0.9957616559,9.734031507000001,9.862304602
11.0,-1.2345944125,0.99319199955,9.7380657645,9.8661335095
12.0,-1.2304691675,0.9880967129,9.7375756075,9.8646232255
13.0,-1.231713638,0.99178022945,9.738376882499999,9.8659380415
14.0,-1.228231174,0.9911066302,9.738561791999999,9.8656186535
15.0,-1.2352738815,0.9894086905,9.7373187885,9.865103120499999
16.0,-1.213009886,0.994517185,9.7404857325,9.8659797235
17.0,-1.21137505,0.9932286879500001,9.741609865000001,9.866757897
18.0,-1.2103301645,0.9911917473,9.7417507485,9.866563738
19.0,-1.206152088,0.98804681665,9.7415027345,9.865491435500001
20.0,-1.198479807,0.98657781265,9.742487451999999,9.86538161
21.0,-1.202643208,0.9895011453,9.743212415,9.8668981985
22.0,-1.1992414585,0.9912313708,9.742323088,9.8657788445
23.0,-1.2012402435,0.98990178275,9.743428143,9.866979465
24.0,-1.1591850505,0.95849209955,9.749905849000001,9.865323676500001
25.0,-1.0237475765,0.8884304405500001,9.7728610545,9.866984274
26.0,-0.9780367503,0.8508717795,9.800502104,9.885867699
27.0,-1.1813888774999999,1.114687877,9.7220989675,9.8569171815
28.0,-1.348503126,1.0835687655,9.7096718685,9.862631463
29.0,-1.3855481495,1.125436114,9.7100622335,9.873440313
30.0,-1.596889545,1.4751529915,9.559579575499999,9.8040369725
31.0,-1.3244531385,1.131894742,9.735284783,9.890362124500001
32.0,-1.463475804,1.3813627355,9.705295675,9.9118266475
33.0,-1.4763094104999999,1.4021415844999998,9.6274458,9.840421232
34.0,-1.398789731,1.1037914185000002,9.704576582,9.8673024725
35.0,-1.3574433584999999,1.0649281175,9.7103982995,9.862600929500001
36.0,-1.2810903704999999,1.0047679275,9.731530824499998,9.866785113999999
37.0,-1.2712109150000002,1.0001848111,9.734592105499999,9.868061543
38.0,-1.2978643125,1.005106928,9.7279471005,9.8654780235
39.0,-1.2999511495,1.0038976782,9.7279309575,9.8656181235
40.0,-1.2836526895,1.007497545,9.728648583,9.864554426
41.0,-1.296473088,1.00172865945,9.730642965000001,9.8676117165
42.0,-1.3023094805,1.0001965514,9.7282450105,9.865858556500001
43.0,-1.2914144900000002,1.0017888285,9.729794729,9.86611589
44.0,-1.2819532825,1.00098315065,9.730958485,9.8659490385
45.0,-1.2828029855,0.99626795585,9.7310993685,9.865724095000001
46.0,-1.283674702,0.9995904584499999,9.728911272000001,9.864011224
47.0,-1.2860036825,0.9965453203000001,9.7312079665,9.866273125500001
48.0,-1.2783108565,0.99621805975,9.7316188765,9.865644688
49.0,-1.2742780665,0.9964572682,9.733742402,9.867241652499999
50.0,-1.2782917785,0.9978352849500001,9.7329455295,9.867114292
51.0,-1.284185405,0.9955708762,9.732713659,9.867421583
52.0,-1.2866464635,0.9978250123,9.7305270295,9.8658370595
53.0,-1.2733153625,1.0002214993,9.7321237095,9.865901766
54.0,-1.2650457945,0.9959700461000001,9.7353361465,9.8675770625
55.0,-1.2662389015,0.991319423,9.7348650675,9.866797347
56.0,-1.2652703275000001,0.9905181481,9.7357323815,9.867447754499999
57.0,-1.2678957505000001,0.9960845141000001,9.733511999000001,9.866157511499999
58.0,-1.2614723429999999,0.99585851335,9.734156247000001,9.865943806499999
59.0,-1.269637716,0.99509245925,9.733988948,9.8667510525
60.0,-1.2775888284999999,0.9952392129000001,9.7327723605,9.8665899765
61.0,-1.298058027,1.0067549715,9.728001399,9.8657310395
62.0,-1.286322138,1.0108992945,9.731319499,9.867883439
63.0,-1.286116683,1.013376496,9.730857225,9.867655203999998
64.0,-1.2950495775,1.008392742,9.730695796,9.868153697499999
65.0,-1.2910226575000001,1.0159490875000001,9.731353253,9.8690492115
66.0,-1.2971085315000002,1.020555685,9.729940015,9.8689337695
67.0,-1.3065447909999999,1.002697233,9.728159893499999,9.8665881905
68.0,-1.306808947,1.0088109900000002,9.7283682835,9.8674515805
69.0,-1.3208723495,1.0010374494,9.7291108565,9.8692718755
70.0,-1.31587392,1.00709690785,9.726573486,9.866714658500001
71.0,-1.3312977285,1.0027999606,9.727122345,9.8688847545
72.0,-1.324840568,1.005553059,9.7271311505,9.8683038455
73.0,-1.341291652,1.0213642975,9.724135908000001,9.869199876
74.0,-1.3325143160000001,1.02256621,9.723823323000001,9.8678258685
75.0,-1.3268628335,1.0168618955,9.727473086,9.870076445
76.0,-1.3149699175,1.0159182695,9.727798879,9.868704076
77.0,-1.312165456,1.023145887,9.726347486,9.867646178
78.0,-1.314909749,1.0162059065,9.727514177,9.8684454315
79.0,-1.314142227,1.0168985835000002,9.72722654,9.86813439
80.0,-1.306265959,1.019703046,9.7275361905,9.867680135
81.0,-1.29999224,1.0208169059999999,9.728730765,9.868144274999999
82.0,-1.310954738,1.0182193665,9.724353104,9.865011932
83.0,-1.3065169074999998,1.0228846655,9.7262124725,9.866738504
84.0,-1.305724438,1.0189076415,9.7275919565,9.867581574999999
85.0,-1.3076909364999998,1.0167034015,9.7258235755,9.8658736795
86.0,-1.3071582215,1.0191307065,9.7261170825,9.866339001
87.0,-1.3720556190000002,1.0663149395,9.706983342000001,9.861788750999999
88.0,-1.4482016844999999,1.1133304055000002,9.699450477,9.870047330999999
89.0,-1.3712205910000002,1.0961807745,9.710834157499999,9.868256618
90.0,-1.34543891,1.067450813,9.714423752,9.865074924999998
91.0,-1.3057728665,1.0668315125,9.722951606,9.868088005499999
92.0,-1.2962823085,1.046140716,9.7240992195,9.865747433
93.0,-1.2983397945,1.0461700665,9.7253040675,9.867204195
94.0,-1.3001786174999999,1.0517232244999999,9.72471265,9.867454331000001
95.0,-1.2870881925,1.05143999,9.7273732935,9.868329036
96.0,-1.296577283,1.0464019375,9.7261728485,9.8678528535
97.0,-1.3054720215,1.053045475,9.721993305,9.865616745
98.0,-1.2987815225000001,1.0577225135,9.7247962995,9.8680010695
99.0,-1.3281205125,1.063853881,9.7207884575,9.8686186975
100.0,-1.3353114405,1.0652289625,9.717900346,9.866883924
101.0,-1.3139558500000001,1.056103821,9.7229383985,9.8679983625
102.0,-1.3046502014999999,1.0523806805,9.723113035,9.8665401965
103.0,-1.317331184,1.051842095,9.72269332,9.867750434
104.0,-1.312183066,1.052417369,9.722878229500001,9.8673137195
105.0,-1.2970762455,1.0569124335,9.7261699135,9.86903573
106.0,-1.306196985,1.0516469124999999,9.723638413,9.867181027
107.0,-1.3073548709999998,1.0498389074999999,9.723579712,9.867087883
108.0,-1.297551727,1.0488380474999999,9.725111819999999,9.867202746
109.0,-1.292531285,1.053576723,9.727454007999999,9.869348846000001
110.0,-1.3380131755,1.055535884,9.717056512500001,9.865391927000001
111.0,-1.3262391304999999,1.0666128495,9.719802272999999,9.8676842685
112.0,-1.3060238155000001,1.0594483365,9.7246407405,9.868981306
113.0,-1.310338373,1.0524452525,9.7227035925,9.8669031165
114.0,-1.3081458735,1.0493252700000002,9.724586442,9.868128174999999
115.0,-1.290536903,1.0524217720000002,9.724912235,9.866465655999999
116.0,-1.288294507,1.0554126115,9.7262403555,9.867802377
