Time (s),Tilt up/down (deg),Tilt left/right (deg)
0.0,83.9126248,-49.80120444
1.0,83.70858914499999,-49.23378018
2.0,83.896702315,-51.222103595
3.0,84.118243315,-51.956885674999995
4.0,84.16646992,-51.998259925
5.0,84.13847717499999,-51.26205938
6.0,84.161557595,-51.306063025
7.0,84.16887074499999,-51.321597725000004
8.0,84.17235567,-51.290909485
9.0,84.17212327,-51.18692626
10.0,84.159134425,-51.092960855
11.0,84.17649832999999,-51.184538205
12.0,84.2058847,-51.234880395000005
13.0,84.18490624,-51.158830345
14.0,84.18893732000001,-51.0986259
15.0,84.19809072000001,-51.30640655
16.0,84.170223085,-50.65238416
17.0,84.178392245,-50.651166270000004
18.0,84.190331805,-50.684368735
19.0,84.20849244,-50.676615659999996
20.0,84.21762604,-50.539085555
21.0,84.201032875,-50.553338194999995
22.0,84.17039372,-50.3580535
23.0,84.19883107999999,-50.50925494
24.0,84.385385165,-50.412478865
25.0,84.805468155,-48.975998520000005
26.0,85.03806811,-48.97740431
27.0,83.45943214,-46.667418104999996
28.0,83.63234052,-51.211303105
29.0,83.38782623,-51.01185243
30.0,81.224123885,-47.29887096
31.0,83.36448472000001,-49.53483101
32.0,81.900340215,-46.66765723
33.0,81.71492272500001,-46.48489458
34.0,83.51002722,-51.802759505
35.0,83.74131941,-51.90484035
36.0,84.10517284,-51.89262858
37.0,84.1337053,-51.80437938
38.0,84.10104079,-52.24456704
39.0,84.10808415,-52.32286812
40.0,84.08753196,-51.872802915
41.0,84.12234032,-52.30847147
42.0,84.12983674,-52.475216634999995
43.0,84.121486515,-52.19815776
44.0,84.12687681,-52.016313554999996
45.0,84.1544334,-52.16594387
46.0,84.12875566,-52.05623306
47.0,84.15288429,-52.22761002
48.0,84.155037695,-52.06984054
49.0,84.15491008999999,-51.975337205
50.0,84.146406565,-52.024292605
51.0,84.15946072,-52.21519667
52.0,84.14502642,-52.200601434999996
53.0,84.13201305,-51.849405725
54.0,84.15869789,-51.78665757
55.0,84.18550676999999,-51.943306515
56.0,84.190688115,-51.94438304
57.0,84.156944125,-51.84564175
58.0,84.158645095,-51.711004720000005
59.0,84.163004535,-51.91186278
60.0,84.16142668500001,-52.08153316
61.0,84.091478095,-52.20239375
62.0,84.06932845,-51.836755295
63.0,84.0546185,-51.76415844
64.0,84.08355245999999,-52.093848595
65.0,84.039939695,-51.799659855
66.0,84.01224580499999,-51.803981095
67.0,84.11521354999999,-52.495857475
68.0,84.079710635,-52.333095385
69.0,84.125489575,-52.842870115
70.0,84.08861776500001,-52.57216761
71.0,84.1139919,-53.011146825
72.0,84.09794942,-52.80151652
73.0,84.003981505,-52.711661205
74.0,83.99678763,-52.497407464999995
75.0,84.04555615,-52.80350984
76.0,84.037953095,-52.31110957
77.0,83.99495686,-52.05508669
78.0,84.036106425,-52.301784229999996
79.0,84.03189952,-52.26636426
80.0,84.01574264499999,-52.023631449999996
81.0,84.00998138,-51.859263115000005
82.0,84.022445475,-52.163054759999994
83.0,83.99639548,-51.942156374999996
84.0,84.02041058,-52.033401945
85.0,84.032179345,-52.135649560000004
86.0,84.018210595,-52.058097065
87.0,83.73094195,-52.074610305
88.0,83.452084805,-52.43322266
89.0,83.55958357,-51.357687420000005
90.0,83.729325635,-51.572182675
91.0,83.738379255,-50.74905215
92.0,83.85961248,-51.09451128
93.0,83.86019083,-51.138778525
94.0,83.82747824500001,-51.030040035
95.0,83.83080269499999,-50.75409587
96.0,83.85938232000001,-51.094844305
97.0,83.81806113,-51.10829212
98.0,83.792610885,-50.839605785
99.0,83.754347135,-51.302464015
100.0,83.74448993499999,-51.418886584999996
101.0,83.80084681,-51.209250055
102.0,83.79710788,-50.83703626
103.0,83.82551383,-51.39387926
104.0,83.82227932,-51.268089925
105.0,83.79818083,-50.82553652
106.0,83.827246025,-51.161735289999996
107.0,83.837739315,-51.234075335
108.0,83.84452789,-51.04898885
109.0,83.8184149,-50.815509035000005
110.0,83.80043165000001,-51.727591024999995
111.0,83.737645185,-51.191821795
112.0,83.78244759,-50.951183505
113.0,83.822011855,-51.227439035
114.0,83.84136819,-51.2653102
115.0,83.82353775,-50.801540485000004
116.0,83.806963865,-50.672898364999995
117.0,83.795080265,-50.84380851
118.0,83.80176497,-50.744355915
119.0,83.804539085,-50.859561775
120.0,83.798250295,-50.88490085
121.0,83.81444655,-50.802470650000004
122.0,83.79080237,-50.535993215
123.0,83.81887503499999,-50.745837255
124.0,83.83819817,-50.90141199
125.0,83.80856078,-50.760623980000005
126.0,83.83938958499999,-51.889789574999995
127.0,83.84769404,-51.4782338
128.0,84.17259631,-52.34759552
129.0,84.205252115,-51.00349903
130.0,83.13192488,-46.974645505
131.0,83.87948289,-51.02868738
132.0,81.332403535,-44.45934575
133.0,81.060344455,-44.139864655
134.0,81.27891886,-42.537580355
135.0,80.115442875,-34.331073105
136.0,71.003743805,25.545258105
137.0,75.01866544,-31.59762692
138.0,77.19384922500001,-0.767688792995
139.0,80.27394518,27.1684423925
140.0,79.39801621500001,6.169442270000001
141.0,83.201370685,-40.68725073
142.0,83.31441943,-39.670938050000004
143.0,83.36215375,-40.329198735
144.0,83.381618835,-40.693117535
145.0,83.37399447,-40.632808315000005
146.0,83.39543431,-40.734733255
147.0,83.379789385,-40.77704285
148.0,83.400630895,-40.827724915000005
149.0,83.40106826,-40.391431804999996
150.0,83.43225519500001,-40.499304914999996
151.0,83.435310035,-40.670233800000005
152.0,83.507669825,-40.97957509
153.0,83.46236423,-40.84265189
154.0,83.47824615,-41.22842005
155.0,83.462589985,-40.9174721
156.0,83.487833865,-40.86953545
157.0,83.50295031499999,-41.10642552
158.0,83.509859375,-41.24666521
159.0,83.52032039,-41.188454245
160.0,83.52433241,-40.877609275
161.0,83.541750975,-41.02215502
162.0,83.53917025,-41.118192879999995
163.0,83.534079755,-40.88318322
164.0,83.545888125,-40.84870103
165.0,83.537025925,-40.900504925
166.0,83.558074325,-40.978389455
167.0,83.47487568,-40.043367575
168.0,83.598315365,-40.357546619999994
169.0,83.59616674,-40.658176194999996
170.0,83.589629645,-40.45956187
171.0,83.612673245,-40.402641425
172.0,83.5950714,-40.310700895
173.0,83.591000425,-40.554371180000004
174.0,83.58110177500001,-40.362307494999996
175.0,83.600967065,-40.4917429
176.0,83.599807285,-40.8432232
177.0,83.59007985,-40.559577495
178.0,83.59931804,-40.434317675
179.0,83.61729322,-40.84890356
180.0,83.57560505,-40.70399048
181.0,83.613149605,-40.79364633
182.0,83.60803946499999,-40.768793185
183.0,83.62160710500001,-41.01682555
184.0,83.60045513,-40.929347825
185.0,83.61709189,-40.869878995
186.0,83.62369103500001,-40.955552620000006
187.0,83.616283855,-41.088544505
188.0,83.59649791000001,-40.97105571
189.0,83.60746007,-40.892522275
190.0,83.60471515,-40.999526805
191.0,83.61499811499999,-41.051364135
192.0,83.314858455,-39.6508509
193.0,83.53713739,-41.095130155
194.0,83.584253905,-41.373192794999994
195.0,83.577148465,-41.34822081
196.0,83.41773283500001,-40.299717435000005
197.0,83.552040155,-40.595992315000004
198.0,83.565358995,-40.76607947
199.0,83.55634943000001,-40.549951995
200.0,83.653642445,-41.07551841
201.0,83.635213375,-41.02974517
202.0,83.480422155,-40.482642889999994
203.0,83.350528715,-41.18705411
204.0,83.37982571,-41.42135763
205.0,83.45294498,-41.31229398
206.0,83.4420516,-40.864169005
207.0,83.46079285,-40.57953385
208.0,83.46914871000001,-40.74359269
209.0,83.463786355,-40.84727176
210.0,83.453177035,-40.69246899
211.0,83.47816162000001,-40.84790024
212.0,83.46048418000001,-40.970505315
213.0,83.476918005,-40.883287445
214.0,83.494904005,-40.967707655
215.0,83.48718906,-40.842145875
216.0,83.449683705,-40.553119955
217.0,83.46711456,-41.490640709999994
218.0,83.45885050000001,-41.449502915
219.0,83.255050805,-40.75605808
220.0,82.99548013,-40.29818401
221.0,83.25016249000001,-41.216377995
222.0,83.13862011,-41.721953150000004
223.0,83.09294278499999,-40.8493601
224.0,83.29802158999999,-40.91983055
225.0,83.357621685,-41.157500975000005
226.0,83.34659825,-40.998955069999994
227.0,83.366114015,-40.717419085
228.0,83.44205359,-41.21123504
229.0,83.413903465,-41.238306515000005
230.0,83.4027986,-41.16248927
231.0,83.34210076,-41.40365648
232.0,83.26058521,-41.67671991
233.0,83.286377065,-41.401370635
234.0,83.330607765,-41.036357065
235.0,83.35055752,-40.99131051
236.0,83.29894333499999,-42.173270994999996
237.0,83.27646400500001,-42.112771640000005
238.0,83.21772779,-41.865054810000004
239.0,83.199817235,-41.587392855000004
240.0,83.25188625999999,-41.649997435
241.0,83.31496723500001,-41.571348904999994
242.0,83.32150852000001,-41.720824575
243.0,83.324493245,-41.40179685
244.0,83.317742405,-41.544501275
245.0,83.303295425,-41.7040515
246.0,83.30298981,-41.54481799
247.0,83.30882954500001,-41.30475047
248.0,83.33792939,-41.82813756
249.0,83.28491647999999,-41.495585555000005
250.0,83.322117745,-41.37478017
251.0,83.35949313,-41.34779391
252.0,83.32975530499999,-41.332297665
253.0,83.24663928000001,-41.18964998
254.0,83.295016495,-41.120352725000004
255.0,83.38419384,-42.075151215
256.0,83.35295036,-41.99971638
257.0,83.375474385,-41.409225225
258.0,83.37033328,-41.491019315
259.0,83.395183385,-41.68271863
260.0,83.38427125,-41.776107495000005
261.0,83.39684625999999,-41.331575525
262.0,83.40532050499999,-41.847288195000004
263.0,83.388836105,-41.700389265
264.0,83.40808307,-41.641930575
265.0,83.39732716,-41.639302025000006
266.0,83.34822006499999,-41.722149015
267.0,83.294664315,-40.895359154999994
268.0,83.36434663,-41.68709937
269.0,83.16114031000001,-40.680594995
270.0,82.73321244499999,-40.039992119999994
271.0,83.318640705,-41.214320830000005
272.0,83.28902206500001,-43.186194515
273.0,84.173283165,-43.102915104999994
274.0,84.36317929,-40.673607774999994
275.0,83.766262455,-44.55340352499999
276.0,83.70715855,-43.24634754
277.0,83.73507305,-43.32606755
278.0,83.725212075,-42.943514195
279.0,83.719808125,-44.12325538
280.0,83.73578216000001,-44.277420809999995
281.0,83.63698296000001,-43.100214135
282.0,83.64017666,-43.33496608
283.0,83.65412983,-43.2449252
284.0,83.677886835,-43.3809662
285.0,83.664258455,-43.41473072
286.0,83.65770452999999,-43.271209369999994
287.0,83.66846523999999,-43.327081045
288.0,83.656846715,-43.38892176
289.0,83.65894560999999,-43.345350705
290.0,83.67226011,-43.413278295
291.0,83.64361588,-43.251513724999995
292.0,83.661600395,-43.374143225
293.0,83.65604088,-43.307505864999996
294.0,83.66819347500001,-43.306431364999995
295.0,83.6708869,-43.053437975
