Time (s),Tilt up/down (deg),Tilt left/right (deg)
0.0,139.8012044,97.19294332
1.0,139.23378015,97.28255743
2.0,141.2221036,97.58308353999999
3.0,141.95688565,97.500578215
4.0,141.99825994999998,97.44994778
5.0,141.2620594,97.29242852499999
6.0,141.30606304999998,97.27513723000001
7.0,141.32159769999998,97.27004752
8.0,141.29090945000002,97.25781197
9.0,141.18692625,97.231428275
10.0,141.09296085,97.22350055999999
11.0,141.18453820000002,97.22542555999999
12.0,141.2348804,97.2018955
13.0,141.15883035000002,97.20851625
14.0,141.0986259,97.188213875
15.0,141.30640655000002,97.22990607
16.0,140.65238415,97.09865538
17.0,140.65116625,97.08837801
18.0,140.68436874999998,97.08222475
19.0,140.67661564999997,97.058202575
20.0,140.53908554999998,97.01305171000001
21.0,140.55333815,97.03665853
22.0,140.3580535,97.02525088
23.0,140.50925495,97.02837281
24.0,140.41247885,96.780194895
25.0,138.97599854999999,95.98018636500001
26.0,138.9774043,95.69893833
27.0,136.66741810000002,96.928276275
28.0,141.2113031,97.90670158
29.0,141.0118524,98.12133844
30.0,137.29887095,99.484846785
31.0,139.534831,97.748932165
32.0,136.66765725,98.57513964500001
33.0,136.48489455,98.71852548000001
34.0,141.8027595,98.202402765
35.0,141.90484035,97.957937695
36.0,141.8926286,97.49947882000001
37.0,141.80437940000002,97.43998268
38.0,142.24456705,97.599298835
39.0,142.3228681,97.611387235
40.0,141.8728029,97.51650954499999
41.0,142.30847145,97.589175445
42.0,142.47521665,97.624791155
43.0,142.19815775,97.560554595
44.0,142.01631355,97.50490636500001
45.0,142.16594385000002,97.50971307500001
46.0,142.0562331,97.51317839
47.0,142.22761005,97.52815959
48.0,142.0698405,97.48332540999999
49.0,141.9753372,97.45837494
50.0,142.0242926,97.4822097
51.0,142.2151967,97.51648747
52.0,142.20060139999998,97.532407025
53.0,141.84940575000002,97.454026545
54.0,141.7866576,97.403741335
55.0,141.9433065,97.411000715
56.0,141.944383,97.404743005
57.0,141.84564175,97.42160454
58.0,141.7110047,97.38394332
59.0,141.91186275,97.43133657499999
60.0,142.08153314999998,97.47827057
61.0,142.20239375,97.600384535
62.0,141.8367553,97.52991613500001
63.0,141.76415845,97.52908034500001
64.0,142.0938486,97.580893425
65.0,141.79965985,97.557088745
66.0,141.8039811,97.59338346499999
67.0,142.49585745000002,97.64936220999999
68.0,142.33309535,97.65072759
69.0,142.8428701,97.73150963
70.0,142.5721676,97.70456770999999
71.0,143.01114685,97.79333813
72.0,142.80151655,97.75599151
73.0,142.71166119999998,97.85349734
74.0,142.4974075,97.80298526499999
75.0,142.8035098,97.82503903
76.0,142.31110955,97.69838036499999
77.0,142.0550867,97.68329033
78.0,142.30178425,97.698257915
79.0,142.26636424999998,97.694041295
80.0,142.02363145,97.64823243500001
81.0,141.85926310000002,97.611010255
82.0,142.16305475000001,97.67784461
83.0,141.9421564,97.650709785
84.0,142.03340194999998,97.64505607
85.0,142.13564954999998,97.65780688000001
86.0,142.05809705000001,97.65449931500001
87.0,142.07461030000002,98.04576331999999
88.0,142.43322265,98.49180877
89.0,141.35768745000001,98.03734272
