Time (s),Tilt up/down (deg),Tilt left/right (deg)
0.0,89.10865558,23.61100754
1.0,89.09720422999999,23.511929675
2.0,89.098799095,24.071981955
3.0,89.101309895,23.942718325
4.0,89.09903819,23.748769295000002
5.0,89.10099899,24.196550315
6.0,89.092952965,23.91396376
7.0,89.098552455,23.90804534
8.0,89.09547632499999,23.66079169
9.0,89.637639965,64.492056785
10.0,98.7443308,25.46121765000001
11.0,118.4865822,-117.160592
12.0,124.0027295,-135.81313825
13.0,106.30243770000001,-129.08367694999998
14.0,107.09577145,-129.82578030000002
15.0,107.1846149,-130.00074865
16.0,106.9514621,-129.8886917
17.0,106.90819225,-129.87043820000002
18.0,106.8957197,-130.1049677
19.0,106.88636035,-129.86579675000002
20.0,106.73348615,-129.55291935
21.0,106.70873879999999,-129.5846152
22.0,106.6632405,-129.63562804999998
23.0,106.7257821,-129.54016969999998
24.0,106.9079835,-130.05477165
25.0,106.8505631,-128.8110495
26.0,107.02807905,-127.97066405000001
27.0,106.65771205,-128.2274687
28.0,106.61959285,-128.28001195000002
29.0,106.6738306,-128.50680935
30.0,106.6426886,-128.2877689
31.0,106.68170169999999,-128.4120264
32.0,106.62915290000001,-128.3335353
33.0,106.6390757,-128.35653745000002
34.0,106.66628505,-128.4455165
35.0,106.6312977,-128.35765594999998
36.0,106.66724305,-128.4510063
37.0,106.6437634,-128.43357355
38.0,106.6543876,-128.41100640000002
39.0,106.6946373,-128.5559756
40.0,106.66071925,-128.45826764999998
41.0,106.65611535,-128.84560119999998
42.0,106.52794134999999,-129.01513225
43.0,106.5378082,-128.94561700000003
44.0,106.5723446,-128.99414405
45.0,106.50102685,-128.89043615
46.0,106.50764515,-128.87171035
47.0,106.53806005,-128.88420655
48.0,106.5412721,-128.79014815
49.0,106.5874328,-128.97878935
50.0,106.57818359999999,-128.99871385
51.0,106.5863306,-129.00231875
52.0,106.59971825,-129.00556315
53.0,106.54968165,-128.6101617
54.0,106.6030048,-128.8143287
55.0,106.533563,-128.630766
56.0,106.53346135,-128.6501076
57.0,106.58974315,-128.7958989
58.0,106.6163656,-128.69008175
59.0,106.64952765000001,-128.7773972
60.0,106.6168969,-128.7211136
61.0,106.6127787,-128.69441940000002
62.0,106.6402162,-128.79150199999998
63.0,106.60938045,-128.6829366
64.0,106.64634415,-128.79154
65.0,106.6041114,-128.709563
66.0,106.6186659,-128.71114825
67.0,106.7160559,-128.81654535
68.0,106.6720829,-128.7317203
69.0,106.6796931,-128.8431281
70.0,106.56321735,-128.6698879
71.0,106.52661409999999,-128.5775004
72.0,106.5462663,-128.66317659999999
73.0,106.55280024999999,-128.69468595
74.0,106.55253809999999,-128.64968240000002
75.0,106.6177871,-128.8177465
76.0,106.57202369999999,-128.71088235
77.0,107.31465985,-129.6268632
78.0,108.11637885,-130.4071298
79.0,107.67401735,-128.4853764
80.0,107.78410629999999,-128.3790056
81.0,107.31036424999999,-128.85629055
82.0,107.3194224,-128.71670905
83.0,107.4861578,-128.8780161
84.0,107.4013832,-128.8514018
85.0,107.34285650000001,-128.72343684999998
86.0,107.36943015,-128.80240885
87.0,107.3333327,-128.7273433
88.0,107.32324565,-128.75168854999998
89.0,107.3194665,-128.77875490000002
90.0,107.2959027,-128.7094979
91.0,107.33351669999999,-128.80090895
92.0,107.29173255,-128.70877165000002
93.0,107.3008411,-128.7278162
94.0,107.3146704,-128.77347070000002
95.0,107.28799445,-128.72973754999998
96.0,107.31557369999999,-128.78797055
97.0,107.27519294999999,-128.71291775
98.0,107.2776501,-128.7260573
99.0,107.28545695,-128.81755465
100.0,107.10855795,-129.13087685
101.0,107.1208671,-129.273302
102.0,107.1364017,-129.1515683
103.0,107.13679125,-129.1460217
104.0,107.14943635,-129.1905751
