Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
0.0,0.002196051014,0.06523265105,-0.0350438204,0.07408232415
1.0,-0.00120850220661,0.0023331838005,0.000282231419585,0.00269762036
2.0,0.00026419407320000003,0.0007002734471499999,0.00016127509693,0.00077469392775
3.0,0.0003997967212,0.0006359289276,0.0004945076439,0.0008996969199000001
4.0,0.00051022772175,0.00086095861675,0.00041041965714999997,0.0010834274314999999
5.0,0.00020795999339999997,0.0007490803844,0.00042865223125,0.0008891209917000001
6.0,0.00035530177075,0.00012609166131,0.00045280105505,0.0006366426266
7.0,0.0006440393673,-0.00016339713765,0.0003957605997,0.00079415901295
8.0,0.00011777326159000001,0.00032148917345,0.0005368763094500001,0.0006618674985
9.0,-0.03897127866969,-0.0846566934905,0.018774755535,0.108741808615
10.0,-0.37484470329999997,0.80294838945,0.3977850264,0.99502191935
11.0,-0.001871641449999989,0.27731995703,-0.38204054485,0.7460064216
12.0,0.58265615555,-0.16847836454999998,-0.17612089349499999,0.70565039575
13.0,0.03156111174,-0.024264474875,0.003559723322,0.084525179095
14.0,-0.009558092589,0.0041832412385,0.013841381384,0.0192041857075
15.0,0.006738540362000001,-0.005595821444,-0.0021729697259,0.009310669951500001
16.0,0.0008993452876499999,0.0002398958685,-0.0009754356050500001,0.0024524937475
17.0,-0.0013347636337,0.0011650003804999998,-0.004471139847,0.0058782890050000005
18.0,-0.0034302788625,0.0038546870235000004,0.002461567267,0.0057263881375
19.0,0.00506849433605,-9.549183185e-05,0.00011671223950000006,0.0063337497775
20.0,-0.002209044426,-0.0012307836280000001,-0.0011034611855,0.011359605895
21.0,0.001597896681,-0.00096234547985,-0.00140797402935,0.0030014024625000003
22.0,-0.0023045362568,-0.00027798733329999995,0.00194591136785,0.0037791192925
23.0,0.0022401061074999997,-0.00054975459305,-0.0047984968515,0.005395621359
24.0,0.0002206922380000001,0.0041793591965,-0.015300974834,0.021258625618499997
25.0,-0.016617701055,0.05093216096,0.023800809015,0.06002576906
26.0,0.019434710175,-0.036257188145,-0.01255929819,0.04489920787
27.0,0.00069284630825,0.0005952324264,-0.001760232792,0.0020406189065
28.0,0.0021082474784999998,-0.0011416579193,-0.007862160945,0.0085238123685
29.0,-0.00019098366849999997,0.0018270770811,0.00344513312465,0.004587629337
