Time (s),Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Blinking,Looking Center,Looking Left,Looking Right
0,283.3636363636364,180.0,370.45454545454544,179.54545454545453,6,3,2,0
1,301.0,177.0,383.1111111111111,177.77777777777777,8,1,0,0
2,298.35714285714283,178.0,380.7142857142857,177.71428571428572,14,0,0,0
3,297.46666666666664,178.93333333333334,379.73333333333335,179.4,14,1,0,0
4,292.06666666666666,180.4,375.73333333333335,180.06666666666666,11,0,4,0
5,287.84615384615387,179.07692307692307,372.46153846153845,177.53846153846155,3,6,4,0
6,283.46153846153845,181.69230769230768,367.53846153846155,178.84615384615384,11,2,0,0
7,282.06666666666666,182.93333333333334,366.4,180.4,12,2,1,0
8,278.8333333333333,183.5,359.6666666666667,180.41666666666666,9,3,0,0
9,261.75,199.0,334.0,191.75,4,0,0,0
10,,,,,0,0,0,0
11,296.7142857142857,202.14285714285714,376.85714285714283,203.14285714285714,6,0,1,0
12,327.2,190.6,428.06666666666666,194.73333333333332,11,1,3,0
13,304.1875,201.9375,404.9375,205.5,15,1,0,0
14,300.2142857142857,208.71428571428572,400.92857142857144,210.14285714285714,14,0,0,0
15,301.72727272727275,209.36363636363637,404.3636363636364,212.27272727272728,10,0,1,0
16,325.3333333333333,208.66666666666666,428.0,212.0,0,0,3,0
17,332.0,197.5,440.5,200.5,0,1,1,0
18,343.0,203.0,442.0,203.0,0,1,0,0
19,,,,,0,0,0,0
20,,,,,0,0,0,0
21,,,,,0,0,0,0
22,330.0,187.0,436.0,194.0,1,0,0,0
23,,,,,0,0,0,0
24,,,,,0,0,0,0
25,,,,,0,0,0,0
26,,,,,0,0,0,0
27,,,,,0,0,0,0
28,,,,,0,0,0,0
29,,,,,0,0,0,0
30,,,,,0,0,0,0
31,,,,,0,0,0,0
32,,,,,0,0,0,0
33,,,,,0,0,0,0
34,,,,,0,0,0,0
35,,,,,0,0,0,0
36,,,,,0,0,0,0
37,,,,,0,0,0,0
38,,,,,0,0,0,0
39,,,,,0,0,0,0
40,,,,,0,0,0,0
41,,,,,0,0,0,0
42,,,,,0,0,0,0
43,303.5,203.5,397.5,190.5,0,0,2,0
44,300.6,205.8,397.2,194.2,0,1,4,0
45,296.0,206.88888888888889,392.6666666666667,195.55555555555554,0,1,8,0
46,293.2307692307692,207.84615384615384,390.15384615384613,196.6153846153846,0,3,10,0
47,294.46666666666664,209.0,392.46666666666664,197.6,0,2,13,0
48,296.8666666666667,210.46666666666667,395.73333333333335,199.53333333333333,0,0,15,0
49,300.2142857142857,208.57142857142858,398.5,198.92857142857142,0,0,14,0
50,299.6923076923077,207.92307692307693,396.9230769230769,197.92307692307693,0,0,13,0
51,297.5,202.0,394.5,192.0,0,1,1,0
52,288.5,200.66666666666666,383.3333333333333,192.0,6,0,0,0
53,289.42857142857144,201.14285714285714,384.7142857142857,192.28571428571428,6,0,1,0
54,293.0,200.0,388.0,191.0,1,0,0,0
55,292.0,201.0,385.0,192.0,1,0,0,0
56,290.0,201.0,386.0,192.0,1,0,0,0
57,299.1818181818182,199.45454545454547,393.8181818181818,193.54545454545453,5,2,4,0
58,300.3333333333333,199.33333333333334,393.6666666666667,193.4,9,0,6,0
59,297.2857142857143,200.42857142857142,390.7142857142857,194.57142857142858,13,1,0,0
60,295.3333333333333,200.46666666666667,389.8,193.86666666666667,15,0,0,0
61,296.8,199.5,389.9,192.2,10,0,0,0
62,296.8,199.0,389.8,192.2,5,0,0,0
63,295.9230769230769,199.0,389.84615384615387,192.53846153846155,13,0,0,0
64,296.2,199.0,390.4,192.8,5,0,0,0
65,297.5,198.5,390.5,191.5,2,0,0,0
66,305.0,196.0,394.0,188.0,1,0,0,0
67,,,,,0,0,0,0
68,295.2,199.2,389.6,193.0,3,0,2,0
69,291.0769230769231,200.92307692307693,386.2307692307692,194.07692307692307,12,0,1,0
70,291.0,201.0,387.0,195.0,1,0,0,0
71,294.25,202.5,391.0,194.25,4,0,0,0
72,296.93333333333334,204.2,393.4,196.4,11,0,4,0
73,299.0,203.07142857142858,394.35714285714283,195.42857142857142,6,0,8,0
74,299.6363636363636,202.72727272727272,394.72727272727275,195.45454545454547,0,0,11,0
75,303.6,200.8,398.2,193.0,0,0,5,0
76,,,,,0,0,0,0
77,,,,,0,0,0,0
78,318.3333333333333,193.66666666666666,410.6666666666667,186.66666666666666,1,0,2,0
79,321.3333333333333,197.0,412.3333333333333,191.0,1,0,2,0
80,313.75,199.5,407.0,193.0,4,0,0,0
81,313.6,200.3,405.9,192.8,1,0,9,0
82,313.6666666666667,201.83333333333334,406.75,194.83333333333334,4,1,7,0
83,314.6875,201.6875,406.5625,194.3125,3,0,13,0
84,312.2,202.2,404.6666666666667,194.6,0,1,14,0
85,311.3333333333333,202.06666666666666,403.3333333333333,194.26666666666668,0,0,15,0
86,306.375,197.0,401.375,192.875,1,1,6,0
87,289.0,191.30769230769232,388.6923076923077,186.84615384615384,4,8,1,0
88,291.5,194.5,391.5,189.0,1,1,0,0
89,,,,,0,0,0,0
90,299.5,199.0,395.0,190.0,2,0,0,0
91,301.2857142857143,198.57142857142858,397.0,190.85714285714286,1,0,6,0
92,300.6666666666667,199.0,397.0,191.33333333333334,0,0,3,0
93,,,,,0,0,0,0
94,304.25,199.0,397.8333333333333,192.5,0,4,8,0
95,294.5,190.5,396.0,190.5,0,0,2,0
96,302.6666666666667,199.0,396.6666666666667,192.0,0,0,3,0
97,302.5,199.66666666666666,396.6666666666667,193.16666666666666,0,1,11,0
98,,,,,0,0,0,0
99,,,,,0,0,0,0
100,,,,,0,0,0,0
101,,,,,0,0,0,0
102,,,,,0,0,0,0
103,,,,,0,0,0,0
104,,,,,0,0,0,0
105,,,,,0,0,0,0
106,,,,,0,0,0,0
107,,,,,0,0,0,0
108,,,,,0,0,0,0
109,,,,,0,0,0,0
110,,,,,0,0,0,0
111,,,,,0,0,0,0
112,,,,,0,0,0,0
113,,,,,0,0,0,0
114,,,,,0,0,0,0
115,,,,,0,0,0,0
116,,,,,0,0,0,0
117,,,,,0,0,0,0
118,,,,,0,0,0,0
119,,,,,0,0,0,0
120,323.0,187.0,403.0,183.0,0,0,1,0
121,313.0,184.5,394.5,179.0,1,0,1,0
122,,,,,0,0,0,0
123,,,,,0,0,0,0
124,,,,,0,0,0,0
125,,,,,0,0,0,0
126,,,,,0,0,0,0
127,,,,,0,0,0,0
128,295.0,198.5,388.0,185.5,1,1,0,0
129,299.0,201.0,396.0,188.0,1,0,0,0
130,,,,,0,0,0,0
131,,,,,0,0,0,0
132,,,,,0,0,0,0
133,,,,,0,0,0,0
134,,,,,0,0,0,0
135,,,,,0,0,0,0
136,251.0,228.66666666666666,326.3333333333333,222.0,2,4,0,0
137,294.57142857142856,232.21428571428572,376.64285714285717,228.35714285714286,8,0,6,0
138,284.57142857142856,229.0,365.42857142857144,221.85714285714286,7,0,0,0
139,277.75,230.375,358.125,222.5,5,1,2,0
140,278.1333333333333,235.46666666666667,357.8,228.4,5,0,10,0
141,264.53846153846155,241.84615384615384,341.38461538461536,239.0,10,3,0,0
142,242.0,254.8,329.3,250.5,2,4,4,0
143,240.4,254.9,328.6,248.0,5,1,4,0
144,223.14285714285714,273.57142857142856,292.0,262.42857142857144,2,0,5,0
145,263.1111111111111,243.0,342.44444444444446,238.0,3,3,3,0
146,274.7,239.2,352.9,236.5,0,3,7,0
147,228.0,276.5,309.5,273.0,0,0,2,0
148,,,,,0,0,0,0
149,,,,,0,0,0,0
150,338.0,201.0,413.0,213.0,1,0,0,0
151,,,,,0,0,0,0
152,,,,,0,0,0,0
153,,,,,0,0,0,0
154,,,,,0,0,0,0
155,,,,,0,0,0,0
156,,,,,0,0,0,0
157,,,,,0,0,0,0
158,,,,,0,0,0,0
159,305.0,202.0,407.0,192.0,0,1,0,0
160,302.0,202.0,404.0,192.0,0,1,0,0
161,304.0,202.0,403.0,193.0,0,1,0,0
162,308.0,204.0,404.0,194.5,0,1,1,0
163,304.3333333333333,204.0,403.55555555555554,194.11111111111111,0,6,3,0
164,306.44444444444446,204.44444444444446,404.3333333333333,194.66666666666666,0,3,6,0
165,305.1333333333333,205.53333333333333,404.0,196.06666666666666,0,7,8,0
166,305.09090909090907,206.0909090909091,403.8181818181818,196.9090909090909,0,7,4,0
167,304.3076923076923,206.0,403.6923076923077,196.3846153846154,0,12,1,0
168,304.14285714285717,207.14285714285714,402.0,196.85714285714286,0,4,3,0
169,302.5833333333333,207.58333333333334,402.5,196.83333333333334,0,0,12,0
170,303.1333333333333,208.46666666666667,402.53333333333336,198.86666666666667,0,0,15,0
171,295.8666666666667,210.46666666666667,396.8,200.4,0,5,10,0
172,298.26666666666665,212.73333333333332,400.46666666666664,202.06666666666666,0,0,15,0
173,301.73333333333335,213.8,403.0,203.6,0,0,15,0
174,304.6,213.86666666666667,404.6666666666667,203.66666666666666,0,0,15,0
175,305.3333333333333,214.0,406.06666666666666,203.4,0,0,15,0
176,303.93333333333334,214.8,404.53333333333336,204.73333333333332,0,1,14,0
177,299.5,214.42857142857142,400.57142857142856,204.5,0,0,14,0
178,301.3333333333333,215.13333333333333,402.6666666666667,204.93333333333334,0,0,15,0
179,302.1875,215.375,403.125,205.5625,0,0,16,0
180,301.7692307692308,215.53846153846155,402.9230769230769,206.0,0,0,13,0
181,300.06666666666666,215.6,401.6666666666667,204.6,0,0,15,0
182,301.93333333333334,215.66666666666666,403.73333333333335,204.53333333333333,0,0,15,0
183,306.8,215.26666666666668,407.3333333333333,204.33333333333334,0,0,15,0
184,306.26666666666665,216.06666666666666,407.4,205.13333333333333,1,0,14,0
185,307.57142857142856,217.42857142857142,409.35714285714283,208.14285714285714,10,2,2,0
186,307.26666666666665,216.86666666666667,409.4,204.66666666666666,1,4,10,0
187,310.92857142857144,218.28571428571428,412.7142857142857,205.35714285714286,5,3,6,0
188,310.06666666666666,221.53333333333333,412.26666666666665,209.4,7,6,2,0
189,312.2,221.93333333333334,415.6666666666667,209.6,2,6,7,0
190,311.3333333333333,221.93333333333334,414.1333333333333,209.73333333333332,6,9,0,0
191,312.8,220.26666666666668,414.3333333333333,208.26666666666668,1,6,8,0
192,306.0,211.0,408.0,198.66666666666666,0,0,3,0
193,,,,,0,0,0,0
194,,,,,0,0,0,0
195,,,,,0,0,0,0
196,317.44444444444446,205.44444444444446,417.6666666666667,199.44444444444446,7,2,0,0
197,316.73333333333335,206.93333333333334,416.93333333333334,198.73333333333332,14,1,0,0
198,313.2,206.53333333333333,412.8,198.46666666666667,11,4,0,0
199,314.6,206.66666666666666,415.46666666666664,196.93333333333334,7,6,2,0
200,314.7692307692308,206.76923076923077,414.0,199.53846153846155,12,1,0,0
201,310.6,207.33333333333334,409.8,199.0,8,3,4,0
202,308.93333333333334,208.73333333333332,410.6,199.53333333333333,0,3,12,0
203,309.0,209.6,409.46666666666664,201.33333333333334,0,5,10,0
204,308.2,210.93333333333334,410.0,203.0,0,0,15,0
205,307.84615384615387,211.92307692307693,408.38461538461536,204.15384615384616,0,0,13,0
206,307.8666666666667,212.0,408.93333333333334,203.2,0,0,15,0
207,308.93333333333334,211.4,409.8,204.26666666666668,0,1,14,0
208,309.93333333333334,211.13333333333333,410.3333333333333,204.4,1,3,11,0
209,310.2,212.0,411.4,204.46666666666667,2,2,11,0
210,312.93333333333334,212.66666666666666,414.0,204.26666666666668,0,1,14,0
211,313.4,212.66666666666666,414.8,206.73333333333332,15,0,0,0
212,312.8666666666667,213.13333333333333,414.4,207.4,12,0,3,0
213,315.2,213.86666666666667,416.73333333333335,207.73333333333332,13,1,1,0
214,318.3333333333333,215.06666666666666,419.8666666666667,209.53333333333333,12,1,2,0
215,317.73333333333335,215.0,419.1333333333333,209.6,15,0,0,0
216,317.8,215.6,419.06666666666666,209.86666666666667,15,0,0,0
217,316.73333333333335,216.0,418.53333333333336,210.46666666666667,15,0,0,0
218,317.53333333333336,216.73333333333332,419.2,211.66666666666666,14,0,1,0
219,318.73333333333335,217.06666666666666,420.6,211.86666666666667,14,0,1,0
220,318.06666666666666,217.26666666666668,419.93333333333334,212.26666666666668,13,1,1,0
221,318.06666666666666,217.4,419.6666666666667,212.6,14,1,0,0
222,319.6,217.86666666666667,421.2,212.6,10,1,4,0
223,319.2,217.8,421.2,213.46666666666667,14,1,0,0
224,319.6666666666667,218.0,421.06666666666666,213.93333333333334,14,1,0,0
225,321.4,218.26666666666668,423.06666666666666,214.2,15,0,0,0
226,327.8666666666667,212.4,428.8666666666667,206.93333333333334,4,1,10,0
227,326.8,215.8,427.93333333333334,210.26666666666668,3,5,7,0
228,325.4,214.86666666666667,426.0,208.93333333333334,2,4,9,0
229,330.6666666666667,208.41666666666666,428.5833333333333,202.91666666666666,3,1,8,0
230,293.0,176.0,383.0,168.0,0,1,0,0
231,,,,,0,0,0,0
232,,,,,0,0,0,0
233,,,,,0,0,0,0
234,,,,,0,0,0,0
235,302.0,217.2,372.2,211.2,1,3,1,0
236,344.0,200.0,421.25,201.5,3,0,1,0
237,,,,,0,0,0,0
238,,,,,0,0,0,0
239,358.5,192.66666666666666,439.0,190.83333333333334,4,2,0,0
240,340.38461538461536,201.30769230769232,421.9230769230769,194.3846153846154,12,1,0,0
241,343.0,208.0,424.0,203.0,0,1,0,0
242,,,,,0,0,0,0
243,342.3333333333333,190.16666666666666,424.0,189.33333333333334,2,3,1,0
244,342.42857142857144,222.71428571428572,431.0,226.57142857142858,2,0,5,0
245,342.5,220.91666666666666,432.0,224.08333333333334,4,3,5,0
246,,,,,0,0,0,0
247,,,,,0,0,0,0
248,,,,,0,0,0,0
249,,,,,0,0,0,0
250,,,,,0,0,0,0
251,,,,,0,0,0,0
252,,,,,0,0,0,0
253,,,,,0,0,0,0
254,,,,,0,0,0,0
255,409.0,189.0,502.0,199.0,1,0,0,0
256,408.0,191.0,508.0,198.0,0,0,1,0
257,340.0,192.0,444.5,196.5,1,0,1,0
258,,,,,0,0,0,0
259,,,,,0,0,0,0
260,,,,,0,0,0,0
261,,,,,0,0,0,0
262,346.6666666666667,205.33333333333334,457.6666666666667,203.0,3,0,0,0
263,324.77777777777777,195.0,437.44444444444446,192.11111111111111,4,4,1,0
264,259.9166666666667,179.33333333333334,368.5833333333333,169.66666666666666,1,11,0,0
265,,,,,0,0,0,0
266,,,,,0,0,0,0
267,291.90909090909093,168.0,399.72727272727275,171.63636363636363,6,5,0,0
268,287.6666666666667,184.5,396.1666666666667,183.0,6,0,0,0
269,,,,,0,0,0,0
270,302.0,184.0,403.0,181.0,1,0,0,0
271,,,,,0,0,0,0
272,301.0,186.0,404.0,180.0,1,0,0,0
273,,,,,0,0,0,0
274,297.6666666666667,183.66666666666666,400.3333333333333,176.66666666666666,2,1,0,0
275,290.0,179.0,395.0,167.66666666666666,1,2,0,0
276,291.0,179.0,396.5,168.5,2,0,0,0
277,293.6666666666667,176.0,396.6666666666667,167.66666666666666,3,0,0,0
278,286.6,177.8,388.4,167.8,4,1,0,0
279,286.09090909090907,179.54545454545453,389.09090909090907,167.1818181818182,10,1,0,0
280,293.0,182.0,398.6666666666667,168.33333333333334,3,0,0,0
281,307.0,180.0,412.0,175.0,1,0,0,0
282,307.0,178.0,412.5,173.5,0,1,1,0
283,309.0,179.0,412.0,172.0,0,1,1,0
284,,,,,0,0,0,0
285,,,,,0,0,0,0
286,,,,,0,0,0,0
287,,,,,0,0,0,0
288,,,,,0,0,0,0
289,,,,,0,0,0,0
290,,,,,0,0,0,0
291,,,,,0,0,0,0
292,,,,,0,0,0,0
293,247.33333333333334,259.6666666666667,332.0,253.66666666666666,3,0,0,0
294,248.0,260.0,329.5,254.0,2,0,0,0
295,,,,,0,0,0,0
296,269.0,189.0,349.0,182.5,1,0,1,0
297,302.0,177.0,383.0,175.0,1,0,0,0
298,,,,,0,0,0,0
299,,,,,0,0,0,0
300,,,,,0,0,0,0
301,,,,,0,0,0,0
302,263.2,165.8,343.6,158.8,4,1,0,0
303,,,,,0,0,0,0
304,,,,,0,0,0,0
305,341.0,187.5,431.0,182.5,2,0,0,0
306,333.6,184.4,430.2,177.6,3,0,2,0
307,317.0,164.0,424.0,156.0,1,0,0,0
308,310.8181818181818,176.54545454545453,412.90909090909093,171.1818181818182,7,1,3,0
309,302.5,178.0,403.5,167.5,0,0,2,0
310,311.0,192.0,414.0,181.0,1,0,0,0
311,306.57142857142856,199.14285714285714,412.64285714285717,189.28571428571428,4,6,4,0
312,307.2,205.86666666666667,413.8,197.73333333333332,0,2,13,0
313,308.93333333333334,210.46666666666667,416.06666666666666,202.0,1,0,14,0
314,310.26666666666665,211.73333333333332,417.6666666666667,204.6,3,1,11,0
315,307.1333333333333,213.06666666666666,414.93333333333334,205.46666666666667,2,2,11,0
316,309.6,212.6,417.1333333333333,204.8,3,5,7,0
317,309.6,213.13333333333333,417.6666666666667,206.33333333333334,6,0,9,0
318,306.6923076923077,212.6153846153846,413.7692307692308,205.69230769230768,4,2,7,0
319,304.2,211.93333333333334,412.93333333333334,204.53333333333333,6,5,4,0
320,304.26666666666665,211.8,412.8666666666667,204.93333333333334,2,2,11,0
321,307.1333333333333,212.2,415.3333333333333,205.26666666666668,5,7,3,0
322,308.875,212.9375,416.4375,205.875,14,1,1,0
323,306.4,213.46666666666667,413.93333333333334,206.26666666666668,1,1,13,0
324,303.0,207.8,406.8666666666667,199.93333333333334,6,0,9,0
325,293.4,198.6,368.2,186.0,1,1,3,0
326,,,,,0,0,0,0
327,245.8,202.6,324.0,189.8,2,3,0,0
328,,,,,0,0,0,0
329,,,,,0,0,0,0
330,,,,,0,0,0,0
331,,,,,0,0,0,0
332,,,,,0,0,0,0
333,,,,,0,0,0,0
334,,,,,0,0,0,0
335,,,,,0,0,0,0
336,,,,,0,0,0,0
337,,,,,0,0,0,0
338,,,,,0,0,0,0
339,238.0,209.66666666666666,321.3333333333333,200.0,1,1,1,0
340,282.5,194.0,367.0,188.125,3,0,5,0
341,300.0,207.0,408.0,197.0,0,0,1,0
342,294.42857142857144,214.35714285714286,404.07142857142856,204.21428571428572,5,4,5,0
343,288.7857142857143,221.64285714285714,399.14285714285717,208.92857142857142,0,10,4,0
344,283.2,218.9,392.7,206.5,7,3,0,0
345,289.46666666666664,224.66666666666666,400.6666666666667,208.53333333333333,0,12,3,0
346,291.1333333333333,215.86666666666667,397.73333333333335,202.8,3,3,9,0
347,293.06666666666666,216.6,399.0,206.86666666666667,2,4,9,0
348,291.8666666666667,216.2,397.53333333333336,202.66666666666666,4,2,9,0
349,293.0,215.42857142857142,399.0,205.71428571428572,8,6,0,0
350,291.5,211.25,396.75,202.5,2,0,2,0
351,282.2,206.6,391.2,200.0,1,2,2,0
352,284.0769230769231,208.76923076923077,389.38461538461536,200.46153846153845,7,1,5,0
353,285.46666666666664,204.8,390.73333333333335,197.13333333333333,13,2,0,0
354,286.61538461538464,199.15384615384616,389.0,188.76923076923077,13,0,0,0
355,286.2,200.06666666666666,386.8,191.26666666666668,14,1,0,0
356,,,,,0,0,0,0
357,223.75,147.0,273.0,138.5,1,1,2,0
358,224.0,146.0,263.0,140.0,0,0,1,0
359,262.8,148.0,301.0,144.8,0,3,2,0
360,264.3333333333333,151.5,307.6666666666667,146.0,2,2,2,0
361,274.5,163.5,345.0,155.0,2,0,0,0
362,,,,,0,0,0,0
363,315.0,158.5,387.0,164.0,0,1,3,0
364,279.0,163.5,350.5,158.5,0,2,0,0
365,289.5,164.9,362.8,163.3,8,0,2,0
366,316.0,163.0,394.0,173.0,1,0,0,0
367,,,,,0,0,0,0
368,318.0,165.25,390.5,169.25,4,0,0,0
369,,,,,0,0,0,0
370,,,,,0,0,0,0
371,314.75,195.875,413.25,189.625,7,0,1,0
372,305.46666666666664,207.2,414.1333333333333,202.86666666666667,1,1,13,0
373,306.2,212.6,415.4,207.86666666666667,1,1,13,0
374,310.07142857142856,219.5,419.07142857142856,215.92857142857142,1,1,12,0
375,305.4,219.93333333333334,415.2,216.4,0,0,15,0
376,309.26666666666665,220.53333333333333,416.73333333333335,216.13333333333333,0,0,15,0
377,311.26666666666665,220.6,419.46666666666664,217.53333333333333,0,0,15,0
378,310.1333333333333,222.13333333333333,417.93333333333334,219.53333333333333,0,0,15,0
379,311.1333333333333,224.13333333333333,418.1333333333333,220.26666666666668,0,0,15,0
380,312.85714285714283,225.07142857142858,424.2857142857143,222.07142857142858,2,8,4,0
381,317.1333333333333,226.73333333333332,427.73333333333335,222.6,0,11,4,0
382,316.8,228.53333333333333,426.26666666666665,224.86666666666667,0,13,2,0
383,316.3,227.8,426.9,223.2,0,7,3,0
384,315.75,209.33333333333334,417.1666666666667,206.5,8,1,3,0
385,317.8,199.6,413.4,198.4,5,0,0,0
386,,,,,0,0,0,0
387,,,,,0,0,0,0
388,365.3333333333333,189.6,468.73333333333335,182.66666666666666,9,0,6,0
389,371.46666666666664,194.46666666666667,475.26666666666665,191.66666666666666,14,1,0,0
390,370.8,194.33333333333334,474.1333333333333,191.0,15,0,0,0
391,373.5,194.625,476.625,190.6875,8,2,6,0
392,369.6,195.0,473.4,190.6,12,2,1,0
393,345.35714285714283,198.85714285714286,453.14285714285717,193.0,4,1,9,0
394,342.8,207.0,452.8,201.4,0,0,15,0
395,339.8666666666667,208.53333333333333,451.6,204.13333333333333,0,0,15,0
396,334.46666666666664,209.6,445.1333333333333,203.06666666666666,1,1,13,0
397,335.6923076923077,209.30769230769232,445.6923076923077,202.92307692307693,3,0,10,0
398,335.73333333333335,209.53333333333333,445.6666666666667,203.33333333333334,0,0,15,0
399,338.53333333333336,208.6,448.3333333333333,202.53333333333333,1,0,14,0
400,341.53333333333336,209.06666666666666,450.46666666666664,202.46666666666667,7,0,8,0
401,326.7142857142857,202.14285714285714,434.57142857142856,191.85714285714286,0,2,5,0
402,225.14285714285714,134.28571428571428,281.57142857142856,128.85714285714286,2,3,2,0
403,228.91666666666666,135.25,281.5,130.25,7,5,0,0
404,232.83333333333334,136.16666666666666,286.5,129.66666666666666,6,0,0,0
405,221.25,129.25,268.5,122.0,0,2,2,0
406,239.0,147.0,306.0,130.0,1,0,0,0
407,,,,,0,0,0,0
408,,,,,0,0,0,0
409,,,,,0,0,0,0
410,,,,,0,0,0,0
411,,,,,0,0,0,0
412,,,,,0,0,0,0
413,332.6666666666667,180.41666666666666,437.5,180.25,11,1,0,0
414,327.0,181.14285714285714,429.2857142857143,177.28571428571428,6,1,0,0
415,317.53333333333336,189.33333333333334,426.0,184.53333333333333,12,3,0,0
416,316.73333333333335,202.6,428.1333333333333,197.53333333333333,13,0,2,0
417,311.0,202.33333333333334,422.06666666666666,196.33333333333334,0,0,15,0
418,311.6,201.33333333333334,422.6666666666667,195.93333333333334,3,0,12,0
419,311.2,200.8,422.26666666666665,196.6,6,1,8,0
