Time (s),Tilt up/down (deg),Tilt left/right (deg)
0.0,66.38899245,89.61035182
1.0,66.488070325,89.607178955
2.0,65.92801804000001,89.59736967
3.0,66.057281665,89.6009158
4.0,66.25123070000001,89.603567325
5.0,65.803449675,89.596005875
6.0,66.08603624,89.59777135499999
7.0,66.091954655,89.600349475
8.0,66.339208305,89.603794465
9.0,25.5079432145,88.736436845
10.0,-115.46121765500001,102.79155401
11.0,-152.839408,136.605571
12.0,-134.18686175,123.43561100000001
13.0,-140.916323,109.83505095000001
14.0,-140.17421969999998,110.24342475
15.0,-139.99925135,110.23130605
16.0,-140.1113083,110.03640215
17.0,-140.12956179999998,109.99840195
18.0,-139.8950323,109.83141315
19.0,-140.13420324999998,109.97616285000001
20.0,-140.44708065,110.00319505
21.0,-140.4153848,109.9536488
22.0,-140.3643719,109.86763075
23.0,-140.45983030000002,110.0027253
24.0,-139.9452283,109.8770463
25.0,-141.1889505,110.6343292
26.0,-142.02933589999998,111.42549585
27.0,-141.7725313,110.79947865
28.0,-141.71998804999998,110.71792635
29.0,-141.49319065,110.628951
30.0,-141.7122311,110.74020195
31.0,-141.5879736,110.70268734999999
32.0,-141.6664647,110.69272295
33.0,-141.6434625,110.68905939999999
34.0,-141.55448345000002,110.66140060000001
35.0,-141.64234405000002,110.6789262
36.0,-141.5489937,110.65882105
37.0,-141.56642645,110.6424368
38.0,-141.58899359999998,110.670512
39.0,-141.4440243,110.6206337
40.0,-141.54173235000002,110.6460873
41.0,-141.15439880000002,110.38142160000001
42.0,-140.98486775,110.1152875
43.0,-141.05438299999997,110.1729426
44.0,-141.00585595,110.18174454999999
45.0,-141.10956385,110.16580105
46.0,-141.12828965,110.18606695
47.0,-141.11579345,110.21396075
48.0,-141.20985185,110.28026965000001
49.0,-141.02121065,110.20979274999999
50.0,-141.00128610000002,110.1856334
51.0,-140.99768125,110.19289570000001
52.0,-140.99443685,110.2066146
53.0,-141.3898383,110.4105644
54.0,-141.1856713,110.3376727
55.0,-141.36923395000002,110.377478
56.0,-141.3498924,110.36441690000001
57.0,-141.2041011,110.33418334999999
58.0,-141.30991825,110.4367187
59.0,-141.2226028,110.41772395000001
60.0,-141.2788864,110.41655165
61.0,-141.30558059999998,110.42952845
62.0,-141.20849800000002,110.39720025
63.0,-141.3170634,110.433166
64.0,-141.20846,110.4044811
65.0,-141.29043695000001,110.40903295
66.0,-141.28885175,110.4253397
67.0,-141.1834546,110.47066505000001
68.0,-141.2682797,110.4752549
69.0,-141.1568719,110.40964965
70.0,-141.3301121,110.3867576
71.0,-141.4224996,110.40485315000001
72.0,-141.33682340000001,110.37096435
73.0,-141.30531405,110.35771224999999
74.0,-141.35031759999998,110.38754895
75.0,-141.18225345000002,110.35299384999999
76.0,-141.2891176,110.36981700000001
77.0,-140.3731368,110.61626054999999
78.0,-139.5928702,111.0295405
79.0,-141.5146235,111.8391276
80.0,-141.6209944,112.04799155
81.0,-141.14370939999998,111.14904745000001
82.0,-141.2832909,111.25549960000001
83.0,-141.1219839,111.3421581
84.0,-141.1485982,111.26021635000001
85.0,-141.2765631,111.27942735
86.0,-141.19759115,111.2562927
87.0,-141.27265665,111.2654033
88.0,-141.24831145000002,111.23657365
89.0,-141.22124505,111.213357
90.0,-141.2905021,111.23325894999999
91.0,-141.19909105,111.2147387
92.0,-141.2912283,111.2287992
93.0,-141.2721838,111.22644975
94.0,-141.22652929999998,111.21131525
95.0,-141.27026239999998,111.2098613
96.0,-141.2120294,111.20238785000001
97.0,-141.28708225,111.20626315
98.0,-141.2739427,111.2001055
99.0,-141.18244535,111.1463651
100.0,-140.8691231,110.7236242
101.0,-140.726698,110.64180205
102.0,-140.84843165,110.7421851
103.0,-140.85397825,110.74639795
104.0,-140.8094249,110.731121
105.0,-140.92685115,110.7702582
106.0,-140.86530655,110.7643057
107.0,-140.94210255000002,110.79814590000001
108.0,-140.93379955,110.80643445
109.0,-140.85958465,110.79146595
110.0,-140.94564705,110.82149319999999
111.0,-140.9629514,110.8428696
112.0,-140.93884459999998,110.8330372
113.0,-141.02171585000002,110.89598475
114.0,-141.03405255,110.9145697
115.0,-141.07633025,110.93619785
116.0,-141.0093979,110.9313372
117.0,-141.0596438,110.9279134
118.0,-141.06313415,110.9364161
119.0,-140.97966505,110.92052465
120.0,-141.2291654,111.36029214999999
121.0,-137.45294465,111.9829333
122.0,-138.06969855,112.32755115
123.0,-140.1797821,111.38993415
124.0,-141.41756735,111.6659576
125.0,-144.5302767,111.1256695
126.0,-147.5556138,111.79147574999999
127.0,-148.29716055,111.7792237
128.0,-146.2895046,111.20975545
129.0,-147.33818209999998,111.3739156
130.0,-147.00069059999998,111.3509492
131.0,-146.75013835,111.34868445000001
132.0,-146.0311872,111.9816426
133.0,-133.40970785000002,111.9081968
134.0,-133.13293495,114.9762131
135.0,-141.78899285,121.8258869
136.0,-171.82246220000002,134.30038655
137.0,99.836692085,98.01547450000001
138.0,90.68260164,90.388427235
139.0,92.71866216,91.50496235
140.0,91.92707122,91.1212348
141.0,102.089813905,92.54372520000001
142.0,85.67983803999999,89.089796315
143.0,77.47091317,87.192938
144.0,76.98509372000001,85.15680402
145.0,-33.64324490999999,94.862718365
146.0,84.52243063,88.28812488
147.0,84.54702234999999,88.06341276500001
148.0,-160.34756155000002,122.32867074999999
149.0,-143.78151580000002,136.1087725
150.0,-147.747971,122.20504065
151.0,-150.31982670000002,116.46182485
152.0,-147.8980031,115.2473151
153.0,-153.65952605,112.12011135
154.0,-153.72137795,114.0187674
155.0,-152.8653331,114.59148575
156.0,-152.95599725,113.57168715
157.0,-153.3347144,113.68515375
158.0,-153.4597929,113.7195855
159.0,-153.5239847,113.75924610000001
160.0,-153.6082898,113.78412209999999
161.0,-153.63227160000002,113.7943381
162.0,-153.58576929999998,113.7706617
163.0,-153.64913439999998,113.79542319999999
164.0,-153.5303287,113.7466978
165.0,-153.7885721,113.77960995000001
166.0,-153.8983388,113.7957197
167.0,-153.85056535,113.7775896
168.0,-153.92291675,113.8029814
169.0,-153.86256735,113.7855994
170.0,-153.9497187,113.8107254
171.0,-153.94040755,113.811927
172.0,-153.861595,113.70291065
173.0,-153.8509257,113.6640249
174.0,-153.81315645,113.69256505000001
175.0,-153.903075,113.72066595
176.0,-153.9086824,113.7357828
177.0,-153.89257425,113.74213285
178.0,-154.00344035,113.80300969999999
179.0,-153.92397210000001,113.7663702
180.0,-153.96786444999998,113.74765585
181.0,-154.0053303,113.77180960000001
182.0,-153.8998967,113.7230473
183.0,-153.99907015,113.7548026
184.0,-153.95737695,113.7506846
185.0,-153.9220552,113.72224565
186.0,-153.98832865,113.7656302
187.0,-153.9887971,113.77505550000001
188.0,-153.8826883,113.759275
189.0,-154.02516455,113.77803055
190.0,-154.0145986,113.78522765
191.0,-153.84751204999998,113.70916665
192.0,-153.9584846,113.7386705
193.0,-154.0594298,113.7798111
194.0,-153.99013565,113.73055775
195.0,-153.98032504999998,113.70673790000001
196.0,-153.78221695000002,113.58992545000001
197.0,-153.9518738,113.6518179
198.0,-153.99402235,113.705784
199.0,-153.9170588,113.67283325
200.0,-154.0393976,113.7101355
201.0,-153.93851525,113.6928664
202.0,-154.06108865,113.7243769
203.0,-154.03624745000002,113.72686455
204.0,-154.03155555,113.71674145
205.0,-154.06698369999998,113.74082265
206.0,-153.9110118,113.7028396
207.0,-154.1024126,113.74789395
208.0,-153.98750875000002,113.70747055
209.0,-154.0789222,113.73729399999999
210.0,-154.01759034999998,113.73059835000001
211.0,-154.06413400000002,113.7344761
212.0,-154.1181378,113.7391819
213.0,-154.0445256,113.7193865
