"t (s)","Tilt up/down (deg)","Tilt left/right (deg)"
3.448551408E1,1.399568385E2,9.837200788E1
3.499544808E1,1.436486805E2,9.803279765E1
3.550538329E1,1.405523259E2,9.793295680E1
3.601531729E1,1.432573548E2,9.798291859E1
3.652525208E1,1.419221347E2,9.751223817E1
3.703518708E1,1.418631225E2,9.748671947E1
3.754512142E1,1.418434614E2,9.745620949E1
3.805505642E1,1.417652974E2,9.742375587E1
3.856499179E1,1.421547198E2,9.758149050E1
3.907492679E1,1.423344143E2,9.761710717E1
3.958486142E1,1.419825389E2,9.758262472E1
4.009479642E1,1.426631973E2,9.764014975E1
4.060473192E1,1.418613854E2,9.753330923E1
4.111466692E1,1.418842204E2,9.749970986E1
4.162460133E1,1.423555355E2,9.756317978E1
4.213453633E1,1.422614074E2,9.761517111E1
4.264447133E1,1.425454333E2,9.761965952E1
4.315440633E1,1.424050000E2,9.762992279E1
4.366434254E1,1.422331377E2,9.757343306E1
4.417427754E1,1.421631778E2,9.754767613E1
4.468421267E1,1.418370235E2,9.748681614E1
4.519414767E1,1.421956036E2,9.752299659E1
4.570408317E1,1.418438955E2,9.747982569E1
4.621401817E1,1.424879922E2,9.753960046E1
4.723388946E1,1.420562331E2,9.751317839E1
4.774382546E1,1.423697550E2,9.752602955E1
4.825376029E1,1.420854651E2,9.753028963E1
4.876369629E1,1.421813647E2,9.749622597E1
4.927363154E1,1.419583163E2,9.747042485E1
4.978356754E1,1.420095061E2,9.747114651E1
5.029350383E1,1.419411683E2,9.744560337E1
5.080343983E1,1.419684916E2,9.746338113E1
5.131337396E1,1.420800936E2,9.750103827E1
5.182330996E1,1.422151967E2,9.751648747E1
5.233324629E1,1.416763698E2,9.740643795E1
5.284318229E1,1.427248330E2,9.765837610E1
5.335311829E1,1.419628451E2,9.746848206E1
5.386305429E1,1.417359664E2,9.743957103E1
5.437299042E1,1.417856930E2,9.741822512E1
5.488292642E1,1.417876222E2,9.738925755E1
5.539286292E1,1.418202732E2,9.740892968E1
5.590279892E1,1.420663398E2,9.741307175E1
5.641273417E1,1.419165100E2,9.741160776E1
5.692267017E1,1.419722560E2,9.739787825E1
5.743260721E1,1.415772251E2,9.738225190E1
5.794254321E1,1.421140584E2,9.746095718E1
5.845248008E1,1.416778183E2,9.738684514E1
5.896241608E1,1.417441911E2,9.738104150E1
5.947235279E1,1.418684288E2,9.739597717E1
5.998228879E1,1.419552967E2,9.746669598E1
6.049222421E1,1.420183064E2,9.747915670E1
6.100216121E1,1.421447599E2,9.747738444E1
6.151209704E1,1.425593563E2,9.765880636E1
6.202203404E1,1.418454312E2,9.754196271E1
6.253197096E1,1.418831760E2,9.753817196E1
6.304190796E1,1.417903346E2,9.752166031E1
6.355184379E1,1.416605375E2,9.751722879E1
6.406178079E1,1.418677794E2,9.754093190E1
6.457171679E1,1.421870804E2,9.758806779E1
6.508165379E1,1.420006168E2,9.757371906E1
6.559159029E1,1.418429346E2,9.755406831E1
6.610152729E1,1.417563851E2,9.756010918E1
6.661146392E1,1.414792709E2,9.754600115E1
6.712140092E1,1.421286913E2,9.764076578E1
6.763133746E1,1.425848479E2,9.765926475E1
6.814127446E1,1.424068670E2,9.763945967E1
6.865121154E1,1.423773049E2,9.765807241E1
6.916114754E1,1.422888858E2,9.764338277E1
6.967108429E1,1.424220897E2,9.768347405E1
7.018102129E1,1.432636505E2,9.777954521E1
7.069095854E1,1.427506308E2,9.769661569E1
7.120089554E1,1.423937044E2,9.771251973E1
7.171083271E1,1.431474002E2,9.780587226E1
7.222076971E1,1.428748935E2,9.778080400E1
7.273070792E1,1.427789219E2,9.775056546E1
7.324064492E1,1.428241112E2,9.776141756E1
7.375058108E1,1.426718583E2,9.787792115E1
7.426051892E1,1.427514641E2,9.782907353E1
7.477045592E1,1.424371376E2,9.778344374E1
7.528039342E1,1.425576774E2,9.782252679E1
7.579033042E1,1.428035098E2,9.782503903E1
7.681020546E1,1.422953024E2,9.771355298E1
7.732014271E1,1.423269167E2,9.768320775E1
7.783007971E1,1.420550867E2,9.768329033E1
7.834001767E1,1.421685805E2,9.767307675E1
7.884995567E1,1.424349880E2,9.772343908E1
7.935989267E1,1.419604062E2,9.764876749E1
7.986983067E1,1.425723223E2,9.773931510E1
8.037976867E1,1.419912816E2,9.766802393E1
8.088970667E1,1.420559813E2,9.762844094E1
8.139964454E1,1.418652326E2,9.763333864E1
8.190958354E1,1.418532936E2,9.758868187E1
8.241952146E1,1.420088933E2,9.763919338E1
8.292946046E1,1.423172162E2,9.771649584E1
8.343939983E1,1.421596562E2,9.767645129E1
8.394933883E1,1.417246566E2,9.762496828E1
8.445927767E1,1.421367735E2,9.767780914E1
8.496921767E1,1.419300304E2,9.761230300E1
8.547915729E1,1.418304454E2,9.762636915E1
8.598909729E1,1.424408537E2,9.768924461E1
8.649903729E1,1.420777124E2,9.766207774E1
8.700897729E1,1.420384817E2,9.764692089E1
8.751891783E1,1.406159378E2,9.747804434E1
8.802885883E1,1.435332828E2,9.861348230E1
8.853879942E1,1.433223301E2,9.873137471E1
8.904874042E1,1.415441152E2,9.825224283E1
8.955868154E1,1.416958017E2,9.814334975E1
9.006862354E1,1.410195732E2,9.793133569E1
9.057856421E1,1.417027996E2,9.789279065E1
9.108850521E1,1.414415657E2,9.787771323E1
9.159844767E1,1.409938972E2,9.773082890E1
9.210838867E1,1.405042070E2,9.756706957E1
9.261833046E1,1.414128034E2,9.764864502E1
9.312827246E1,1.407762191E2,9.753758992E1
9.363821483E1,1.410209468E2,9.757744353E1
9.414815683E1,1.412566103E2,9.763074369E1
9.465809842E1,1.411854832E2,9.764757978E1
9.516804042E1,1.408745968E2,9.758280249E1
9.567798267E1,1.408071898E2,9.754994048E1
9.618792567E1,1.407010020E2,9.752480237E1
9.669786733E1,1.409896045E2,9.758950080E1
9.720780933E1,1.412000841E2,9.759693982E1
9.771775221E1,1.412708970E2,9.769925865E1
9.822769421E1,1.409456872E2,9.759664937E1
9.873763792E1,1.404294685E2,9.753916907E1
9.924757992E1,1.412497431E2,9.767494549E1
9.975752229E1,1.409084733E2,9.769646536E1
1.002674643E2,1.416964548E2,9.786347292E1
1.007774075E2,1.415618966E2,9.786160040E1
1.012873503E2,1.412758765E2,9.778613288E1
1.017972923E2,1.411593985E2,9.771303534E1
1.023072354E2,1.412591016E2,9.767959136E1
1.028171784E2,1.408370363E2,9.760053643E1
1.038370633E2,1.413938793E2,9.771603845E1
1.043470062E2,1.414705375E2,9.774780276E1
1.048569492E2,1.410656424E2,9.762438809E1
1.053668925E2,1.407463922E2,9.760134063E1
1.058768355E2,1.409046808E2,9.759088250E1
1.063867788E2,1.411720812E2,9.764118988E1
1.068967218E2,1.411513893E2,9.766053583E1
1.074066637E2,1.411184676E2,9.760677623E1
1.079166067E2,1.413496831E2,9.770843801E1
1.084265490E2,1.413110062E2,9.767958239E1
1.089364920E2,1.407869715E2,9.751983172E1
1.094464359E2,1.407835931E2,9.754346261E1
1.099563789E2,1.408474250E2,9.759416213E1
1.104663217E2,1.413577836E2,9.773323004E1
1.109762647E2,1.420973984E2,9.794713783E1
1.114862077E2,1.413923352E2,9.781565955E1
1.119961517E2,1.409913084E2,9.772407451E1
1.125060948E2,1.411056381E2,9.765546200E1
1.130160378E2,1.407967289E2,9.764269957E1
1.135259800E2,1.416243532E2,9.774972890E1
1.140359230E2,1.408305248E2,9.760138571E1
1.145458668E2,1.410412590E2,9.763874190E1
1.150558098E2,1.414893614E2,9.768406796E1
1.155657529E2,1.411204527E2,9.762942965E1
1.160756969E2,1.404826283E2,9.748901346E1
1.165856398E2,1.403394311E2,9.746908870E1
1.170955828E2,1.410063656E2,9.762140269E1
1.176055250E2,1.409973759E2,9.763162723E1
1.181154680E2,1.406902411E2,9.757813377E1
1.186254127E2,1.407959679E2,9.757626402E1
1.191353557E2,1.406927439E2,9.756394525E1
1.196452988E2,1.410505798E2,9.762165808E1
1.201552418E2,1.406685438E2,9.757337957E1
1.206651856E2,1.409272907E2,9.762827057E1
1.211751286E2,1.408425110E2,9.759570006E1
1.216850723E2,1.410055435E2,9.759531178E1
1.221950153E2,1.405993978E2,9.754504076E1
1.227049583E2,1.405373700E2,9.753189898E1
1.232149023E2,1.405346164E2,9.752420361E1
1.237248457E2,1.408421901E2,9.755898960E1
1.242347897E2,1.406494844E2,9.754036458E1
1.247447322E2,1.409969891E2,9.757468519E1
1.252546762E2,1.408058349E2,9.756035841E1
1.257646199E2,1.406380729E2,9.753306484E1
1.262745639E2,1.408831751E2,9.759944173E1
1.267845068E2,1.416420940E2,9.780739153E1
1.272944508E2,1.421374851E2,9.786310474E1
1.278043932E2,1.415307269E2,9.775112993E1
1.283143378E2,1.414257407E2,9.767183045E1
1.288242808E2,1.423475955E2,9.753514434E1
1.293342250E2,1.405144854E2,9.709296866E1
1.298441690E2,1.414925127E2,9.719523207E1
1.303541139E2,1.378993454E2,9.713530161E1
1.308640579E2,1.360499456E2,9.755149415E1
1.313739990E2,1.410286874E2,9.755084272E1
1.323938862E2,1.345367508E2,9.825742249E1
1.329038292E2,1.343819407E2,9.875711368E1
1.334137732E2,1.325155509E2,9.846284036E1
1.339237172E2,1.357641784E2,9.889190209E1
1.344336610E2,1.344109408E2,9.850397994E1
1.349436050E2,1.306642199E2,9.754422355E1
1.354535488E2,1.293107806E2,9.769419304E1
1.359634918E2,1.193513656E2,9.589256844E1
1.364734357E2,7.378108306E1,8.608872254E1
1.369833797E2,5.512840071E1,7.217781112E1
1.374933231E2,1.217689389E2,1.005653360E2
1.380032661E2,1.214263150E2,9.815651045E1
1.385132108E2,9.147609078E1,9.033996038E1
1.390231548E2,9.005928680E1,9.001330131E1
1.395330985E2,9.151222383E1,9.030852239E1
1.400430415E2,3.415089138E1,7.840537612E1
1.405529852E2,5.738931313E1,8.079410370E1
1.410629292E2,1.102718023E2,9.259248451E1
1.415728736E2,1.290003377E2,9.558896941E1
1.420828176E2,1.323741638E2,9.612344619E1
1.425927607E2,1.288524791E2,9.544577749E1
1.431027047E2,1.304893970E2,9.566011006E1
1.436126483E2,1.303095347E2,9.564145455E1
1.441225923E2,1.303488628E2,9.564286250E1
1.446325366E2,1.308531550E2,9.570671199E1
1.451424796E2,1.305330801E2,9.568901000E1
1.456524237E2,1.307633937E2,9.571533342E1
1.461623677E2,1.305022229E2,9.566961245E1
1.466723110E2,1.306555558E2,9.569004376E1
1.471822550E2,1.308139107E2,9.569852310E1
1.476921992E2,1.306357131E2,9.569838740E1
1.482021432E2,1.309183726E2,9.573420727E1
1.487120877E2,1.308364976E2,9.571134581E1
1.492220317E2,1.308189522E2,9.570542491E1
1.497319757E2,1.304142205E2,9.563569242E1
1.502419197E2,1.303686431E2,9.560688895E1
1.507518633E2,1.303658987E2,9.559913078E1
1.512618073E2,1.306327111E2,9.563266439E1
1.517717518E2,1.304973571E2,9.562048639E1
1.522816968E2,1.308431105E2,9.567369438E1
1.527916403E2,1.305341694E2,9.556896701E1
1.533015843E2,1.314249808E2,9.572296343E1
1.543214730E2,1.308426519E2,9.565782767E1
1.548314177E2,1.312284200E2,9.572080426E1
1.553413620E2,1.312055761E2,9.571446864E1
1.558513060E2,1.306293681E2,9.563068227E1
1.563612511E2,1.308286240E2,9.563087676E1
1.568711951E2,1.309104469E2,9.565123939E1
1.573811407E2,1.310477652E2,9.566651093E1
1.578910857E2,1.311650858E2,9.568312674E1
1.584010288E2,1.311169102E2,9.568366208E1
1.589109738E2,1.313764202E2,9.570962884E1
1.594209197E2,1.312961749E2,9.568915373E1
1.599308637E2,1.310807335E2,9.566262015E1
1.604408080E2,1.309772355E2,9.562745336E1
1.609507530E2,1.307779830E2,9.559449043E1
1.614606990E2,1.309121177E2,9.560513143E1
1.619706430E2,1.311321924E2,9.564339593E1
1.624805878E2,1.311922530E2,9.565659099E1
1.629905328E2,1.310441328E2,9.563430370E1
1.635004774E2,1.307186948E2,9.557490500E1
1.640104224E2,1.310476717E2,9.563238062E1
1.645203670E2,1.309364761E2,9.560471941E1
1.650303120E2,1.307609259E2,9.556847762E1
1.655402576E2,1.309838288E2,9.560523970E1
1.660502026E2,1.308171810E2,9.560356522E1
1.665601473E2,1.311257407E2,9.563437333E1
1.670700923E2,1.308310382E2,9.556859462E1
1.675800371E2,1.299020640E2,9.550741534E1
1.680899821E2,1.301846711E2,9.547348828E1
1.685999288E2,1.300452060E2,9.540076445E1
1.691098738E2,1.306698873E2,9.549222084E1
1.696198188E2,1.306969712E2,9.551332318E1
1.701297638E2,1.306193812E2,9.549877048E1
1.706397093E2,1.305481684E2,9.548695989E1
1.711496543E2,1.303709553E2,9.545980270E1
1.716595993E2,1.304916720E2,9.547408943E1
1.721695453E2,1.303136109E2,9.541154694E1
1.726794902E2,1.300985084E2,9.540299930E1
1.731894362E2,1.305228934E2,9.547754531E1
1.736993812E2,1.306308368E2,9.550021347E1
1.742093272E2,1.304779056E2,9.548069446E1
1.747192730E2,1.303508167E2,9.546200283E1
1.752292190E2,1.303737983E2,9.546193019E1
1.757391640E2,1.304283853E2,9.546084956E1
1.762491100E2,1.305551005E2,9.547885596E1
1.767590538E2,1.306282840E2,9.550891009E1
1.772689998E2,1.310581624E2,9.556865827E1
1.777789463E2,1.305487935E2,9.548992008E1
1.782888913E2,1.305703615E2,9.549457092E1
1.787988378E2,1.304229393E2,9.546695814E1
1.793087838E2,1.304456961E2,9.545350240E1
1.798187284E2,1.308489036E2,9.552467610E1
1.808386202E2,1.307039905E2,9.553264747E1
1.813485662E2,1.307094461E2,9.550940780E1
1.818585122E2,1.308778466E2,9.552572438E1
1.823684570E2,1.307809754E2,9.551112902E1
1.828784030E2,1.307566109E2,9.552322993E1
1.833883494E2,1.310358032E2,9.555689432E1
1.838982954E2,1.309978479E2,9.555014200E1
1.844082413E2,1.310151571E2,9.557011004E1
1.849181873E2,1.308435385E2,9.553976563E1
1.854281348E2,1.310456326E2,9.554839344E1
1.859380808E2,1.306941253E2,9.550943569E1
1.864480266E2,1.308615531E2,9.552528799E1
1.869579726E2,1.310495521E2,9.555432892E1
1.874679185E2,1.310856922E2,9.555941035E1
1.879778645E2,1.310913968E2,9.558486950E1
1.884878109E2,1.311248114E2,9.559081498E1
1.889977579E2,1.308173000E2,9.554224453E1
1.895077030E2,1.309250676E2,9.554799768E1
1.900176490E2,1.308599770E2,9.553535188E1
1.905275963E2,1.309978187E2,9.555812847E1
1.910375423E2,1.310012349E2,9.557163532E1
1.915474890E2,1.311983926E2,9.557053271E1
1.920574360E2,1.309043356E2,9.556137228E1
1.925673812E2,1.315631266E2,9.565667757E1
1.930773272E2,1.277385752E2,9.542573184E1
1.935872748E2,1.312563041E2,9.570454106E1
1.940972208E2,1.309339562E2,9.558127038E1
1.946071668E2,1.314986005E2,9.567388282E1
1.951171128E2,1.312477850E2,9.563854799E1
1.956270602E2,1.313702514E2,9.566578925E1
1.961370062E2,1.313261902E2,9.564928743E1
1.966469535E2,1.311408394E2,9.568234950E1
1.971568995E2,1.294585954E2,9.549549477E1
1.976668465E2,1.301998608E2,9.547625073E1
1.981767935E2,1.309921238E2,9.558802321E1
1.986867397E2,1.307480145E2,9.555843651E1
1.991966867E2,1.307841445E2,9.554869979E1
1.997066334E2,1.312738953E2,9.559432700E1
2.002165794E2,1.298260086E2,9.544406405E1
2.007265265E2,1.308699775E2,9.548625647E1
2.012364735E2,1.312810593E2,9.558802319E1
2.017464198E2,1.306320631E2,9.549272807E1
2.022563668E2,1.314274273E2,9.559578899E1
2.027663132E2,1.303802549E2,9.557355480E1
2.032762602E2,1.305850309E2,9.556904082E1
2.037862076E2,1.298533601E2,9.555395167E1
2.042961546E2,1.325207481E2,9.610653924E1
2.048061001E2,1.313232889E2,9.583483570E1
2.053160471E2,1.315194264E2,9.585838807E1
2.058259951E2,1.313122940E2,9.575991153E1
2.063359421E2,1.310468315E2,9.570552700E1
2.068458887E2,1.306815065E2,9.565398860E1
2.078657829E2,1.305795338E2,9.560720360E1
2.083757299E2,1.308659067E2,9.564164782E1
2.088856763E2,1.306212787E2,9.562301138E1
2.093956240E2,1.308236195E2,9.565449535E1
2.099055710E2,1.308709240E2,9.566052562E1
2.104155185E2,1.307204654E2,9.563467546E1
2.109254655E2,1.306644726E2,9.563739442E1
2.114354123E2,1.308142320E2,9.563833455E1
2.119453603E2,1.308815685E2,9.565200199E1
2.124553073E2,1.311019384E2,9.570462385E1
2.129652543E2,1.308390722E2,9.566515274E1
2.134752025E2,1.308938794E2,9.566424488E1
2.139851495E2,1.308726955E2,9.564226252E1
2.144950965E2,1.308068823E2,9.563699998E1
2.150050445E2,1.311285330E2,9.567164587E1
2.155149915E2,1.306639363E2,9.561832282E1
2.160249395E2,1.310203554E2,9.565404262E1
2.165348865E2,1.302109467E2,9.555947412E1
2.170448345E2,1.308952932E2,9.566393141E1
2.175547830E2,1.318205411E2,9.582561710E1
2.180647300E2,1.311607403E2,9.574120005E1
2.185746778E2,1.314034335E2,9.575546810E1
2.190846258E2,1.314955724E2,9.580933760E1
2.195945729E2,1.313575310E2,9.579153497E1
2.201045199E2,1.301545851E2,9.584438966E1
2.206144685E2,1.297045494E2,9.593563575E1
2.211244165E2,1.308918186E2,9.595825388E1
2.216343645E2,1.302165847E2,9.576692769E1
2.221443125E2,1.322161713E2,9.607314791E1
2.226542603E2,1.312898340E2,9.599600438E1
2.231642083E2,1.321540723E2,9.625424197E1
2.236741567E2,1.311819220E2,9.606944688E1
2.241841047E2,1.305167982E2,9.589108023E1
2.246940522E2,1.310835604E2,9.583548827E1
2.252040002E2,1.307561007E2,9.579667435E1
2.257139488E2,1.311851283E2,9.581646155E1
2.262238978E2,1.311298736E2,9.580833403E1
2.267338460E2,1.311420357E2,9.581983215E1
2.272437940E2,1.308558745E2,9.575999914E1
2.277537412E2,1.310341176E2,9.578250794E1
2.282636902E2,1.304007206E2,9.565046282E1
2.287736382E2,1.312112350E2,9.574915924E1
2.297935353E2,1.312661127E2,9.577930321E1
2.303034833E2,1.312105003E2,9.577940520E1
2.308134328E2,1.303956532E2,9.563028492E1
2.313233808E2,1.319293253E2,9.592031189E1
2.318333291E2,1.314036565E2,9.587635802E1
2.323432781E2,1.317715916E2,9.601053361E1
2.328532268E2,1.315818482E2,9.600027560E1
2.333631758E2,1.315650525E2,9.595341206E1
2.338731245E2,1.312376888E2,9.589702418E1
2.343830725E2,1.312436948E2,9.584151747E1
2.348930216E2,1.308290194E2,9.578136706E1
2.354029706E2,1.311142783E2,9.580237893E1
2.359129199E2,1.308683427E2,9.576734554E1
2.364228678E2,1.326438171E2,9.608326231E1
2.369328168E2,1.317027249E2,9.606607618E1
2.374427655E2,1.321189460E2,9.606303026E1
2.379527145E2,1.321065973E2,9.610295775E1
2.384626634E2,1.317375373E2,9.608113393E1
2.389726124E2,1.319925723E2,9.608576711E1
2.394825621E2,1.317975362E2,9.604125643E1
2.399925111E2,1.313772495E2,9.604004120E1
2.405024606E2,1.320150835E2,9.607422804E1
2.410124096E2,1.312849114E2,9.594153647E1
2.415223591E2,1.314515868E2,9.593191505E1
2.420323081E2,1.316911110E2,9.593801271E1
2.425422564E2,1.317034473E2,9.596867733E1
2.430522064E2,1.317382018E2,9.595170526E1
2.435621557E2,1.313827402E2,9.590694406E1
2.440721057E2,1.314208535E2,9.587612732E1
2.445820539E2,1.312900930E2,9.585052581E1
2.450920039E2,1.317989096E2,9.600426775E1
2.456019532E2,1.317560496E2,9.597422664E1
2.461119032E2,1.316520534E2,9.597172847E1
2.466218530E2,1.316020378E2,9.595716791E1
2.471318030E2,1.314875981E2,9.592319001E1
2.476417513E2,1.312916100E2,9.589101996E1
2.481517013E2,1.313178909E2,9.587978766E1
2.486616517E2,1.317381405E2,9.595556031E1
2.491716007E2,1.319181346E2,9.598007044E1
2.496815499E2,1.315089723E2,9.597006997E1
2.501914999E2,1.314821988E2,9.592193452E1
2.507014502E2,1.314758764E2,9.591246282E1
2.512114002E2,1.312736839E2,9.586379949E1
2.522313008E2,1.313477939E2,9.584954711E1
2.527412490E2,1.315889161E2,9.589442875E1
2.532511990E2,1.310756792E2,9.585066231E1
2.537611500E2,1.312261336E2,9.593504808E1
2.542711000E2,1.311531664E2,9.589772744E1
2.547810498E2,1.314305116E2,9.592966193E1
2.552910008E2,1.308101938E2,9.579040829E1
2.558009508E2,1.319760217E2,9.598740955E1
2.563109008E2,1.321742807E2,9.596751439E1
2.568208498E2,1.319997164E2,9.599004737E1
2.573307998E2,1.315256049E2,9.587935993E1
2.578407503E2,1.312928455E2,9.581674625E1
2.583507003E2,1.313654033E2,9.583255686E1
2.588606513E2,1.316166353E2,9.590618525E1
2.593706013E2,1.315631104E2,9.587244686E1
2.598805517E2,1.318023269E2,9.590054588E1
2.603905027E2,1.317033142E2,9.591545959E1
2.609004527E2,1.318489008E2,9.591545834E1
2.614104027E2,1.314391592E2,9.583279552E1
2.619203541E2,1.312239918E2,9.579381964E1
2.624303041E2,1.316512409E2,9.587881972E1
2.629402532E2,1.320433355E2,9.594387884E1
2.634502047E2,1.319430303E2,9.594698429E1
2.639601547E2,1.314577483E2,9.584499442E1
2.644701058E2,1.318078370E2,9.589903475E1
2.649800558E2,1.314760241E2,9.583435809E1
2.654900062E2,1.312039611E2,9.577721001E1
2.659999562E2,1.320746429E2,9.597560764E1
2.665099078E2,1.321644328E2,9.600021798E1
2.670198588E2,1.312798652E2,9.587333539E1
2.675298088E2,1.312833849E2,9.583814955E1
2.680397598E2,1.305073334E2,9.578932333E1
2.685497095E2,1.317578893E2,9.593832338E1
2.690596605E2,1.316163094E2,9.589161613E1
2.695696120E2,1.314161174E2,9.587004738E1
2.700795630E2,1.299450726E2,9.589608497E1
2.705895133E2,1.287449765E2,9.630519913E1
2.710994633E2,1.313350078E2,9.589366926E1
2.716094147E2,1.312228845E2,9.582552645E1
2.721193657E2,1.312057571E2,9.589087419E1
2.726293224E2,1.341555665E2,9.656803282E1
2.731392734E2,1.322168225E2,9.604656721E1
2.736492190E2,1.343769925E2,9.594089556E1
2.741591700E2,1.318288377E2,9.499987374E1
2.746691204E2,1.271898683E2,9.423319622E1
2.751790714E2,1.341573472E2,9.553776012E1
2.756890224E2,1.363740500E2,9.646133866E1
2.761989734E2,1.327327570E2,9.582955431E1
2.767089258E2,1.329823460E2,9.588658990E1
2.772188768E2,1.335103491E2,9.595692011E1
2.777288272E2,1.333260676E2,9.591174691E1
2.787487299E2,1.329640076E2,9.586165481E1
2.792586809E2,1.329230207E2,9.582416852E1
2.797686323E2,1.344798349E2,9.617760123E1
2.802785843E2,1.337666758E2,9.600815540E1
2.807885355E2,1.344504519E2,9.613434319E1
2.812984875E2,1.341043897E2,9.608447237E1
2.818084388E2,1.330205595E2,9.597659335E1
2.823183898E2,1.331798688E2,9.593823197E1
2.828283417E2,1.333349661E2,9.600322781E1
2.833382927E2,1.332070908E2,9.597648047E1
2.838482440E2,1.332827596E2,9.596619692E1
2.843581950E2,1.333445913E2,9.595945350E1
2.848681473E2,1.334173411E2,9.599485378E1
2.853780993E2,1.335687561E2,9.600566030E1
2.858880502E2,1.332607053E2,9.598836472E1
2.863980022E2,1.333489017E2,9.597533177E1
2.869079543E2,1.331935171E2,9.597149781E1
2.874179053E2,1.332209321E2,9.597245465E1
2.879278578E2,1.334332299E2,9.597720992E1
2.884378098E2,1.333161694E2,9.598477518E1
2.889477610E2,1.334616741E2,9.601265833E1
2.894577130E2,1.334072032E2,9.600373104E1
2.899676653E2,1.332834982E2,9.597161477E1
2.904776175E2,1.334027239E2,9.599614672E1
2.909875685E2,1.334238327E2,9.598219501E1
2.914975215E2,1.332297652E2,9.598304908E1
2.920074735E2,1.332732622E2,9.598219031E1
2.925174253E2,1.335000979E2,9.600232212E1
2.930273773E2,1.332481886E2,9.597991259E1
2.935373300E2,1.333329644E2,9.598789688E1
2.940472820E2,1.332820473E2,9.597717618E1
2.945572336E2,1.333024036E2,9.597386871E1
2.950671866E2,1.333104591E2,9.596781226E1
2.955771380E2,1.330620079E2,9.590594762E1
2.960870900E2,1.330448681E2,9.592623148E1
2.965970438E2,1.334709027E2,9.597487480E1
2.971069958E2,1.337638575E2,9.622245725E1
2.976169477E2,1.331845221E2,9.622732251E1
2.981269007E2,1.348019982E2,9.652167970E1
2.986368523E2,1.334063805E2,9.625803678E1
2.991468053E2,1.330647974E2,9.599641618E1
2.996567584E2,1.349987800E2,9.645879515E1
3.001667104E2,1.344215645E2,9.641482002E1
3.006766629E2,1.354656823E2,9.675334233E1
3.011866159E2,1.334469990E2,9.671324750E1
3.016965695E2,1.331327186E2,9.921461842E1
