"t (s)","Inclination (deg)","Rotation (deg)"
7.157861534E2,1.151800955E1,-4.800514493E1
7.162961253E2,1.173443162E1,-4.833489263E1
7.168060963E2,1.239235965E1,-5.003093035E1
7.173160678E2,1.271228843E1,-5.050707092E1
7.178260388E2,1.226121583E1,-4.988960054E1
7.183360102E2,1.141879137E1,-4.604765314E1
7.188459812E2,1.233419083E1,-4.939347140E1
7.193559525E2,1.317117851E1,-5.297780690E1
7.198659235E2,1.198756352E1,-4.748472252E1
7.208858664E2,1.281862046E1,-5.169653101E1
7.213958376E2,1.234906193E1,-5.005817823E1
7.219058086E2,1.159823570E1,-4.991766886E1
7.224157810E2,1.030776519E1,-4.296305090E1
7.229257509E2,1.232373361E1,-5.180340190E1
7.234357219E2,1.302708281E1,-5.287051607E1
7.239456940E2,1.202186666E1,-5.005956271E1
7.244556660E2,1.103581401E1,-4.901463430E1
7.249656367E2,9.265065637E0,-4.142798401E1
7.254756077E2,9.345044942E0,-4.722279755E1
7.259855798E2,9.333852143E0,-4.482966444E1
7.264955508E2,1.007949257E1,-4.822794373E1
7.270055215E2,1.006553727E1,-4.671128462E1
7.275154935E2,9.882974958E0,-4.599577547E1
7.280254645E2,9.921876729E0,-4.548092760E1
7.285354365E2,1.033785994E1,-4.553624569E1
7.290454077E2,1.110214931E1,-4.861772329E1
7.295553787E2,1.109543267E1,-4.743116628E1
7.300653507E2,1.085597029E1,-4.686996159E1
7.305753217E2,1.072574158E1,-4.606217141E1
7.310852931E2,1.083910515E1,-4.673093766E1
7.315952641E2,1.087185199E1,-4.695986949E1
7.321052363E2,1.086201988E1,-4.674954840E1
7.326152073E2,1.085429973E1,-4.638743785E1
7.331251780E2,1.115760050E1,-4.734496280E1
7.336351500E2,1.122150586E1,-4.733999959E1
7.341451212E2,1.130880793E1,-4.630484654E1
7.346550932E2,1.159381536E1,-4.656254236E1
7.351650645E2,1.172855919E1,-4.728138212E1
7.356750365E2,1.161776564E1,-4.753180327E1
7.361850079E2,1.159688890E1,-4.753884667E1
7.366949799E2,1.163233954E1,-4.785174891E1
7.372049506E2,1.167504695E1,-4.791009989E1
7.377149226E2,1.168747811E1,-4.807339230E1
7.382248934E2,1.165908223E1,-4.784814732E1
7.387348654E2,1.163433064E1,-4.772662931E1
7.392448372E2,1.160865091E1,-4.770754411E1
7.397548082E2,1.158437969E1,-4.768784152E1
7.402647810E2,1.159587329E1,-4.793924809E1
7.407747520E2,1.168718207E1,-4.793405119E1
7.412847233E2,1.172600764E1,-4.811249950E1
7.417946943E2,1.178021686E1,-4.857219698E1
7.423046662E2,1.196395837E1,-4.880198207E1
7.428146382E2,1.186994070E1,-4.838027973E1
7.433246100E2,1.202760445E1,-4.924359070E1
7.438345820E2,1.187205088E1,-4.841529592E1
7.443445533E2,1.179447335E1,-4.843716906E1
7.448545243E2,1.201116381E1,-4.941307261E1
7.458744688E2,1.170584449E1,-4.795593380E1
7.463844397E2,1.175278904E1,-4.839975333E1
7.468944117E2,1.161792276E1,-4.829275659E1
7.474043832E2,1.171694650E1,-4.851186653E1
7.479143552E2,1.173454298E1,-4.893618915E1
7.484243262E2,1.170286244E1,-4.868492162E1
7.489342982E2,1.170865134E1,-4.855337116E1
7.494442702E2,1.170612513E1,-4.877937261E1
7.499542427E2,1.171433762E1,-4.841439273E1
7.504642137E2,1.180009614E1,-4.885696671E1
7.509741852E2,1.205684309E1,-4.928988104E1
7.514841572E2,1.210958525E1,-4.902711626E1
7.519941293E2,1.198918887E1,-4.902858953E1
7.525041013E2,1.194855899E1,-4.955001208E1
7.530140735E2,1.141053651E1,-4.772735935E1
7.535240455E2,1.145448910E1,-4.948501632E1
7.540340180E2,1.142298579E1,-4.903790765E1
7.545439900E2,1.145384922E1,-4.917053358E1
7.550539615E2,1.143874085E1,-4.935750452E1
7.555639335E2,1.145091944E1,-4.907559829E1
7.560739053E2,1.144618013E1,-4.939220582E1
7.565838773E2,1.146199954E1,-4.920509823E1
7.570938497E2,1.146029965E1,-4.926146559E1
7.576038217E2,1.152471743E1,-4.902915507E1
7.581137933E2,1.140381180E1,-4.936467351E1
7.586237653E2,1.145898131E1,-4.910479116E1
7.591337377E2,1.143675391E1,-4.924404842E1
7.596437097E2,1.147745201E1,-4.924095888E1
7.601536810E2,1.146325014E1,-4.919756629E1
7.606636530E2,1.145453339E1,-4.927220190E1
7.611736258E2,1.148181782E1,-4.924020400E1
7.616835978E2,1.147817132E1,-4.909879256E1
7.621935695E2,1.160689021E1,-4.956547302E1
7.627035415E2,1.170141231E1,-4.913484411E1
7.632135144E2,1.190398275E1,-4.985527696E1
7.637234864E2,1.186019637E1,-4.951313801E1
7.642334581E2,1.193602735E1,-5.046466981E1
7.647434301E2,1.185142452E1,-5.016711465E1
7.652534030E2,1.159697206E1,-4.898091712E1
7.657633750E2,1.161003136E1,-4.986468070E1
7.662733462E2,1.151967877E1,-4.978133382E1
7.667833192E2,1.161981615E1,-4.963146422E1
7.672932917E2,1.149942854E1,-4.979181910E1
7.678032637E2,1.149602541E1,-4.948527028E1
7.683132357E2,1.142869207E1,-4.954862231E1
7.693331798E2,1.143346991E1,-4.930991493E1
7.698431518E2,1.141245239E1,-4.950096155E1
7.703531250E2,1.143227126E1,-4.950725393E1
7.708630980E2,1.140301674E1,-4.924435484E1
7.713730692E2,1.145618736E1,-4.945920577E1
7.718830412E2,1.139185750E1,-4.919341036E1
7.723930135E2,1.165852021E1,-5.009096625E1
7.729029865E2,1.175284637E1,-5.058372418E1
7.734129585E2,1.176341401E1,-5.043394470E1
7.739229305E2,1.181423269E1,-5.114660225E1
7.744329038E2,1.160531712E1,-5.015472039E1
7.749428758E2,1.163323315E1,-5.070066906E1
7.754528478E2,1.165299988E1,-4.942503648E1
7.759628208E2,1.166289101E1,-4.921780408E1
7.764727929E2,1.200599746E1,-5.007699423E1
7.769827655E2,1.178861001E1,-4.964881310E1
7.774927375E2,1.171038973E1,-4.979018160E1
7.780027093E2,1.167216618E1,-4.986905873E1
7.785126823E2,1.174320509E1,-5.007612234E1
7.790226539E2,1.179875363E1,-5.011334945E1
7.795326259E2,1.182917998E1,-5.022813985E1
7.800425993E2,1.180150080E1,-5.026597761E1
7.805525713E2,1.181431666E1,-5.027232300E1
7.810625450E2,1.179937909E1,-5.000056827E1
7.815725170E2,1.174903029E1,-4.987707572E1
7.820824894E2,1.167993863E1,-4.979732730E1
7.825924614E2,1.167877402E1,-4.979630244E1
7.831024332E2,1.165881468E1,-4.991473471E1
7.836124062E2,1.160284413E1,-5.011126645E1
7.841223790E2,1.161616838E1,-5.009970364E1
7.846323520E2,1.163699701E1,-4.997096199E1
7.851423232E2,1.161172126E1,-4.991652303E1
7.856522962E2,1.174345575E1,-5.014103983E1
7.861622690E2,1.163105317E1,-4.989921837E1
7.866722420E2,1.160708499E1,-4.989130505E1
7.871822139E2,1.147272914E1,-4.967182288E1
7.876921869E2,1.153769609E1,-4.985805690E1
7.882021587E2,1.154201254E1,-4.989381867E1
7.887121317E2,1.160297599E1,-5.051499875E1
7.892221043E2,1.150520968E1,-4.988498544E1
7.897320763E2,1.149818645E1,-5.005877804E1
7.902420494E2,1.152767389E1,-4.977172726E1
7.907520214E2,1.141544957E1,-4.901684737E1
7.912619944E2,1.147918706E1,-4.908605672E1
7.917719664E2,1.156454959E1,-5.027713453E1
7.922819390E2,1.153133775E1,-4.961194895E1
7.927919110E2,1.151172066E1,-4.985066154E1
7.933018847E2,1.142648698E1,-4.971294810E1
7.938118577E2,1.142439653E1,-4.979392314E1
7.943218293E2,1.133876945E1,-4.967132004E1
7.948318023E2,1.140142565E1,-4.922780241E1
7.958517477E2,1.137941785E1,-4.968701705E1
7.963617208E2,1.140445923E1,-4.982106895E1
7.968716928E2,1.142384733E1,-4.977372034E1
7.973816650E2,1.141517002E1,-4.972562754E1
7.978916380E2,1.139339924E1,-4.965762450E1
7.984016107E2,1.134871164E1,-4.965894485E1
7.989115837E2,1.133229424E1,-4.938932925E1
7.994215559E2,1.134078707E1,-4.964583529E1
7.999315289E2,1.139374802E1,-4.968078839E1
8.004415018E2,1.139225466E1,-4.979711092E1
8.009514738E2,1.140467248E1,-4.948470608E1
8.014614462E2,1.132093418E1,-4.943293361E1
8.019714182E2,1.129081696E1,-4.936502211E1
8.024813918E2,1.134407677E1,-4.939651626E1
8.029913648E2,1.135375478E1,-4.964886924E1
8.035013380E2,1.142463774E1,-4.971209812E1
8.040113099E2,1.139569682E1,-4.954205050E1
8.045212829E2,1.135873854E1,-4.947606227E1
8.050312545E2,1.131046804E1,-4.941855977E1
8.055412275E2,1.132343089E1,-4.939184243E1
8.060512002E2,1.135320776E1,-4.976028224E1
8.065611732E2,1.141156104E1,-4.963775002E1
8.070711454E2,1.140822294E1,-4.975341453E1
8.075811184E2,1.138730535E1,-4.955522152E1
8.080910910E2,1.134141376E1,-4.930113743E1
8.086010640E2,1.128165162E1,-4.953226769E1
8.091110362E2,1.132382853E1,-4.948669780E1
8.096210092E2,1.138748407E1,-4.965263449E1
8.101309818E2,1.141009195E1,-4.983794573E1
8.106409548E2,1.139583188E1,-4.959716675E1
8.111509276E2,1.139657210E1,-4.953611894E1
8.116609006E2,1.138818649E1,-4.932066867E1
8.121708740E2,1.137805743E1,-4.920124788E1
8.126808470E2,1.139217825E1,-4.940106297E1
8.131908195E2,1.142674629E1,-4.937979675E1
8.137007925E2,1.147924047E1,-4.974948113E1
8.142107641E2,1.146175600E1,-4.934279605E1
8.147207371E2,1.142113187E1,-4.966215412E1
8.152307104E2,1.139602178E1,-4.922761340E1
8.157406834E2,1.134038655E1,-4.926320771E1
8.162506563E2,1.141763760E1,-4.958937499E1
8.167606293E2,1.150630034E1,-4.967399178E1
8.172706022E2,1.145743980E1,-4.970235636E1
8.177805752E2,1.143763462E1,-4.991351557E1
8.182905480E2,1.142088553E1,-4.956760132E1
8.188005210E2,1.141011925E1,-4.943236906E1
8.193104941E2,1.133905355E1,-4.959401117E1
8.198204671E2,1.135026275E1,-4.932820541E1
8.203304393E2,1.139154476E1,-4.971546471E1
8.208404123E2,1.144380551E1,-4.976965788E1
8.213503855E2,1.146480644E1,-4.968542242E1
8.218603585E2,1.143639841E1,-4.974921432E1
8.223703315E2,1.133998701E1,-4.936185891E1
8.228803045E2,1.145889503E1,-4.982781017E1
8.233902776E2,1.139248821E1,-4.960924486E1
8.239002506E2,1.145118908E1,-4.974257569E1
8.249201966E2,1.143166131E1,-4.957371035E1
8.254301695E2,1.142412496E1,-4.974788851E1
8.259401425E2,1.144196572E1,-4.954185138E1
8.264501157E2,1.145576248E1,-4.967222726E1
8.269600887E2,1.143011421E1,-4.962729941E1
8.274700614E2,1.108777857E1,-4.819332745E1
8.279800344E2,1.128014744E1,-4.890719595E1
8.284900070E2,1.125314533E1,-4.952835610E1
8.289999800E2,1.109105920E1,-4.929600411E1
8.295099539E2,1.092076146E1,-4.986685281E1
8.300199269E2,1.091110784E1,-5.135653986E1
8.305298993E2,1.060435218E1,-5.096711307E1
8.310398737E2,9.310423249E0,-4.344239371E1
8.315498467E2,9.921318029E0,-5.372499248E1
8.320598195E2,1.151251543E1,-4.611562486E1
8.325697925E2,1.334550364E1,-5.258394425E1
8.330797649E2,1.315499852E1,-4.944708402E1
8.335897379E2,1.276070062E1,-4.773243033E1
8.340997120E2,1.257914906E1,-4.752633302E1
8.346096850E2,1.350074405E1,-5.191201076E1
8.351196582E2,1.251644319E1,-4.763497293E1
8.356296312E2,1.291016469E1,-4.990977021E1
8.361396049E2,1.280102887E1,-4.881500067E1
8.366495779E2,1.276300765E1,-4.851161994E1
8.371595507E2,1.283522709E1,-4.938153838E1
8.376695247E2,1.286695419E1,-4.930158234E1
8.381794980E2,1.282729337E1,-4.919392521E1
8.386894710E2,1.273770921E1,-4.889030799E1
8.391994436E2,1.273187587E1,-4.909609776E1
8.397094176E2,1.266079110E1,-4.904508487E1
8.402193910E2,1.275435856E1,-4.929824845E1
8.407293640E2,1.274997761E1,-4.916365392E1
8.412393375E2,1.276689850E1,-4.912771054E1
8.417493105E2,1.274721572E1,-4.910435285E1
8.422592833E2,1.266408621E1,-4.870192414E1
8.427692573E2,1.271054788E1,-4.918527313E1
8.432792307E2,1.259907394E1,-4.889434574E1
8.437892037E2,1.265255194E1,-4.907747695E1
8.442991777E2,1.262730804E1,-4.936123686E1
8.448091507E2,1.257368374E1,-4.920533590E1
8.453191243E2,1.250759839E1,-4.913090401E1
8.458290973E2,1.249849041E1,-4.903697428E1
8.463390718E2,1.246667054E1,-4.876742528E1
8.468490448E2,1.248807218E1,-4.871912185E1
8.473590178E2,1.244339443E1,-4.858890239E1
8.478689918E2,1.241681366E1,-4.853969233E1
8.483789640E2,1.246727923E1,-4.883233342E1
8.488889380E2,1.251296539E1,-4.889248561E1
8.493989108E2,1.248817538E1,-4.882090314E1
8.499088848E2,1.247051218E1,-4.866118532E1
8.509288327E2,1.239430654E1,-4.847767507E1
8.514388063E2,1.235698988E1,-4.867799677E1
8.519487793E2,1.237863020E1,-4.867454068E1
8.524587537E2,1.243765503E1,-4.871904170E1
8.529687267E2,1.237608223E1,-4.878505727E1
8.534787000E2,1.234203229E1,-4.839394695E1
8.539886740E2,1.237015585E1,-4.863144672E1
8.544986479E2,1.232392977E1,-4.848371444E1
8.550086219E2,1.221891727E1,-4.835685326E1
8.555185945E2,1.220787429E1,-4.844302253E1
8.560285685E2,1.243365015E1,-4.942992112E1
8.565385421E2,1.234193164E1,-4.871549074E1
8.570485151E2,1.224922811E1,-4.911245166E1
8.575584892E2,1.229426257E1,-4.937076865E1
8.580684636E2,1.217540088E1,-4.891811303E1
8.585784366E2,1.221955752E1,-4.911262890E1
8.590884109E2,1.231048869E1,-4.920791141E1
8.595983849E2,1.231079241E1,-4.923976843E1
8.601083586E2,1.237451460E1,-4.874075371E1
8.606183316E2,1.238061765E1,-4.888513383E1
8.611283058E2,1.235534210E1,-4.882290625E1
8.616382798E2,1.238593272E1,-4.887208644E1
8.621482538E2,1.239145857E1,-4.868219915E1
8.626582278E2,1.234104794E1,-4.854927287E1
8.631682008E2,1.228884996E1,-4.842652855E1
8.636781748E2,1.225275408E1,-4.850539336E1
8.641881485E2,1.224115779E1,-4.847101184E1
8.646981225E2,1.228860025E1,-4.859193265E1
8.652080970E2,1.227842955E1,-4.878235441E1
8.657180700E2,1.229931309E1,-4.844279570E1
8.662280439E2,1.221405178E1,-4.840155332E1
8.667380179E2,1.216734002E1,-4.836960935E1
8.672479916E2,1.217401544E1,-4.840423974E1
8.677579656E2,1.216398998E1,-4.834666308E1
8.682679399E2,1.220442325E1,-4.851569522E1
8.687779139E2,1.221402075E1,-4.851866113E1
8.692878880E2,1.219954712E1,-4.848248958E1
8.697978620E2,1.217044058E1,-4.854225770E1
8.703078357E2,1.215203775E1,-4.819481885E1
8.708178087E2,1.213754649E1,-4.831531924E1
8.713277825E2,1.209493770E1,-4.832995960E1
8.718377565E2,1.213112761E1,-4.835597084E1
8.723477308E2,1.216612736E1,-4.842431120E1
8.728577048E2,1.219662501E1,-4.859494024E1
8.733676778E2,1.216176325E1,-4.836856265E1
8.738776528E2,1.219448891E1,-4.851506610E1
8.743876272E2,1.241183972E1,-4.887486397E1
8.748976012E2,1.259538373E1,-4.894414109E1
8.754075753E2,1.279685380E1,-4.990548929E1
8.759175493E2,1.295467747E1,-4.968464624E1
8.764275232E2,1.304971562E1,-5.004029790E1
8.769374972E2,1.283141254E1,-5.028175990E1
8.774474715E2,1.270685050E1,-4.936146526E1
8.779574455E2,1.245294570E1,-4.876923943E1
8.784674202E2,1.254155074E1,-4.905487814E1
8.789773942E2,1.260604576E1,-4.957003843E1
8.794873688E2,1.264039292E1,-4.981905022E1
8.799973428E2,1.268477401E1,-4.971748675E1
8.805073174E2,1.255112323E1,-4.959359130E1
8.810172914E2,1.256906797E1,-4.963237266E1
8.820372399E2,1.253797575E1,-4.960084712E1
8.825472144E2,1.271510547E1,-4.981664709E1
8.830571884E2,1.267620384E1,-4.981054827E1
8.835671623E2,1.268241242E1,-4.975506121E1
8.840771362E2,1.268462778E1,-4.942273371E1
8.845871112E2,1.248943383E1,-4.931941298E1
8.850970857E2,1.269185591E1,-4.981909404E1
8.856070597E2,1.264572320E1,-4.988441746E1
8.861170349E2,1.274350690E1,-4.994937241E1
8.866270089E2,1.260457854E1,-4.918782179E1
8.871369839E2,1.261111733E1,-4.956465791E1
8.876469579E2,1.256511827E1,-4.937964075E1
8.881569313E2,1.258478874E1,-4.930504875E1
8.886669063E2,1.272235470E1,-4.961648694E1
8.891768808E2,1.261303703E1,-4.914404155E1
8.896868548E2,1.255633546E1,-4.906649901E1
8.901968298E2,1.262238758E1,-4.963137962E1
8.907068038E2,1.256183890E1,-4.925983408E1
8.912167783E2,1.255463856E1,-4.919562535E1
8.917267523E2,1.266925946E1,-4.933881353E1
8.922367272E2,1.265318531E1,-4.942907025E1
8.927467012E2,1.258815897E1,-4.929096946E1
8.932566769E2,1.256341159E1,-4.927131198E1
8.937666519E2,1.251600637E1,-4.893095802E1
8.942766265E2,1.247179819E1,-4.909361002E1
8.947866005E2,1.260696012E1,-4.930250349E1
8.952965752E2,1.264266027E1,-4.941832256E1
8.958065502E2,1.258349264E1,-4.910736850E1
8.963165257E2,1.247050693E1,-4.893035994E1
8.968265007E2,1.245430567E1,-4.898952365E1
8.973364752E2,1.248175913E1,-4.906117228E1
8.978464502E2,1.248199638E1,-4.937592830E1
8.983564252E2,1.250133432E1,-4.915685057E1
8.988664002E2,1.246251076E1,-4.903818049E1
8.993763752E2,1.246034096E1,-4.915835434E1
8.998863502E2,1.248382502E1,-4.909662264E1
9.003963262E2,1.246158834E1,-4.905127434E1
9.009063012E2,1.266521977E1,-4.935457771E1
9.014162766E2,1.266510396E1,-4.926049391E1
9.019262516E2,1.206858154E1,-4.802151352E1
9.024362273E2,1.214230582E1,-4.801835541E1
9.029462023E2,1.230178235E1,-4.855717861E1
9.034561778E2,1.237062451E1,-4.921387266E1
9.039661528E2,1.234060821E1,-4.914609380E1
9.044761342E2,1.225018643E1,-4.920504715E1
9.049861092E2,1.225381635E1,-4.903270551E1
9.054960781E2,1.228195299E1,-4.894748580E1
9.060060541E2,1.227589626E1,-4.901239770E1
9.065160294E2,1.227880408E1,-4.896205482E1
9.070260054E2,1.231220870E1,-4.892894756E1
9.075359808E2,1.227993073E1,-4.909806397E1
9.080459558E2,1.220713381E1,-4.859971499E1
9.085559318E2,1.216109033E1,-4.872183903E1
9.090659068E2,1.208585692E1,-4.865614464E1
9.095758829E2,1.215846088E1,-4.859035349E1
9.100858579E2,1.261218805E1,-4.998201412E1
9.105958339E2,1.281936302E1,-5.067128189E1
9.111058087E2,1.260767632E1,-4.919192019E1
9.121257600E2,1.248009344E1,-4.887432470E1
9.126357360E2,1.266224275E1,-4.867221151E1
9.131457105E2,1.295771599E1,-5.034742072E1
9.136556865E2,1.257735450E1,-4.843939046E1
9.141656612E2,1.238873516E1,-4.772505610E1
9.146756372E2,1.276064275E1,-4.950232311E1
9.151856121E2,1.268259012E1,-4.858748274E1
9.156955881E2,1.277119410E1,-4.905514846E1
9.162055633E2,1.276759667E1,-4.927505754E1
9.167155393E2,1.263918184E1,-5.053598545E1
9.172255147E2,1.192533244E1,-4.924075420E1
9.177354897E2,1.208034943E1,-5.044785487E1
9.182454655E2,1.252805592E1,-5.102677197E1
9.187554415E2,1.306071884E1,-5.172003163E1
9.192654162E2,1.280698010E1,-5.139734872E1
9.197753922E2,1.217529675E1,-4.842161416E1
9.202853679E2,1.244481048E1,-5.084421019E1
9.207953439E2,1.252285794E1,-5.031373373E1
9.213053189E2,1.255953126E1,-5.066807774E1
9.218152949E2,1.262177905E1,-5.044971776E1
9.223252692E2,1.261534646E1,-5.064390645E1
9.228352452E2,1.254552861E1,-5.066311294E1
9.233452210E2,1.254406210E1,-5.069191710E1
9.238551960E2,1.257115415E1,-5.063255270E1
9.243651725E2,1.251130829E1,-5.062036867E1
9.248751485E2,1.251587101E1,-5.049348161E1
9.253851233E2,1.247367312E1,-5.040330649E1
9.258950993E2,1.245160200E1,-5.057850694E1
9.264050757E2,1.249325092E1,-5.047820267E1
9.269150517E2,1.247588437E1,-5.036784860E1
9.274250263E2,1.245310613E1,-5.110493689E1
9.279350023E2,1.257400928E1,-5.089383793E1
9.284449790E2,1.255945569E1,-5.060329964E1
9.289549550E2,1.240395065E1,-5.052487534E1
9.294649308E2,1.258812971E1,-5.091103034E1
9.299749068E2,1.266586344E1,-5.132588178E1
9.304848823E2,1.274042051E1,-5.152036796E1
9.309948593E2,1.278020726E1,-5.173658703E1
9.315048350E2,1.262342029E1,-5.154753890E1
9.320148110E2,1.263486305E1,-5.142272883E1
9.325247882E2,1.265036136E1,-5.163830731E1
9.330347642E2,1.274811325E1,-5.172892121E1
9.335447410E2,1.273275049E1,-5.176440680E1
9.340547180E2,1.275474003E1,-5.164283335E1
9.345646930E2,1.275599884E1,-5.182356706E1
9.350746700E2,1.276092680E1,-5.167311872E1
9.355846479E2,1.275002487E1,-5.165502870E1
9.360946239E2,1.275949555E1,-5.167945058E1
9.366046004E2,1.276865540E1,-5.138813488E1
9.371145774E2,1.267583754E1,-5.108259404E1
9.376245535E2,1.267101789E1,-5.071083365E1
9.381345305E2,1.248072328E1,-5.125417173E1
9.386445075E2,1.187367692E1,-4.939480773E1
9.391544850E2,1.201963159E1,-5.008322400E1
9.401744385E2,1.284343970E1,-5.065882412E1
9.406844145E2,1.322244480E1,-4.969513485E1
9.411943915E2,1.375032673E1,-5.139975829E1
9.417043685E2,1.329207228E1,-4.927378545E1
9.422143457E2,1.300814113E1,-5.002652417E1
9.427243227E2,1.295503809E1,-5.114613716E1
9.432342993E2,1.282568130E1,-5.053607769E1
9.437442763E2,1.282115990E1,-5.121256490E1
9.442542539E2,1.283901797E1,-5.079502453E1
9.447642309E2,1.279336235E1,-5.083459696E1
9.452742073E2,1.265699121E1,-5.084716219E1
9.457841843E2,1.255052485E1,-5.050993145E1
9.462941615E2,1.251472461E1,-5.061645398E1
9.468041385E2,1.242196369E1,-5.066487163E1
9.473141170E2,1.241941995E1,-5.025805422E1
9.478240940E2,1.241080470E1,-5.044831215E1
9.483340704E2,1.237841796E1,-5.060429516E1
9.488440474E2,1.235120141E1,-5.048516044E1
9.493540243E2,1.232054766E1,-5.064929557E1
9.498640013E2,1.232617653E1,-5.047493443E1
9.503739790E2,1.231663585E1,-5.065224916E1
9.508839560E2,1.223854979E1,-5.021812881E1
9.513939339E2,1.223076403E1,-5.028535195E1
9.519039109E2,1.235203633E1,-5.064831391E1
9.524138880E2,1.232426264E1,-5.077036955E1
9.529238650E2,1.234671916E1,-5.078671457E1
9.534338414E2,1.230834347E1,-5.035747084E1
9.539438194E2,1.231224899E1,-5.058284506E1
9.544537969E2,1.225948000E1,-5.039374588E1
9.549637739E2,1.227804270E1,-5.017864852E1
9.554737513E2,1.227410732E1,-5.067170968E1
9.559837283E2,1.219711962E1,-5.045533113E1
9.564937057E2,1.223650286E1,-5.021443394E1
9.570036837E2,1.221836792E1,-5.039848309E1
9.575136609E2,1.221735873E1,-5.023665121E1
9.580236379E2,1.222450162E1,-5.030415896E1
9.585336159E2,1.222534587E1,-5.010979835E1
9.590435929E2,1.225512460E1,-5.028115512E1
9.595535702E2,1.218081253E1,-5.014815276E1
9.600635472E2,1.213119329E1,-5.006208292E1
9.605735247E2,1.219777801E1,-5.031825144E1
9.610835027E2,1.219523265E1,-5.045888538E1
9.615934794E2,1.220089604E1,-5.019711311E1
9.621034574E2,1.218635578E1,-5.035973727E1
9.626134357E2,1.220736678E1,-5.036318795E1
9.631234127E2,1.216493735E1,-5.014254639E1
9.636333903E2,1.218774288E1,-5.051101641E1
9.641433673E2,1.221863735E1,-5.035548319E1
9.646533459E2,1.223767932E1,-5.055352972E1
9.651633238E2,1.223189703E1,-5.026690180E1
9.656733008E2,1.222095043E1,-5.037376411E1
9.661832787E2,1.218650379E1,-5.032846094E1
9.666932567E2,1.218912121E1,-5.024844191E1
9.672032342E2,1.219447170E1,-5.047655056E1
9.677132122E2,1.223317826E1,-5.057798915E1
9.687331660E2,1.219982767E1,-5.039081989E1
9.692431445E2,1.215930563E1,-5.021947321E1
9.697531225E2,1.215368126E1,-5.051366351E1
9.702630992E2,1.212656421E1,-5.010109821E1
9.707730772E2,1.212714331E1,-5.045544480E1
9.712830554E2,1.211885559E1,-5.021383036E1
9.717930334E2,1.206181390E1,-4.999730652E1
9.723030102E2,1.211304927E1,-5.010891386E1
9.728129882E2,1.206740323E1,-4.997451184E1
9.733229671E2,1.207881752E1,-5.014126958E1
9.738329451E2,1.206492497E1,-5.005415495E1
9.743429222E2,1.208939030E1,-5.019612691E1
9.748529002E2,1.209274545E1,-5.028401769E1
9.753628782E2,1.210081598E1,-5.020631463E1
9.758728562E2,1.208641066E1,-5.020913120E1
9.763828342E2,1.209030630E1,-4.999827465E1
9.768928122E2,1.205432426E1,-4.995560177E1
9.774027907E2,1.206524063E1,-5.013967656E1
9.779127687E2,1.206272728E1,-5.010157146E1
9.784227480E2,1.211583094E1,-5.042334448E1
9.789327260E2,1.210044223E1,-5.019489722E1
9.794427033E2,1.212567497E1,-5.024860001E1
9.799526813E2,1.208202402E1,-5.011462727E1
9.804626598E2,1.201163793E1,-4.985946122E1
9.809726378E2,1.204280727E1,-4.993552009E1
9.814826165E2,1.200813259E1,-5.002491011E1
9.819925955E2,1.206453682E1,-5.016617830E1
9.825025734E2,1.206929889E1,-5.006945485E1
9.830125514E2,1.203737736E1,-5.009019622E1
9.835225299E2,1.204205468E1,-4.998510904E1
9.840325079E2,1.201981857E1,-4.997900890E1
9.845424868E2,1.199846691E1,-5.004437151E1
9.850524658E2,1.201237407E1,-5.006516439E1
9.855624439E2,1.205698444E1,-5.017674739E1
9.860724229E2,1.207936065E1,-5.031260871E1
9.865824002E2,1.209349634E1,-4.992991284E1
9.870923792E2,1.200915967E1,-4.974577690E1
9.876023573E2,1.205698560E1,-4.998506900E1
9.881123363E2,1.207504003E1,-4.987305837E1
9.886223144E2,1.202054171E1,-4.994450883E1
9.891322934E2,1.207879260E1,-5.004845290E1
9.896422708E2,1.209694116E1,-5.005678684E1
9.901522498E2,1.208571719E1,-4.998660622E1
9.906622295E2,1.206052745E1,-4.985747293E1
9.911722075E2,1.203704578E1,-4.979465030E1
9.916821860E2,1.204186393E1,-4.984078544E1
9.921921660E2,1.204192276E1,-4.988893369E1
9.927021450E2,1.206282683E1,-5.001313592E1
9.932121230E2,1.206742840E1,-5.008088602E1
9.937221010E2,1.208137672E1,-4.988035866E1
9.942320810E2,1.200889156E1,-4.987607510E1
9.947420600E2,1.202959803E1,-4.979624551E1
9.952520386E2,1.202767094E1,-4.994502764E1
9.957620176E2,1.205490822E1,-5.018409806E1
9.962719957E2,1.208868524E1,-5.011153584E1
9.967819747E2,1.204850018E1,-4.994652056E1
9.972919533E2,1.203988113E1,-4.985725476E1
9.978019323E2,1.202800518E1,-4.986794131E1
9.983119120E2,1.203293912E1,-5.003712072E1
9.988218910E2,1.206736346E1,-5.005875761E1
9.993318695E2,1.210022678E1,-5.021194615E1
9.998418485E2,1.207478602E1,-4.982564704E1
1.000351827E3,1.207086038E1,-4.991665302E1
1.001371784E3,1.209627996E1,-4.998784797E1
1.001881763E3,1.208972650E1,-5.009440939E1
1.002391743E3,1.213574954E1,-4.996326613E1
1.002901722E3,1.213561008E1,-5.010791877E1
1.003411701E3,1.211808352E1,-4.976492874E1
1.003921680E3,1.206634969E1,-4.977896654E1
1.004431659E3,1.208295760E1,-4.987748912E1
1.004941638E3,1.208258527E1,-4.991309915E1
1.005451616E3,1.209134350E1,-5.003784708E1
1.005961594E3,1.211547332E1,-5.000230412E1
