"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)","Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute Linear acceleration (m/s^2)","Time (s)","Attitude x (m/s^2)","Attitude y (m/s^2)","Attitude z (m/s^2)","Absolute Attitude (m/s^2)","Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.929240667E0,-1.243969035E0,9.998795633E-1,9.735654602E0,9.865606349E0,5.929240667E0,-7.047798073E-3,3.118133799E-3,5.479679167E-2,5.533608763E-2,5.929240667E0,-1.243969035E0,9.998795633E-1,9.735654602E0,9.865606349E0,5.929240667E0,4.584940342E-4,-2.054400076E-3,-1.753155083E-3,2.739403073E-3
6.439172417E0,-1.244447452E0,9.954006419E-1,9.736006811E0,9.865561338E0,6.439172417E0,-9.954861718E-3,-1.974924316E-3,5.530079873E-2,5.622435360E-2,6.439172417E0,-1.244447452E0,9.954006419E-1,9.736006811E0,9.865561338E0,6.439172417E0,-1.475861817E-4,-2.583592477E-4,-6.511764528E-4,7.159343228E-4
6.949105417E0,-1.241518250E0,9.957998119E-1,9.737034086E0,9.866246380E0,6.949105417E0,-9.830791828E-3,-4.450476345E-5,5.545148492E-2,5.631619330E-2,6.949105417E0,-1.241518250E0,9.957998119E-1,9.737034086E0,9.866246380E0,6.949105417E0,7.064616782E-5,-7.447025935E-4,-1.373877945E-3,1.564325235E-3
7.459038042E0,-1.244514959E0,9.963193198E-1,9.735032367E0,9.864700951E0,7.459038042E0,-1.329970984E-2,7.248068075E-4,5.382829785E-2,5.545172023E-2,7.459038042E0,-1.244514959E0,9.963193198E-1,9.735032367E0,9.864700951E0,7.459038042E0,2.062167178E-4,1.857397961E-3,-3.939687795E-3,4.360457825E-3
7.968970042E0,-1.239431413E0,9.921603214E-1,9.735959850E0,9.864557087E0,7.968970042E0,-7.065468702E-3,-2.824089076E-3,5.502326236E-2,5.554687865E-2,7.968970042E0,-1.239431413E0,9.921603214E-1,9.735959850E0,9.864557087E0,7.968970042E0,-5.763929666E-4,-2.166799840E-3,1.374063169E-3,2.629695798E-3
8.478901417E0,-1.238459903E0,9.973554005E-1,9.736702423E0,9.865691806E0,8.478901417E0,-8.243794441E-3,1.897339790E-3,5.498900456E-2,5.563587572E-2,8.478901417E0,-1.238459903E0,9.973554005E-1,9.736702423E0,9.865691806E0,8.478901417E0,1.064975582E-4,1.098744188E-3,-2.361524111E-4,1.128870445E-3
8.988833417E0,-1.241673808E0,9.902583941E-1,9.737530114E0,9.866197760E0,8.988833417E0,-1.172746664E-2,-3.504664850E-3,5.543662611E-2,5.677178581E-2,8.988833417E0,-1.241673808E0,9.902583941E-1,9.737530114E0,9.866197760E0,8.988833417E0,-9.682525735E-5,-9.511311758E-4,-3.713838227E-4,1.025646912E-3
9.498766417E0,-1.235557116E0,9.978778435E-1,9.736335539E0,9.865018566E0,9.498766417E0,-7.347770268E-3,3.848456767E-3,5.449658874E-2,5.512421003E-2,9.498766417E0,-1.235557116E0,9.978778435E-1,9.736335539E0,9.865018566E0,9.498766417E0,2.654916652E-4,4.785522458E-4,5.681440554E-4,7.888509009E-4
1.000869842E1,-1.235712675E0,9.900147831E-1,9.739857627E0,9.867722213E0,1.000869842E1,-7.417880963E-3,-4.265535220E-3,5.812737717E-2,5.875382307E-2,1.000869842E1,-1.235712675E0,9.900147831E-1,9.739857627E0,9.867722213E0,1.000869842E1,9.412804217E-5,-6.655498896E-4,-5.428695266E-4,8.640162422E-4
1.051863121E1,-1.233217863E0,9.950543033E-1,9.734600911E0,9.862728540E0,1.051863121E1,-6.278158312E-3,8.118987916E-4,5.255485454E-2,5.293474461E-2,1.051863121E1,-1.233217863E0,9.950543033E-1,9.734600911E0,9.862728540E0,1.051863121E1,4.668220713E-4,3.166449708E-4,-2.701038531E-4,6.254142430E-4
1.102856321E1,-1.234283295E0,9.964690085E-1,9.733462103E0,9.861880664E0,1.102856321E1,-5.288011164E-3,1.684419451E-3,5.196803486E-2,5.226353392E-2,1.102856321E1,-1.234283295E0,9.964690085E-1,9.733462103E0,9.861880664E0,1.102856321E1,-1.008180459E-3,-1.240001841E-4,1.464527210E-4,1.026280801E-3
1.153849679E1,-1.235064024E0,9.898944451E-1,9.739555314E0,9.867330534E0,1.153849679E1,-8.355228327E-3,-2.092169589E-3,5.730288537E-2,5.794659339E-2,1.153849679E1,-1.235064024E0,9.898944451E-1,9.739555314E0,9.867330534E0,1.153849679E1,4.611870402E-4,1.650256397E-4,-1.674242564E-4,5.176464328E-4
1.204842979E1,-1.234124801E0,9.964895540E-1,9.736576215E0,9.864936485E0,1.204842979E1,-6.100605029E-3,4.754465634E-3,5.395270597E-2,5.450428246E-2,1.204842979E1,-1.234124801E0,9.964895540E-1,9.736576215E0,9.864936485E0,1.204842979E1,-6.360401372E-4,-5.717738532E-4,8.438696500E-4,1.201494229E-3
1.255836192E1,-1.231782613E0,9.834460898E-1,9.737447932E0,9.864195195E0,1.255836192E1,-7.237620476E-3,-8.400514152E-3,5.522406263E-2,5.632627168E-2,1.255836192E1,-1.231782613E0,9.834460898E-1,9.737447932E0,9.864195195E0,1.255836192E1,5.688849955E-4,-1.019456438E-4,-6.768626079E-4,8.900371017E-4
1.306829492E1,-1.229155722E0,9.927473360E-1,9.737703283E0,9.865051256E0,1.306829492E1,-2.692701567E-3,2.158238826E-4,5.540752762E-2,5.547333898E-2,1.306829492E1,-1.229155722E0,9.927473360E-1,9.737703283E0,9.865051256E0,1.306829492E1,2.382207187E-5,6.326360961E-4,4.972103417E-5,6.350339380E-4
1.357822754E1,-1.230159517E0,9.918873596E-1,9.738988845E0,9.866358837E0,1.357822754E1,-5.003005262E-3,1.344689056E-3,5.625744907E-2,5.649547616E-2,1.357822754E1,-1.230159517E0,9.918873596E-1,9.738988845E0,9.866358837E0,1.357822754E1,2.969618814E-4,-1.686813479E-4,3.374411140E-4,4.801106763E-4
1.408816054E1,-1.233267759E0,9.916730993E-1,9.737764920E0,9.865517246E0,1.408816054E1,-6.808781668E-3,-1.803236880E-3,5.557041270E-2,5.601501530E-2,1.408816054E1,-1.233267759E0,9.916730993E-1,9.737764920E0,9.865517246E0,1.408816054E1,1.355527453E-4,-1.306371334E-4,-7.357560372E-4,7.594587241E-4
1.459809383E1,-1.227905381E0,9.901527315E-1,9.740110043E0,9.867010576E0,1.459809383E1,-5.140179795E-3,-8.590161713E-4,5.716021331E-2,5.739729386E-2,1.459809383E1,-1.227905381E0,9.901527315E-1,9.740110043E0,9.867010576E0,1.459809383E1,3.450553015E-4,-7.859449605E-4,-7.249681535E-5,8.614107210E-4
1.510802683E1,-1.228556967E0,9.920605289E-1,9.737013541E0,9.864226731E0,1.510802683E1,-7.571539484E-3,1.077545824E-3,5.361008206E-2,5.415284123E-2,1.510802683E1,-1.228556967E0,9.920605289E-1,9.737013541E0,9.864226731E0,1.510802683E1,-6.359945389E-4,7.283307827E-4,-5.781450126E-4,1.126590626E-3
1.561795954E1,-1.240467493E0,9.844674952E-1,9.737644582E0,9.865579448E0,1.561795954E1,-5.815924450E-3,-4.123453612E-3,5.604237472E-2,5.649403164E-2,1.561795954E1,-1.240467493E0,9.844674952E-1,9.737644582E0,9.865579448E0,1.561795954E1,-6.559960836E-4,4.559004515E-4,1.361838798E-3,1.578854330E-3
1.612789254E1,-1.230080270E0,9.943498858E-1,9.736992995E0,9.864626793E0,1.612789254E1,-5.793143239E-3,3.695759883E-3,5.442817632E-2,5.486023630E-2,1.612789254E1,-1.230080270E0,9.943498858E-1,9.736992995E0,9.864626793E0,1.612789254E1,1.194844018E-3,-2.154968489E-3,-9.289298060E-5,2.465800179E-3
1.663782554E1,-1.217488807E0,9.904873298E-1,9.740790980E0,9.866425546E0,1.663782554E1,-5.800559744E-3,-2.746590538E-3,5.677634933E-2,5.713793921E-2,1.663782554E1,-1.217488807E0,9.904873298E-1,9.740790980E0,9.866425546E0,1.663782554E1,3.796007082E-4,-2.643449695E-3,-1.617018202E-3,3.121965864E-3
1.714775954E1,-1.208530965E0,9.985470402E-1,9.740180485E0,9.865533901E0,1.714775954E1,-4.433152535E-3,2.216646492E-3,5.538913755E-2,5.561045694E-2,1.714775954E1,-1.208530965E0,9.985470402E-1,9.740180485E0,9.865533901E0,1.714775954E1,6.968093232E-4,-1.092303786E-3,-3.256153078E-3,3.504454831E-3
1.765769217E1,-1.210092423E0,9.970149321E-1,9.741683242E0,9.867054010E0,1.765769217E1,-7.234266926E-3,2.929338957E-3,5.674088769E-2,5.727516024E-2,1.765769217E1,-1.210092423E0,9.970149321E-1,9.741683242E0,9.867054010E0,1.765769217E1,-1.199881957E-3,-6.971289358E-5,5.841494136E-4,1.336340950E-3
1.816762517E1,-1.212657677E0,9.894424438E-1,9.741536488E0,9.866461784E0,1.816762517E1,-6.871240823E-3,-2.400180272E-3,5.620476681E-2,5.667407368E-2,1.816762517E1,-1.212657677E0,9.894424438E-1,9.741536488E0,9.866461784E0,1.816762517E1,5.713623912E-4,1.202624312E-3,-8.694104184E-4,1.590168133E-3
1.867755933E1,-1.213646797E0,9.921661915E-1,9.741287007E0,9.866610606E0,1.867755933E1,-5.438020909E-3,-9.432562046E-4,5.697027052E-2,5.723699439E-2,1.867755933E1,-1.213646797E0,9.921661915E-1,9.741287007E0,9.866610606E0,1.867755933E1,-3.615937324E-4,-3.317587749E-4,-5.936752274E-6,4.907638506E-4
1.918749233E1,-1.207013532E0,9.902173031E-1,9.742214490E0,9.866516870E0,1.918749233E1,-6.765763072E-3,5.385729890E-4,5.627308751E-2,5.668091379E-2,1.918749233E1,-1.207013532E0,9.902173031E-1,9.742214490E0,9.866516870E0,1.918749233E1,-1.335374089E-4,-1.632400243E-3,6.366892827E-4,1.757252411E-3
1.969742517E1,-1.207838287E0,9.897183407E-1,9.740374199E0,9.864750644E0,1.969742517E1,-4.096030457E-3,-2.188581290E-3,5.506300050E-2,5.525849597E-2,1.969742517E1,-1.207838287E0,9.897183407E-1,9.740374199E0,9.864750644E0,1.969742517E1,-1.249167402E-4,8.989350697E-4,-8.061757384E-5,9.111463355E-4
2.020735929E1,-1.204465889E0,9.863752926E-1,9.742631270E0,9.866232227E0,2.020735929E1,-4.580069561E-3,-2.618593841E-3,5.690376131E-2,5.714780943E-2,2.020735929E1,-1.204465889E0,9.863752926E-1,9.742631270E0,9.866232227E0,2.020735929E1,-6.700532520E-4,-1.801783899E-3,1.160329390E-3,2.245386576E-3
2.071729329E1,-1.197060699E0,9.857325116E-1,9.743009895E0,9.865640613E0,2.071729329E1,-2.578669396E-3,-1.335327779E-3,5.650703346E-2,5.658160007E-2,2.071729329E1,-1.197060699E0,9.857325116E-1,9.743009895E0,9.865640613E0,2.071729329E1,-4.531472063E-4,8.790021963E-5,-5.536608161E-5,4.649024007E-4
2.122722642E1,-1.199898915E0,9.874231137E-1,9.741965009E0,9.865122607E0,2.122722642E1,-6.447075487E-3,2.848180177E-3,5.446032454E-2,5.491451413E-2,2.122722642E1,-1.199898915E0,9.874231137E-1,9.741965009E0,9.865122607E0,2.122722642E1,6.257985518E-4,-8.448731067E-4,6.318899401E-4,1.226670001E-3
2.173716042E1,-1.198466599E0,9.868566446E-1,9.746238475E0,9.869112049E0,2.173716042E1,-3.602075450E-3,-1.740413707E-3,5.928268380E-2,5.941751077E-2,2.173716042E1,-1.198466599E0,9.868566446E-1,9.746238475E0,9.869112049E0,2.173716042E1,4.744821767E-4,2.113774385E-3,5.704558628E-4,2.240222171E-3
2.224709554E1,-1.206819817E0,9.921456460E-1,9.740186355E0,9.864684348E0,2.224709554E1,-6.808674182E-3,8.745170253E-4,5.432067927E-2,5.475270788E-2,2.224709554E1,-1.206819817E0,9.921456460E-1,9.740186355E0,9.864684348E0,2.224709554E1,1.274639206E-3,-4.530305353E-4,-2.720608285E-3,3.038363245E-3
2.275702854E1,-1.200477124E0,9.946023021E-1,9.741606930E0,9.865560534E0,2.275702854E1,-4.617040302E-3,3.218677246E-3,5.545257411E-2,5.573746423E-2,2.275702854E1,-1.200477124E0,9.946023021E-1,9.741606930E0,9.865560534E0,2.275702854E1,-6.921835308E-4,-1.096831851E-3,2.055660109E-4,1.313170033E-3
2.326696142E1,-1.198005793E0,9.878604395E-1,9.743039246E0,9.865997155E0,2.326696142E1,-4.028856268E-3,-1.756712821E-3,5.643381715E-2,5.660471218E-2,2.326696142E1,-1.198005793E0,9.878604395E-1,9.743039246E0,9.865997155E0,2.326696142E1,-7.554939400E-5,8.624795546E-4,-2.573412049E-4,9.032182398E-4
2.377689542E1,-1.199807928E0,9.877283612E-1,9.745266966E0,9.868402840E0,2.377689542E1,-1.444762432E-3,-1.774515299E-5,5.893213749E-2,5.894984718E-2,2.377689542E1,-1.199807928E0,9.877283612E-1,9.745266966E0,9.868402840E0,2.377689542E1,-8.214198911E-4,9.207745247E-4,9.751244969E-4,1.572712354E-3
2.428682904E1,-1.202672559E0,9.920752043E-1,9.741589320E0,9.865556090E0,2.428682904E1,-8.219723403E-4,4.112277978E-3,5.581107722E-2,5.596840902E-2,2.428682904E1,-1.202672559E0,9.920752043E-1,9.741589320E0,9.865556090E0,2.428682904E1,4.259096824E-4,1.287925904E-3,-7.602158048E-4,1.555017769E-3
2.479676304E1,-1.189963693E0,9.822397748E-1,9.745343278E0,9.866738274E0,2.479676304E1,-1.563557934E-2,2.552408519E-3,5.565281258E-2,5.786382012E-2,2.479676304E1,-1.189963693E0,9.822397748E-1,9.745343278E0,9.866738274E0,2.479676304E1,-3.265235774E-3,-1.074371638E-2,1.012089545E-2,1.511693524E-2
2.530669742E1,-1.128406408E0,9.347444243E-1,9.754468420E0,9.863909079E0,2.530669742E1,-1.177968457E-2,-9.686993317E-3,5.427223910E-2,5.637441570E-2,2.530669742E1,-1.128406408E0,9.347444243E-1,9.754468420E0,9.863909079E0,2.530669742E1,-1.350221066E-2,1.579767417E-3,4.943078184E-2,5.126604676E-2
2.581663142E1,-1.116140738E0,9.391675792E-1,9.762683689E0,9.871058641E0,2.581663142E1,-2.666125828E-2,1.085852883E-2,5.560935974E-2,6.261893669E-2,2.581663142E1,-1.116140738E0,9.391675792E-1,9.762683689E0,9.871058641E0,2.581663142E1,-1.355328840E-2,-2.851222980E-2,1.996887679E-3,3.163267985E-2
2.632656554E1,-9.313544150E-1,8.376933019E-1,9.783038420E0,9.862909907E0,2.632656554E1,4.816664818E-2,-1.489799321E-2,6.106274822E-2,7.918734380E-2,2.632656554E1,-9.313544150E-1,8.376933019E-1,9.783038420E0,9.862909907E0,2.632656554E1,-1.923802290E-2,1.142950159E-2,1.355209897E-1,1.373560107E-1
2.683649954E1,-9.780367503E-1,8.508717795E-1,9.800502104E0,9.885867699E0,2.683649954E1,2.318757221E-2,-9.552352577E-3,8.333518246E-2,8.702679806E-2,2.683649954E1,-9.780367503E-1,8.508717795E-1,9.800502104E0,9.885867699E0,2.683649954E1,1.578394374E-2,4.673750432E-3,-5.630037602E-2,5.865755844E-2
2.734643354E1,-1.156348303E0,1.085375303E0,9.718284840E0,9.846839147E0,2.734643354E1,-7.319700766E-3,5.820671013E-3,3.393774411E-2,3.520268038E-2,2.734643354E1,-1.156348303E0,1.085375303E0,9.718284840E0,9.846839147E0,2.734643354E1,5.417848168E-2,3.235604940E-2,-4.628305409E-2,7.825818108E-2
2.785636754E1,-1.206429452E0,1.144000451E0,9.725913095E0,9.866995216E0,2.785636754E1,3.434627675E-2,1.890771705E-3,6.188400686E-2,7.080163874E-2,2.785636754E1,-1.206429452E0,1.144000451E0,9.725913095E0,9.866995216E0,2.785636754E1,-1.918319045E-2,-6.574072197E-3,-6.951114221E-2,7.240864667E-2
2.836630279E1,-1.316538714E0,1.068924219E0,9.708751723E0,9.855746202E0,2.836630279E1,-1.333983349E-2,-2.163246078E-2,4.481329006E-2,5.151839946E-2,2.836630279E1,-1.316538714E0,1.068924219E0,9.708751723E0,9.855746202E0,2.836630279E1,5.201203973E-2,2.710156308E-2,-6.393661560E-2,8.676196063E-2
2.887623679E1,-1.380467538E0,1.098213312E0,9.710592014E0,9.869516724E0,2.887623679E1,-2.206352239E-2,-1.242226061E-2,6.171790007E-2,6.670990008E-2,2.887623679E1,-1.380467538E0,1.098213312E0,9.710592014E0,9.869516724E0,2.887623679E1,-3.291174985E-2,-1.574254282E-2,-2.562573533E-2,4.458350865E-2
2.938617071E1,-1.345205572E0,1.020841854E0,9.735654602E0,9.881025587E0,2.938617071E1,-1.607336525E-2,-1.880132925E-2,7.063428483E-2,7.484013125E-2,2.938617071E1,-1.345205572E0,1.020841854E0,9.735654602E0,9.881025587E0,2.938617071E1,1.389970614E-2,8.791656596E-3,-1.384219100E-3,1.650488168E-2
2.989610471E1,-1.425890727E0,1.230030374E0,9.684469865E0,9.865855039E0,2.989610471E1,2.646123335E-2,-2.003666677E-2,5.862855235E-2,6.737189352E-2,2.989610471E1,-1.425890727E0,1.230030374E0,9.684469865E0,9.865855039E0,2.989610471E1,6.444472219E-2,3.087280493E-2,-7.757157946E-3,7.187785335E-2
3.040603946E1,-1.582711675E0,1.404887345E0,9.644080326E0,9.873549009E0,3.040603946E1,-1.359843090E-2,-1.116931694E-2,6.276201788E-2,6.518237379E-2,3.040603946E1,-1.582711675E0,1.404887345E0,9.644080326E0,9.873549009E0,3.040603946E1,1.070317531E-2,2.206073123E-2,-1.495397945E-2,2.872029466E-2
3.091597346E1,-1.611067415E0,1.545418638E0,9.475078825E0,9.734524936E0,3.091597346E1,-4.330546226E-2,3.208910819E-2,-7.755538176E-2,9.444528133E-2,3.091597346E1,-1.611067415E0,1.545418638E0,9.475078825E0,9.734524936E0,3.091597346E1,-8.323523837E-2,-5.118331005E-2,5.628656053E-2,1.127653006E-1
3.142590742E1,-1.301147192E0,1.056966732E0,9.817763268E0,9.959851318E0,3.142590742E1,4.062238423E-2,-7.671372809E-2,1.650919033E-1,1.865221454E-1,3.142590742E1,-1.301147192E0,1.056966732E0,9.817763268E0,9.959851318E0,3.142590742E1,3.103864185E-2,1.006157685E-2,4.751367980E-2,5.763837597E-2
3.193584142E1,-1.347759085E0,1.206822752E0,9.652806298E0,9.820872931E0,3.193584142E1,3.049450226E-2,-1.343926625E-2,1.166567676E-2,3.530745756E-2,3.193584142E1,-1.347759085E0,1.206822752E0,9.652806298E0,9.820872931E0,3.193584142E1,2.375118570E-2,2.189252739E-2,-3.543378333E-2,4.794741473E-2
3.244577704E1,-1.460386640E0,1.336376872E0,9.674252876E0,9.874705109E0,3.244577704E1,-9.225834310E-3,-2.468677251E-2,6.964650666E-2,7.446602343E-2,3.244577704E1,-1.460386640E0,1.336376872E0,9.674252876E0,9.874705109E0,3.244577704E1,9.022034714E-3,6.094574883E-4,3.660203661E-3,9.755287779E-3
3.295571104E1,-1.466564968E0,1.426348599E0,9.736338474E0,9.948948186E0,3.295571104E1,8.411606664E-3,-2.383930459E-2,1.376639332E-1,1.399658032E-1,3.295571104E1,-1.466564968E0,1.426348599E0,9.736338474E0,9.948948186E0,3.295571104E1,6.841376853E-3,-1.628341829E-3,-9.650468653E-4,7.098397693E-3
3.346564608E1,-1.474213768E0,1.366267655E0,9.547536971E0,9.756815862E0,3.346564608E1,-2.920712021E-2,-1.989956820E-2,-4.848811605E-2,6.000121736E-2,3.346564608E1,-1.474213768E0,1.366267655E0,9.547536971E0,9.756815862E0,3.346564608E1,6.169085647E-3,7.045389432E-3,3.244307906E-3,9.910633872E-3
3.397558008E1,-1.478405053E0,1.438015514E0,9.707354629E0,9.924026602E0,3.397558008E1,1.652864551E-2,-2.724627651E-2,1.228352338E-1,1.269017351E-1,3.397558008E1,-1.478405053E0,1.438015514E0,9.707354629E0,9.924026602E0,3.397558008E1,4.419954165E-3,3.698138936E-3,-1.405367656E-2,1.518940589E-2
3.448551408E1,-1.423865527E0,1.196594023E0,9.675104047E0,9.852251957E0,3.448551408E1,-1.049202880E-2,-1.863473090E-2,5.108394731E-2,5.537964912E-2,3.448551408E1,-1.423865527E0,1.196594023E0,9.675104047E0,9.852251957E0,3.448551408E1,-8.501247780E-2,-4.504101161E-2,-4.621363496E-2,1.067310366E-1
3.499544808E1,-1.373713935E0,1.010988814E0,9.734049117E0,9.882352988E0,3.499544808E1,-1.783983203E-2,-3.184296047E-2,7.470873934E-2,8.314823794E-2,3.499544808E1,-1.373713935E0,1.010988814E0,9.734049117E0,9.882352988E0,3.499544808E1,1.529274542E-2,1.022499922E-2,4.946698526E-3,1.904963248E-2
3.550538329E1,-1.351768395E0,1.112240026E0,9.700680273E0,9.857360368E0,3.550538329E1,3.501417065E-2,-1.743623943E-3,5.320037568E-2,6.371273298E-2,3.550538329E1,-1.351768395E0,1.112240026E0,9.700680273E0,9.857360368E0,3.550538329E1,-1.892374089E-3,-3.722398686E-3,1.218498044E-2,1.288064750E-2
3.601531729E1,-1.363118322E0,1.017616209E0,9.720116326E0,9.867841491E0,3.601531729E1,-1.969199204E-2,-3.085583582E-2,6.039671596E-2,7.062308726E-2,3.601531729E1,-1.363118322E0,1.017616209E0,9.720116326E0,9.867841491E0,3.601531729E1,-1.815019103E-2,-1.375253239E-2,3.844538288E-3,2.309419962E-2
3.652525208E1,-1.283307818E0,1.005441527E0,9.731627682E0,9.867237149E0,3.652525208E1,6.947555586E-3,-1.422747092E-2,6.030956952E-2,6.235329689E-2,3.652525208E1,-1.283307818E0,1.005441527E0,9.731627682E0,9.867237149E0,3.652525208E1,-1.723943255E-3,-3.086371080E-3,9.246830162E-4,3.654135393E-3
3.703518708E1,-1.278872923E0,1.004094328E0,9.731433967E0,9.866333079E0,3.703518708E1,-2.876887427E-5,-1.037599166E-2,5.802529167E-2,5.894570810E-2,3.703518708E1,-1.278872923E0,1.004094328E0,9.731433967E0,9.866333079E0,3.703518708E1,-3.531269053E-4,-1.598817114E-3,1.654936745E-3,2.328031444E-3
3.754512142E1,-1.273897974E0,1.000895099E0,9.733696908E0,9.867596594E0,3.754512142E1,1.115565624E-3,-1.286415390E-2,6.018874999E-2,6.155823721E-2,3.754512142E1,-1.273897974E0,1.000895099E0,9.733696908E0,9.867596594E0,3.754512142E1,-1.251337429E-4,-6.015489207E-4,-4.014790551E-4,7.339652507E-4
3.805505642E1,-1.268523856E0,9.994745232E-1,9.735487303E0,9.868526492E0,3.805505642E1,1.341520381E-3,-1.199355078E-2,6.082542006E-2,6.201110112E-2,3.805505642E1,-1.268523856E0,9.994745232E-1,9.735487303E0,9.868526492E0,3.805505642E1,3.641804306E-4,1.531762242E-3,3.026807010E-3,3.411815298E-3
3.856499179E1,-1.294751668E0,1.005952229E0,9.727682944E0,9.864894182E0,3.856499179E1,-3.002023574E-3,-1.305934342E-2,5.687826286E-2,5.843539494E-2,3.856499179E1,-1.294751668E0,1.005952229E0,9.727682944E0,9.864894182E0,3.856499179E1,9.923791330E-4,6.509379986E-3,3.554738839E-4,6.594179693E-3
3.907492679E1,-1.300976957E0,1.004261627E0,9.728211257E0,9.866061865E0,3.907492679E1,5.354315437E-3,-1.470500643E-2,5.892342399E-2,6.096618573E-2,3.907492679E1,-1.300976957E0,1.004261627E0,9.728211257E0,9.866061865E0,3.907492679E1,-4.410005458E-4,-1.160652105E-3,1.737769374E-3,2.135752136E-3
3.958486142E1,-1.295018759E0,1.012415260E0,9.728217127E0,9.866117104E0,3.958486142E1,2.539376967E-3,-4.184953995E-3,5.736942898E-2,5.757789208E-2,3.958486142E1,-1.295018759E0,1.012415260E0,9.728217127E0,9.866117104E0,3.958486142E1,-1.213943777E-4,-8.923908623E-4,-2.415333432E-3,2.577776878E-3
