Time,Event,Key/Button,PositionX,PositionY
2024-06-08 20:46:33, This process is not trusted! Input event monitoring will not be possible until it is added to accessibility clients.
2024-06-08 20:46:33, This process is not trusted! Input event monitoring will not be possible until it is added to accessibility clients.
2024-06-08 20:46:33, Mouse Move,,,1118.83203125,795.21484375
2024-06-08 20:46:33, Mouse Move,,,1121.2109375,795.21484375
2024-06-08 20:46:33, Mouse Move,,,1124.18359375,796.0625
2024-06-08 20:46:33, Mouse Move,,,1127.8046875,796.51171875
2024-06-08 20:46:33, Mouse Move,,,1131.42578125,797.4140625
2024-06-08 20:46:33, Mouse Move,,,1139.125,798.59765625
2024-06-08 20:46:33, Mouse Move,,,1146.82421875,800.37109375
2024-06-08 20:46:33, Mouse Move,,,1157.64453125,801.72265625
2024-06-08 20:46:33, Mouse Move,,,1168.46484375,802.3984375
2024-06-08 20:46:33, Mouse Move,,,1179.28515625,804.42578125
2024-06-08 20:46:33, Mouse Move,,,1185.18359375,804.9609375
2024-06-08 20:46:33, Mouse Move,,,1194.90625,806.90234375
2024-06-08 20:46:33, Mouse Move,,,1204.62890625,808.84375
2024-06-08 20:46:33, Mouse Move,,,1212.328125,810.6171875
2024-06-08 20:46:33, Mouse Move,,,1219.09765625,812.30859375
2024-06-08 20:46:33, Mouse Move,,,1222.0703125,813.15625
2024-06-08 20:46:33, Mouse Move,,,1227.15234375,814.6796875
2024-06-08 20:46:33, Mouse Move,,,1230.7734375,816.03515625
2024-06-08 20:46:33, Mouse Move,,,1234.39453125,817.390625
2024-06-08 20:46:33, Mouse Move,,,1236.94140625,819.08984375
2024-06-08 20:46:33, Mouse Move,,,1238.78515625,819.828125
2024-06-08 20:46:33, Mouse Move,,,1240.62890625,820.93359375
2024-06-08 20:46:33, Mouse Move,,,1241.56640625,821.55859375
2024-06-08 20:46:33, Mouse Move,,,1242.50390625,822.18359375
2024-06-08 20:46:33, Mouse Move,,,1243.07421875,822.75390625
2024-06-08 20:46:33, Mouse Move,,,1243.64453125,823.32421875
2024-06-08 20:46:33, Mouse Move,,,1243.90234375,823.58203125
2024-06-08 20:46:33, Mouse Move,,,1244.16015625,823.83984375
2024-06-08 20:46:33, Mouse Move,,,1244.41796875,824.09765625
2024-06-08 20:46:33, Mouse Move,,,1244.41796875,824.35546875
2024-06-08 20:46:33, Mouse Move,,,1244.65234375,824.35546875
2024-06-08 20:46:33, Mouse Move,,,1244.65234375,824.61328125
2024-06-08 20:46:33, Mouse Move,,,1244.89453125,824.61328125
2024-06-08 20:46:33, Mouse Move,,,1244.89453125,824.375
2024-06-08 20:46:33, Mouse Move,,,1243.4140625,822.89453125
2024-06-08 20:46:34, Mouse Move,,,1241.2890625,820.76953125
2024-06-08 20:46:34, Mouse Move,,,1238.40234375,817.40234375
2024-06-08 20:46:34, Mouse Move,,,1234.83984375,813.33203125
2024-06-08 20:46:34, Mouse Move,,,1229.00390625,804.90234375
2024-06-08 20:46:34, Mouse Move,,,1225.44921875,797.79296875
