"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)","Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute Linear acceleration (m/s^2)","Time (s)","Attitude x (m/s^2)","Attitude y (m/s^2)","Attitude z (m/s^2)","Absolute Attitude (m/s^2)","Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.225278541E2,-4.210170501E0,-2.475814384E0,8.728171839E0,1.000180864E1,2.235540381E2,-8.445797269E-2,-6.032936914E-2,1.679450141E-1,1.974292524E-1,2.225438148E2,-4.210437583E0,-2.475728537E0,8.728419847E0,1.000211625E1,2.225438453E2,4.456285573E-4,-4.710930463E-4,-1.640337499E-3,1.763865239E-3
2.230286780E2,-4.208415390E0,-2.478380279E0,8.731310062E0,1.000444423E1,2.240577613E2,-7.920696586E-2,-5.971023813E-2,1.698450148E-1,1.966885483E-1,2.230446998E2,-4.207871688E0,-2.478790441E0,8.731262367E0,1.000427552E1,2.230447913E2,-1.230783634E-4,1.462086074E-3,-2.667405221E-3,3.044321696E-3
2.235300818E2,-4.207814456E0,-2.489225716E0,8.728896783E0,1.000477817E1,2.245613929E2,-7.693914444E-2,-6.287143692E-2,1.692377214E-1,1.962494735E-1,2.235459815E2,-4.208367697E0,-2.489197100E0,8.728553396E0,1.000470416E1,2.235460425E2,6.302461024E-4,-6.790530397E-5,-4.477505980E-4,7.760811027E-4
2.240316993E2,-4.205534720E0,-2.481127408E0,8.729545392E0,1.000237363E1,2.250652991E2,-8.401387835E-2,-5.656824793E-2,1.701290797E-1,1.979954600E-1,2.240477820E2,-4.205849496E0,-2.481060638E0,8.729822003E0,1.000273083E1,2.240478431E2,8.445722181E-4,8.573044607E-4,4.513580673E-3,4.671261464E-3
2.245332557E2,-4.211820686E0,-2.475757152E0,8.728562906E0,1.000283047E1,2.255692969E2,-7.633846525E-2,-5.291804435E-2,1.704221604E-1,1.940917140E-1,2.245493079E2,-4.211124365E0,-2.476005157E0,8.728591531E0,1.000262366E1,2.245493689E2,-6.069036542E-4,-5.665848800E-4,3.677496612E-3,3.770057268E-3
2.250333472E2,-4.215116781E0,-2.475058657E0,8.727602459E0,1.000320796E1,2.260720740E2,-9.300603405E-2,-5.505190742E-2,1.630504824E-1,1.956177259E-1,2.250493995E2,-4.216907642E0,-2.474263783E0,8.727363041E0,1.000355722E1,2.250494605E2,-6.817692518E-5,8.202536311E-4,-7.478156481E-4,1.112066705E-3
2.255333472E2,-4.205798559E0,-2.480000284E0,8.730370201E0,1.000292491E1,2.265755225E2,-4.671502908E-2,-6.909730037E-2,1.895157337E-1,2.070578281E-1,2.255512305E2,-4.204456854E0,-2.479362759E0,8.729946068E0,1.000183261E1,2.255512916E2,2.355465231E-4,-7.384701788E-4,-5.984154892E-3,6.034147010E-3
2.260341102E2,-4.228236666E0,-2.495626146E0,8.714359884E0,1.000230990E1,2.270793372E2,-1.606822090E-1,-3.755992935E-2,1.304173697E-1,2.103288161E-1,2.260522071E2,-4.226720012E0,-2.497486181E0,8.715065740E0,1.000274813E1,2.260522376E2,-4.301376594E-3,8.933791442E-4,5.513061871E-3,7.049384235E-3
2.265356666E2,-4.194088214E0,-2.497257254E0,8.740152370E0,1.001084078E1,2.275822364E2,-7.758547862E-2,-9.828445911E-2,1.672506968E-1,2.089309383E-1,2.265535499E2,-4.190845068E0,-2.496932940E0,8.741592711E0,1.001065930E1,2.265535804E2,1.876732830E-2,9.169338073E-3,-1.906653607E-2,2.828112745E-2
2.270372840E2,-4.330052072E0,-2.479687108E0,8.658845050E0,9.993687843E0,2.280854712E2,9.089900897E-2,-5.577510320E-2,2.577885114E-1,2.789774338E-1,2.270552894E2,-4.339562116E0,-2.471598332E0,8.656288690E0,9.993594527E0,2.270553199E2,-1.103036787E-2,2.716211973E-4,1.781240993E-2,2.095291725E-2
2.275382300E2,-4.197951295E0,-2.538826761E0,8.730804630E0,1.001475840E1,2.285896216E2,-1.446729463E-1,-3.531296669E-2,1.407939820E-1,2.049395335E-1,2.275562659E2,-4.227721430E0,-2.557913605E0,8.712118419E0,1.001586531E1,2.275563270E2,6.402196917E-3,-1.234391103E-2,-1.079482128E-2,1.760364824E-2
2.280396644E2,-4.206020994E0,-2.525262775E0,8.716706553E0,1.000242660E1,2.290933448E2,-7.680771843E-2,-6.714052624E-2,1.702382073E-1,1.984649165E-1,2.280575477E2,-4.156992318E0,-2.520970382E0,8.743529248E0,1.000425812E1,2.280576087E2,-1.482882106E-2,1.142718953E-2,1.935513362E-2,2.692760279E-2
2.285397864E2,-4.246174165E0,-2.527846045E0,8.691114983E0,9.997773768E0,2.295970679E2,-7.416542750E-2,-6.490471628E-2,1.707055682E-1,1.971129723E-1,2.285577308E2,-4.258786821E0,-2.521247623E0,8.683922787E0,9.995222345E0,2.285577613E2,1.111709977E-2,-6.753776671E-3,-1.179247755E-2,1.755750362E-2
2.290413733E2,-4.204914579E0,-2.534486603E0,8.715866997E0,1.000356269E1,2.301003028E2,-7.304949394E-2,-6.818120296E-2,1.688804920E-1,1.962282487E-1,2.290593787E2,-4.206679236E0,-2.536213098E0,8.715170678E0,1.000413550E1,2.290594398E2,2.784117448E-3,2.652550936E-4,-1.031311813E-3,2.980817721E-3
2.295429297E2,-4.210065504E0,-2.527265829E0,8.715504517E0,1.000358651E1,2.306035987E2,-7.722875651E-2,-7.230564777E-2,1.675043387E-1,1.981163572E-1,2.295610572E2,-4.209264258E0,-2.526254733E0,8.716639618E0,1.000398295E1,2.295611182E2,2.436102780E-3,6.535885507E-4,8.808591156E-3,9.162589858E-3
2.300443335E2,-4.201557044E0,-2.515409292E0,8.720598179E0,1.000145980E1,2.311071998E2,-7.860795657E-2,-7.365100384E-2,1.661904176E-1,1.980478127E-1,2.300622474E2,-4.202901992E0,-2.515533294E0,8.719615697E0,1.000119947E1,2.300622779E2,-2.631330473E-4,8.509383329E-4,3.872724358E-3,3.973830519E-3
2.305455848E2,-4.218621738E0,-2.518204113E0,8.712719233E0,1.000247958E1,2.316108314E2,-7.715257498E-2,-7.174423291E-2,1.662376991E-1,1.968114005E-1,2.305635596E2,-4.217830031E0,-2.518232729E0,8.712690616E0,1.000212797E1,2.305636034E2,2.079599932E-3,-6.302461080E-4,3.011175817E-3,3.713371223E-3
2.310472938E2,-4.211877918E0,-2.521447252E0,8.715170697E0,1.000259027E1,2.321141273E2,-7.668904789E-2,-6.371534066E-2,1.662896735E-1,1.938894278E-1,2.310652381E2,-4.212660087E0,-2.521323250E0,8.715056241E0,1.000278867E1,2.310652991E2,1.570310154E-4,-1.294444857E-4,-2.346977068E-3,2.355783516E-3
2.315492164E2,-4.205372563E0,-2.532407153E0,8.715466382E0,1.000287952E1,2.326180335E2,-7.694762652E-2,-6.270197571E-2,1.689789881E-1,1.959754409E-1,2.315670691E2,-4.205658723E0,-2.533179783E0,8.715828850E0,1.000351127E1,2.315671302E2,9.634065000E-4,-8.573044626E-4,1.421767294E-3,1.919516935E-3
2.320501929E2,-4.207900302E0,-2.520130919E0,8.715456849E0,1.000083361E1,2.331222449E2,-8.805323392E-2,-5.259888619E-2,1.674275100E-1,1.963465965E-1,2.320681067E2,-4.207537833E0,-2.518976743E0,8.715180218E0,1.000014923E1,2.320681678E2,-1.761293822E-4,-1.061020374E-4,4.339573311E-3,4.344441935E-3
2.325520240E2,-4.212908091E0,-2.516439464E0,8.714989434E0,1.000160502E1,2.336253882E2,-6.929573868E-2,-5.514994173E-2,1.705224008E-1,1.921491729E-1,2.325699988E2,-4.212326234E0,-2.517221633E0,8.715437756E0,1.000194743E1,2.325700294E2,-8.403281366E-4,1.451475872E-3,2.864755011E-4,1.701470481E-3
2.330521460E2,-4.214609213E0,-2.514208605E0,8.713610744E0,1.000055938E1,2.341286841E2,-8.580518904E-2,-5.775288552E-2,1.660124309E-1,1.955966602E-1,2.330700904E2,-4.215519009E0,-2.511900597E0,8.713294708E0,1.000008749E1,2.330701209E2,-2.514024116E-4,-3.877562620E-4,-4.005394354E-4,6.115471614E-4
2.335534583E2,-4.205563192E0,-2.530194243E0,8.718890752E0,1.000538358E1,2.346318885E2,-8.732146770E-2,-5.256326497E-2,1.665253341E-1,1.952399100E-1,2.335714026E2,-4.202978204E0,-2.532493056E0,8.719701543E0,1.000558553E1,2.335714332E2,-4.010657145E-4,-2.457323159E-3,-5.432424304E-3,5.975828364E-3
2.340548011E2,-4.198838527E0,-2.537786948E0,8.715084813E0,1.000116548E1,2.351349402E2,-8.649185621E-2,-5.278652265E-2,1.690071693E-1,1.970550213E-1,2.340727759E2,-4.200126259E0,-2.537310016E0,8.714064173E0,1.000069583E1,2.340728064E2,1.491794645E-3,1.124681604E-3,-1.795246488E-3,2.590997863E-3
2.345558692E2,-4.212040075E0,-2.522916204E0,8.712557071E0,1.000075190E1,2.356384192E2,-8.564320822E-2,-5.098789079E-2,1.681596211E-1,1.954793654E-1,2.345738440E2,-4.213117941E0,-2.522887588E0,8.712709689E0,1.000133165E1,2.345739051E2,8.148636476E-4,3.628689681E-4,4.067952105E-3,4.164602139E-3
2.350570289E2,-4.214462890E0,-2.519053053E0,8.715533158E0,1.000339162E1,2.361418372E2,-9.235814310E-2,-4.795321726E-2,1.666626623E-1,1.964840468E-1,2.350750953E2,-4.213661644E0,-2.518509350E0,8.714998994E0,1.000245176E1,2.350751563E2,-6.260020209E-4,2.567669306E-4,9.676505815E-4,1.180743594E-3
2.355583716E2,-4.218955591E0,-2.520665083E0,8.711851245E0,1.000248423E1,2.366453162E2,-7.588805850E-2,-6.147644255E-2,1.729260096E-1,1.985994844E-1,2.355763465E2,-4.219451600E0,-2.520941704E0,8.712223254E0,1.000308717E1,2.355764075E2,-2.482787695E-4,-1.612751025E-4,-1.464208098E-4,3.302893574E-4
2.360599280E2,-4.215321357E0,-2.522134034E0,8.713949732E0,1.000315021E1,2.371489478E2,-7.810853776E-2,-4.734667142E-2,1.678656018E-1,1.911060209E-1,2.360779944E2,-4.216971542E0,-2.523106976E0,8.713549109E0,1.000374209E1,2.360780555E2,-3.925775386E-4,1.697632599E-4,-4.950721062E-3,4.969162477E-3
2.365615149E2,-4.224163618E0,-2.541783676E0,8.709867192E0,1.000829701E1,2.376521286E2,-7.125802338E-2,-4.067492113E-2,1.790834367E-1,1.969848533E-1,2.365793982E2,-4.218097024E0,-2.543700950E0,8.710649369E0,1.000690609E1,2.365794593E2,-3.418607630E-3,-7.705129967E-3,-1.186432983E-2,1.455397637E-2
2.370631324E2,-4.151326354E0,-2.574243768E0,8.720626801E0,9.995477641E0,2.381554205E2,-3.050573789E-2,-3.812521054E-2,1.853472490E-1,1.916709013E-1,2.370811683E2,-4.150744497E0,-2.572622192E0,8.722124362E0,9.996125160E0,2.370811988E2,1.185796370E-2,5.852588328E-3,-1.584740029E-2,2.063986892E-2
2.375645057E2,-4.098911441E0,-2.531558256E0,8.761299593E0,9.998511528E0,2.386588660E2,-1.465359811E-1,-8.751961877E-2,1.589794928E-1,2.332529883E-1,2.375823890E2,-4.100447165E0,-2.533637685E0,8.763836880E0,1.000189101E1,2.375824195E2,5.771950763E-4,-2.168937841E-2,1.761294100E-4,2.169777204E-2
2.380656653E2,-3.889528506E0,-2.537663030E0,8.841147788E0,9.986694141E0,2.391779766E2,-2.752539888E-2,-2.123278752E-2,1.867202222E-1,1.899287241E-1,2.380835792E2,-3.865710496E0,-2.532445388E0,8.843990311E0,9.978635272E0,2.380836097E2,2.504007917E-4,-5.756672173E-2,-2.773507214E-3,5.763403936E-2
2.385667641E2,-4.000558392E0,-2.510764012E0,8.846670667E0,1.002855848E1,2.396817237E2,-9.217976767E-2,-2.585797083E-2,1.619540018E-1,1.881351719E-1,2.385849219E2,-4.017069799E0,-2.510964323E0,8.842797967E0,1.003179284E1,2.385849830E2,2.549631961E-2,3.335848054E-2,-2.435678384E-2,4.853971010E-2
2.390682593E2,-3.909187649E0,-2.445615030E0,8.866806824E0,9.994150500E0,2.401855384E2,-1.040499992E-1,-9.174917565E-2,1.794006160E-1,2.267793963E-1,2.390861731E2,-3.896987716E0,-2.440435541E0,8.869286879E0,9.990319746E0,2.390862342E2,-5.105630151E-3,-3.026030180E-3,3.097118467E-2,3.153472052E-2
2.395696937E2,-3.970654752E0,-2.449735721E0,8.863535003E0,1.001646430E1,2.406898738E2,-4.282306471E-2,-3.007832266E-2,1.803446277E-1,1.877836658E-1,2.395877099E2,-3.980985111E0,-2.445605487E0,8.858965976E0,1.001551331E1,2.395877680E2,6.200603074E-3,3.607469106E-4,-4.271668000E-3,7.538220235E-3
2.400715374E2,-3.963863213E0,-2.395603871E0,8.840594599E0,9.980342797E0,2.411932733E2,-9.465377293E-2,-3.872287841E-2,1.675450461E-1,1.962909588E-1,2.400895606E2,-3.970979041E0,-2.404007424E0,8.846737504E0,9.990630146E0,2.400896216E2,3.361312604E-3,8.159246734E-3,-1.628029663E-2,1.851809353E-2
2.405718604E2,-4.017240594E0,-2.470490541E0,8.843491535E0,1.002241927E1,2.416970665E2,-8.763809875E-2,-4.994660988E-2,1.722460836E-1,1.996091519E-1,2.405899573E2,-4.013467336E0,-2.472463361E0,8.840628063E0,1.001886719E1,2.405900184E2,-6.225405438E-3,1.827993782E-3,4.621117208E-3,7.965673756E-3
2.410736609E2,-3.976416044E0,-2.474507598E0,8.834604279E0,9.999265231E0,2.422080298E2,-7.402274385E-2,-4.472115263E-2,1.759025455E-1,1.960128914E-1,2.410915137E2,-3.977303137E0,-2.474765141E0,8.834661518E0,9.999732341E0,2.410915748E2,-8.121049917E-3,3.978826328E-3,-6.408563396E-4,9.066046964E-3
2.415751868E2,-4.010411772E0,-2.506252194E0,8.818188200E0,1.000625533E1,2.427108069E2,-7.470349727E-2,-4.501510051E-2,1.703929593E-1,1.914176909E-1,2.415932837E2,-4.017079289E0,-2.505689414E0,8.815011819E0,1.000599015E1,2.415933448E2,-6.559227920E-3,4.074318386E-4,9.364565807E-3,1.144047920E-2
2.420760108E2,-4.023641921E0,-2.496675401E0,8.812274245E0,1.000396220E1,2.432133094E2,-7.326228544E-2,-5.372970551E-2,1.810297072E-1,2.025487561E-1,2.420939551E2,-4.020580011E0,-2.496475090E0,8.813237646E0,1.000352984E1,2.420940162E2,4.604828425E-4,1.718852988E-3,-9.549183185E-5,1.782026580E-3
2.425769308E2,-4.044865342E0,-2.510954761E0,8.806751274E0,1.001122857E1,2.437147096E2,-8.722288762E-2,-4.835218768E-2,1.707862885E-1,1.977718951E-1,2.425949437E2,-4.041030808E0,-2.510172592E0,8.807190052E0,1.000986978E1,2.425949823E2,4.986795728E-3,-1.412642527E-2,-2.344855031E-3,1.516319121E-2
2.430776893E2,-3.978428740E0,-2.465159720E0,8.836521605E0,9.999451073E0,2.442279578E2,-8.449190855E-2,-4.956969619E-2,1.733751744E-1,1.991356033E-1,2.430955121E2,-3.980508164E0,-2.465026179E0,8.837046232E0,1.000070925E1,2.430955658E2,5.453644558E-4,5.122606450E-3,-3.855748032E-3,6.434695961E-3
2.435789405E2,-4.000071875E0,-2.490284506E0,8.824722187E0,1.000388992E1,2.447303615E2,-7.401548839E-2,-4.294877365E-2,1.738963362E-1,1.938113139E-1,2.435968543E2,-3.997095819E0,-2.490961749E0,8.825628376E0,1.000366841E1,2.435968848E2,-1.962887682E-3,5.419692077E-3,-2.234508909E-3,6.182153372E-3
2.440802222E2,-4.008837888E0,-2.490980827E0,8.817024444E0,1.000078431E1,2.452337261E2,-7.818232264E-2,-4.671604671E-2,1.725447064E-1,1.951064845E-1,2.440982276E2,-4.013130277E0,-2.492278082E0,8.816442569E0,1.000231594E1,2.440982614E2,-9.167216035E-4,3.125766038E-3,2.102942382E-3,3.877261725E-3
2.445809241E2,-4.017355896E0,-2.498344659E0,8.816232723E0,1.000534027E1,2.457364022E2,-8.387288593E-2,-4.713232555E-2,1.710418368E-1,1.962432854E-1,2.445988685E2,-4.015848791E0,-2.497276331E0,8.815937027E0,1.000420793E1,2.445988990E2,5.305101130E-5,-3.140620234E-4,5.305101872E-5,3.228990166E-4
2.450819900E2,-4.027190237E0,-2.498220656E0,8.809040560E0,1.000292773E1,2.462393462E2,-9.166018925E-2,-4.858149044E-2,1.670575672E-1,1.966468465E-1,2.451001708E2,-4.026608380E0,-2.499069596E0,8.809345796E0,1.000317436E1,2.451002345E2,-1.319909335E-3,3.093935405E-3,-1.529991380E-3,3.695330914E-3
2.455827559E2,-4.029918289E0,-2.495511682E0,8.805616105E0,1.000033474E1,2.467421457E2,-9.351061158E-2,-5.489818120E-2,1.658685975E-1,1.981676977E-1,2.456007606E2,-4.030700458E0,-2.494967979E0,8.805215482E0,1.000016155E1,2.456008216E2,8.191077291E-4,-8.000093586E-4,-1.737951372E-3,2.081208162E-3
2.460834589E2,-4.032150331E0,-2.505756184E0,8.804404673E0,1.000272923E1,2.472457467E2,-8.873131198E-2,-5.712381871E-2,1.629379180E-1,1.941266121E-1,2.461016761E2,-4.031501704E0,-2.507473140E0,8.804643133E0,1.000310793E1,2.461017371E2,-1.867395859E-4,-1.928935033E-3,-3.747523957E-3,4.218956962E-3
2.465846139E2,-4.030528762E0,-2.508350695E0,8.804652674E0,1.000294427E1,2.477485238E2,-8.485230707E-2,-5.984508607E-2,1.654051658E-1,1.952952053E-1,2.466024972E2,-4.031244160E0,-2.507253751E0,8.804414217E0,1.000274765E1,2.466025277E2,1.513015054E-3,-1.835565248E-3,3.185183162E-3,3.975412697E-3
2.470856210E2,-4.033953135E0,-2.499355755E0,8.803584357E0,1.000113267E1,2.482605478E2,-9.413996050E-2,-5.258877816E-2,1.639859138E-1,1.962633223E-1,2.471037484E2,-4.033714669E0,-2.498936055E0,8.803202804E0,1.000059573E1,2.471037790E2,9.527962963E-4,1.158634249E-3,3.783598655E-3,4.070119518E-3
2.475868112E2,-4.041336044E0,-2.494319352E0,8.803441283E0,1.000272985E1,2.487643625E2,-9.392826007E-2,-5.444640013E-2,1.652922410E-1,1.977585737E-1,2.476048471E2,-4.043253312E0,-2.494281197E0,8.803403132E0,1.000346154E1,2.476048776E2,7.830330327E-4,2.779873381E-4,1.759171781E-3,1.945534128E-3
2.480883676E2,-4.041145272E0,-2.494510124E0,8.800799066E0,1.000037500E1,2.492670785E2,-9.503337315E-2,-4.741987728E-2,1.633093092E-1,1.948073850E-1,2.481063730E2,-4.039848016E0,-2.494920286E0,8.801085221E0,1.000020501E1,2.481064035E2,-4.307742720E-4,-9.464301740E-4,-2.279071759E-3,2.505087749E-3
2.485886117E2,-4.041651773E0,-2.504449848E0,8.800175442E0,1.000251498E1,2.497706796E2,-9.167737346E-2,-4.400856264E-2,1.667142837E-1,1.952822234E-1,2.486066476E2,-4.042274265E0,-2.504334927E0,8.799811527E0,1.000241759E1,2.486067087E2,-4.239752535E-4,-2.641855832E-4,-5.102616709E-3,5.127011441E-3
2.490896188E2,-4.041202503E0,-2.502846898E0,8.800322149E0,1.000206130E1,2.502735177E2,-9.355626031E-2,-4.516404773E-2,1.678155112E-1,1.973692247E-1,2.491075326E2,-4.040983115E0,-2.503285676E0,8.801018472E0,1.000269513E1,2.491075631E2,6.302461024E-4,-1.073752617E-3,1.007969356E-3,1.601922924E-3
2.495905649E2,-4.050321446E0,-2.497991729E0,8.798319030E0,1.000277383E1,2.507761117E2,-8.794288635E-2,-3.879578664E-2,1.683941914E-1,1.938960238E-1,2.496086618E2,-4.050893765E0,-2.497324024E0,8.797889789E0,1.000246131E1,2.496087228E2,-1.697632599E-4,-8.148636476E-4,3.140620308E-4,8.896388525E-4
2.500919687E2,-4.043987787E0,-2.497333563E0,8.800770459E0,1.000220340E1,2.512786447E2,-8.132309683E-2,-4.560168712E-2,1.703009144E-1,1.941529330E-1,2.501098520E2,-4.042480682E0,-2.496761244E0,8.800760915E0,1.000144287E1,2.501099130E2,5.665848800E-4,5.432424187E-4,-7.108836509E-4,1.059002510E-3
2.505927621E2,-4.046830303E0,-2.488920480E0,8.799177489E0,9.999854256E0,2.517815126E2,-7.792331680E-2,-4.254030046E-2,1.708305298E-1,1.925221815E-1,2.506107370E2,-4.046792148E0,-2.488863248E0,8.799101184E0,9.999757427E0,2.506107980E2,-7.214938528E-4,-8.488161141E-6,-6.408563062E-4,9.650503788E-4
2.510930673E2,-4.049911284E0,-2.492926710E0,8.798795966E0,1.000176362E1,2.522842592E2,-7.446485474E-2,-4.585882974E-2,1.676899441E-1,1.891242031E-1,2.511109506E2,-4.050874687E0,-2.494595972E0,8.799215666E0,1.000293913E1,2.511109811E2,-6.790530397E-4,1.451475872E-3,-2.508252163E-3,2.976444885E-3
2.515936464E2,-4.042938536E0,-2.504573393E0,8.797575020E0,1.000077828E1,2.527872194E2,-7.532495544E-2,-5.502925222E-2,1.689637351E-1,1.930046924E-1,2.516115908E2,-4.043024384E0,-2.503962920E0,8.797269779E0,1.000039159E1,2.516116213E2,2.758652974E-4,1.092850980E-3,1.578798315E-3,1.939852842E-3
2.520950808E2,-4.049758666E0,-2.492907632E0,8.794102939E0,9.997568715E0,2.532897219E2,-7.096079813E-2,-5.300413353E-2,1.651029863E-1,1.873602656E-1,2.521129335E2,-4.048814340E0,-2.493537183E0,8.793816783E0,9.997091520E0,2.521129641E2,-2.885975419E-4,3.352824309E-4,2.414882372E-3,2.455068170E-3
2.525959963E2,-4.049501123E0,-2.494433815E0,8.792586323E0,9.996511074E0,2.537921633E2,-7.371572464E-2,-5.168154505E-2,1.694906931E-1,1.919168706E-1,2.526139406E2,-4.050807917E0,-2.493422719E0,8.792920177E0,9.997081918E0,2.526139711E2,1.143779964E-3,-4.498726369E-4,1.793124433E-3,2.173916564E-3
2.530963930E2,-4.049396198E0,-2.492650089E0,8.791327199E0,9.994916105E0,2.542953066E2,-6.510802358E-2,-5.456395820E-2,1.702225059E-1,1.902419034E-1,2.531142458E2,-4.049377120E0,-2.492764553E0,8.791269963E0,9.994886580E0,2.531142763E2,2.206922379E-4,6.854191601E-4,2.045647275E-3,2.168680996E-3
2.535966066E2,-4.051246694E0,-2.494052270E0,8.792300133E0,9.996871417E0,2.547973207E2,-6.857370195E-2,-5.447206422E-2,1.702354825E-1,1.914410559E-1,2.536146120E2,-4.049930362E0,-2.494901209E0,8.792920147E0,9.997095212E0,2.536146730E2,-5.241440650E-4,1.332641590E-3,-5.241440650E-4,1.524922165E-3
2.540974611E2,-4.048661722E0,-2.493022096E0,8.792500443E0,9.995743341E0,2.552997011E2,-7.059792316E-2,-5.493880763E-2,1.689839941E-1,1.912012803E-1,2.541154970E2,-4.049787282E0,-2.492497471E0,8.791870892E0,9.995514717E0,2.541155581E2,-3.607469273E-4,7.851550771E-4,-1.737951372E-3,1.940897166E-3
2.545981325E2,-4.046773071E0,-2.506576508E0,8.791718274E0,9.997680145E0,2.558029055E2,-7.150125888E-2,-5.656411571E-2,1.713504637E-1,1.940951072E-1,2.546160463E2,-4.046095827E0,-2.507139288E0,8.791517964E0,9.997371003E0,2.546160769E2,6.578326322E-5,2.546448713E-5,-3.257332544E-3,3.258096251E-3
2.550983156E2,-4.048251560E0,-2.504048767E0,8.791308137E0,9.997284616E0,2.563057741E2,-6.999834507E-2,-5.494978736E-2,1.745759749E-1,1.959490200E-1,2.551163820E2,-4.048614029E0,-2.502503507E0,8.791174596E0,9.996927035E0,2.551164125E2,1.447231791E-3,-2.694991751E-4,5.629774103E-3,5.819060587E-3
2.555992617E2,-4.047879553E0,-2.494977518E0,8.796516221E0,9.999446951E0,2.568081850E2,-6.966559704E-2,-5.267779644E-2,1.722995318E-1,1.931718776E-1,2.556172060E2,-4.048547258E0,-2.495225523E0,8.796926381E0,1.000013995E1,2.556172670E2,-3.819673348E-4,3.565028477E-4,1.822833003E-3,1.896236663E-3
2.561003298E2,-4.051714088E0,-2.494443354E0,8.794932799E0,9.999473867E0,2.573109011E2,-7.221567442E-2,-5.649084137E-2,1.714265006E-1,1.944051540E-1,2.561182741E2,-4.051456545E0,-2.494824900E0,8.794608481E0,9.999179454E0,2.561183352E2,3.098179493E-4,3.925775386E-4,1.336885672E-4,5.176648709E-4
2.566007570E2,-4.051532854E0,-2.493670724E0,8.795133131E0,9.999383928E0,2.578139223E2,-7.373985552E-2,-5.612069561E-2,1.710857114E-1,1.945698318E-1,2.566186098E2,-4.051113153E0,-2.493575337E0,8.795590986E0,9.999592818E0,2.566186403E2,3.437706032E-4,-4.413844758E-4,-8.424501755E-4,1.011296584E-3
2.571013674E2,-4.044607799E0,-2.499288985E0,8.799043933E0,1.000142349E1,2.583167910E2,-7.199646905E-2,-6.387725472E-2,1.735251695E-1,1.984307932E-1,2.571194643E2,-4.045370890E0,-2.500357313E0,8.799282405E0,1.000220891E1,2.571195253E2,7.002734472E-5,2.397906046E-4,-4.770347596E-3,4.776883875E-3
2.576027102E2,-4.044235792E0,-2.508455620E0,8.796602063E0,1.000141993E1,2.588194765E2,-6.883793877E-2,-6.304135630E-2,1.731674287E-1,1.967227307E-1,2.576205324E2,-4.043577625E0,-2.507558988E0,8.796096513E0,1.000048429E1,2.576205935E2,8.360840551E-4,-2.440346861E-4,2.221776646E-3,2.386394967E-3
2.581032290E2,-4.046563221E0,-2.496370160E0,8.799282431E0,1.000169532E1,2.593230166E2,-7.457648762E-2,-5.823022222E-2,1.726684722E-1,1.968928962E-1,2.581210817E2,-4.046992460E0,-2.496322467E0,8.799520892E0,1.000206687E1,2.581211123E2,7.321040584E-4,5.665848800E-4,6.287606741E-3,6.355390886E-3
2.586037478E2,-4.049863591E0,-2.492020539E0,8.799587653E0,1.000221497E1,2.598263430E2,-7.627080736E-2,-5.744943543E-2,1.721538816E-1,1.968619634E-1,2.586217836E2,-4.048957420E0,-2.491934691E0,8.800016897E0,1.000220436E1,2.586218447E2,2.801093789E-4,1.252004042E-4,1.754927699E-3,1.781546417E-3
2.591052736E2,-4.049138654E0,-2.493756572E0,8.800799085E0,1.000341993E1,2.603286318E2,-7.372465730E-2,-6.243044883E-2,1.706298292E-1,1.960801485E-1,2.591232485E2,-4.049358043E0,-2.493842419E0,8.800045526E0,1.000286718E1,2.591232790E2,2.228142786E-4,3.395265013E-5,-2.228142785E-3,2.239513173E-3
2.596065249E2,-4.047898631E0,-2.500157001E0,8.799158385E0,1.000307236E1,2.608315004E2,-7.286858559E-2,-6.626235321E-2,1.711468101E-1,1.974633151E-1,2.596245302E2,-4.047736474E0,-2.501330254E0,8.799606703E0,1.000369440E1,2.596245913E2,-2.270583601E-4,7.299820176E-4,-5.816513645E-3,5.866537328E-3
2.601074099E2,-4.045752436E0,-2.506662355E0,8.798900851E0,1.000360561E1,2.613343386E2,-7.821927305E-2,-5.869893559E-2,1.729675512E-1,1.986997571E-1,2.601252932E2,-4.046162598E0,-2.506051882E0,8.798710082E0,1.000345075E1,2.601253237E2,1.447231791E-3,-9.145995628E-4,4.927378614E-3,5.216323630E-3
2.606079897E2,-4.048614029E0,-2.496351082E0,8.799835691E0,1.000300717E1,2.618374208E2,-7.537113875E-2,-5.498538166E-2,1.738999784E-1,1.973458975E-1,2.606260561E2,-4.047984478E0,-2.495874150E0,8.799892919E0,1.000268372E1,2.606261171E2,3.416485606E-4,-6.366122247E-5,5.536404327E-3,5.547301088E-3
2.611089968E2,-4.054470756E0,-2.495511682E0,8.798757823E0,1.000422165E1,2.623398012E2,-7.413514331E-2,-5.578673631E-2,1.737272888E-1,1.969501214E-1,2.611269106E2,-4.055615393E0,-2.495368602E0,8.798452590E0,1.000438147E1,2.611269411E2,-3.480146828E-4,1.319909344E-3,-1.549089747E-3,2.064692214E-3
