"Time (s)","Sound pressure level (dB)"
0.000000000E0,-∞
8.935661500E-2,-∞
6.011781150E-1,-3.591186365E1
1.149250845E0,-4.042502786E1
1.695392191E0,-3.238970359E1
2.238708845E0,-4.051473660E1
2.787969690E0,-5.603000450E1
3.330466421E0,-4.356235166E1
3.853721497E0,-3.837793319E1
4.375076228E0,-1.576483388E1
4.895736227E0,-1.097362803E1
5.418017419E0,-4.332809689E1
5.941963650E0,-4.784758640E1
6.459057072E0,-3.640463160E1
6.975663072E0,-3.392866302E1
7.499532610E0,-3.566227131E1
8.023526917E0,-3.821415152E1
8.542909225E0,-4.027660117E1
9.075450378E0,-3.795202674E1
9.608436109E0,-5.162363112E1
1.013144630E1,-4.928342586E1
1.065705957E1,-4.348716377E1
1.117596318E1,-4.606587829E1
1.170917895E1,-3.838958856E1
1.223311322E1,-4.834809864E1
1.275898418E1,-3.734491505E1
1.328390134E1,-3.926571347E1
1.380384722E1,-4.529122059E1
1.432387426E1,-4.264448271E1
1.484377264E1,-4.903937321E1
1.537299072E1,-4.722813826E1
1.589842368E1,-4.667892257E1
1.641857449E1,-6.521902442E1
1.694668760E1,-4.919471124E1
1.747196222E1,-5.899708012E1
1.799917687E1,-6.071438703E1
1.851872883E1,-5.947168428E1
1.903986226E1,-6.004467394E1
1.955864860E1,-6.151893880E1
2.008423756E1,-5.269102227E1
2.060024141E1,-4.181016563E1
2.112100475E1,-5.461581129E1
2.164112422E1,-6.239184373E1
2.216649041E1,-3.547250652E1
2.268598048E1,-4.000166409E1
2.321777591E1,-3.030501723E1
2.374014960E1,-3.919701182E1
2.426645402E1,-4.547933532E1
2.479661864E1,-4.033826386E1
2.531663033E1,-4.310600984E1
2.584421394E1,-5.175603673E1
2.637376171E1,-4.834383020E1
2.691293090E1,-4.274228725E1
2.744803860E1,-4.619321702E1
2.798336071E1,-4.361570385E1
2.852979094E1,-5.230409619E1
2.907514110E1,-4.906212934E1
2.961445409E1,-4.681083662E1
3.016387136E1,-3.639652043E1
3.070009840E1,-4.144712514E1
3.124833336E1,-3.922180006E1
3.179447528E1,-3.486412484E1
3.232974467E1,-4.938911237E1
3.287991567E1,-5.514431100E1
3.340517398E1,-5.665458140E1
3.394544359E1,-4.161538189E1
3.448252840E1,-3.709694855E1
3.503839251E1,-5.270614256E1
3.558824955E1,-4.493756544E1
3.611573374E1,-5.742197280E1
3.665745751E1,-5.145396100E1
3.720643344E1,-5.402961222E1
3.775160016E1,-3.638185809E1
3.827344605E1,-5.082365774E1
3.879552463E1,-3.925006568E1
3.934038093E1,-3.956519787E1
3.988591051E1,-4.495238216E1
4.042863647E1,-4.776901262E1
4.098170682E1,-5.056241998E1
4.151591124E1,-5.089591967E1
4.205704536E1,-5.367833696E1
4.260048832E1,-3.774647426E1
4.315659385E1,-4.224844273E1
4.370545901E1,-4.138844878E1
4.423510670E1,-4.893546260E1
4.478044924E1,-3.999472200E1
4.533372289E1,-3.552341596E1
4.587802285E1,-3.928381448E1
4.642310308E1,-5.822121591E1
4.698091812E1,-6.572672592E1
4.752236331E1,-6.394261133E1
4.806291035E1,-6.358335242E1
4.861131731E1,-5.973656414E1
4.916207377E1,-6.110187531E1
4.969809443E1,-6.193288024E1
5.026103943E1,-6.021485804E1
5.081007012E1,-6.353279232E1
