"t (s)","Tilt up/down (deg)","Tilt left/right (deg)"
5.064186720E-1,6.746937224E1,8.956084444E1
1.007608857E0,7.438951420E1,8.969113366E1
1.509226289E0,-1.695387037E2,9.702518140E1
2.011118379E0,-1.616808170E2,1.112873886E2
2.511820283E0,-1.670192414E2,9.499276817E1
3.013040986E0,1.746865561E2,1.075035830E2
3.514231172E0,-1.490538323E2,1.321820603E2
4.014719453E0,-1.439406834E2,1.491214510E2
4.516367402E0,-1.440173012E2,1.344552373E2
5.017588105E0,-1.393098965E2,1.152171278E2
5.517679658E0,-1.458248273E2,1.092179220E2
6.018930879E0,-1.443365001E2,1.083499692E2
6.519876924E0,-1.444144094E2,1.084079953E2
7.021158662E0,-1.449881684E2,1.086306139E2
8.022715058E0,-1.448378920E2,1.083871997E2
8.524057832E0,-1.450893002E2,1.084328940E2
9.024668183E0,-1.451733411E2,1.084804432E2
9.526071992E0,-1.449460235E2,1.084300778E2
1.002680441E1,-1.447139605E2,1.084083719E2
1.052744528E1,-1.441388988E2,1.082423620E2
1.102936789E1,-1.445042916E2,1.084406403E2
1.153016135E1,-1.444295709E2,1.084394530E2
1.203135153E1,-1.443929442E2,1.084357473E2
1.253214499E1,-1.443776876E2,1.084308776E2
1.303281638E1,-1.442635468E2,1.084081375E2
1.353406760E1,-1.442621410E2,1.083841232E2
1.403495261E1,-1.444353993E2,1.084967045E2
1.453559664E1,-1.441419403E2,1.082929049E2
1.503675314E1,-1.443856681E2,1.085137369E2
1.553791281E1,-1.441289927E2,1.083227276E2
1.603842664E1,-1.443477506E2,1.084246476E2
1.653852316E1,-1.444268321E2,1.084566456E2
1.703921691E1,-1.444398236E2,1.084395066E2
1.754035291E1,-1.442895302E2,1.083922874E2
1.804111716E1,-1.443450911E2,1.083473405E2
1.854136130E1,-1.443788809E2,1.084049941E2
1.954401633E1,-1.444518043E2,1.084276270E2
2.004508444E1,-1.442786014E2,1.083412424E2
2.054621359E1,-1.443585815E2,1.083515276E2
2.104682394E1,-1.444525730E2,1.083875266E2
2.154739075E1,-1.445306449E2,1.084148795E2
2.204834982E1,-1.443354159E2,1.083648540E2
2.254991156E1,-1.443104497E2,1.081464393E2
2.305077541E1,-1.442991195E2,1.077404772E2
2.355182679E1,-1.436880261E2,1.072815709E2
2.405243918E1,-1.438517200E2,1.076558260E2
2.455252252E1,-1.442176595E2,1.075531707E2
2.505285791E1,-1.443136512E2,1.074674345E2
2.555327491E1,-1.443036627E2,1.074428755E2
2.605381247E1,-1.446572918E2,1.076385480E2
